X1s,X15s,X30s,X60s,X1min,X2min,X3min,X4min,X5min,X10min,X20min,X30min,X45min,X1h,X1h30,X2h,X4h,indice_endurance,cap_ana,MAP
1114.7530316021375,875.724646205917,719.4402435541637,560.6930193298839,454.4296589797872,419.03340681748006,401.69673189196584,391.3481565516198,364.0676984991355,353.1245280152055,350.15414527791,348.44554798783895,347.68681890726424,346.9884143377359,346.6498314209032,346.2898806814939,346.078049581456,-0.25,1600,350
