X1s,X15s,X30s,X60s,X1min,X2min,X3min,X4min,X5min,X10min,X20min,X30min,X45min,X1h,X1h30,X2h,X4h,indice_endurance,cap_ana,MAP
1114.7530316021375,875.724646205917,719.4402435541637,560.6930193298839,454.4296589797872,419.03340681748006,401.69673189196584,391.3481565516198,341.5967333369202,306.99991531881966,290.0294165886261,274.29837360514705,263.5960248117822,248.9024444119637,238.6506239892821,224.341984639387,214.24853328109347,-1,1700,350
