CP_1s,CP_15s,CP_30s,CP_45s,CP_60,CP_120,CP_180,CP_240,CP_300,CP_600,CP_1200,CP_1800,CP_2700,CP_3600,CP_5400,CP_7200,CP_14400
912.2817452083334,631.077181308801,559.1008716520109,516.9969538999137,487.1245566124004,415.1482361911922,373.0443361943786,343.1719103896095,319.92692094401275,304.46518235923656,288.92092494789546,279.8319022242793,270.7425193170385,264.29298392591915,255.2014205692583,248.75222087259075,233.2113587892001
