duration,power
1,993.0465194753987
2,911.2557701651125
3,863.4111072679551
4,829.464651211065
5,803.1331463906128
6,781.6197139091203
7,763.4299725501335
8,747.6731632662359
9,733.7745729029741
10,721.3422440528798
11,710.095053470758
12,699.8279520442431
13,690.38330878969
14,681.6385458655596
15,673.49746755590445
16,665.8813069824516
17,658.7279975462426
18,651.9825374778948
19,645.6035469482365
20,639.5509723417101
21,633.7933801200744
22,628.3042184246082
23,623.0582463817318
24,618.0361271933067
25,613.2197099545629
26,608.5919645371881
27,604.1380851025042
28,599.8467507338139
29,595.7063040714821
30,591.705921640623
31,587.8364227274171
32,584.0898411591107
33,580.4594918814925
34,576.9360443970692
35,573.516319041684
36,570.1917528387628
37,566.9581885173038
38,563.8118136424827
39,560.7468599850939
40,557.7593319096062
41,554.8453830779648
42,552.0013226332242
43,549.2254571512967
44,546.5130138861501
45,543.8606673843057
46,541.2674763557301
47,538.7297517445459
48,536.2453962411068
49,533.8121843326473
50,531.4286547012939
51,529.0912579355288
52,526.8002516918972
53,524.5529339696332
54,522.3471740404797
55,520.1816448925005
56,518.0550523800404
57,515.9664202769794
58,513.9143892440825
59,511.8973049669148
60,509.9140074887919
61,507.9633659714454
62,506.04465487605955
63,504.1569940010573
64,502.2990153205696
65,500.4696894069875
66,498.6680130506785
67,496.8930086694958
68,495.1449469040651
69,493.42279808027575
70,491.7247398250351
71,490.0503084521607
72,488.40074697206194
73,486.77286293858623
74,485.1672400330046
75,483.5837646875776
76,482.01988019557024
77,480.4783494340367
78,478.9548735152043
79,477.4525349094563
80,475.9673234079177
81,474.50239106703253
82,473.0536755211782
83,471.6241350116808
84,470.21065316368197
85,468.8141260886706
86,467.43439174553833
87,466.0694471747276
88,464.72144050809663
89,463.3882461459277
90,462.0690626762514
91,460.765671629443
92,459.47633672256137
93,458.20026931879056
94,456.93779549656085
95,455.6897665028245
96,454.4542956127158
97,453.23118853922347
98,452.0202533801245
99,450.82280859446877
100,449.6372303447152
101,448.46316437241575
102,447.30042959423565
103,446.148847163259
104,445.008240444139
105,443.8794608474709
106,442.76129007229076
