X1s,X15s,X30s,X60s,X1min,X2min,X3min,X4min,X5min,X10min,X20min,X30min,X45min,X1h,X1h30,X2h,X4h,indice_endurance,cap_ana,VO2max
704.1571485983644,568.3184818530704,481.31543969012324,395.8738209707597,342.3467526877116,325.68269758802194,317.69459870100286,312.94791087727805,288.08916273717125,271.1253797781215,262.83085169753576,255.1222268539578,249.8588153387006,242.60369257219713,237.52232688994349,230.4062592075775,225.37206846462587,-6,1000,60
