duration,power
374,313.5002740888735
375,313.4213902634302
376,313.34250643798697
377,313.26362261254366
378,313.1847387871004
379,313.10585496165714
380,313.0269711362139
381,312.94981757082337
382,312.87356295866107
383,312.79730834649877
384,312.72105373433646
385,312.64479912217416
386,312.56854451001186
387,312.49228989784956
388,312.4160352856873
389,312.339780673525
390,312.2635260613627
391,312.1872714492004
392,312.1110168370381
393,312.0347622248758
394,311.959890562071
395,311.8861775309984
396,311.81246449992585
397,311.7387514688533
398,311.66503843778077
399,311.59132540670817
400,311.5176123756356
401,311.4438993445631
402,311.37018631349054
403,311.296473282418
404,311.2227602513454
405,311.14904722027285
406,311.0753341892003
407,311.00162115812776
408,310.9303109632353
409,310.8590548018592
410,310.7877986404832
411,310.71654247910715
412,310.6452863177311
413,310.5740301563551
414,310.50277399497907
415,310.431517833603
416,310.36026167222695
417,310.2890055108509
418,310.2177493494749
419,310.1464931880989
420,310.07523702672285
421,310.00398086534676
422,309.9349670027032
423,309.86608582307775
424,309.79720464345223
425,309.72832346382677
426,309.65944228420125
427,309.5905611045758
428,309.5216799249503
429,309.4527987453248
430,309.38391756569933
431,309.31503638607387
432,309.24615520644835
433,309.1772740268229
434,309.10839284719736
435,309.0395116675719
436,308.97160937950895
437,308.9050240230292
438,308.83843866654956
439,308.77185331006984
440,308.7052679535901
441,308.63868259711046
442,308.57209724063074
443,308.505511884151
444,308.43892652767136
445,308.37234117119164
446,308.305755814712
447,308.23917045823225
448,308.17258510175253
449,308.10599974527287
450,308.03941438879315
451,307.97373464596365
452,307.9093685923967
453,307.8450025388297
454,307.7806364852628
455,307.7162704316958
456,307.65190437812885
457,307.58753832456193
458,307.52317227099496
459,307.45880621742805
460,307.3944401638611
461,307.3300741102941
462,307.2657080567272
463,307.2013420031602
464,307.13697594959325
465,307.07260989602634
466,307.00824384245936
467,306.94574835313006
468,306.8835276326771
469,306.82130691222414
470,306.7590861917712
471,306.69686547131823
472,306.6346447508653
473,306.5724240304123
474,306.51020330995937
475,306.44798258950647
476,306.3857618690535
477,306.32354114860055
478,306.2613204281476
479,306.19909970769464
480,306.1368789872417
481,306.07465826678873
482,306.0124375463358
483,305.9518761087818
484,305.8917292170719
485,305.83158232536204
486,305.77143543365213
487,305.7112885419422
488,305.6511416502323
489,305.59099475852247
490,305.53084786681256
491,305.47070097510266
492,305.4105540833928
493,305.3504071916829
494,305.290260299973
495,305.23011340826315
496,305.16996651655325
497,305.10981962484334
498,305.04967273313343
499,304.9898749471709
500,304.9317327630878
501,304.8735905790046
502,304.8154483949215
503,304.75730621083835
504,304.69916402675517
505,304.64102184267205
506,304.5828796585889
507,304.52473747450574
508,304.4665952904226
509,304.4084531063395
510,304.35031092225637
511,304.2921687381732
512,304.23402655409006
513,304.17588437000694
514,304.1177421859238
515,304.05960000184064
516,304.0014578177575
517,303.945204934655
518,303.88900064090257
519,303.8327963471502
520,303.77659205339774
521,303.7203877596453
522,303.6641834658929
523,303.60797917214046
524,303.551774878388
525,303.49557058463563
526,303.4393662908832
527,303.38316199713074
528,303.32695770337835
529,303.2707534096259
530,303.21454911587347
531,303.1583448221211
532,303.10214052836864
533,303.0459362346162
534,302.99007417727665
535,302.9357431835924
536,302.8814121899082
537,302.82708119622396
538,302.7727502025397
539,302.7184192088555
540,302.66408821517126
541,302.60975722148703
542,302.5554262278028
543,302.50109523411857
544,302.44676424043433
545,302.3924332467501
546,302.33810225306587
547,302.28377125938164
548,302.22944026569735
549,302.1751092720131
550,302.1207782783289
551,302.06644728464465
552,302.0121162909604
553,301.959192321548
554,301.9066721904755
555,301.85415205940296
556,301.80163192833044
557,301.7491117972579
558,301.6965916661854
559,301.64407153511286
560,301.59155140404033
561,301.5390312729678
562,301.4865111418953
563,301.43399101082275
564,301.38147087975017
565,301.32895074867764
566,301.2764306176051
567,301.2239104865326
568,301.17139035546006
569,301.11887022438754
570,301.066350093315
571,301.0138299622425
572,300.96259938203997
573,300.91182975717527
574,300.8610601323105
575,300.8102905074458
576,300.7595208825811
577,300.70875125771636
578,300.65798163285166
579,300.60721200798696
580,300.5564423831222
581,300.5056727582575
582,300.4549031333928
583,300.40413350852805
584,300.35336388366335
585,300.30259425879865
586,300.2518246339339
587,300.2010550090692
588,300.1502853842045
589,300.0995157593398
590,300.04874613447504
591,299.9980439529395
592,299.94896648956944
593,299.89988902619933
594,299.8508115628293
595,299.80173409945917
596,299.7526566360891
597,299.703579172719
598,299.65450170934895
599,299.60542424597884
600,299.5563467826088
601,299.5072693192387
602,299.4581918558686
603,299.4091143924985
604,299.36003692912846
605,299.31095946575834
606,299.2618820023883
607,299.2128045390182
608,299.1637270756481
609,299.114649612278
610,299.06557214890796
611,299.01649468553785
612,298.9685032125052
613,298.92106151055725
614,298.8736198086093
615,298.8261781066613
616,298.77873640471336
617,298.7312947027654
618,298.6838530008174
619,298.63641129886946
620,298.5889695969215
621,298.54152789497357
622,298.49408619302557
623,298.4466444910776
624,298.3992027891297
625,298.35176108718167
626,298.3043193852337
627,298.2568776832858
628,298.20943598133783
629,298.16199427938983
630,298.1145525774419
631,298.06711087549394
632,298.01966917354594
633,297.97315313538405
634,297.9272926746111
635,297.88143221383814
636,297.8355717530652
637,297.7897112922923
638,297.74385083151935
639,297.69799037074637
640,297.65212990997344
641,297.6062694492005
642,297.5604089884275
643,297.5145485276546
644,297.46868806688167
645,297.42282760610874
646,297.37696714533575
647,297.3311066845628
648,297.2852462237899
649,297.2393857630169
650,297.193525302244
651,297.14766484147106
652,297.1018043806981
653,297.05594391992514
654,297.0100834591522
655,296.96541545281826
656,296.9210835301437
657,296.87675160746915
658,296.83241968479456
659,296.78808776211997
660,296.74375583944544
661,296.69942391677085
662,296.6550919940963
663,296.61076007142174
664,296.56642814874715
665,296.5220962260726
666,296.47776430339803
667,296.4334323807235
668,296.3891004580489
669,296.3447685353743
670,296.3004366126998
671,296.2561046900252
672,296.2117727673507
673,296.1674408446761
674,296.1231089220015
675,296.078776999327
676,296.0344450766524
677,295.9904426844833
678,295.9475883534343
679,295.9047340223853
680,295.8618796913363
681,295.8190253602873
682,295.7761710292383
683,295.7333166981893
684,295.6904623671403
685,295.6476080360913
686,295.6047537050423
687,295.5618993739933
688,295.5190450429443
689,295.47619071189524
690,295.43333638084624
691,295.39048204979724
692,295.34762771874824
693,295.30477338769924
694,295.26191905665024
695,295.21906472560124
696,295.17621039455224
697,295.13335606350324
698,295.09050173245424
699,295.04764740140524
700,295.00479307035624
701,294.96320732854645
702,294.92178134070605
703,294.88035535286565
704,294.8389293650253
705,294.7975033771849
706,294.7560773893445
707,294.7146514015041
708,294.6732254136637
709,294.6317994258234
710,294.590373437983
711,294.5489474501426
712,294.5075214623022
713,294.4660954744618
714,294.42466948662144
715,294.38324349878104
716,294.34181751094064
717,294.30039152310025
718,294.25896553525985
719,294.2175395474195
720,294.1761135595791
721,294.1346875717387
722,294.0932615838983
723,294.0518355960579
724,294.0104096082175
725,293.97001740235686
726,293.92997215076747
727,293.8899268991781
728,293.8498816475887
729,293.8098363959993
730,293.76979114440996
731,293.7297458928206
732,293.6897006412312
733,293.6496553896418
734,293.6096101380524
735,293.569564886463
736,293.5295196348736
737,293.4894743832843
738,293.4494291316949
739,293.4093838801055
740,293.3693386285161
741,293.3292933769267
742,293.28924812533734
743,293.249202873748
744,293.2091576221586
745,293.1691123705692
746,293.12906711897983
747,293.08902186739044
748,293.04897661580105
749,293.0089313642117
750,292.96992314455446
751,292.9312126090077
752,292.89250207346083
753,292.85379153791405
754,292.81508100236726
755,292.7763704668204
756,292.73765993127364
757,292.69894939572686
758,292.66023886018
759,292.62152832463323
760,292.58281778908645
761,292.5441072535396
762,292.5053967179928
763,292.466686182446
764,292.4279756468992
765,292.3892651113524
766,292.3505545758056
767,292.3118440402588
768,292.27313350471195
769,292.23442296916517
770,292.1957124336184
771,292.15700189807154
772,292.11829136252476
773,292.079580826978
774,292.04087029143113
775,292.00215975588435
776,291.9646674649495
777,291.9272471590994
778,291.88982685324925
779,291.85240654739914
780,291.814986241549
781,291.7775659356988
782,291.7401456298487
783,291.70272532399855
784,291.6653050181484
785,291.6278847122983
786,291.5904644064481
787,291.553044100598
788,291.51562379474785
789,291.47820348889775
790,291.4407831830476
791,291.4033628771974
792,291.3659425713473
793,291.32852226549716
794,291.291101959647
795,291.2536816537969
796,291.2162613479467
797,291.1788410420966
798,291.14142073624646
799,291.1040004303963
800,291.0665801245462
801,291.02915981869603
802,290.9920148364932
803,290.9558417567324
804,290.9196686769716
805,290.8834955972108
806,290.84732251745
807,290.81114943768915
808,290.7749763579284
809,290.73880327816755
810,290.7026301984068
811,290.66645711864595
812,290.6302840388852
813,290.59411095912435
814,290.5579378793635
815,290.52176479960275
816,290.4855917198419
817,290.44941864008115
818,290.4132455603203
819,290.37707248055955
820,290.3408994007987
821,290.30472632103795
822,290.2685532412771
823,290.2323801615163
824,290.1962070817555
825,290.1600340019947
826,290.1238609222339
827,290.0876878424731
828,290.05151476271226
829,290.0153416829515
830,289.9798629177075
831,289.94489549374737
832,289.90992806978716
833,289.874960645827
834,289.83999322186685
835,289.80502579790664
836,289.7700583739465
837,289.7350909499863
838,289.7001235260261
839,289.6651561020659
840,289.63018867810575
841,289.59522125414554
842,289.5602538301854
843,289.5252864062252
844,289.490318982265
845,289.4553515583048
846,289.42038413434466
847,289.38541671038445
848,289.3504492864243
849,289.3154818624641
850,289.28051443850393
851,289.2455470145437
852,289.21057959058356
853,289.1756121666234
854,289.1406447426632
855,289.10567731870304
856,289.07070989474283
857,289.0357424707827
858,289.00077504682247
859,288.9669472614583
860,288.9331453085559
861,288.8993433556534
862,288.865541402751
863,288.83173944984856
864,288.7979374969461
865,288.76413554404365
866,288.7303335911412
867,288.69653163823875
868,288.66272968533633
869,288.62892773243385
870,288.59512577953143
871,288.56132382662895
872,288.5275218737265
873,288.4937199208241
874,288.4599179679216
875,288.4261160150192
876,288.3923140621167
877,288.3585121092143
878,288.3247101563119
879,288.2909082034094
880,288.257106250507
881,288.2233042976045
882,288.1895023447021
883,288.15570039179966
884,288.1218984388972
885,288.08809648599475
886,288.05429453309233
887,288.02049258018985
888,287.9871342312747
889,287.95445890405244
890,287.92178357683014
891,287.88910824960783
892,287.8564329223856
893,287.82375759516333
894,287.791082267941
895,287.75840694071877
896,287.72573161349646
897,287.6930562862742
898,287.6603809590519
899,287.62770563182966
900,287.59503030460735
901,287.5623549773851
902,287.5296796501628
903,287.49700432294054
904,287.46432899571823
905,287.431653668496
906,287.3989783412737
907,287.3663030140514
908,287.3336276868291
909,287.30095235960687
910,287.26827703238456
911,287.2356017051623
912,287.20292637794
913,287.17025105071775
914,287.13757572349544
915,287.1049003962732
916,287.0722250690509
917,287.03954974182864
918,287.00687441460633
919,286.9750590368316
920,286.94347278463596
921,286.9118865324403
922,286.8803002802446
923,286.8487140280489
924,286.81712777585324
925,286.78554152365757
926,286.7539552714619
927,286.72236901926624
928,286.6907827670706
929,286.65919651487485
930,286.6276102626792
931,286.5960240104835
932,286.56443775828785
933,286.5328515060922
934,286.5012652538965
935,286.4696790017008
936,286.43809274950513
937,286.40650649730946
938,286.3749202451138
939,286.34333399291813
940,286.31174774072247
941,286.28016148852674
942,286.2485752363311
943,286.2169889841354
944,286.18540273193975
945,286.1538164797441
946,286.12223022754836
947,286.0906439753527
948,286.059057723157
949,286.02747147096136
950,285.9960223652264
951,285.9654888889744
952,285.93495541272233
953,285.90442193647027
954,285.87388846021827
955,285.8433549839662
956,285.8128215077142
957,285.78228803146214
958,285.75175455521014
959,285.7212210789581
960,285.6906876027061
961,285.660154126454
962,285.629620650202
963,285.59908717394995
964,285.56855369769795
965,285.5380202214459
966,285.5074867451939
967,285.4769532689418
968,285.44641979268977
969,285.41588631643776
970,285.38535284018576
971,285.3548193639337
972,285.32428588768164
973,285.29375241142964
974,285.2632189351776
975,285.2326854589256
976,285.2021519826735
977,285.1716185064215
978,285.14108503016945
979,285.11055155391745
980,285.0800180776654
981,285.0494846014134
982,285.0189511251613
983,284.9888036909292
984,284.9592879013934
985,284.9297721118576
986,284.9002563223217
987,284.8707405327859
988,284.84122474325005
989,284.8117089537142
990,284.78219316417835
991,284.75267737464253
992,284.72316158510665
993,284.69364579557083
994,284.664130006035
995,284.6346142164992
996,284.6050984269633
997,284.5755826374275
998,284.54606684789167
999,284.5165510583558
1000,284.48703526881997
1001,284.45751947928414
1002,284.4280036897483
1003,284.39848790021244
1004,284.3689721106766
1005,284.3394563211408
1006,284.3099405316049
1007,284.2804247420691
1008,284.2509089525333
1009,284.22139316299746
1010,284.1918773734616
1011,284.16236158392576
1012,284.13284579438994
1013,284.10333000485406
1014,284.07381421531824
1015,284.0442984257824
1016,284.0147826362466
1017,283.9857579055822
1018,283.9572258830659
1019,283.9286938605496
1020,283.9001618380333
1021,283.871629815517
1022,283.8430977930007
1023,283.8145657704844
1024,283.7860337479681
1025,283.7575017254518
1026,283.7289697029355
1027,283.7004376804192
1028,283.6719056579029
1029,283.6433736353866
1030,283.6148416128703
1031,283.586309590354
1032,283.5577775678377
1033,283.52924554532143
1034,283.5007135228051
1035,283.4721815002888
1036,283.4436494777725
1037,283.4151174552562
1038,283.38658543273993
1039,283.3580534102236
1040,283.3295213877073
1041,283.300989365191
1042,283.2724573426747
1043,283.24392532015844
1044,283.2153932976421
1045,283.1868612751258
1046,283.1583292526095
1047,283.12979723009323
1048,283.10126520757694
1049,283.07273318506066
1050,283.0442011625443
1051,283.015669140028
1052,282.9875658398928
1053,282.95998479524945
1054,282.93240375060617
1055,282.90482270596283
1056,282.87724166131954
1057,282.8496606166762
1058,282.8220795720329
1059,282.7944985273896
1060,282.7669174827463
1061,282.73933643810295
1062,282.7117553934596
1063,282.6841743488163
1064,282.65659330417304
1065,282.6290122595297
1066,282.60143121488636
1067,282.5738501702431
1068,282.5462691255998
1069,282.51868808095645
1070,282.4911070363131
1071,282.4635259916698
1072,282.43594494702654
1073,282.4083639023832
1074,282.38078285773986
1075,282.3532018130966
1076,282.32562076845323
1077,282.29803972380995
1078,282.2704586791666
1079,282.2428776345233
1080,282.21529658988
1081,282.1877155452367
1082,282.16013450059336
1083,282.1325534559501
1084,282.10497241130673
1085,282.07739136666345
1086,282.0498103220201
1087,282.0222292773768
1088,281.9948266081799
1089,281.96816484513164
1090,281.9415030820834
1091,281.9148413190352
1092,281.88817955598694
1093,281.8615177929387
1094,281.8348560298905
1095,281.80819426684224
1096,281.781532503794
1097,281.7548707407458
1098,281.72820897769753
1099,281.7015472146493
1100,281.6748854516011
1101,281.64822368855283
1102,281.6215619255046
1103,281.5949001624564
1104,281.56823839940813
1105,281.5415766363599
1106,281.5149148733117
1107,281.48825311026343
1108,281.4615913472152
1109,281.434929584167
1110,281.4082678211187
1111,281.3816060580705
1112,281.3549442950223
1113,281.328282531974
1114,281.3016207689258
1115,281.2749590058776
1116,281.2482972428293
1117,281.22163547978107
1118,281.1949737167329
1119,281.1683119536846
1120,281.14165019063637
1121,281.1149884275882
1122,281.0883266645399
1123,281.06166490149167
1124,281.03500313844347
1125,281.0083413753952
1126,280.9822902344392
1127,280.9565171131512
1128,280.93074399186327
1129,280.90497087057537
1130,280.8791977492874
1131,280.85342462799946
1132,280.8276515067115
1133,280.8018783854236
1134,280.77610526413565
1135,280.7503321428477
1136,280.7245590215598
1137,280.69878590027184
1138,280.6730127789839
1139,280.64723965769593
1140,280.62146653640804
1141,280.5956934151201
1142,280.5699202938321
1143,280.54414717254423
1144,280.5183740512563
1145,280.4926009299683
1146,280.46682780868036
1147,280.44105468739247
1148,280.4152815661045
1149,280.38950844481656
1150,280.36373532352866
1151,280.3379622022407
1152,280.31218908095275
1153,280.28641595966485
1154,280.2606428383769
1155,280.23486971708894
1156,280.209096595801
1157,280.1833234745131
1158,280.15755035322513
1159,280.1317772319372
1160,280.1060041106492
1161,280.0802309893613
1162,280.05445786807337
1163,280.0286847467854
1164,280.0029116254975
1165,279.9779004823213
1166,279.9529863841905
1167,279.9280722860598
1168,279.90315818792897
1169,279.8782440897982
1170,279.85332999166747
1171,279.8284158935367
1172,279.80350179540596
1173,279.7785876972752
1174,279.7536735991444
1175,279.72875950101366
1176,279.7038454028829
1177,279.67893130475215
1178,279.6540172066214
1179,279.6291031084906
1180,279.60418901035985
1181,279.5792749122291
1182,279.55436081409835
1183,279.5294467159676
1184,279.50453261783684
1185,279.47961851970604
1186,279.4547044215753
1187,279.42979032344454
1188,279.4048762253138
1189,279.37996212718303
1190,279.3550480290522
1191,279.3301339309215
1192,279.3052198327907
1193,279.28030573466
1194,279.2553916365292
1195,279.2304775383984
1196,279.20556344026767
1197,279.1806493421369
1198,279.15573524400617
1199,279.1308211458754
1200,279.10590704774467
1201,279.08099294961386
1202,279.0560788514831
1203,279.03116475335236
1204,279.0062506552216
1205,278.98195861328156
1206,278.95787490689867
1207,278.9337912005158
1208,278.90970749413293
1209,278.88562378775003
1210,278.86154008136714
1211,278.83745637498424
1212,278.8133726686014
1213,278.7892889622185
1214,278.7652052558356
1215,278.7411215494527
1216,278.7170378430698
1217,278.692954136687
1218,278.6688704303041
1219,278.6447867239212
1220,278.6207030175383
1221,278.5966193111554
1222,278.5725356047725
1223,278.54845189838966
1224,278.52436819200676
1225,278.50028448562387
1226,278.47620077924097
1227,278.4521170728581
1228,278.42803336647523
1229,278.40394966009234
1230,278.37986595370944
1231,278.35578224732654
1232,278.33169854094365
1233,278.3076148345608
1234,278.2835311281779
1235,278.259447421795
1236,278.2353637154121
1237,278.2112800090292
1238,278.1871963026464
1239,278.1631125962635
1240,278.1390288898806
1241,278.1149451834977
1242,278.0908614771148
1243,278.06677777073196
1244,278.04269406434906
1245,278.01861035796617
1246,277.994709079353
1247,277.9714280875992
1248,277.94814709584534
1249,277.92486610409145
1250,277.9015851123376
1251,277.8783041205838
1252,277.8550231288299
1253,277.83174213707605
1254,277.8084611453222
1255,277.7851801535683
1256,277.7618991618145
1257,277.73861817006065
1258,277.71533717830675
1259,277.6920561865529
1260,277.6687751947991
1261,277.6454942030452
1262,277.62221321129135
1263,277.59893221953746
1264,277.5756512277836
1265,277.5523702360298
1266,277.5290892442759
1267,277.50580825252206
1268,277.4825272607682
1269,277.45924626901433
1270,277.4359652772605
1271,277.41268428550666
1272,277.38940329375276
1273,277.3661223019989
1274,277.34284131024503
1275,277.3195603184912
1276,277.29627932673736
1277,277.27299833498347
1278,277.24971734322963
1279,277.2264363514758
1280,277.2031553597219
1281,277.17987436796807
1282,277.15659337621423
1283,277.13331238446034
1284,277.1100313927065
1285,277.08675040095267
1286,277.0634694091988
1287,277.04018841744494
1288,277.0169074256911
1289,276.9938388661367
1290,276.97133383437676
1291,276.94882880261684
1292,276.9263237708569
1293,276.90381873909706
1294,276.88131370733714
1295,276.8588086755772
1296,276.8363036438173
1297,276.8137986120574
1298,276.7912935802975
1299,276.7687885485376
1300,276.7462835167777
1301,276.72377848501776
1302,276.70127345325784
1303,276.678768421498
1304,276.65626338973806
1305,276.63375835797814
1306,276.6112533262182
1307,276.58874829445836
1308,276.56624326269844
1309,276.5437382309385
1310,276.5212331991786
1311,276.4987281674187
1312,276.4762231356588
1313,276.4537181038989
1314,276.431213072139
1315,276.40870804037905
1316,276.38620300861913
1317,276.36369797685927
1318,276.34119294509935
1319,276.31868791333943
1320,276.2961828815795
1321,276.2736778498196
1322,276.25117281805973
1323,276.2286677862998
1324,276.2061627545399
1325,276.18365772277997
1326,276.1611526910201
1327,276.1386476592602
1328,276.11614262750027
1329,276.09363759574035
1330,276.0711325639804
1331,276.04862753222056
1332,276.02612250046064
1333,276.0036174687007
1334,275.98174196309986
1335,275.959987028436
1336,275.93823209377217
1337,275.91647715910835
1338,275.8947222244445
1339,275.87296728978066
1340,275.85121235511684
1341,275.82945742045297
1342,275.80770248578915
1343,275.78594755112533
1344,275.76419261646146
1345,275.74243768179764
1346,275.7206827471338
1347,275.69892781246995
1348,275.67717287780613
1349,275.6554179431423
1350,275.63366300847844
1351,275.6119080738146
1352,275.5901531391508
1353,275.5683982044869
1354,275.5466432698231
1355,275.5248883351593
1356,275.5031334004954
1357,275.4813784658316
1358,275.4596235311678
1359,275.4378685965039
1360,275.4161136618401
1361,275.39435872717627
1362,275.3726037925124
1363,275.3508488578486
1364,275.32909392318476
1365,275.3073389885209
1366,275.28558405385706
1367,275.26382911919325
1368,275.2420741845294
1369,275.22031924986555
1370,275.19856431520174
