X1s,X15s,X30s,X60s,X1min,X2min,X3min,X4min,X5min,X10min,X20min,X30min,X45min,X1h,X1h30,X2h,X4h,indice_endurance,cap_ana,VO2max
1250.3875941903675,962.2847891397793,771.3468465680428,573.2469015420917,435.44873581788937,387.8972409779899,364.3609786377597,350.2812327902582,295.9972609644652,261.5487338295387,245.73551435599506,231.5944597407311,222.18966387962666,209.47903348022336,200.70782608333928,188.552290793157,180.01781912902842,-10,1800,60
