X1s,X15s,X30s,X60s,X1min,X2min,X3min,X4min,X5min,X10min,X20min,X30min,X45min,X1h,X1h30,X2h,X4h,indice_endurance,cap_ana,MAP
1115.2145560070219,881.6903631498245,729.7408679069641,576.5877132951964,475.5578684520084,442.3783076609712,426.1979060111635,416.5482836714231,361.37477878799467,320.29695597714766,299.3094989557768,279.4769408352905,265.83358886074353,246.96899439689176,233.74650563055408,215.24207637087721,202.16811089657315,-1.5,1700,378
