X1s,X15s,X30s,X60s,X1min,X2min,X3min,X4min,X5min,X10min,X20min,X30min,X45min,X1h,X1h30,X2h,X4h,indice_endurance,cap_ana,MAP
978.1954202041366,777.2330693842398,646.9323918346839,516.3497491870507,431.1541631972428,403.47977096998807,390.03013690777664,382.01482607337476,342.2931774558063,314.88172303445845,301.4565519783261,289.0019279253945,280.51796099970545,268.8533245812541,260.7033856648492,249.3141495028736,241.27142781072826,-0.25,1600,350
