time,power
1,978.1954202041366
2,960.2572144356222
3,942.9594975854395
4,926.2774342062146
5,910.1871947614087
6,894.6659137343061
7,879.6916495165267
8,865.2433459993122
9,851.3007957941882
10,837.8446050127983
11,824.8561595387756
12,812.3175927274443
13,800.2117544719368
14,788.5221815769887
15,777.2330693842398
16,766.329244595296
17,755.7961392411653
18,745.6197657488972
19,735.7866930584037
20,726.2840237444761
21,717.0993721009661
22,708.2208431459671
23,699.6370125086187
24,691.3369071598578
25,683.3099869510812
26,675.5461269262362
27,668.035600374354
28,660.7690625909652
29,653.7375353181999
30,646.9323918346839
31,640.3453426675841
32,633.9684219003568
33,627.7939740508855
34,621.8146414957944
35,616.0233524177598
36,610.4133092536465
37,604.9779776222454
38,599.7110757113041
39,594.6065641044187
40,589.6586360291799
41,584.8617080087813
42,580.2104109000443
43,575.6995813015596
44,571.324253316338
45,567.079650654026
46,562.9611790583989
47,558.9644190464353
48,555.085118945877
49,551.3191882187318
50,547.6626910587171
51,544.1118402511477
52,540.6629912842692
53,537.3126367015022
54,534.0574006845164
55,530.8940338574755
56,527.8194083032158
57,524.8305127825023
58,521.9244481478934
59,519.098422944097
60,516.3497491870507
61,513.6758383142859
62,511.0741972994508
63,508.5424249241717
64,506.07820820071885
65,503.67931893921775
66,501.3436104534179
67,499.0690143992761
68,496.8535377408595
69,494.69525983830465
70,492.59232965278795
71,490.54296306367905
72,488.5454402932506
73,486.5981034345103
74,484.6993540779141
75,482.84765103288964
76,481.04150814027406
77,479.2794921719373
78,477.5602208140092
79,475.8823607302885
80,474.24462570254923
81,472.64577484459824
82,471.08461088707287
83,469.5599785300858
84,468.07076286095605
85,466.61588783436883
86,465.1943148124243
87,463.80504116214297
88,462.4470989080877
89,461.1195534378702
90,459.8215022583958
91,458.5520738007909
92,457.31042627204494
93,456.0957465514769
94,454.90724913021813
95,453.7441750919744
96,452.6057911334059
97,451.49138862252926
98,450.40028269361375
99,449.3318113771049
100,448.2853347631706
101,447.2602341975242
102,446.2559115082286
103,445.2717882622463
104,444.3073050505458
105,443.36192080062426
106,442.4351121153563
107,441.526372637118
108,440.6352124361846
109,439.7611574224346
110,438.9037487794395
111,438.06254242004854
112,437.2371084626209
113,436.42703072708906
114,435.63190625006837
115,434.8513448182649
116,434.08496851945887
117,433.33241131037374
118,432.5933186007682
119,431.86734685311274
120,431.1541631972428
121,430.4534450594007
122,429.76487980510564
123,429.0881643953112
124,428.423005055332
125,427.7691169560451
126,427.12622390688676
127,426.49405806018694
128,425.872359626404
129,425.26087659983517
130,424.6593644944008
131,424.06758608911076
132,423.48531118284194
133,422.9123163580673
134,422.3483847531935
135,421.79330584317603
136,421.2468752280946
137,420.70889442938505
138,420.17917069343486
139,419.65751680226055
140,419.1437508909991
141,418.63769627195273
142,418.1391812649383
143,417.6480390337036
144,417.1641074281793
145,416.6872288323473
146,416.2172500175125
147,415.7540220007754
148,415.2973999085099
149,414.8472428446562
150,414.40341376365313
151,413.9657793478301
152,413.53420988909744
153,413.10857917477165
154,412.68876437738265
155,412.2746459483149
156,411.8661075151405
157,411.46303578250695
158,411.065320436448
159,410.67285405199226
160,410.28553200394657
161,409.90325238073956
162,409.5259159012099
163,409.153425834235
164,408.78568792109286
165,408.42261030045927
166,408.064103435945
167,407.71008004607785
168,407.36045503664326
169,407.01514543529714
170,406.67407032836877
171,406.33715079977515
172,406.0043098719692
173,405.67547244885134
174,405.35056526057144
175,405.0295168101551
176,404.7122573218883
177,404.3987186913977
178,404.08883443736715
179,403.7825396548309
180,403.47977096998807
181,403.18046649648676
182,402.88456579312106
183,402.592009822897
184,402.30274091341477
185,402.01670271852294
186,401.7338401812013
187,401.4540994976266
188,401.17742808238233
189,400.90377453477174
190,400.63308860619674
191,400.3653211685638
192,400.10042418368454
193,399.8383506736332
194,399.57905469203126
195,399.322491296225
196,399.0686165203275
197,398.8173873490936
198,398.56876169260113
199,398.32269836171025
200,398.0791570442742
201,397.8380982820774
202,397.5994834484741
203,397.363274726707
204,397.12943508888065
205,396.89792827556795
206,396.66871877603046
207,396.4417718090296
208,396.2170533042113
209,395.99452988404306
210,395.77416884628775
211,395.5559381469932
212,395.3398063839834
213,395.1257427808341
214,394.9137171713156
215,394.70369998428976
216,394.4956622290448
217,394.28957548105365
218,394.0854118681438
219,393.88314405706365
220,393.68274524043306
221,393.4841891240663
222,393.28744991465487
223,393.09250230779946
224,392.8993214763785
225,392.70788305924447
226,392.51816315023615
227,392.33013828749796
228,392.14378544309545
229,391.95908201291866
230,391.77600580686413
231,391.59453503928705
232,391.41464831971405
233,391.2363246438101
234,391.05954338459117
235,390.8842842838737
236,390.7105274439559
237,390.5382533195224
238,390.3674427097651
239,390.1980767507149
240,390.03013690777664
241,389.86360496846214
242,389.69846303531466
243,389.53469351901913
244,389.3722791316931
245,389.21120288035195
246,389.0514480605446
247,388.8929982501535
248,388.7358373033538
249,388.5799493447292
250,388.4253187635365
251,388.27193020811757
252,388.119768580452
253,387.96881903084915
254,387.8190669527717
255,387.67049797779066
256,387.52309797066613
257,387.3768530245496
258,387.23174945630666
259,387.0877738019538
260,386.9449128122085
261,386.8031534481478
262,386.6624828769727
263,386.5228884678766
264,386.38435778801204
265,386.24687859855675
266,386.11043885087224
267,385.9750266827557
268,385.84063041478123
269,385.7072385467268
270,385.57483975408724
271,385.4434228846682
272,385.31297695526086
273,385.18349114839344
274,385.05495480916
275,384.9273574421205
276,384.8006887082751
277,384.6749384221057
278,384.5500965486869
279,384.42615320086213
280,384.30309863648483
281,384.1809232557209
282,384.05961759841364
283,383.9391723415059
284,383.8195782965225
285,383.70082640710626
286,383.58290774661094
287,383.4658135157458
288,383.3495350402734
289,383.2340637687569
290,383.1193912703577
291,383.00550923268025
292,382.89240945966395
293,382.780083869521
294,382.66852449271795
295,382.55772347000146
296,382.44767305046554
297,382.3383655896604
298,382.2297935477414
299,382.12194948765705
300,382.01482607337476
301,381.7740348676663
302,381.53466808217945
303,381.29671168094995
304,381.06015181652384
305,380.8249748267639
306,380.59116723172156
307,380.3587157305721
308,380.1276071986122
309,379.8978286843188
310,379.6693674064661
311,379.44221075130207
312,379.2163462697795
313,378.99176167484455
314,378.76844483877784
315,378.5463837905876
316,378.3255667134566
317,378.1059819422368
318,377.887617960995
319,377.670463400605
320,377.45450703638795
321,377.2397377857979
322,377.0261447061516
323,376.8137169924035
324,376.6024439749618
325,376.39231511754747
326,376.18332001509407
327,375.97544839168694
328,375.7686900985418
329,375.5630351120217
330,375.35847353169106
331,375.15499557840633
332,374.95259159244233
333,374.7512520316537
334,374.5509674696703
335,374.351728594126
336,374.1535262049205
337,373.9563512125131
338,373.76019463624715
339,373.56504760270604
340,373.3709013440986
341,373.1777471966741
342,372.98557659916526
343,372.794381091261
344,372.60415231210436
345,372.4148819988196
346,372.22656198506456
347,372.0391841996081
348,371.8527406649346
349,371.66722349587207
350,371.48262489824407
351,371.29893716754674
352,371.1161526876475
353,370.93426392950823
354,370.7532634499284
355,370.57314389031296
356,370.3938979754589
357,370.21551851236467
358,370.037998389059
359,369.8613305734501
360,369.6855081121955
361,369.5105241295894
362,369.33637182647044
363,369.1630444791477
364,368.9905354383443
365,368.8188381281596
366,368.64794604504806
367,368.4778527568164
368,368.3085519016358
369,368.1400371870724
370,367.97230238913266
371,367.80534135132507
372,367.6391479837375
373,367.4737162621289
374,367.3090402270376
375,367.145113982902
376,366.98193169719787
377,366.81948759958755
378,366.6577759810856
379,366.49679119323486
380,366.3365276472984
381,366.17697981346294
382,366.01814222005635
383,365.8600094527761
384,365.7025761539315
385,365.5458370216972
386,365.3897868093787
387,365.23442032468955
388,365.0797324290404
389,364.9257180368382
390,364.7723721147976
391,364.6196896812618
392,364.4676658055359
393,364.3162956072285
394,364.16557425560535
395,364.01549696895177
396,363.86605901394546
397,363.717255705039
398,363.56908240385195
399,363.4215345185713
400,363.2746075033632
401,363.12829685779093
402,362.9825981262441
403,362.8375068973753
404,362.6930188035449
405,362.5491295202757
406,362.40583476571487
407,362.26313030010317
408,362.12101192525387
409,361.97947548403846
410,361.8385168598795
411,361.69813197625245
412,361.55831679619325
413,361.4190673218149
414,361.2803795938293
415,361.1422496910779
416,361.004673730068
417,360.8676478645165
418,360.7311682848995
419,360.59523121800993
420,360.4598329265202
421,360.3249697085513
422,360.1906378972493
423,360.0568338603666
424,359.9235539998501
425,359.79079475143476
426,359.65855258424324
427,359.5268240003913
428,359.39560553459813
429,359.2648937538039
430,359.13468525679014
431,359.0049766738081
432,358.8757646662112
433,358.74704592609163
434,358.6188171759243
435,358.49107516821357
436,358.3638166851466
437,358.2370385382504
438,358.11073756805416
439,357.9849106437562
440,357.85955466289573
441,357.73466655102834
442,357.6102432614068
443,357.48628177466657
444,357.3627790985139
445,357.2397322674201
446,357.1171383423186
447,356.99499441030747
448,356.87329758435465
449,356.7520450030081
450,356.6312338301086
451,356.5108612545091
452,356.3909244897941
453,356.2714207740061
454,356.1523473693739
455,356.03370156204505
456,355.915480661822
457,355.79768200190097
458,355.68030293861614
459,355.56334085118436
460,355.4467931414561
461,355.3306572336682
462,355.21493057419946
463,355.09961063133085
464,354.98469489500775
465,354.8701808766055
466,354.7560661086985
467,354.64234814483166
468,354.52902455929495
469,354.4160929469016
470,354.30355092276795
471,354.1913961220972
472,354.079626199965
473,353.96823883110926
474,353.8572317097204
475,353.74660254923685
476,353.6363490821406
477,353.5264690597578
478,353.4169602520599
479,353.3078204474685
480,353.1990474526621
481,353.09063909238563
482,352.9825932092622
483,352.87490766360696
484,352.76758033324376
485,352.66060911332426
486,352.5539919161481
487,352.4477266709872
488,352.34181132390995
489,352.2362438376098
490,352.1310221912347
491,352.02614438021885
492,351.9216084161166
493,351.8174123264384
494,351.71355415448886
495,351.6100319592066
496,351.506843815006
497,351.4039878116213
498,351.30146205395226
499,351.1992646619114
500,351.09739377027404
501,350.995847528529
502,350.89462410073185
503,350.7937216653598
504,350.6931384151682
505,350.59287255704885
506,350.49292231188986
507,350.39328591443746
508,350.2939616131591
509,350.1949476701088
510,350.0962423607928
511,349.9978439740388
512,349.89975081186464
513,349.80196118935
514,349.70447343450917
515,349.60728588816477
516,349.51039690382424
517,349.41380484755604
518,349.31750809786894
519,349.2215050455915
520,349.1257940937544
521,349.0303736574716
522,348.93524216382576
523,348.8403980517535
524,348.7458397719316
525,348.6515657866659
526,348.5575745697797
527,348.4638646065055
528,348.37043439337594
529,348.27728243811725
530,348.18440725954406
531,348.0918073874542
532,347.99948136252584
533,347.9074277362155
534,347.81564507065656
535,347.72413193856005
536,347.632886923116
537,347.54190861789516
538,347.45119562675336
539,347.3607465637355
540,347.27056005298186
541,347.1806347286339
542,347.0909692347431
543,347.00156222517893
544,346.91241236353926
545,346.8235183230605
546,346.73487878653003
547,346.64649244619864
548,346.55835800369437
549,346.47047416993706
550,346.3828396650541
551,346.295453218297
552,346.20831356795856
553,346.1214194612915
554,346.03476965442763
555,345.948362912298
556,345.862198008554
557,345.7762737254885
558,345.6905888539597
559,345.6051421933137
560,345.51993255130907
561,345.43495874404266
562,345.3502195958743
563,345.26571393935484
564,345.18144061515295
565,345.0973984719835
566,345.01358636653697
567,344.9300031634087
568,344.84664773503033
569,344.76351896160025
570,344.6806157310159
571,344.5979369388071
572,344.5154814880686
573,344.43324828939495
574,344.35123626081486
575,344.269444327727
576,344.18787142283674
577,344.1065164860915
578,344.02537846461996
579,343.9444563126695
580,343.863748991545
581,343.7832554695481
582,343.7029747219183
583,343.62290573077195
584,343.5430474850456
585,343.46339898043635
586,343.3839592193452
587,343.30472721081935
588,343.22570197049725
589,343.14688252055146
590,343.0682678896346
591,342.9898571128238
592,342.9116492315674
593,342.8336432936311
594,342.7558383530451
595,342.6782334700516
596,342.6008277110533
597,342.5236201485614
598,342.4466098611453
599,342.369795933382
600,342.2931774558063
601,342.2167535248616
602,342.1405232428509
603,342.0644857178889
604,341.988640063853
605,341.91298540033733
606,341.83752085260505
607,341.76224555154204
608,341.6871586336106
609,341.61225924080463
610,341.537546520604
611,341.46301962593
612,341.3886777151009
613,341.314519951789
614,341.24054550497624
615,341.1667535489121
616,341.0931432630705
617,341.01971383210815
618,340.94646444582276
619,340.8733942991115
620,340.8005025919305
621,340.72778852925444
622,340.65525132103573
623,340.58289018216584
624,340.5107043324352
625,340.43869299649447
626,340.36685540381654
627,340.2951907886572
628,340.22369839001846
629,340.15237745161033
630,340.0812272218143
631,340.0102469536456
632,339.9394359047183
633,339.8687933372079
634,339.7983185178161
635,339.7280107177355
636,339.6578692126148
637,339.58789328252345
638,339.51808221191766
639,339.4484352896064
640,339.3789518087175
641,339.30963106666417
642,339.24047236511177
643,339.17147500994605
644,339.1026383112387
645,339.0339615832169
646,338.9654441442309
647,338.89708531672187
648,338.82888442719127
649,338.76084080616954
650,338.69295378818555
651,338.62522271173583
652,338.55764691925464
653,338.4902257570841
654,338.4229585754446
655,338.35584472840503
656,338.28888357385443
657,338.2220744734724
658,338.1554167927014
659,338.0889099007177
660,338.02255317040346
661,337.95634597831963
662,337.8902877046777
663,337.8243777333126
664,337.7586154516559
665,337.69300025070885
666,337.62753152501546
667,337.56220867263744
668,337.4970310951265
669,337.4319981974997
670,337.36710938821307
