X1s,X15s,X30s,X60s,X1min,X2min,X3min,X4min,X5min,X10min,X20min,X30min,X45min,X1h,X1h30,X2h,X4h,indice_endurance,cap_ana,MAP
1250.8491185952537,968.2505060836869,781.6474709208431,589.1415955074043,456.5769452901105,411.24214182148097,388.86215275695736,375.4813599100615,316.51281501573567,276.3596079302096,256.9889211519222,239.20657525830654,227.18713091428583,210.7648152986126,199.34829709672601,183.4547750101318,172.26410907436616,-1.5,2000,322
