X1s,X15s,X30s,X60s,X1min,X2min,X3min,X4min,X5min,X10min,X20min,X30min,X45min,X1h,X1h30,X2h,X4h,indice_endurance,cap_ana,MAP
1183.0318373011378,924.9704346167556,755.6941694139036,582.8646544013003,466.06740687105935,426.810224741226,407.53002938406047,396.0148217907423,364.2956550335954,350.3663065342165,345.9822372930417,342.99498042727146,341.38202502087904,339.5279991229823,338.3926610300843,336.9306673790354,335.94684632434024,-1,1700,350
