CP_1s,CP_15s,CP_30s,CP_45s,CP_60,CP_120,CP_180,CP_240,CP_300,CP_600,CP_1200,CP_1800,CP_2700,CP_3600,CP_5400,CP_7200,CP_14400
993.0465194753987,673.49746755590445,591.705921640623,543.8606673843057,509.9140074887919,428.1227617085166,380.27827354314036,346.33187771544453,319.91512263337535,302.00601285970873,284.0120243532007,273.4907361838851,262.96078431911155,255.496637540574,244.96657887343238,237.5025375563813,219.5084362316118
