time,power
1,908.9935656953655
2,891.8175396342348
3,875.2475991503293
4,859.2604037854707
5,843.8335544581557
6,828.945554364872
7,814.5757715394418
8,800.7044029989729
9,787.3124404080992
10,774.3816371961703
11,761.8944770649084
12,749.8341438267578
13,738.1844925167741
14,726.9300217233629
15,716.0558470855863
16,705.5476759069995
17,695.39178283818
18,685.574986582168
19,676.0846275790414
20,666.9085466277393
21,658.0350644050636
22,649.4529618435331
23,641.1514613314162
24,633.120208699864
25,625.3492559635762
26,617.8290447828912
27,610.5503906165777
28,603.5044675359296
29,596.68279367204
30,590.0772172693431
31,583.6799033196713
32,577.4833207521888
33,571.4802301556213
34,565.663672010222
35,560.026955407877
36,554.5636472396944
37,549.2675618312953
38,544.1327510068872
39,539.1534945640077
40,534.3242911416008
41,529.6398494648395
42,525.0950799508126
43,520.6850866598776
44,516.4051595781316
45,512.2507672170758
46,508.21754951714075
47,504.3013110423171
48,500.4980144536718
49,496.8037742500616
50,493.2148507648442
51,489.72764440787364
52,486.33869014251894
53,483.04465218788044
54,479.8423189368013
55,476.7285980806666
56,473.7005119323685
57,470.755192939182
58,467.88987937764273
59,465.10191122285914
60,462.3887261850092
61,459.7478559060766
62,457.1769223101818
63,454.6736341011376
64,452.23578340113323
65,449.8612425247054
66,447.547960882403
67,445.2939620087881
68,443.09734070964015
69,440.9562603234492
70,438.86895009248855
71,436.83370263895546
72,434.84887154186157
73,432.9128690105299
74,431.0241636507364
75,429.18127831969304
76,427.3827880662364
77,425.62731815273037
78,423.91354215534307
79,422.24018013949734
80,420.6059969074232
81,419.0098003148763
82,417.4504396542018
83,415.9268041010457
84,414.43782122212644
85,412.9824555415843
86,411.5597071635364
87,410.16861044855574
88,408.8082327418935
89,407.4776731513499
90,406.17606137279057
91,404.9025565613819
92,403.6563462467067
93,402.4366452899886
94,401.242694881735
95,400.0737615781721
96,398.9291363749159
97,397.80813381638677
98,396.71009113953477
99,395.63436745050467
100,394.58034293292394
101,393.5474180865512
102,392.53501299507536
103,391.54256662190545
104,390.56953613283605
105,389.61539624452286
106,388.679638597743
107,387.76177115445876
108,386.86131761774203
109,385.9778168736564
110,385.1108224542298
111,384.25990202068544
112,383.4246368661348
113,382.6046214369659
114,381.79946287219207
115,381.0087805600594
116,380.23220571123284
117,379.4693809479154
118,378.71995990827685
119,377.9836068655937
120,377.2599963615283
121,376.5488128529966
122,375.8497503720963
123,375.1625121985883
124,374.48681054444523
125,373.8223662500002
126,373.16890849124735
127,372.5261744978639
128,371.89390928154
129,371.2718653742207
130,370.65980257587853
131,370.05748771145164
132,369.46469439659506
133,368.88120281191004
134,368.30679948532566
135,367.74127708232317
136,367.18443420370374
137,366.63607519061327
138,366.09600993654846
139,365.56405370607973
140,365.04002696003676
141,364.5237551869129
142,364.0150687402532
143,363.51380268180145
144,363.0197966301889
145,362.532894614958
146,362.0529449357199
147,361.5798000262541
148,361.1133163233663
149,360.6533541403268
150,360.199777544718
151,359.7524542405286
152,359.3112554543366
153,358.8760558254289
154,358.44673329971374
155,358.02316902728353
156,357.6052472634976
157,357.1928552734498
158,356.78588323970325
159,356.3842241731676
160,355.98777382700547
161,355.59643061346
162,355.2100955234922
163,354.8286720491309
164,354.4520661084336
165,354.0801859729659
166,353.7129421977063
167,353.35024755329096
168,352.9920169605132
169,352.63816742699674
170,352.28861798596506
171,351.9432896370314
172,351.60210528893873
173,351.2649897041775
174,350.9318694454171
