CP_1s,CP_15s,CP_30s,CP_45s,CP_60,CP_120,CP_180,CP_240,CP_300,CP_600,CP_1200,CP_1800,CP_2700,CP_3600,CP_5400,CP_7200,CP_14400
1073.8124691932626,715.916268140528,624.3104550143576,570.7241338221327,532.704103535746,441.09731479209825,387.5116597991639,349.4915972554744,319.9033239173178,299.5563467826088,279.10590704774467,267.14518230758637,255.18440597194092,246.69883695336324,234.73733328755446,226.2505768759334,205.80227717476507
