"","Nrep","intensity","rest","interval_duration","niveau_endurance","PAM","rest_velocity","max_velocity","interval_velocity","interval_power","rest_power","duration","PN","PC","DR","power_cogganMOD","err","abs_error","percent_error"
"1...199",2,95,420,345,"faible",287.076677829212,2.3489525614129,4.83645264137236,4.59463000930374,280.774485336269,145.97155117959,1110,250.37617699971,267.397805652918,1,300.266440548204,-19.4919552119354,19.4919552119354,-6.70932264616794
"1...200",3,90,300,345,"faible",287.076677829212,2.3489525614129,4.83645264137236,4.35280737723512,265.439450463523,146.118686596544,1635,238.47478620469,259.86934471607,1,290.162204253962,-24.7227537904391,24.7227537904391,-8.89945290138139
"1...201",5,85,240,345,"faible",287.076677829212,2.3489525614129,4.83645264137236,4.1109847451665,250.333833957123,146.247430086379,2685,226.546229060994,250.389503064164,1,278.145569360727,-27.811735403604,27.811735403604,-10.5251917970687
"1...202",7,82.5,180,345,"faible",287.076677829212,2.3489525614129,4.83645264137236,3.99007342913219,242.863239427152,146.462002569436,3495,223.636026747123,245.410143603533,1,267.879040930428,-25.0158015032758,25.0158015032758,-9.7958608344552
"1...203",9,80,120,345,"faible",287.076677829212,2.3489525614129,4.83645264137236,3.86916211309789,235.445417691787,146.891147535552,4065,221.758917246223,242.572764638756,1,258.725089239275,-23.2796715474881,23.2796715474881,-9.42171627848106
"1...204",12,77.5,120,345,"faible",287.076677829212,2.3489525614129,4.83645264137236,3.74825079706358,228.078841485366,146.891147535552,5460,214.908956156147,237.062088737885,1,253.092307905638,-25.0134664202716,25.0134664202716,-10.3969103101588
"1...205",15,75,120,345,"faible",287.076677829212,2.3489525614129,4.83645264137236,3.62733948102927,220.761983542231,146.891147535552,6855,208.293010619815,232.837443478835,1,248.685163710189,-27.9231801679589,27.9231801679589,-11.8961976151683
"1...206",18,72.5,60,345,"faible",287.076677829212,2.3489525614129,4.83645264137236,3.50642816499496,213.493316596719,148.178582433898,7230,206.875788156512,231.851501428955,1,240.594136672915,-27.1008200761953,27.1008200761953,-11.9363879715492
"1...207",21,70,60,345,"faible",287.076677829212,2.3489525614129,4.83645264137236,3.38551684896065,206.271313383172,148.178582433898,8445,200.179689421094,228.982164179825,1,237.614637742818,-31.3433243596457,31.3433243596457,-14.1222421120282
"1...208",2,95,420,360,"faible",287.076677829212,2.3489525614129,4.80646193134913,4.56613883478167,278.884907958307,145.97155117959,1140,249.742514473756,266.875105645376,1,298.432363481454,-19.5474555231472,19.5474555231472,-6.77182426030599
"1...209",3,90,300,360,"faible",287.076677829212,2.3489525614129,4.80646193134913,4.32581573821422,263.678969635038,146.118686596544,1680,237.842501838488,259.346154470173,1,288.431312622002,-24.752342986964,24.752342986964,-8.96644883546665
"1...210",5,85,240,360,"faible",287.076677829212,2.3489525614129,4.80646193134913,4.08549264164676,248.697875755056,146.247430086379,2760,225.921953166816,249.867423719256,1,276.516972717541,-27.8190969624849,27.8190969624849,-10.5934160252274
"1...211",7,82.5,180,360,"faible",287.076677829212,2.3489525614129,4.80646193134913,3.96533109336303,241.2878979066,146.462002569436,3600,222.913800126101,244.853356145743,1,266.403704608039,-25.1158067014385,25.1158067014385,-9.89411941306015
"1...212",9,80,120,360,"faible",287.076677829212,2.3489525614129,4.80646193134913,3.8451695450793,233.929634079331,146.891147535552,4200,220.888307223146,241.960613724311,1,257.426482031843,-23.496847952512,23.496847952512,-9.56408078868633
"1...213",12,77.5,120,360,"faible",287.076677829212,2.3489525614129,4.80646193134913,3.72500799679558,226.621585243369,146.891147535552,5640,214.077637442727,236.458557025349,1,251.809532599638,-25.1879473562691,25.1879473562691,-10.5293934348703
"1...214",15,75,120,360,"faible",287.076677829212,2.3489525614129,4.80646193134913,3.60484644851185,219.362252368836,146.891147535552,7080,207.493698366128,232.239476899353,1,247.416703974117,-28.0544516052806,28.0544516052806,-12.0204440341858
"1...215",18,72.5,60,360,"faible",287.076677829212,2.3489525614129,4.80646193134913,3.48468490022812,212.150136425854,148.178582433898,7500,205.882790461327,231.173435920274,1,239.523868489818,-27.3737320639641,27.3737320639641,-12.1210128393706
"1...216",21,70,60,360,"faible",287.076677829212,2.3489525614129,4.80646193134913,3.36452335194439,204.983738384544,148.178582433898,8760,199.222305184973,228.306997716082,1,236.552069560325,-31.5683311757809,31.5683311757809,-14.2993300238619
"1...217",2,90,300,15,"faible",287.076677829212,2.3489525614129,7.04595793412405,6.34136214071165,471.271874126194,146.118686596544,330,166.8622690749,294.059219658288,1,2336.22038863575,-1864.94851450956,1864.94851450956,-132.855113386839
"1...218",4,85,240,15,"faible",287.076677829212,2.3489525614129,7.04595793412405,5.98906424400544,438.338530961555,146.247430086379,780,178.919242163532,274.384862441619,1,1186.35426194873,-748.015730987177,748.015730987177,-92.0808825214604
"1...219",6,82.5,180,15,"faible",287.076677829212,2.3489525614129,7.04595793412405,5.81291529565234,422.288817346901,146.462002569436,990,185.363651556989,269.648369653612,1,937.444032781073,-515.155215434172,515.155215434172,-75.773004290613
"1...220",8,80,120,15,"faible",287.076677829212,2.3489525614129,7.04595793412405,5.63676634729924,406.510779305864,146.891147535552,960,194.418484864819,270.256052274438,1,764.097720956328,-357.586941650464,357.586941650464,-61.0941987129552
"1...221",10,77.5,120,15,"faible",287.076677829212,2.3489525614129,7.04595793412405,5.46061739894614,390.999694534823,146.891147535552,1230,191.145282420546,265.389504354557,1,735.722487653793,-344.72279311897,344.72279311897,-61.1903801253577
"1...222",13,75,120,15,"faible",287.076677829212,2.3489525614129,7.04595793412405,5.28446845059304,375.750840730159,146.891147535552,1635,187.890961980813,259.86934471607,1,705.594920654256,-329.844079924097,329.844079924097,-61.006218677328
"1...223",16,72.5,60,15,"faible",287.076677829212,2.3489525614129,7.04595793412405,5.10831950223994,360.759495588252,148.178582433898,1140,204.567672690452,266.875105645376,1,566.423503217714,-205.664007629462,205.664007629462,-44.3631964551372
"1...224",19,70,60,15,"faible",287.076677829212,2.3489525614129,7.04595793412405,4.93217055388684,346.020936805482,148.178582433898,1365,200.13647578678,263.361928395502,1,553.808676182032,-207.787739376551,207.787739376551,-46.1837966604982
"1...225",1,95,420,30,"faible",287.076677829212,2.3489525614129,6.55751436044824,6.22963864242583,424.484613598757,145.97155117959,30,424.484613598757,390.809392380716,1,390.809392380716,33.6752212180409,33.6752212180409,8.2608779093339
"1...226",2,90,300,30,"faible",287.076677829212,2.3489525614129,6.55751436044824,5.90176292440342,397.841114981255,146.118686596544,360,208.072033731685,291.517537538669,1,665.458162798786,-267.617047817531,267.617047817531,-50.3371070421985
"1...227",4,85,240,30,"faible",287.076677829212,2.3489525614129,6.55751436044824,5.57388720638101,371.946456091056,146.247430086379,840,205.019864873269,272.905304969198,1,569.124915139005,-197.178459047949,197.178459047949,-41.9051020094724
"1...228",6,82.5,180,30,"faible",287.076677829212,2.3489525614129,6.55751436044824,5.4099493473698,359.270424730862,146.462002569436,1080,209.675610177911,267.935577238064,1,508.526036543387,-149.255611812525,149.255611812525,-34.3987601870056
"1...229",8,80,120,30,"faible",287.076677829212,2.3489525614129,6.55751436044824,5.24601148835859,346.770183127093,146.891147535552,1080,218.315752981018,267.935577238064,1,455.739801260036,-108.969618132943,108.969618132943,-27.1571993502765
"1...230",10,77.5,120,30,"faible",287.076677829212,2.3489525614129,6.55751436044824,5.08207362934739,334.441924554616,146.891147535552,1380,212.617825710555,263.149708100116,1,445.205701362827,-110.763776808211,110.763776808211,-28.4138046794847
"1...231",13,75,120,30,"faible",287.076677829212,2.3489525614129,6.55751436044824,4.91813577033618,322.281842288297,146.891147535552,1830,207.104795674607,257.701656218349,1,433.139158587389,-110.857316299092,110.857316299092,-29.3498105481806
"1...232",16,72.5,60,30,"faible",287.076677829212,2.3489525614129,6.55751436044824,4.75419791132498,310.286129603003,148.178582433898,1380,223.015843497628,263.149708100116,1,382.288731005748,-72.0026014027457,72.0026014027457,-20.7927273997377
"1...233",19,70,60,30,"faible",287.076677829212,2.3489525614129,6.55751436044824,4.59026005231377,298.4509797736,148.178582433898,1650,216.640413933492,259.693285544883,1,375.997858818552,-77.5468790449523,77.5468790449523,-22.9956297965681
"1...234",1,95,420,45,"faible",287.076677829212,2.3489525614129,6.27179303842826,5.95820338650685,391.328813286292,145.97155117959,45,391.328813286292,367.378083610019,1,367.378083610019,23.9507296762733,23.9507296762733,6.31356582476053
"1...235",2,90,300,45,"faible",287.076677829212,2.3489525614129,6.27179303842826,5.64461373458543,367.557899115812,146.118686596544,390,232.178318308127,289.200587438839,1,481.974088975842,-114.41618986003,114.41618986003,-26.9362876180917
"1...236",4,85,240,45,"faible",287.076677829212,2.3489525614129,6.27179303842826,5.33102408266402,344.388953140864,146.247430086379,900,219.307578084957,271.533904377328,1,449.943216311913,-105.55426317105,105.55426317105,-26.5768571965975
"1...237",6,82.5,180,45,"faible",287.076677829212,2.3489525614129,6.27179303842826,5.17422925670331,333.021891986556,146.462002569436,1170,221.786414770954,266.366635843331,1,416.354662307368,-83.3327703208118,83.3327703208118,-22.2405597942224
"1...238",8,80,120,45,"faible",287.076677829212,2.3489525614129,6.27179303842826,5.01743443074261,321.795331392941,146.891147535552,1200,228.922930890078,265.871681802123,1,383.636477374087,-61.8411459811464,61.8411459811464,-17.5328487353679
"1...239",10,77.5,120,45,"faible",287.076677829212,2.3489525614129,6.27179303842826,4.8606396047819,310.705940863956,146.891147535552,1530,222.05206564133,261.150739335415,1,376.608239980994,-65.9022991170383,65.9022991170383,-19.1767610661026
"1...240",13,75,120,45,"faible",287.076677829212,2.3489525614129,6.27179303842826,4.70384477882119,299.750389903537,146.891147535552,2025,215.457066263963,255.761266729727,1,368.216714024571,-68.4663241210342,68.4663241210342,-20.4999089680929
"1...241",16,72.5,60,45,"faible",287.076677829212,2.3489525614129,6.27179303842826,4.54704995286049,288.925348015621,148.178582433898,1620,229.072647415638,260.047084101907,1,334.242866851547,-45.3175188359259,45.3175188359259,-14.5442330833852
"1...242",19,70,60,45,"faible",287.076677829212,2.3489525614129,6.27179303842826,4.39025512689978,278.227484704144,148.178582433898,1935,221.95331419673,256.631628551382,1,329.424232671204,-51.1967479670597,51.1967479670597,-16.8506881501778
"1...243",1,95,420,60,"faible",287.076677829212,2.3489525614129,6.06907050737353,5.76561698200485,371.486447051882,145.97155117959,60,371.486447051882,353.582389673428,1,353.582389673428,17.9040573784548,17.9040573784548,4.93858140678514
"1...244",2,90,300,60,"faible",287.076677829212,2.3489525614129,6.06907050737353,5.46216345663617,349.365366098309,146.118686596544,420,241.744818300209,287.074791960115,1,425.296278821398,-75.9309127230894,75.9309127230894,-19.6036329463451
"1...245",4,85,240,60,"faible",287.076677829212,2.3489525614129,6.06907050737353,5.1587099312675,327.76480331996,146.247430086379,960,225.843465353864,270.256052274438,1,404.175856645554,-76.411053325594,76.411053325594,-20.8790295456995
"1...246",6,82.5,180,60,"faible",287.076677829212,2.3489525614129,6.06907050737353,5.00698316858316,317.152171575153,146.462002569436,1260,227.21766917826,264.919485955738,1,378.231922758634,-61.0797511834801,61.0797511834801,-17.5671982379745
"1...247",8,80,120,60,"faible",287.076677829212,2.3489525614129,6.06907050737353,4.85525640589882,306.660615768543,146.891147535552,1320,233.156131076129,264.013569711965,1,352.376623429831,-45.7160076612887,45.7160076612887,-13.8735734317216
"1...248",10,77.5,120,60,"faible",287.076677829212,2.3489525614129,6.06907050737353,4.70352964321448,296.287118031591,146.891147535552,1680,225.889001517662,259.346154470173,1,346.38784711087,-50.1007290792793,50.1007290792793,-15.5913118751012
"1...249",13,75,120,60,"faible",287.076677829212,2.3489525614129,6.06907050737353,4.55180288053014,286.028660495761,146.891147535552,2220,218.906092613218,254.005279060711,1,339.169675196957,-53.1410147011957,53.1410147011957,-16.9997300592029
"1...250",16,72.5,60,60,"faible",287.076677829212,2.3489525614129,6.06907050737353,4.40007611784581,275.882225292517,148.178582433898,1860,230.359587995567,257.38957309151,1,312.090892123224,-36.2086668307068,36.2086668307068,-12.3164361628814
"1...251",19,70,60,60,"faible",287.076677829212,2.3489525614129,6.06907050737353,4.24834935516147,265.844794553321,148.178582433898,2220,223.011621165128,254.005279060711,1,307.786030596601,-41.9412360432801,41.9412360432801,-14.6230760985756
"1...252",1,95,420,75,"faible",287.076677829212,2.3489525614129,5.91182680554444,5.61623546526721,357.586374759934,145.97155117959,75,357.586374759934,344.032777213313,1,344.032777213313,13.5535975466205,13.5535975466205,3.86351983365964
"1...253",2,90,300,75,"faible",287.076677829212,2.3489525614129,5.91182680554444,5.32064412498999,336.586175666792,146.118686596544,450,246.690280580103,285.623402169123,1,395.510630654526,-58.9244549877341,58.9244549877341,-16.0974489927967
"1...254",4,85,240,75,"faible",287.076677829212,2.3489525614129,5.91182680554444,5.02505278471277,316.052878581108,146.247430086379,1020,229.494230681045,269.059836217728,1,377.985461043543,-61.932582462435,61.932582462435,-17.8470205250993
"1...255",6,82.5,180,75,"faible",287.076677829212,2.3489525614129,5.91182680554444,4.87725711457416,305.954344982476,146.462002569436,1350,230.103896928135,263.576630387007,1,355.81563146588,-49.8612864834045,49.8612864834045,-15.0690687876184
"1...256",8,80,120,75,"faible",287.076677829212,2.3489525614129,5.91182680554444,4.72946144443555,295.964168915403,146.891147535552,1440,235.02093864416,262.324165654591,1,333.671350661286,-37.7071817458825,37.7071817458825,-11.9774633334642
"1...257",10,77.5,120,75,"faible",287.076677829212,2.3489525614129,5.91182680554444,4.58166577429694,286.079561056457,146.891147535552,1830,227.592776769789,257.701656218349,1,328.181757456158,-42.1021963997007,42.1021963997007,-13.7082362606351
"1...258",13,75,120,75,"faible",287.076677829212,2.3489525614129,5.91182680554444,4.43387010415833,276.297732082202,146.891147535552,2415,220.4407282518,252.401872553202,1,321.550254338814,-45.2525222566117,45.2525222566117,-15.1384710777445
"1...259",16,72.5,60,75,"faible",287.076677829212,2.3489525614129,5.91182680554444,4.28607443401972,266.615892669203,148.178582433898,2100,230.040798509748,255.066000612375,1,298.511686177062,-31.8957935078583,31.8957935078583,-11.2879975077398
"1...260",19,70,60,75,"faible",287.076677829212,2.3489525614129,5.91182680554444,4.13827876388111,257.031253494026,148.178582433898,2505,222.619222905429,251.706378033502,1,294.472801688105,-37.4415481940785,37.4415481940785,-13.5779774753292
"1...261",1,95,420,90,"faible",287.076677829212,2.3489525614129,5.78334936088768,5.4941818928433,346.978849651784,145.97155117959,90,346.978849651784,336.80986163288,1,336.80986163288,10.1689880189039,10.1689880189039,2.97430707792733
"1...262",2,90,300,90,"faible",287.076677829212,2.3489525614129,5.78334936088768,5.20501442479891,326.813839636091,146.118686596544,480,249.466168629966,284.277181049445,1,376.134845512437,-49.321005876346,49.321005876346,-14.0326049165096
"1...263",4,85,240,90,"faible",287.076677829212,2.3489525614129,5.78334936088768,4.91584695675453,307.076898922407,146.247430086379,1080,231.672297687989,267.935577238064,1,360.378640170387,-53.30174124798,53.30174124798,-15.9716230148986
"1...264",6,82.5,180,90,"faible",287.076677829212,2.3489525614129,5.78334936088768,4.77126322273234,297.362426074073,146.462002569436,1440,231.68843423742,262.324165654591,1,340.530554226762,-43.1681281526895,43.1681281526895,-13.5345989016311
"1...265",8,80,120,90,"faible",287.076677829212,2.3489525614129,5.78334936088768,4.62667948871014,287.747136375545,146.891147535552,1560,235.722355719571,260.775518132383,1,320.804059979534,-33.0569236039893,33.0569236039893,-10.864138893156
"1...266",10,77.5,120,90,"faible",287.076677829212,2.3489525614129,5.78334936088768,4.48209575468795,278.228418434925,146.891147535552,1980,228.233072894788,256.191327766984,1,315.607100124668,-37.3786816897427,37.3786816897427,-12.5889006371355
"1...267",13,75,120,90,"faible",287.076677829212,2.3489525614129,5.78334936088768,4.33751202066576,268.803660860316,146.891147535552,2610,221.007652905986,250.926782620813,1,309.329563021558,-40.5259021612423,40.5259021612423,-14.0195721287669
"1...268",16,72.5,60,90,"faible",287.076677829212,2.3489525614129,5.78334936088768,4.19292828664357,259.470252259817,148.178582433898,2340,229.041146066736,253.002192443427,1,289.037971693269,-29.5677194334518,29.5677194334518,-10.7811398780342
"1...269",19,70,60,90,"faible",287.076677829212,2.3489525614129,5.78334936088768,4.04834455262138,250.225581241532,148.178582433898,2790,221.609593104483,249.662693494079,1,285.162979400691,-34.9373981591595,34.9373981591595,-13.0512307238132
"1...270",1,95,420,105,"faible",287.076677829212,2.3489525614129,5.67472315961422,5.39098700163351,338.440469371003,145.97155117959,105,338.440469371003,331.035385128864,1,331.035385128864,7.40508424213942,7.40508424213942,2.21220352978119
"1...271",2,90,300,105,"faible",287.076677829212,2.3489525614129,5.67472315961422,5.1072508436528,318.934904592762,146.118686596544,510,251.030739647138,283.020172900298,1,362.198897888801,-43.2639932960392,43.2639932960392,-12.7035226084555
"1...272",4,85,240,105,"faible",287.076677829212,2.3489525614129,5.67472315961422,4.82351468567209,299.827523360052,146.247430086379,1140,232.978357579705,266.875105645376,1,347.453509646448,-47.6259862863966,47.6259862863966,-14.7157058087065
"1...273",6,82.5,180,105,"faible",287.076677829212,2.3489525614129,5.67472315961422,4.68164660668173,290.41698409234,146.462002569436,1530,232.508094830304,261.150739335415,1,329.211224032628,-38.794239940288,38.794239940288,-12.5217798129887
"1...274",8,80,120,105,"faible",287.076677829212,2.3489525614129,5.67472315961422,4.53977852769138,281.098589733894,146.891147535552,1680,235.772908628126,259.346154470173,1,311.224568441305,-30.1259787074112,30.1259787074112,-10.1721427878059
"1...275",10,77.5,120,105,"faible",287.076677829212,2.3489525614129,5.67472315961422,4.39791044870102,271.869873292341,146.891147535552,2130,228.272142912673,254.795035851021,1,306.21925291406,-34.3493796217195,34.3493796217195,-11.8837660369538
"1...276",13,75,120,105,"faible",287.076677829212,2.3489525614129,5.67472315961422,4.25604236971067,262.728367775309,146.891147535552,2805,221.022330506454,249.561144698227,1,300.179086518566,-37.4507187432567,37.4507187432567,-13.306172607089
"1...277",16,72.5,60,105,"faible",287.076677829212,2.3489525614129,5.67472315961422,4.11417429072031,253.671606190426,148.178582433898,2580,227.728982820182,251.146196286213,1,281.911044639273,-28.2394384488472,28.2394384488472,-10.5453148660062
"1...278",19,70,60,105,"faible",287.076677829212,2.3489525614129,5.67472315961422,3.97230621172995,244.69712154532,148.178582433898,3075,220.317576708122,247.823483862876,1,278.147702341503,-33.4505807961834,33.4505807961834,-12.795605605316
"1...279",1,95,420,120,"faible",287.076677829212,2.3489525614129,5.58062690455698,5.30159555932913,331.314160054038,145.97155117959,120,331.314160054038,326.241564757968,1,326.241564757968,5.07259529607023,5.07259529607023,1.54286400518237
"1...280",2,90,300,120,"faible",287.076677829212,2.3489525614129,5.58062690455698,5.02256421410128,312.350267013625,146.118686596544,540,251.850100995933,281.841316950351,1,351.536311295386,-39.1860442817613,39.1860442817613,-11.8050418737406
"1...281",4,85,240,120,"faible",287.076677829212,2.3489525614129,5.58062690455698,4.74353286887344,293.760574508507,146.247430086379,1200,233.722450255727,265.871681802123,1,337.42225701359,-43.6616825050828,43.6616825050828,-13.8348764651259
"1...282",6,82.5,180,120,"faible",287.076677829212,2.3489525614129,5.58062690455698,4.60401719625951,284.600187717577,146.462002569436,1620,232.841406260577,260.047084101907,1,320.373388285272,-35.7732005676949,35.7732005676949,-11.8263679561193
"1...283",8,80,120,120,"faible",287.076677829212,2.3489525614129,5.58062690455698,4.46450152364559,275.526312173543,146.891147535552,1800,235.432388841897,258.019089214293,1,303.717177937194,-28.1908657636507,28.1908657636507,-9.73368410519774
"1...284",10,77.5,120,120,"faible",287.076677829212,2.3489525614129,5.58062690455698,4.32498585103166,266.536601580763,146.891147535552,2280,227.94696706203,253.496918280993,1,298.846816920315,-32.3102153395521,32.3102153395521,-11.4294881251423
"1...285",13,75,120,120,"faible",287.076677829212,2.3489525614129,5.58062690455698,4.18547017841774,257.628709643593,146.891147535552,3000,220.700075996459,248.289942106216,1,292.977041312699,-35.348331669106,35.348331669106,-12.8397974803979
"1...286",16,72.5,60,120,"faible",287.076677829212,2.3489525614129,5.58062690455698,4.04595450580381,248.800290066391,148.178582433898,2820,226.275641443185,249.460199113488,1,276.276230549348,-27.4759404829562,27.4759404829562,-10.4654995621347
"1...287",19,70,60,120,"faible",287.076677829212,2.3489525614129,5.58062690455698,3.90643883318989,240.048996553515,148.178582433898,3360,218.899656270205,246.151798443525,1,272.594192581383,-32.5451960278676,32.5451960278676,-12.6970168404222
"1...288",1,95,420,135,"faible",287.076677829212,2.3489525614129,5.4976281041214,5.22274669891533,325.209127261776,145.97155117959,135,325.209127261776,322.152149811499,1,322.152149811499,3.05697745027783,3.05697745027783,0.944442480124373
"1...289",2,90,300,135,"faible",287.076677829212,2.3489525614129,5.4976281041214,4.94786529370926,306.703053859976,146.118686596544,570,252.182232247385,280.731616338513,1,343.027582373807,-36.324528513831,36.324528513831,-11.1814116460289
"1...290",4,85,240,135,"faible",287.076677829212,2.3489525614129,5.4976281041214,4.67298388850319,288.551338512501,146.247430086379,1260,234.084325207362,264.919485955738,1,329.331472517701,-40.7801340052005,40.7801340052005,-13.1999574279166
"1...291",6,82.5,180,135,"faible",287.076677829212,2.3489525614129,5.4976281041214,4.53554318590015,279.602757214425,146.462002569436,1710,232.849731179462,259.005360962325,1,313.213327012861,-33.610569798436,33.610569798436,-11.3392907826535
"1...292",8,80,120,135,"faible",287.076677829212,2.3489525614129,5.4976281041214,4.39810248329712,270.736035956278,146.891147535552,1920,234.847074495091,256.780750270843,1,297.616964268194,-26.8809283119158,26.8809283119158,-9.45923688316914
"1...293",10,77.5,120,135,"faible",287.076677829212,2.3489525614129,5.4976281041214,4.26066178069408,261.948931580176,146.891147535552,2430,227.392153932705,252.284112801239,1,292.846544827004,-30.8976132468283,30.8976132468283,-11.1383796590842
"1...294",13,75,120,135,"faible",287.076677829212,2.3489525614129,5.4976281041214,4.12322107809105,253.239200928235,146.891147535552,3195,220.16419917828,247.100987109082,1,287.105115719527,-33.8659147912913,33.8659147912913,-12.5349388335911
"1...295",16,72.5,60,135,"faible",287.076677829212,2.3489525614129,5.4976281041214,3.98578037548801,244.604600842571,148.178582433898,3060,224.768213329834,247.9158472575,1,271.660768509378,-27.0561676668067,27.0561676668067,-10.4814962509569
"1...296",19,70,60,135,"faible",287.076677829212,2.3489525614129,5.4976281041214,3.84833967288498,236.0428881653,148.178582433898,3645,217.435542424546,244.619798420973,1,268.040743921849,-31.9978557565484,31.9978557565484,-12.6954551664619
"1...297",1,95,420,150,"faible",287.076677829212,2.3489525614129,5.42338314927314,5.15221399180949,319.875232672532,145.97155117959,150,319.875232672532,318.591562752071,1,318.591562752071,1.28366992046102,1.28366992046102,0.402110158166436
"1...298",2,90,300,150,"faible",287.076677829212,2.3489525614129,5.42338314927314,4.88104483434583,301.764527805476,146.118686596544,600,252.182589539821,279.683403859817,1,336.026507660515,-34.2619798550397,34.2619798550397,-10.7439515295184
"1...299",4,85,240,150,"faible",287.076677829212,2.3489525614129,5.42338314927314,4.60987567688217,283.991378975664,146.247430086379,1320,234.17654823432,264.013569711965,1,322.618710264747,-38.6273312890828,38.6273312890828,-12.7354727440988
"1...300",6,82.5,180,150,"faible",287.076677829212,2.3489525614129,5.42338314927314,4.47429109815034,275.226004327767,146.462002569436,1800,232.633651238827,258.019089214293,1,307.251897377794,-32.0258930500268,32.0258930500268,-10.9964319526119
"1...301",8,80,120,150,"faible",287.076677829212,2.3489525614129,5.42338314927314,4.33870651941852,266.538558192832,146.891147535552,2040,234.105264417083,255.620098647349,1,292.524786764722,-25.9862285718904,25.9862285718904,-9.29634496923185
"1...302",10,77.5,120,150,"faible",287.076677829212,2.3489525614129,5.42338314927314,4.20312194068669,257.926887072075,146.891147535552,2580,226.689542635261,251.146196286213,1,287.8312819803,-29.9043949082251,29.9043949082251,-10.9588446326509
"1...303",13,75,120,150,"faible",287.076677829212,2.3489525614129,5.42338314927314,4.06753736195486,249.388837466713,146.891147535552,3390,219.490162127183,245.98437448326,1,282.190072534338,-32.8012350676251,32.8012350676251,-12.3410596058298
"1...304",16,72.5,60,150,"faible",287.076677829212,2.3489525614129,5.42338314927314,3.93195278322303,240.922255877963,148.178582433898,3300,223.253313311145,246.491313399504,1,267.778860741709,-26.8566048637459,26.8566048637459,-10.5588936160426
"1...305",19,70,60,150,"faible",287.076677829212,2.3489525614129,5.42338314927314,3.7963682044912,232.524988807042,148.178582433898,3930,215.967896748231,243.206095844181,1,264.207863770605,-31.6828749635628,31.6828749635628,-12.7565047486406
"1...306",1,95,420,165,"faible",287.076677829212,2.3489525614129,5.35622037049461,5.08840935196988,315.143223532113,145.97155117959,165,315.143223532113,315.441691422352,1,315.441691422352,-0.298467890239294,0.298467890239294,-0.0946638218457374
"1...307",2,90,300,165,"faible",287.076677829212,2.3489525614129,5.35622037049461,4.82059833344515,297.37973072926,146.118686596544,630,251.950623201861,278.69032353538,1,330.130123868787,-32.7503931395275,32.7503931395275,-10.4382083881395
"1...308",4,85,240,165,"faible",287.076677829212,2.3489525614129,5.35622037049461,4.55278731492042,279.939305191152,146.247430086379,1380,234.073561580954,263.149708100116,1,316.927248698815,-36.9879435076635,36.9879435076635,-12.3940412698958
"1...309",6,82.5,180,165,"faible",287.076677829212,2.3489525614129,5.35622037049461,4.41888180565805,271.335056448444,146.462002569436,1890,232.259190649167,257.082662126966,1,302.182651395829,-30.8475949473854,30.8475949473854,-10.7573295559904
"1...310",8,80,120,165,"faible",287.076677829212,2.3489525614129,5.35622037049461,4.28497629639569,262.805351084403,146.891147535552,2160,233.262924291809,254.528020576425,1,288.184334189815,-25.3789831054114,25.3789831054114,-9.21214454052101
"1...311",10,77.5,120,165,"faible",287.076677829212,2.3489525614129,5.35622037049461,4.15107078713332,254.348114619857,146.891147535552,2730,225.891323241625,250.074488391687,1,283.551787716408,-29.203673096551,29.203673096551,-10.858404312665
"1...312",13,75,120,165,"faible",287.076677829212,2.3489525614129,5.35622037049461,4.01716527787096,245.961272575632,146.891147535552,3585,218.726350711644,244.931858629094,1,277.991092955228,-32.0298203795968,32.0298203795968,-12.2262337138777
"1...313",16,72.5,60,165,"faible",287.076677829212,2.3489525614129,5.35622037049461,3.88325976860859,237.642750472554,148.178582433898,3540,221.756509140685,245.169437859183,1,264.446126420126,-26.8033759475719,26.8033759475719,-10.6767455648299
"1...314",19,70,60,165,"faible",287.076677829212,2.3489525614129,5.35622037049461,3.74935425934623,229.390473831452,148.178582433898,4215,214.520061715844,241.893848515659,1,260.914996919401,-31.5245230879494,31.5245230879494,-12.8591357708788
"1...315",1,95,420,180,"faible",287.076677829212,2.3489525614129,5.29490553802828,5.03016026112686,310.893506457835,145.97155117959,180,310.893506457835,312.619501445837,1,312.619501445837,-1.72599498800162,1.72599498800162,-0.553635598976396
"1...316",2,90,300,180,"faible",287.076677829212,2.3489525614129,5.29490553802828,4.76541498422545,293.439052832796,146.118686596544,660,251.552838748007,277.746920474189,1,325.072007523187,-31.632954690391,31.632954690391,-10.2287434188112
"1...317",4,85,240,180,"faible",287.076677829212,2.3489525614129,5.29490553802828,4.50066970732404,276.294988115426,146.247430086379,1440,233.826637644635,262.324165654591,1,312.018031857826,-35.7230437424005,35.7230437424005,-12.1442302072542
"1...318",6,82.5,180,180,"faible",287.076677829212,2.3489525614129,5.29490553802828,4.36829706887333,267.834341473666,146.462002569436,1980,231.771393797328,256.191327766984,1,297.799125607733,-29.9647841340667,29.9647841340667,-10.5951241848123
"1...319",8,80,120,180,"faible",287.076677829212,2.3489525614129,5.29490553802828,4.23592443042262,259.445279910684,146.891147535552,2280,232.356819184985,253.496918280993,1,284.422379902893,-24.9770999922086,24.9770999922086,-9.18499180509099
"1...320",10,77.5,120,180,"faible",287.076677829212,2.3489525614129,5.29490553802828,4.10355179197192,251.125799377099,146.891147535552,2880,225.031967699224,249.061761676416,1,279.839322812649,-28.7135234355493,28.7135234355493,-10.8155968200443
