"","Nrep","rest","interval_duration","niveau_endurance","PAM","rest_power","duration","PC","DR","power_cogganTSS"
"1...56",19,90,15,"elevee",312.947910877278,156.473955438639,1905,261.725300505767,1,569.913329310507
"1...57",20,90,15,"elevee",312.947910877278,156.473955438639,2010,260.688574752698,1,566.414942315013
"1...58",2,120,15,"elevee",312.947910877278,156.473955438639,150,332.215263907082,1,1091.44433815968
"1...59",3,120,15,"elevee",312.947910877278,156.473955438639,285,313.946011935033,1,859.986855462523
"1...60",4,120,15,"elevee",312.947910877278,156.473955438639,420,299.408666481497,1,778.214384306178
"1...61",5,120,15,"elevee",312.947910877278,156.473955438639,555,290.360414982835,1,734.414112712384
"1...62",6,120,15,"elevee",312.947910877278,156.473955438639,690,284.246361259325,1,706.732324104261
"1...63",7,120,15,"elevee",312.947910877278,156.473955438639,825,279.694144195051,1,687.024138773381
"1...64",8,120,15,"elevee",312.947910877278,156.473955438639,960,276.091750409781,1,671.930550860603
"1...65",9,120,15,"elevee",312.947910877278,156.473955438639,1095,273.120619700985,1,659.791968270294
"1...66",10,120,15,"elevee",312.947910877278,156.473955438639,1230,270.596413196958,1,649.684559821711
"1...67",11,120,15,"elevee",312.947910877278,156.473955438639,1365,268.403895755414,1,641.048311595463
"1...68",12,120,15,"elevee",312.947910877278,156.473955438639,1500,266.466667273263,1,633.521274865006
"1...69",13,120,15,"elevee",312.947910877278,156.473955438639,1635,264.731678072519,1,626.85751752032
"1...70",14,120,15,"elevee",312.947910877278,156.473955438639,1770,263.160693758974,1,620.883099535521
"1...71",15,120,15,"elevee",312.947910877278,156.473955438639,1905,261.725300505767,1,615.470889287205
"1...72",16,120,15,"elevee",312.947910877278,156.473955438639,2040,260.403835064946,1,610.525386277413
"1...73",17,120,15,"elevee",312.947910877278,156.473955438639,2175,259.179418772357,1,605.973169064662
"1...74",18,120,15,"elevee",312.947910877278,156.473955438639,2310,258.03865395532,1,601.756659212339
"1...75",19,120,15,"elevee",312.947910877278,156.473955438639,2445,256.97073333725,1,597.829920364133
"1...76",20,120,15,"elevee",312.947910877278,156.473955438639,2580,255.966815606958,1,594.15575035183
"1...77",2,150,15,"elevee",312.947910877278,156.473955438639,180,325.682697588022,1,1139.84902792223
"1...78",3,150,15,"elevee",312.947910877278,156.473955438639,345,306.903125770724,1,888.267479629001
"1...79",4,150,15,"elevee",312.947910877278,156.473955438639,510,292.941481274883,1,803.020345344069
"1...80",5,150,15,"elevee",312.947910877278,156.473955438639,675,284.832805662178,1,759.773359710464
"1...81",6,150,15,"elevee",312.947910877278,156.473955438639,840,279.254484977035,1,732.195801040985
