"","Nrep","rest","interval_duration","niveau_endurance","PAM","rest_power","duration","PC","DR","power_cogganTSS"
"1...191",5,30,30,"moyenne",331.614571833768,165.807285916884,270,335.796294093084,1,446.596219881002
"1...192",6,30,30,"moyenne",331.614571833768,165.807285916884,330,324.837470612731,1,430.317295630819
"1...193",7,30,30,"moyenne",331.614571833768,165.807285916884,390,314.165032032959,1,414.377211135208
"1...194",8,30,30,"moyenne",331.614571833768,165.807285916884,450,306.059950830487,1,402.254318496156
"1...195",9,30,30,"moyenne",331.614571833768,165.807285916884,510,299.627738291157,1,392.62302287974
"1...196",10,30,30,"moyenne",331.614571833768,165.807285916884,570,294.352147156453,1,384.716703243993
"1...197",11,30,30,"moyenne",331.614571833768,165.807285916884,630,289.913493224091,1,378.059900826898
"1...198",12,30,30,"moyenne",331.614571833768,165.807285916884,690,286.102689450764,1,372.341267896401
"1...199",13,30,30,"moyenne",331.614571833768,165.807285916884,750,282.776866287912,1,367.347849520207
"1...200",14,30,30,"moyenne",331.614571833768,165.807285916884,810,279.83483713098,1,362.928696636379
"1...201",15,30,30,"moyenne",331.614571833768,165.807285916884,870,277.202760824934,1,358.973575903101
"1...202",16,30,30,"moyenne",331.614571833768,165.807285916884,930,274.825368753978,1,355.399929160415
"1...203",17,30,30,"moyenne",331.614571833768,165.807285916884,990,272.660384516007,1,352.144571304845
"1...204",18,30,30,"moyenne",331.614571833768,165.807285916884,1050,270.674854624842,1,349.158227201719
"1...205",19,30,30,"moyenne",331.614571833768,165.807285916884,1110,268.842665520356,1,346.401832428573
"1...206",20,30,30,"moyenne",331.614571833768,165.807285916884,1170,267.142820643783,1,343.843964907619
"1...207",2,60,30,"moyenne",331.614571833768,165.807285916884,120,388.8977442528,1,579.579017054922
"1...208",3,60,30,"moyenne",331.614571833768,165.807285916884,210,347.766873790563,1,514.68881882576
"1...209",4,60,30,"moyenne",331.614571833768,165.807285916884,300,331.614571833768,1,488.744612657127
