X,Nrep,rest,interval_duration,profil,PAM,rest_power,duration,Wbal_skiba,power_skiba,percent_power_max,percent_PAM,cumul_time
1...1,2,15,15,sprinter,375.481359910061,187.740679955031,45,0,1393.82490828218,143.9529232904641,371.2101470539158,30
1...2,3,15,15,sprinter,375.481359910061,187.740679955031,75,0,1019.50976436182,105.29400789940848,271.52073930008754,45
1...3,4,15,15,sprinter,375.481359910061,187.740679955031,105,0,835.573856971403,86.29728068525104,222.53404461184115,60
1...4,5,15,15,sprinter,375.481359910061,187.740679955031,135,0,726.269945245221,75.00847566636321,193.4237016237462,75
1...5,6,15,15,sprinter,375.481359910061,187.740679955031,165,0,653.869184634833,67.53099332522513,174.14158316446236,90
1...6,7,15,15,sprinter,375.481359910061,187.740679955031,195,0,602.406151745747,62.2159397759902,160.43570095997345,105
1...7,8,15,15,sprinter,375.481359910061,187.740679955031,225,0,563.96416907526,58.24568802513138,150.1976474172636,120
1...8,9,15,15,sprinter,375.481359910061,187.740679955031,255,0,534.170925234594,55.16866987192931,142.26296755784202,135
1...9,10,15,15,sprinter,375.481359910061,187.740679955031,285,0,510.414581614661,52.715137085665035,135.93606397316782,150
1...10,11,15,15,sprinter,375.481359910061,187.740679955031,315,0,491.038753420135,50.71401980529344,130.77580030544084,165
1...11,12,15,15,sprinter,375.481359910061,187.740679955031,345,0,474.942214190075,49.05158439948445,126.48889263207043,180
1...12,13,15,15,sprinter,375.481359910061,187.740679955031,375,0,461.364289739909,47.64926915514907,122.8727545490992,195
1...13,14,15,15,sprinter,375.481359910061,187.740679955031,405,0,449.762659422459,46.45106370681159,119.78295261586105,210
1...14,15,15,15,sprinter,375.481359910061,187.740679955031,435,0,439.740251741049,45.415958884408965,117.1137368433895,225
1...15,16,15,15,sprinter,375.481359910061,187.740679955031,465,0,430.999667049467,44.51323953268507,114.78590232886776,240
1...16,17,15,15,sprinter,375.481359910061,187.740679955031,495,0,423.313748717812,43.719445128926644,112.73895162710829,255
1...17,18,15,15,sprinter,375.481359910061,187.740679955031,525,0,416.505999818802,43.01634723677624,110.92587922835042,270
1...18,19,15,15,sprinter,375.481359910061,187.740679955031,555,0,410.437205461715,42.38956787348588,109.3096087539544,285
1...19,20,15,15,sprinter,375.481359910061,187.740679955031,585,0,404.996081644818,41.82761373220638,107.86050251384694,300
1...20,2,30,15,sprinter,375.481359910061,187.740679955031,60,0,1412.97842565916,145.9310805190568,376.3112038364862,30
1...21,3,30,15,sprinter,375.481359910061,187.740679955031,105,0,1044.88262687509,107.91449323392139,278.2781619639842,45
1...22,4,30,15,sprinter,375.481359910061,187.740679955031,150,0,864.246795603889,89.25859477208384,230.170359405032,60
1...23,5,30,15,sprinter,375.481359910061,187.740679955031,195,0,757.12082968615,78.19472594427039,201.64005740990794,75
1...24,6,30,15,sprinter,375.481359910061,187.740679955031,240,0,686.348497229605,70.88542612858527,182.79162976132983,90
1...25,7,30,15,sprinter,375.481359910061,187.740679955031,285,0,636.203409438599,65.70648870733575,169.43674902823108,105
1...26,8,30,15,sprinter,375.481359910061,187.740679955031,330,0,598.886265353143,61.85240922573612,159.49826790245837,120
1...27,9,30,15,sprinter,375.481359910061,187.740679955031,375,0,570.089057078634,58.87826068735983,151.82885702107487,135
1...28,10,30,15,sprinter,375.481359910061,187.740679955031,420,0,547.238068575552,56.518232124554515,145.7430719614502,150
1...29,11,30,15,sprinter,375.481359910061,187.740679955031,465,0,528.700904250342,54.60373125843178,140.80616528527054,165
1...30,12,30,15,sprinter,375.481359910061,187.740679955031,510,0,513.392150903973,53.0226576364526,136.7290645338415,180
1...31,13,30,15,sprinter,375.481359910061,187.740679955031,555,0,500.561951619596,51.69756674274662,133.31206420992393,195
1...32,14,30,15,sprinter,375.481359910061,187.740679955031,600,0,489.67561136444,50.57323577810935,130.4127617631224,210
1...33,15,30,15,sprinter,375.481359910061,187.740679955031,645,0,480.341568957649,49.609224672703924,127.92687473825734,225
1...34,16,30,15,sprinter,375.481359910061,187.740679955031,690,0,472.266489265917,48.77523805033762,125.77628071311955,240
1...35,17,30,15,sprinter,375.481359910061,187.740679955031,735,0,465.226265834032,48.04813040746524,123.901294579701,255
1...36,18,30,15,sprinter,375.481359910061,187.740679955031,780,0,459.046724243766,47.40991317427621,122.25552937001225,270
1...37,19,30,15,sprinter,375.481359910061,187.740679955031,825,0,453.59044003352,46.846393281855484,120.80238554110076,285
1...38,20,30,15,sprinter,375.481359910061,187.740679955031,870,0,448.747524129455,46.34622149019246,119.51259690679277,300
1...39,2,45,15,sprinter,375.481359910061,187.740679955031,75,0,1432.13279025521,147.90932524763681,381.4124862545104,30
1...40,3,45,15,sprinter,375.481359910061,187.740679955031,135,0,1070.51450706913,110.5617296704624,285.10456746123174,45
1...41,4,45,15,sprinter,375.481359910061,187.740679955031,195,0,893.487638873195,92.27856151473779,237.9579212899442,60
1...42,5,45,15,sprinter,375.481359910061,187.740679955031,255,0,788.864419283443,81.47317396963598,210.09416272285785,75
1...43,6,45,15,sprinter,375.481359910061,187.740679955031,315,0,720.049888984698,74.36607411620226,191.76714635239722,90
1...44,7,45,15,sprinter,375.481359910061,187.740679955031,375,0,671.551520105749,69.35720827268084,178.85082771262086,105
1...45,8,45,15,sprinter,375.481359910061,187.740679955031,435,0,635.684435414267,65.65288955907079,169.29853337234434,120
1...46,9,45,15,sprinter,375.481359910061,187.740679955031,495,0,608.202956568974,62.81462831648717,161.97953387477259,135
1...47,10,45,15,sprinter,375.481359910061,187.740679955031,555,0,586.57001908818,60.58039891563786,156.21814601627122,150
1...48,11,45,15,sprinter,375.481359910061,187.740679955031,615,0,569.176040080539,58.78396515202488,151.58569794699628,165
1...49,12,45,15,sprinter,375.481359910061,187.740679955031,675,0,554.950437161428,57.31475828564794,147.79706702201017,180
1...50,13,45,15,sprinter,375.481359910061,187.740679955031,735,0,543.153330231796,56.09636419697887,144.6552048181293,195
1...51,14,45,15,sprinter,375.481359910061,187.740679955031,795,0,533.256922842163,55.074272565995756,142.01954604880893,210
1...52,15,45,15,sprinter,375.481359910061,187.740679955031,855,0,524.874533998309,54.20854734393947,139.78710797362407,225
1...53,16,45,15,sprinter,375.481359910061,187.740679955031,915,0,517.716349784825,53.46925682268409,137.88070595803572,240
1...54,17,45,15,sprinter,375.481359910061,187.740679955031,975,0,511.560850917916,52.833522699310755,136.2413439219593,255
1...55,18,45,15,sprinter,375.481359910061,187.740679955031,1035,0,506.235798165331,52.28355626819332,134.8231502854335,270
1...56,19,45,15,sprinter,375.481359910061,187.740679955031,1095,0,501.605242270602,51.805316818212724,133.58991838922483,285
1...57,20,45,15,sprinter,375.481359910061,187.740679955031,1155,0,497.560442891884,51.38757374931642,132.51268798298392,300
1...58,2,60,15,sprinter,375.481359910061,187.740679955031,90,0,1451.27747372335,149.8865701184477,386.5111903480307,30
1...59,3,60,15,sprinter,375.481359910061,187.740679955031,165,0,1096.37708427513,113.23279227704003,291.99241329522863,45
1...60,4,60,15,sprinter,375.481359910061,187.740679955031,240,0,923.246041031033,95.3519812517646,245.88332194497698,60
1...61,5,60,15,sprinter,375.481359910061,187.740679955031,315,0,821.423612858486,84.8358568053761,218.76548360622786,75
1...62,6,60,15,sprinter,375.481359910061,187.740679955031,390,0,754.863952942962,77.96163784062286,201.038995151124,90
1...63,7,60,15,sprinter,375.481359910061,187.740679955031,465,0,708.30240369255,73.15280490349991,188.6384996214485,105
1...64,8,60,15,sprinter,375.481359910061,187.740679955031,540,0,674.164823095063,69.62710774320982,179.54681512193991,120
1...65,9,60,15,sprinter,375.481359910061,187.740679955031,615,0,648.265264603744,66.95222574432755,172.64912025433776,135
1...66,10,60,15,sprinter,375.481359910061,187.740679955031,690,0,628.101348108208,64.86971544675035,167.27896912343584,150
1...67,11,60,15,sprinter,375.481359910061,187.740679955031,765,0,612.084767177886,63.21553805880302,163.01335632866,165
1...68,12,60,15,sprinter,375.481359910061,187.740679955031,840,0,599.158568706959,61.88053245955888,159.57078904009387,180
1...69,13,60,15,sprinter,375.481359910061,187.740679955031,915,0,588.591931126749,60.789220085971884,156.75663134589007,195
1...70,14,60,15,sprinter,375.481359910061,187.740679955031,990,0,579.863290434304,59.88773429922543,154.43197781461072,210
1...71,15,60,15,sprinter,375.481359910061,187.740679955031,1065,0,572.590410067327,59.13659806730195,152.4950293682966,225
1...72,16,60,15,sprinter,375.481359910061,187.740679955031,1140,0,566.486774260584,58.50622031191811,150.86947975161124,240
1...73,17,60,15,sprinter,375.481359910061,187.740679955031,1215,0,561.333424338939,57.97398718740483,149.49701483807218,255
1...74,18,60,15,sprinter,375.481359910061,187.740679955031,1290,0,556.960210308329,57.52232576268753,148.3323194636713,270
1...75,19,60,15,sprinter,375.481359910061,187.740679955031,1365,0,553.232976664857,57.137380583722674,147.33966468997897,285
1...76,20,60,15,sprinter,375.481359910061,187.740679955031,1440,0,550.044598346198,56.80808787500463,146.4905204556493,300
1...77,2,75,15,sprinter,375.481359910061,187.740679955031,105,0,1470.40196899023,151.8617299708534,391.60451782278494,30
1...78,3,75,15,sprinter,375.481359910061,187.740679955031,195,0,1122.44137072634,115.92468722441609,298.93397930464465,45
1...79,4,75,15,sprinter,375.481359910061,187.740679955031,285,0,953.469219484791,98.47340264673011,253.93250405643983,60
1...80,5,75,15,sprinter,375.481359910061,187.740679955031,375,0,854.715797006912,88.27424221692459,227.63201806120068,75
1...81,6,75,15,sprinter,375.481359910061,187.740679955031,465,0,790.671281623084,81.65978500968069,210.575374983321,90
1...82,7,75,15,sprinter,375.481359910061,187.740679955031,555,0,746.292102486826,77.07634520175745,198.7560987489726,105
1...83,8,75,15,sprinter,375.481359910061,187.740679955031,645,0,714.110593299109,73.75266925369289,190.18536458644974,120
1...84,9,75,15,sprinter,375.481359910061,187.740679955031,735,0,689.997624876068,71.26230459376912,183.7634829705909,135
1...85,10,75,15,sprinter,375.481359910061,187.740679955031,825,0,671.483482141619,69.35018137584964,178.83270751508394,150
1...86,11,75,15,sprinter,375.481359910061,187.740679955031,915,0,656.999807618341,67.8543211173448,174.97534572041397,165
1...87,12,75,15,sprinter,375.481359910061,187.740679955031,1005,0,645.502531428697,66.66689326500652,171.91333587992602,180
1...88,13,75,15,sprinter,375.481359910061,187.740679955031,1095,0,636.26965199994,65.7133301766585,169.4543910654701,195
1...89,14,75,15,sprinter,375.481359910061,187.740679955031,1185,0,628.786046706321,64.9404304728527,167.46132134413654,210
