"","Nrep","rest","interval_duration","profil","PAM","rest_power","duration","PC","DR","power_cogganTSS"
"1...85",10,150,15,"pursuiter",416.548283671423,208.274141835712,1500,308.565326131099,1,728.455623119666
"1...86",11,150,15,"pursuiter",416.548283671423,208.274141835712,1665,303.235989105312,1,707.719796064559
"1...87",12,150,15,"pursuiter",416.548283671423,208.274141835712,1830,298.482523309408,1,689.387510826984
"1...88",13,150,15,"pursuiter",416.548283671423,208.274141835712,1995,294.192415225629,1,672.961535203399
"1...89",14,150,15,"pursuiter",416.548283671423,208.274141835712,2160,290.283094737973,1,658.08336739634
"1...90",15,150,15,"pursuiter",416.548283671423,208.274141835712,2325,286.692214746741,1,644.486359966762
"1...91",16,150,15,"pursuiter",416.548283671423,208.274141835712,2490,283.371565399434,1,631.966992095212
"1...92",17,150,15,"pursuiter",416.548283671423,208.274141835712,2655,280.283110490543,1,620.366501800274
"1...93",18,150,15,"pursuiter",416.548283671423,208.274141835712,2820,277.396318329513,1,609.558715104445
"1...94",19,150,15,"pursuiter",416.548283671423,208.274141835712,2985,274.686312116951,1,599.441731633045
"1...95",20,150,15,"pursuiter",416.548283671423,208.274141835712,3150,272.132556020068,1,589.932093012041
"1...96",2,180,15,"pursuiter",416.548283671423,208.274141835712,210,433.110782554825,1,1607.60861325771
"1...97",3,180,15,"pursuiter",416.548283671423,208.274141835712,405,390.081306804685,1,1168.06326400665
"1...98",4,180,15,"pursuiter",416.548283671423,208.274141835712,600,361.374778787995,1,1008.95022419459
"1...99",5,180,15,"pursuiter",416.548283671423,208.274141835712,795,343.610023893283,1,922.044989556982
"1...100",6,180,15,"pursuiter",416.548283671423,208.274141835712,990,330.871322837814,1,863.595142768077
"1...101",7,180,15,"pursuiter",416.548283671423,208.274141835712,1185,320.974046834448,1,819.940944559289
"1...102",8,180,15,"pursuiter",416.548283671423,208.274141835712,1380,312.891031260852,1,785.231628033043
"1...103",9,180,15,"pursuiter",416.548283671423,208.274141835712,1575,306.062706374935,1,756.47170090389
"1...104",10,180,15,"pursuiter",416.548283671423,208.274141835712,1770,300.15229913058,1,731.938131694925
"1...105",11,180,15,"pursuiter",416.548283671423,208.274141835712,1965,294.942005832708,1,710.55474033183
"1...106",12,180,15,"pursuiter",416.548283671423,208.274141835712,2160,290.283094737973,1,691.60680201032
"1...107",13,180,15,"pursuiter",416.548283671423,208.274141835712,2355,286.069592222831,1,674.596544327828
"1...108",14,180,15,"pursuiter",416.548283671423,208.274141835712,2550,282.223370868815,1,659.163918523268
"1...109",15,180,15,"pursuiter",416.548283671423,208.274141835712,2745,278.685199457073,1,645.040337735539
"1...110",16,180,15,"pursuiter",416.548283671423,208.274141835712,2940,275.409113150034,1,632.020249638179
"1...111",17,180,15,"pursuiter",416.548283671423,208.274141835712,3135,272.358731046048,1,619.942913678238
"1...112",18,180,15,"pursuiter",416.548283671423,208.274141835712,3330,269.504766581597,1,608.680296449329
"1...113",19,180,15,"pursuiter",416.548283671423,208.274141835712,3525,266.823296058321,1,598.128783038951
"1...114",20,180,15,"pursuiter",416.548283671423,208.274141835712,3720,264.294524542709,1,588.203350491678
"1...115",2,210,15,"pursuiter",416.548283671423,208.274141835712,240,426.197906011164,1,1653.06172415884
"1...116",3,210,15,"pursuiter",416.548283671423,208.274141835712,465,379.353098424874,1,1173.87215544004
"1...117",4,210,15,"pursuiter",416.548283671423,208.274141835712,690,352.321131228682,1,1015.1164038144
"1...118",5,210,15,"pursuiter",416.548283671423,208.274141835712,915,335.353065631754,1,927.683624992914
"1...119",6,210,15,"pursuiter",416.548283671423,208.274141835712,1140,323.069818178039,1,868.479867876439
"1...120",7,210,15,"pursuiter",416.548283671423,208.274141835712,1365,313.462863939425,1,824.031065115015
"1...121",8,210,15,"pursuiter",416.548283671423,208.274141835712,1590,305.578806043108,1,788.546452503581
"1...122",9,210,15,"pursuiter",416.548283671423,208.274141835712,1815,298.894070368653,1,759.050033683594
"1...123",10,210,15,"pursuiter",416.548283671423,208.274141835712,2040,293.091402955126,1,733.823636541498
"1...124",11,210,15,"pursuiter",416.548283671423,208.274141835712,2265,287.964439564442,1,711.790388726234
"1...125",12,210,15,"pursuiter",416.548283671423,208.274141835712,2490,283.371565399434,1,692.232827799331
"1...126",13,210,15,"pursuiter",416.548283671423,208.274141835712,2715,279.211449691055,1,674.649828338476
"1...127",14,210,15,"pursuiter",416.548283671423,208.274141835712,2940,275.409113150034,1,658.677966119121
"1...128",15,210,15,"pursuiter",416.548283671423,208.274141835712,3165,271.907528776581,1,644.045493222189
"1...129",16,210,15,"pursuiter",416.548283671423,208.274141835712,3390,268.662317436076,1,630.543991408005
"1...130",17,210,15,"pursuiter",416.548283671423,208.274141835712,3615,265.638265729588,1,618.010161449643
"1...131",18,210,15,"pursuiter",416.548283671423,208.274141835712,3840,262.80696411778,1,606.313701537247
"1...132",19,210,15,"pursuiter",416.548283671423,208.274141835712,4065,260.145159385704,1,595.348990818831
"1...133",20,210,15,"pursuiter",416.548283671423,208.274141835712,4290,257.63357718016,1,585.029232582561
"1...134",2,240,15,"pursuiter",416.548283671423,208.274141835712,270,420.834468737606,1,1697.25948540472
"1...135",3,240,15,"pursuiter",416.548283671423,208.274141835712,525,370.529692043482,1,1179.67293062602
"1...136",4,240,15,"pursuiter",416.548283671423,208.274141835712,780,344.757045264523,1,1020.58368121456
"1...137",5,240,15,"pursuiter",416.548283671423,208.274141835712,1035,328.383728326199,1,932.33703808981
"1...138",6,240,15,"pursuiter",416.548283671423,208.274141835712,1290,316.438834815634,1,872.244004289426
"1...139",7,240,15,"pursuiter",416.548283671423,208.274141835712,1545,307.046756320756,1,826.934429957061
"1...140",8,240,15,"pursuiter",416.548283671423,208.274141835712,1800,299.309498955777,1,790.644175872207
"1...141",9,240,15,"pursuiter",416.548283671423,208.274141835712,2055,292.730426145043,1,760.400976558311
"1...142",10,240,15,"pursuiter",416.548283671423,208.274141835712,2310,287.006849988177,1,734.483293232618
"1...143",11,240,15,"pursuiter",416.548283671423,208.274141835712,2565,281.940922985125,1,711.808948046235
"1...144",12,240,15,"pursuiter",416.548283671423,208.274141835712,2820,277.396318329513,1,691.655009868278
"1...145",13,240,15,"pursuiter",416.548283671423,208.274141835712,3075,273.275148868438,1,673.515314859889
"1...146",14,240,15,"pursuiter",416.548283671423,208.274141835712,3330,269.504766581597,1,657.021989196517
"1...147",15,240,15,"pursuiter",416.548283671423,208.274141835712,3585,266.029774383091,1,641.899422085025
"1...148",16,240,15,"pursuiter",416.548283671423,208.274141835712,3840,262.80696411778,1,627.935862113316
"1...149",17,240,15,"pursuiter",416.548283671423,208.274141835712,4095,259.80198346237,1,614.965136073007
"1...150",18,240,15,"pursuiter",416.548283671423,208.274141835712,4350,256.98706895191,1,602.854459197729
"1...151",19,240,15,"pursuiter",416.548283671423,208.274141835712,4605,254.339460741717,1,591.496058258509
"1...152",20,240,15,"pursuiter",416.548283671423,208.274141835712,4860,251.84026713498,1,580.801263146837
"1...153",2,270,15,"pursuiter",416.548283671423,208.274141835712,300,416.548283671423,1,1740.24537599474
"1...154",3,270,15,"pursuiter",416.548283671423,208.274141835712,585,363.070075356696,1,1185.2611989025
"1...155",4,270,15,"pursuiter",416.548283671423,208.274141835712,870,338.274744064725,1,1025.3770893811
"1...156",5,270,15,"pursuiter",416.548283671423,208.274141835712,1155,322.360141875897,1,936.135786160253
"1...157",6,270,15,"pursuiter",416.548283671423,208.274141835712,1440,310.675118312262,1,875.074631941331
"1...158",7,270,15,"pursuiter",416.548283671423,208.274141835712,1725,301.447533588869,1,828.871047068884
"1...159",8,270,15,"pursuiter",416.548283671423,208.274141835712,2010,293.822347040521,1,791.764908366988
"1...160",9,270,15,"pursuiter",416.548283671423,208.274141835712,2295,287.323743852558,1,760.777171673977
"1...161",10,270,15,"pursuiter",416.548283671423,208.274141835712,2580,281.660268287648,1,734.177535296606
"1...162",11,270,15,"pursuiter",416.548283671423,208.274141835712,2865,276.640627127329,1,710.875541047716
"1...163",12,270,15,"pursuiter",416.548283671423,208.274141835712,3150,272.132556020068,1,690.1410610034
"1...164",13,270,15,"pursuiter",416.548283671423,208.274141835712,3435,268.040809260804,1,671.461849148689
"1...165",14,270,15,"pursuiter",416.548283671423,208.274141835712,3720,264.294524542709,1,654.464933288535
"1...166",15,270,15,"pursuiter",416.548283671423,208.274141835712,4005,260.839551659955,1,638.870428304448
"1...167",16,270,15,"pursuiter",416.548283671423,208.274141835712,4290,257.63357718016,1,624.462985447495
"1...168",17,270,15,"pursuiter",416.548283671423,208.274141835712,4575,254.642905970004,1,611.073387208518
"1...169",18,270,15,"pursuiter",416.548283671423,208.274141835712,4860,251.84026713498,1,598.566256621105
"1...170",19,270,15,"pursuiter",416.548283671423,208.274141835712,5145,249.203276595581,1,586.831599259058
"1...171",2,300,15,"pursuiter",416.548283671423,208.274141835712,330,407.605313640174,1,1747.30835444006
"1...172",3,300,15,"pursuiter",416.548283671423,208.274141835712,645,356.628020358678,1,1190.54272144046
"1...173",4,300,15,"pursuiter",416.548283671423,208.274141835712,960,332.61041563747,1,1029.54736206165
"1...174",5,300,15,"pursuiter",416.548283671423,208.274141835712,1275,317.058898303607,1,939.195150040598
"1...175",6,300,15,"pursuiter",416.548283671423,208.274141835712,1590,305.578806043108,1,877.120551853204
"1...176",7,300,15,"pursuiter",416.548283671423,208.274141835712,1905,296.480557901812,1,830.008556653681
"1...177",8,300,15,"pursuiter",416.548283671423,208.274141835712,2220,288.94326789641,1,792.087266958039
"1...178",9,300,15,"pursuiter",416.548283671423,208.274141835712,2535,282.507635151499,1,760.363637922987
"1...179",10,300,15,"pursuiter",416.548283671423,208.274141835712,2850,276.891093743019,1,733.094960590736
"1...180",11,300,15,"pursuiter",416.548283671423,208.274141835712,3165,271.907528776581,1,709.180526212013
"1...181",12,300,15,"pursuiter",416.548283671423,208.274141835712,3480,267.427880568431,1,687.881891258262
"1...182",13,300,15,"pursuiter",416.548283671423,208.274141835712,3795,263.358984240407,1,668.680069936797
"1...183",14,300,15,"pursuiter",416.548283671423,208.274141835712,4110,259.631382423764,1,651.196596452934
"1...184",15,300,15,"pursuiter",416.548283671423,208.274141835712,4425,256.191904768084,1,635.147071240378
"1...185",16,300,15,"pursuiter",416.548283671423,208.274141835712,4740,252.998940184954,1,620.312402597476
"1...186",17,300,15,"pursuiter",416.548283671423,208.274141835712,5055,250.019308891268,1,606.520242045815
"1...187",18,300,15,"pursuiter",416.548283671423,208.274141835712,5370,247.226125871894,1,593.632571166474
"1...188",2,30,30,"pursuiter",416.548283671423,208.274141835712,90,509.718346115306,1,687.612675208133
"1...189",3,30,30,"pursuiter",416.548283671423,208.274141835712,150,455.497488691939,1,610.083920801467
"1...190",4,30,30,"pursuiter",416.548283671423,208.274141835712,210,433.110782554825,1,577.506154919127
"1...191",5,30,30,"pursuiter",416.548283671423,208.274141835712,270,420.834468737606,1,559.524799005405
"1...192",6,30,30,"pursuiter",416.548283671423,208.274141835712,330,407.605313640174,1,539.883189310279
"1...193",7,30,30,"pursuiter",416.548283671423,208.274141835712,390,393.15484244182,1,518.286131433494
"1...194",8,30,30,"pursuiter",416.548283671423,208.274141835712,450,381.829339517141,1,501.332124039834
"1...195",9,30,30,"pursuiter",416.548283671423,208.274141835712,510,372.590750325244,1,487.485322750895
"1...196",10,30,30,"pursuiter",416.548283671423,208.274141835712,570,364.828439339716,1,475.840073325634
"1...197",11,30,30,"pursuiter",416.548283671423,208.274141835712,630,358.157323561404,1,465.824185069384
"1...198",12,30,30,"pursuiter",416.548283671423,208.274141835712,690,352.321131228682,1,457.056302483228
"1...199",13,30,30,"pursuiter",416.548283671423,208.274141835712,750,347.141830855882,1,449.271175982409
"1...200",14,30,30,"pursuiter",416.548283671423,208.274141835712,810,342.491330883704,1,442.27776592792
"1...201",15,30,30,"pursuiter",416.548283671423,208.274141835712,870,338.274744064725,1,435.934430175941
"1...202",16,30,30,"pursuiter",416.548283671423,208.274141835712,930,334.420028279778,1,430.133546187762
"1...203",17,30,30,"pursuiter",416.548283671423,208.274141835712,990,330.871322837814,1,424.791608383125
"1...204",18,30,30,"pursuiter",416.548283671423,208.274141835712,1050,327.584518760819,1,419.84263920375
"1...205",19,30,30,"pursuiter",416.548283671423,208.274141835712,1110,324.524229290453,1,415.233679234777
"1...206",20,30,30,"pursuiter",416.548283671423,208.274141835712,1170,321.661666000523,1,410.921623160844
"1...207",2,60,30,"pursuiter",416.548283671423,208.274141835712,120,475.557868452008,1,706.647756987701
"1...208",3,60,30,"pursuiter",416.548283671423,208.274141835712,210,433.110782554825,1,640.304796064446
"1...209",4,60,30,"pursuiter",416.548283671423,208.274141835712,300,416.548283671423,1,613.922749022121
"1...210",5,60,30,"pursuiter",416.548283671423,208.274141835712,390,393.15484244182,1,575.393557695588
"1...211",6,60,30,"pursuiter",416.548283671423,208.274141835712,480,376.994258593291,1,548.663699798775
"1...212",7,60,30,"pursuiter",416.548283671423,208.274141835712,570,364.828439339716,1,528.48462312962
"1...213",8,60,30,"pursuiter",416.548283671423,208.274141835712,660,355.147416745231,1,512.394675825559
"1...214",9,60,30,"pursuiter",416.548283671423,208.274141835712,750,347.141830855882,1,499.069159406363
"1...215",10,60,30,"pursuiter",416.548283671423,208.274141835712,840,340.333744713752,1,487.723521519242
"1...216",11,60,30,"pursuiter",416.548283671423,208.274141835712,930,334.420028279778,1,477.859014532541
"1...217",12,60,30,"pursuiter",416.548283671423,208.274141835712,1020,329.197570808512,1,469.140828423622
"1...218",13,60,30,"pursuiter",416.548283671423,208.274141835712,1110,324.524229290453,1,461.334286315133
"1...219",14,60,30,"pursuiter",416.548283671423,208.274141835712,1200,320.296955977148,1,454.269030597599
"1...220",15,60,30,"pursuiter",416.548283671423,208.274141835712,1290,316.438834815634,1,447.817757932797
"1...221",16,60,30,"pursuiter",416.548283671423,208.274141835712,1380,312.891031260852,1,441.882993507549
"1...222",17,60,30,"pursuiter",416.548283671423,208.274141835712,1470,309.607593738482,1,436.38853877673
"1...223",18,60,30,"pursuiter",416.548283671423,208.274141835712,1560,306.551982922224,1,431.273754897065
"1...224",19,60,30,"pursuiter",416.548283671423,208.274141835712,1650,303.694687118433,1,426.489630913715
"1...225",20,60,30,"pursuiter",416.548283671423,208.274141835712,1740,301.011542452305,1,421.996011408812
"1...226",2,90,30,"pursuiter",416.548283671423,208.274141835712,150,455.497488691939,1,724.844766504046
"1...227",3,90,30,"pursuiter",416.548283671423,208.274141835712,270,420.834468737606,1,667.286724998327
"1...228",4,90,30,"pursuiter",416.548283671423,208.274141835712,390,393.15484244182,1,618.814657947727
"1...229",5,90,30,"pursuiter",416.548283671423,208.274141835712,510,372.590750325244,1,582.325066702146
"1...230",6,90,30,"pursuiter",416.548283671423,208.274141835712,630,358.157323561404,1,556.589988022259
"1...231",7,90,30,"pursuiter",416.548283671423,208.274141835712,750,347.141830855882,1,536.886373319411
"1...232",8,90,30,"pursuiter",416.548283671423,208.274141835712,870,338.274744064725,1,520.989572997789
"1...233",9,90,30,"pursuiter",416.548283671423,208.274141835712,990,330.871322837814,1,507.694243121566
"1...234",10,90,30,"pursuiter",416.548283671423,208.274141835712,1110,324.524229290453,1,496.280890687981
"1...235",11,90,30,"pursuiter",416.548283671423,208.274141835712,1230,318.973116938061,1,486.288408394704
"1...236",12,90,30,"pursuiter",416.548283671423,208.274141835712,1350,314.042210595027,1,477.404783585856
"1...237",13,90,30,"pursuiter",416.548283671423,208.274141835712,1470,309.607593738482,1,469.409646888489
"1...238",14,90,30,"pursuiter",416.548283671423,208.274141835712,1590,305.578806043108,1,462.141871468996
"1...239",15,90,30,"pursuiter",416.548283671423,208.274141835712,1710,301.887884315665,1,455.48023648952
"1...240",16,90,30,"pursuiter",416.548283671423,208.274141835712,1830,298.482523309408,1,449.331337601093
"1...241",17,90,30,"pursuiter",416.548283671423,208.274141835712,1950,295.321637091971,1,443.621728217036
"1...242",18,90,30,"pursuiter",416.548283671423,208.274141835712,2070,292.372380936572,1,438.292639173154
"1...243",19,90,30,"pursuiter",416.548283671423,208.274141835712,2190,289.608095191044,1,433.296328464673
"1...244",20,90,30,"pursuiter",416.548283671423,208.274141835712,2310,287.006849988177,1,428.593494704065
"1...245",2,120,30,"pursuiter",416.548283671423,208.274141835712,180,442.378307660971,1,742.402520468536
"1...246",3,120,30,"pursuiter",416.548283671423,208.274141835712,330,407.605313640174,1,681.082790693594
"1...247",4,120,30,"pursuiter",416.548283671423,208.274141835712,480,376.994258593291,1,623.992671529968
"1...248",5,120,30,"pursuiter",416.548283671423,208.274141835712,630,358.157323561404,1,588.540256817486
"1...249",6,120,30,"pursuiter",416.548283671423,208.274141835712,780,344.757045264523,1,563.186663697838
"1...250",7,120,30,"pursuiter",416.548283671423,208.274141835712,930,334.420028279778,1,543.560969488326
"1...251",8,120,30,"pursuiter",416.548283671423,208.274141835712,1080,326.027993409349,1,527.588946028705
"1...252",9,120,30,"pursuiter",416.548283671423,208.274141835712,1230,318.973116938061,1,514.137433636572
"1...253",10,120,30,"pursuiter",416.548283671423,208.274141835712,1380,312.891031260852,1,502.524510999545
"1...254",11,120,30,"pursuiter",416.548283671423,208.274141835712,1530,307.547151275681,1,492.309794980928
"1...255",12,120,30,"pursuiter",416.548283671423,208.274141835712,1680,302.782019840318,1,483.193185068319
"1...256",13,120,30,"pursuiter",416.548283671423,208.274141835712,1830,298.482523309408,1,474.961352023389
"1...257",14,120,30,"pursuiter",416.548283671423,208.274141835712,1980,294.565616914928,1,467.457396009891
"1...258",15,120,30,"pursuiter",416.548283671423,208.274141835712,2130,290.968584297603,1,460.562642507348
"1...259",16,120,30,"pursuiter",416.548283671423,208.274141835712,2280,287.642929188194,1,454.185202344231
"1...260",17,120,30,"pursuiter",416.548283671423,208.274141835712,2430,284.550392542688,1,448.252498631893
"1...261",18,120,30,"pursuiter",416.548283671423,208.274141835712,2580,281.660268287648,1,442.706222072419
"1...262",19,120,30,"pursuiter",416.548283671423,208.274141835712,2730,278.947542200724,1,437.498828150166
"1...263",20,120,30,"pursuiter",416.548283671423,208.274141835712,2880,276.391569346579,1,432.591044685725
"1...264",2,150,30,"pursuiter",416.548283671423,208.274141835712,210,433.110782554825,1,759.12831256296
"1...265",3,150,30,"pursuiter",416.548283671423,208.274141835712,390,393.15484244182,1,684.288452055775
"1...266",4,150,30,"pursuiter",416.548283671423,208.274141835712,570,364.828439339716,1,628.845656538989
"1...267",5,150,30,"pursuiter",416.548283671423,208.274141835712,750,347.141830855882,1,593.888866189063
"1...268",6,150,30,"pursuiter",416.548283671423,208.274141835712,930,334.420028279778,1,568.6032419506
"1...269",7,150,30,"pursuiter",416.548283671423,208.274141835712,1110,324.524229290453,1,548.862450654978
"1...270",8,150,30,"pursuiter",416.548283671423,208.274141835712,1290,316.438834815634,1,532.691736944673
"1...271",9,150,30,"pursuiter",416.548283671423,208.274141835712,1470,309.607593738482,1,519.003439332703
"1...272",10,150,30,"pursuiter",416.548283671423,208.274141835712,1650,303.694687118433,1,507.138107471331
"1...273",11,150,30,"pursuiter",416.548283671423,208.274141835712,1830,298.482523309408,1,496.667005658001
