"","Nrep","rest","interval_duration","niveau_endurance","PAM","rest_power","duration","Wbal_skiba","power_skiba"
"1...856",8,210,75,"faible",350.281232790258,175.140616395129,2070,0,371.452631419266
"1...857",9,210,75,"faible",350.281232790258,175.140616395129,2355,0,367.630273336929
"1...858",10,210,75,"faible",350.281232790258,175.140616395129,2640,0,364.903084595871
"1...859",11,210,75,"faible",350.281232790258,175.140616395129,2925,0,362.932758982029
"1...860",12,210,75,"faible",350.281232790258,175.140616395129,3210,0,361.496332186181
"1...861",13,210,75,"faible",350.281232790258,175.140616395129,3495,0,360.442223854937
"1...862",14,210,75,"faible",350.281232790258,175.140616395129,3780,0,359.66493723573
"1...863",15,210,75,"faible",350.281232790258,175.140616395129,4065,0,359.089735226178
"1...864",16,210,75,"faible",350.281232790258,175.140616395129,4350,0,358.662958133878
"1...865",17,210,75,"faible",350.281232790258,175.140616395129,4635,0,358.34568852889
"1...866",18,210,75,"faible",350.281232790258,175.140616395129,4920,0,358.109485700486
"1...867",19,210,75,"faible",350.281232790258,175.140616395129,5205,0,357.933446208391
"1...868",2,240,75,"faible",350.281232790258,175.140616395129,390,0,527.76282987157
"1...869",3,240,75,"faible",350.281232790258,175.140616395129,705,0,458.285983082947
"1...870",4,240,75,"faible",350.281232790258,175.140616395129,1020,0,425.468887044489
"1...871",5,240,75,"faible",350.281232790258,175.140616395129,1335,0,407.160571361367
"1...872",6,240,75,"faible",350.281232790258,175.140616395129,1650,0,395.991071690923
"1...873",7,240,75,"faible",350.281232790258,175.140616395129,1965,0,388.801599363951
"1...874",8,240,75,"faible",350.281232790258,175.140616395129,2280,0,384.013095535084
"1...875",9,240,75,"faible",350.281232790258,175.140616395129,2595,0,380.750750938146
"1...876",10,240,75,"faible",350.281232790258,175.140616395129,2910,0,378.493755185067
"1...877",11,240,75,"faible",350.281232790258,175.140616395129,3225,0,376.915650310312
"1...878",12,240,75,"faible",350.281232790258,175.140616395129,3540,0,375.804033432328
"1...879",13,240,75,"faible",350.281232790258,175.140616395129,3855,0,375.016922450512
"1...880",14,240,75,"faible",350.281232790258,175.140616395129,4170,0,374.457529538249
"1...881",15,240,75,"faible",350.281232790258,175.140616395129,4485,0,374.058932055312
"1...882",16,240,75,"faible",350.281232790258,175.140616395129,4800,0,373.774379996865
"1...883",17,240,75,"faible",350.281232790258,175.140616395129,5115,0,373.570972615889
"1...884",2,270,75,"faible",350.281232790258,175.140616395129,420,0,532.984230404709
"1...885",3,270,75,"faible",350.281232790258,175.140616395129,765,0,465.806601202748
"1...886",4,270,75,"faible",350.281232790258,175.140616395129,1110,0,434.516297779197
"1...887",5,270,75,"faible",350.281232790258,175.140616395129,1455,0,417.374744472742
"1...888",6,270,75,"faible",350.281232790258,175.140616395129,1800,0,407.144967807373
"1...889",7,270,75,"faible",350.281232790258,175.140616395129,2145,0,400.725737207327
"1...890",8,270,75,"faible",350.281232790258,175.140616395129,2490,0,396.569967282166
"1...891",9,270,75,"faible",350.281232790258,175.140616395129,2835,0,393.824951251376
"1...892",10,270,75,"faible",350.281232790258,175.140616395129,3180,0,391.987644669914
"1...893",11,270,75,"faible",350.281232790258,175.140616395129,3525,0,390.746980820386
"1...894",12,270,75,"faible",350.281232790258,175.140616395129,3870,0,389.904203101682
"1...895",13,270,75,"faible",350.281232790258,175.140616395129,4215,0,389.32938924641
"1...896",14,270,75,"faible",350.281232790258,175.140616395129,4560,0,388.936257773227
"1...897",15,270,75,"faible",350.281232790258,175.140616395129,4905,0,388.666877184527
"1...898",16,270,75,"faible",350.281232790258,175.140616395129,5250,0,388.482054593906
"1...899",2,300,75,"faible",350.281232790258,175.140616395129,450,0,538.167099825686
"1...900",3,300,75,"faible",350.281232790258,175.140616395129,825,0,473.309452471769
"1...901",4,300,75,"faible",350.281232790258,175.140616395129,1200,0,443.564172307338
"1...902",5,300,75,"faible",350.281232790258,175.140616395129,1575,0,427.592253181597
"1...903",6,300,75,"faible",350.281232790258,175.140616395129,1950,0,418.287137381228
"1...904",7,300,75,"faible",350.281232790258,175.140616395129,2325,0,412.606823664032
"1...905",8,300,75,"faible",350.281232790258,175.140616395129,2700,0,409.039903944999
"1...906",9,300,75,"faible",350.281232790258,175.140616395129,3075,0,406.760197514263
"1...907",10,300,75,"faible",350.281232790258,175.140616395129,3450,0,405.286706440061
"1...908",11,300,75,"faible",350.281232790258,175.140616395129,3825,0,404.327381040791
"1...909",12,300,75,"faible",350.281232790258,175.140616395129,4200,0,403.699853908527
"1...910",13,300,75,"faible",350.281232790258,175.140616395129,4575,0,403.288099998702
"1...911",14,300,75,"faible",350.281232790258,175.140616395129,4950,0,403.017379678597
"1...912",15,300,75,"faible",350.281232790258,175.140616395129,5325,0,402.839149607518
"1...913",2,30,90,"faible",350.281232790258,175.140616395129,210,0,446.521671771113
"1...914",3,30,90,"faible",350.281232790258,175.140616395129,330,0,376.466495392781
"1...915",4,30,90,"faible",350.281232790258,175.140616395129,450,0,341.564508712845
"1...916",5,30,90,"faible",350.281232790258,175.140616395129,570,0,320.677747809827
"1...917",6,30,90,"faible",350.281232790258,175.140616395129,690,0,306.785831724009
"1...918",7,30,90,"faible",350.281232790258,175.140616395129,810,0,296.886268289078
"1...919",8,30,90,"faible",350.281232790258,175.140616395129,930,0,289.479851946875
"1...920",9,30,90,"faible",350.281232790258,175.140616395129,1050,0,283.734493168226
"1...921",10,30,90,"faible",350.281232790258,175.140616395129,1170,0,279.151296971104
"1...922",11,30,90,"faible",350.281232790258,175.140616395129,1290,0,275.412960861986
"1...923",12,30,90,"faible",350.281232790258,175.140616395129,1410,0,272.30804263657
"1...924",13,30,90,"faible",350.281232790258,175.140616395129,1530,0,269.690210800429
"1...925",14,30,90,"faible",350.281232790258,175.140616395129,1650,0,267.454972688307
"1...926",15,30,90,"faible",350.281232790258,175.140616395129,1770,0,265.525718099073
"1...927",16,30,90,"faible",350.281232790258,175.140616395129,1890,0,263.845000133379
"1...928",17,30,90,"faible",350.281232790258,175.140616395129,2010,0,262.368895356911
"1...929",18,30,90,"faible",350.281232790258,175.140616395129,2130,0,261.063245048973
"1...930",19,30,90,"faible",350.281232790258,175.140616395129,2250,0,259.901084107586
"1...931",20,30,90,"faible",350.281232790258,175.140616395129,2370,0,258.860841704857
"1...932",2,60,90,"faible",350.281232790258,175.140616395129,240,0,450.986584629336
"1...933",3,60,90,"faible",350.281232790258,175.140616395129,390,0,382.515428228497
"1...934",4,60,90,"faible",350.281232790258,175.140616395129,540,0,348.488496414426
"1...935",5,60,90,"faible",350.281232790258,175.140616395129,690,0,328.194622025653
"1...936",6,60,90,"faible",350.281232790258,175.140616395129,840,0,314.754569066717
"1...937",7,60,90,"faible",350.281232790258,175.140616395129,990,0,305.22600559651
"1...938",8,60,90,"faible",350.281232790258,175.140616395129,1140,0,298.139655624314
"1...939",9,60,90,"faible",350.281232790258,175.140616395129,1290,0,292.679965775448
"1...940",10,60,90,"faible",350.281232790258,175.140616395129,1440,0,288.357897144113
"1...941",11,60,90,"faible",350.281232790258,175.140616395129,1590,0,284.862367763794
"1...942",12,60,90,"faible",350.281232790258,175.140616395129,1740,0,281.986040100114
"1...943",13,60,90,"faible",350.281232790258,175.140616395129,1890,0,279.58538873929
"1...944",14,60,90,"faible",350.281232790258,175.140616395129,2040,0,277.557895087954
"1...945",15,60,90,"faible",350.281232790258,175.140616395129,2190,0,275.82837077473
"1...946",16,60,90,"faible",350.281232790258,175.140616395129,2340,0,274.340413266368
"1...947",17,60,90,"faible",350.281232790258,175.140616395129,2490,0,273.050879091854
"1...948",18,60,90,"faible",350.281232790258,175.140616395129,2640,0,271.926200450383
"1...949",19,60,90,"faible",350.281232790258,175.140616395129,2790,0,270.939865667267
"1...950",20,60,90,"faible",350.281232790258,175.140616395129,2940,0,270.070655921594
"1...951",2,90,90,"faible",350.281232790258,175.140616395129,270,0,455.444836407228
"1...952",3,90,90,"faible",350.281232790258,175.140616395129,450,0,388.627256853983
"1...953",4,90,90,"faible",350.281232790258,175.140616395129,630,0,355.562248765995
"1...954",5,90,90,"faible",350.281232790258,175.140616395129,810,0,335.953641355801
"1...955",6,90,90,"faible",350.281232790258,175.140616395129,990,0,323.059168468179
"1...956",7,90,90,"faible",350.281232790258,175.140616395129,1170,0,313.994650158069
"1...957",8,90,90,"faible",350.281232790258,175.140616395129,1350,0,307.319555814433
"1...958",9,90,90,"faible",350.281232790258,175.140616395129,1530,0,302.234066172576
"1...959",10,90,90,"faible",350.281232790258,175.140616395129,1710,0,298.258404174851
"1...960",11,90,90,"faible",350.281232790258,175.140616395129,1890,0,295.087244021135
"1...961",12,90,90,"faible",350.281232790258,175.140616395129,2070,0,292.516980068414
"1...962",13,90,90,"faible",350.281232790258,175.140616395129,2250,0,290.406591455592
"1...963",14,90,90,"faible",350.281232790258,175.140616395129,2430,0,288.655291745504
"1...964",15,90,90,"faible",350.281232790258,175.140616395129,2610,0,287.189124853949
"1...965",16,90,90,"faible",350.281232790258,175.140616395129,2790,0,285.952590481629
"1...966",17,90,90,"faible",350.281232790258,175.140616395129,2970,0,284.903226613061
"1...967",18,90,90,"faible",350.281232790258,175.140616395129,3150,0,284.007998287433
"1...968",19,90,90,"faible",350.281232790258,175.140616395129,3330,0,283.240826681936
"1...969",20,90,90,"faible",350.281232790258,175.140616395129,3510,0,282.580859094287
"1...970",2,120,90,"faible",350.281232790258,175.140616395129,300,0,459.892606020963
"1...971",3,120,90,"faible",350.281232790258,175.140616395129,510,0,394.790980361647
"1...972",4,120,90,"faible",350.281232790258,175.140616395129,720,0,362.765457686977
"1...973",5,120,90,"faible",350.281232790258,175.140616395129,930,0,343.922935166588
"1...974",6,120,90,"faible",350.281232790258,175.140616395129,1140,0,331.653650131954
"1...975",7,120,90,"faible",350.281232790258,175.140616395129,1350,0,323.12928233981
"1...976",8,120,90,"faible",350.281232790258,175.140616395129,1560,0,316.936632272003
"1...977",9,120,90,"faible",350.281232790258,175.140616395129,1770,0,312.29065442067
"1...978",10,120,90,"faible",350.281232790258,175.140616395129,1980,0,308.720160099973
"1...979",11,120,90,"faible",350.281232790258,175.140616395129,2190,0,305.925116884303
"1...980",12,120,90,"faible",350.281232790258,175.140616395129,2400,0,303.705358705447
"1...981",13,120,90,"faible",350.281232790258,175.140616395129,2610,0,301.922222394914
"1...982",14,120,90,"faible",350.281232790258,175.140616395129,2820,0,300.476633808092
"1...983",15,120,90,"faible",350.281232790258,175.140616395129,3030,0,299.29596061712
"1...984",16,120,90,"faible",350.281232790258,175.140616395129,3240,0,298.325793057711
"1...985",17,120,90,"faible",350.281232790258,175.140616395129,3450,0,297.524621720468
"1...986",18,120,90,"faible",350.281232790258,175.140616395129,3660,0,296.860284850904
"1...987",19,120,90,"faible",350.281232790258,175.140616395129,3870,0,296.307532828861
"1...988",20,120,90,"faible",350.281232790258,175.140616395129,4080,0,295.846318724938
"1...989",2,150,90,"faible",350.281232790258,175.140616395129,330,0,464.326108362156
"1...990",3,150,90,"faible",350.281232790258,175.140616395129,570,0,400.995405528896
"1...991",4,150,90,"faible",350.281232790258,175.140616395129,810,0,370.076968885663
"1...992",5,150,90,"faible",350.281232790258,175.140616395129,1050,0,352.068653060181
"1...993",6,150,90,"faible",350.281232790258,175.140616395129,1290,0,340.488470245205
"1...994",7,150,90,"faible",350.281232790258,175.140616395129,1530,0,332.561496417917
"1...995",8,150,90,"faible",350.281232790258,175.140616395129,1770,0,326.900413185904
"1...996",9,150,90,"faible",350.281232790258,175.140616395129,2010,0,322.734097969739
"1...997",10,150,90,"faible",350.281232790258,175.140616395129,2250,0,319.59952550557
"1...998",11,150,90,"faible",350.281232790258,175.140616395129,2490,0,317.201865626208
"1...999",12,150,90,"faible",350.281232790258,175.140616395129,2730,0,315.344572226257
"1...1000",13,150,90,"faible",350.281232790258,175.140616395129,2970,0,313.891740871251
"1...1001",14,150,90,"faible",350.281232790258,175.140616395129,3210,0,312.746585582106
"1...1002",15,150,90,"faible",350.281232790258,175.140616395129,3450,0,311.83850580104
"1...1003",16,150,90,"faible",350.281232790258,175.140616395129,3690,0,311.114982776337
"1...1004",17,150,90,"faible",350.281232790258,175.140616395129,3930,0,310.536316476925
"1...1005",18,150,90,"faible",350.281232790258,175.140616395129,4170,0,310.072099344222
"1...1006",19,150,90,"faible",350.281232790258,175.140616395129,4410,0,309.698788628107
"1...1007",20,150,90,"faible",350.281232790258,175.140616395129,4650,0,309.397994739479
"1...1008",2,180,90,"faible",350.281232790258,175.140616395129,360,0,468.741607084345
"1...1009",3,180,90,"faible",350.281232790258,175.140616395129,630,0,407.229232491546
"1...1010",4,180,90,"faible",350.281232790258,175.140616395129,900,0,377.475068154739
"1...1011",5,180,90,"faible",350.281232790258,175.140616395129,1170,0,360.355678080278
"1...1012",6,180,90,"faible",350.281232790258,175.140616395129,1440,0,349.512014402367
"1...1013",7,180,90,"faible",350.281232790258,175.140616395129,1710,0,342.220171234837
"1...1014",8,180,90,"faible",350.281232790258,175.140616395129,1980,0,337.117561929432
"1...1015",9,180,90,"faible",350.281232790258,175.140616395129,2250,0,333.446631028925
"1...1016",10,180,90,"faible",350.281232790258,175.140616395129,2520,0,330.752738929653
"1...1017",11,180,90,"faible",350.281232790258,175.140616395129,2790,0,328.746913048928
"1...1018",12,180,90,"faible",350.281232790258,175.140616395129,3060,0,327.237197467869
"1...1019",13,180,90,"faible",350.281232790258,175.140616395129,3330,0,326.091627881728
"1...1020",14,180,90,"faible",350.281232790258,175.140616395129,3600,0,325.217007640432
"1...1021",15,180,90,"faible",350.281232790258,175.140616395129,3870,0,324.546110582631
"1...1022",16,180,90,"faible",350.281232790258,175.140616395129,4140,0,324.029628892461
"1...1023",17,180,90,"faible",350.281232790258,175.140616395129,4410,0,323.630919484727
"1...1024",18,180,90,"faible",350.281232790258,175.140616395129,4680,0,323.322468580492
"1...1025",19,180,90,"faible",350.281232790258,175.140616395129,4950,0,323.083449060544
"1...1026",20,180,90,"faible",350.281232790258,175.140616395129,5220,0,322.897994814618
"1...1027",2,210,90,"faible",350.281232790258,175.140616395129,390,0,473.135427036801
"1...1028",3,210,90,"faible",350.281232790258,175.140616395129,690,0,413.481140286992
"1...1029",4,210,90,"faible",350.281232790258,175.140616395129,990,0,384.937770554077
"1...1030",5,210,90,"faible",350.281232790258,175.140616395129,1290,0,368.74834545832
"1...1031",6,210,90,"faible",350.281232790258,175.140616395129,1590,0,358.672079304241
"1...1032",7,210,90,"faible",350.281232790258,175.140616395129,1890,0,352.034143215035
"1...1033",8,210,90,"faible",350.281232790258,175.140616395129,2190,0,347.496223328727
"1...1034",9,210,90,"faible",350.281232790258,175.140616395129,2490,0,344.31484205824
"1...1035",10,210,90,"faible",350.281232790258,175.140616395129,2790,0,342.044914904788
"1...1036",11,210,90,"faible",350.281232790258,175.140616395129,3090,0,340.404915828805
"1...1037",12,210,90,"faible",350.281232790258,175.140616395129,3390,0,339.209289320902
"1...1038",13,210,90,"faible",350.281232790258,175.140616395129,3690,0,338.331880515495
"1...1039",14,210,90,"faible",350.281232790258,175.140616395129,3990,0,337.684884815195
"1...1040",15,210,90,"faible",350.281232790258,175.140616395129,4290,0,337.206096929748
"1...1041",16,210,90,"faible",350.281232790258,175.140616395129,4590,0,336.850853747466
"1...1042",17,210,90,"faible",350.281232790258,175.140616395129,4890,0,336.586762185396
"1...1043",18,210,90,"faible",350.281232790258,175.140616395129,5190,0,336.390149200275
"1...1044",2,240,90,"faible",350.281232790258,175.140616395129,420,0,477.503966259033
"1...1045",3,240,90,"faible",350.281232790258,175.140616395129,750,0,419.739870905232
"1...1046",4,240,90,"faible",350.281232790258,175.140616395129,1080,0,392.44310438007
"1...1047",5,240,90,"faible",350.281232790258,175.140616395129,1410,0,377.211136424657
"1...1048",6,240,90,"faible",350.281232790258,175.140616395129,1740,0,367.917257097825
"1...1049",7,240,90,"faible",350.281232790258,175.140616395129,2070,0,361.934587643441
"1...1050",8,240,90,"faible",350.281232790258,175.140616395129,2400,0,357.9496598183
"1...1051",9,240,90,"faible",350.281232790258,175.140616395129,2730,0,355.234685887157
"1...1052",10,240,90,"faible",350.281232790258,175.140616395129,3060,0,353.356333806547
"1...1053",11,240,90,"faible",350.281232790258,175.140616395129,3390,0,352.042956931313
"1...1054",12,240,90,"faible",350.281232790258,175.140616395129,3720,0,351.11780359815
"1...1055",13,240,90,"faible",350.281232790258,175.140616395129,4050,0,350.462717859716
"1...1056",14,240,90,"faible",350.281232790258,175.140616395129,4380,0,349.997151409697
"1...1057",15,240,90,"faible",350.281232790258,175.140616395129,4710,0,349.66540893595
"1...1058",16,240,90,"faible",350.281232790258,175.140616395129,5040,0,349.428582843551
"1...1059",17,240,90,"faible",350.281232790258,175.140616395129,5370,0,349.259291228779
"1...1060",2,270,90,"faible",350.281232790258,175.140616395129,450,0,481.843707454732
"1...1061",3,270,90,"faible",350.281232790258,175.140616395129,810,0,425.994310556873
"1...1062",4,270,90,"faible",350.281232790258,175.140616395129,1170,0,399.969382427209
"1...1063",5,270,90,"faible",350.281232790258,175.140616395129,1530,0,385.709320396226
"1...1064",6,270,90,"faible",350.281232790258,175.140616395129,1890,0,377.198153702381
"1...1065",7,270,90,"faible",350.281232790258,175.140616395129,2250,0,371.856971761564
"1...1066",8,270,90,"faible",350.281232790258,175.140616395129,2610,0,368.398964764429
"1...1067",9,270,90,"faible",350.281232790258,175.140616395129,2970,0,366.114774408906
"1...1068",10,270,90,"faible",350.281232790258,175.140616395129,3330,0,364.58587928376
"1...1069",11,270,90,"faible",350.281232790258,175.140616395129,3690,0,363.553460237343
"1...1070",12,270,90,"faible",350.281232790258,175.140616395129,4050,0,362.852135978739
"1...1071",13,270,90,"faible",350.281232790258,175.140616395129,4410,0,362.373797055105
"1...1072",14,270,90,"faible",350.281232790258,175.140616395129,4770,0,362.046646142141
"1...1073",15,270,90,"faible",350.281232790258,175.140616395129,5130,0,361.822475945852
"1...1074",2,300,90,"faible",350.281232790258,175.140616395129,480,0,486.151228870165
"1...1075",3,300,90,"faible",350.281232790258,175.140616395129,870,0,432.233566970842
"1...1076",4,300,90,"faible",350.281232790258,175.140616395129,1260,0,407.495453965997
"1...1077",5,300,90,"faible",350.281232790258,175.140616395129,1650,0,394.209524152576
"1...1078",6,300,90,"faible",350.281232790258,175.140616395129,2040,0,386.46839383922
"1...1079",7,300,90,"faible",350.281232790258,175.140616395129,2430,0,381.742508016722
"1...1080",8,300,90,"faible",350.281232790258,175.140616395129,2820,0,378.774796338457
"1...1081",9,300,90,"faible",350.281232790258,175.140616395129,3210,0,376.878010319861
"1...1082",10,300,90,"faible",350.281232790258,175.140616395129,3600,0,375.652000313315
"1...1083",11,300,90,"faible",350.281232790258,175.140616395129,3990,0,374.853790533977
"1...1084",12,300,90,"faible",350.281232790258,175.140616395129,4380,0,374.331650964251
"1...1085",13,300,90,"faible",350.281232790258,175.140616395129,4770,0,373.989045887652
"1...1086",14,300,90,"faible",350.281232790258,175.140616395129,5160,0,373.763788934086
"1...1087",2,30,105,"faible",350.281232790258,175.140616395129,240,0,415.174891718953
"1...1088",3,30,105,"faible",350.281232790258,175.140616395129,375,0,355.209664189724
"1...1089",4,30,105,"faible",350.281232790258,175.140616395129,510,0,325.322867004686
"1...1090",5,30,105,"faible",350.281232790258,175.140616395129,645,0,307.433676634769
"1...1091",6,30,105,"faible",350.281232790258,175.140616395129,780,0,295.533920024062
"1...1092",7,30,105,"faible",350.281232790258,175.140616395129,915,0,287.053243239529
"1...1093",8,30,105,"faible",350.281232790258,175.140616395129,1050,0,280.707965640984
"1...1094",9,30,105,"faible",350.281232790258,175.140616395129,1185,0,275.785519578912
"1...1095",10,30,105,"faible",350.281232790258,175.140616395129,1320,0,271.858627243908
"1...1096",11,30,105,"faible",350.281232790258,175.140616395129,1455,0,268.655513410322
"1...1097",12,30,105,"faible",350.281232790258,175.140616395129,1590,0,265.995062308155
"1...1098",13,30,105,"faible",350.281232790258,175.140616395129,1725,0,263.75192359088
"1...1099",14,30,105,"faible",350.281232790258,175.140616395129,1860,0,261.83658286452
"1...1100",15,30,105,"faible",350.281232790258,175.140616395129,1995,0,260.183408969327
"1...1101",16,30,105,"faible",350.281232790258,175.140616395129,2130,0,258.743186148429
"1...1102",17,30,105,"faible",350.281232790258,175.140616395129,2265,0,257.47828337107
"1...1103",18,30,105,"faible",350.281232790258,175.140616395129,2400,0,256.359434718361
"1...1104",19,30,105,"faible",350.281232790258,175.140616395129,2535,0,255.363536990507
"1...1105",20,30,105,"faible",350.281232790258,175.140616395129,2670,0,254.472108341743
"1...1106",2,60,105,"faible",350.281232790258,175.140616395129,270,0,418.995667651778
"1...1107",3,60,105,"faible",350.281232790258,175.140616395129,435,0,360.388613549011
"1...1108",4,60,105,"faible",350.281232790258,175.140616395129,600,0,331.252541176851
"1...1109",5,60,105,"faible",350.281232790258,175.140616395129,765,0,313.87208516458
"1...1110",6,60,105,"faible",350.281232790258,175.140616395129,930,0,302.36005756594
"1...1111",7,60,105,"faible",350.281232790258,175.140616395129,1095,0,294.19770254349
"1...1112",8,60,105,"faible",350.281232790258,175.140616395129,1260,0,288.127019449526
"1...1113",9,60,105,"faible",350.281232790258,175.140616395129,1425,0,283.449632901435
"1...1114",10,60,105,"faible",350.281232790258,175.140616395129,1590,0,279.746725975759
"1...1115",11,60,105,"faible",350.281232790258,175.140616395129,1755,0,276.75186436403
"1...1116",12,60,105,"faible",350.281232790258,175.140616395129,1920,0,274.287457080936
"1...1117",13,60,105,"faible",350.281232790258,175.140616395129,2085,0,272.230563759093
"1...1118",14,60,105,"faible",350.281232790258,175.140616395129,2250,0,270.493365634038
"1...1119",15,60,105,"faible",350.281232790258,175.140616395129,2415,0,269.01145297648
"1...1120",16,60,105,"faible",350.281232790258,175.140616395129,2580,0,267.736507307432
"1...1121",17,60,105,"faible",350.281232790258,175.140616395129,2745,0,266.631567793222
"1...1122",18,60,105,"faible",350.281232790258,175.140616395129,2910,0,265.667876338802
"1...1123",19,60,105,"faible",350.281232790258,175.140616395129,3075,0,264.822719462518
"1...1124",20,60,105,"faible",350.281232790258,175.140616395129,3240,0,264.077917908953
"1...1125",2,90,105,"faible",350.281232790258,175.140616395129,300,0,422.810616561411
"1...1126",3,90,105,"faible",350.281232790258,175.140616395129,495,0,365.621175461582
"1...1127",4,90,105,"faible",350.281232790258,175.140616395129,690,0,337.310156922107
"1...1128",5,90,105,"faible",350.281232790258,175.140616395129,885,0,320.517518968263
"1...1129",6,90,105,"faible",350.281232790258,175.140616395129,1080,0,309.473467687717
"1...1130",7,90,105,"faible",350.281232790258,175.140616395129,1275,0,301.709117362287
"1...1131",8,90,105,"faible",350.281232790258,175.140616395129,1470,0,295.991128604909
"1...1132",9,90,105,"faible",350.281232790258,175.140616395129,1665,0,291.634628641466
"1...1133",10,90,105,"faible",350.281232790258,175.140616395129,1860,0,288.228750743842
"1...1134",11,90,105,"faible",350.281232790258,175.140616395129,2055,0,285.512002633769
"1...1135",12,90,105,"faible",350.281232790258,175.140616395129,2250,0,283.309998020235
"1...1136",13,90,105,"faible",350.281232790258,175.140616395129,2445,0,281.501947684595
"1...1137",14,90,105,"faible",350.281232790258,175.140616395129,2640,0,280.001520879872
"1...1138",15,90,105,"faible",350.281232790258,175.140616395129,2835,0,278.745366667344
"1...1139",16,90,105,"faible",350.281232790258,175.140616395129,3030,0,277.685941897782
"1...1140",17,90,105,"faible",350.281232790258,175.140616395129,3225,0,276.78687141528
"1...1141",18,90,105,"faible",350.281232790258,175.140616395129,3420,0,276.01985510616
"1...1142",19,90,105,"faible",350.281232790258,175.140616395129,3615,0,275.362551527122
"1...1143",20,90,105,"faible",350.281232790258,175.140616395129,3810,0,274.797096075164
"1...1144",2,120,105,"faible",350.281232790258,175.140616395129,330,0,426.616469464394
"1...1145",3,120,105,"faible",350.281232790258,175.140616395129,555,0,370.897924945466
"1...1146",4,120,105,"faible",350.281232790258,175.140616395129,780,0,343.478304511833
"1...1147",5,120,105,"faible",350.281232790258,175.140616395129,1005,0,327.342647969243
"1...1148",6,120,105,"faible",350.281232790258,175.140616395129,1230,0,316.834716135102
"1...1149",7,120,105,"faible",350.281232790258,175.140616395129,1455,0,309.53352273922
"1...1150",8,120,105,"faible",350.281232790258,175.140616395129,1680,0,304.229174210197
"1...1151",9,120,105,"faible",350.281232790258,175.140616395129,1905,0,300.249475400688
"1...1152",10,120,105,"faible",350.281232790258,175.140616395129,2130,0,297.190931440843
"1...1153",11,120,105,"faible",350.281232790258,175.140616395129,2355,0,294.796594757416
"1...1154",12,120,105,"faible",350.281232790258,175.140616395129,2580,0,292.895032797192
"1...1155",13,120,105,"faible",350.281232790258,175.140616395129,2805,0,291.367481355066
"1...1156",14,120,105,"faible",350.281232790258,175.140616395129,3030,0,290.129080503222
"1...1157",15,120,105,"faible",350.281232790258,175.140616395129,3255,0,289.117616368248
"1...1158",16,120,105,"faible",350.281232790258,175.140616395129,3480,0,288.286482425488
"1...1159",17,120,105,"faible",350.281232790258,175.140616395129,3705,0,287.600121512119
"1...1160",18,120,105,"faible",350.281232790258,175.140616395129,3930,0,287.030983136739
"1...1161",19,120,105,"faible",350.281232790258,175.140616395129,4155,0,286.557437514778
"1...1162",20,120,105,"faible",350.281232790258,175.140616395129,4380,0,286.162311423719
"1...1163",2,150,105,"faible",350.281232790258,175.140616395129,360,0,430.409988591047
"1...1164",3,150,105,"faible",350.281232790258,175.140616395129,615,0,376.209274062612
"1...1165",4,150,105,"faible",350.281232790258,175.140616395129,870,0,349.738853043993
"1...1166",5,150,105,"faible",350.281232790258,175.140616395129,1125,0,334.318452274812
"1...1167",6,150,105,"faible",350.281232790258,175.140616395129,1380,0,324.401324655926
"1...1168",7,150,105,"faible",350.281232790258,175.140616395129,1635,0,317.61226683247
"1...1169",8,150,105,"faible",350.281232790258,175.140616395129,1890,0,312.763585594654
"1...1170",9,150,105,"faible",350.281232790258,175.140616395129,2145,0,309.195032709767
"1...1171",10,150,105,"faible",350.281232790258,175.140616395129,2400,0,306.510120108669
"1...1172",11,150,105,"faible",350.281232790258,175.140616395129,2655,0,304.45636632376
"1...1173",12,150,105,"faible",350.281232790258,175.140616395129,2910,0,302.865446810292
"1...1174",13,150,105,"faible",350.281232790258,175.140616395129,3165,0,301.620965841185
"1...1175",14,150,105,"faible",350.281232790258,175.140616395129,3420,0,300.640027641133
"1...1176",15,150,105,"faible",350.281232790258,175.140616395129,3675,0,299.862161986989
"1...1177",16,150,105,"faible",350.281232790258,175.140616395129,3930,0,299.242384795757
"1...1178",17,150,105,"faible",350.281232790258,175.140616395129,4185,0,298.746690942904
"1...1179",18,150,105,"faible",350.281232790258,175.140616395129,4440,0,298.34903434109
"1...1180",19,150,105,"faible",350.281232790258,175.140616395129,4695,0,298.029248783648
"1...1181",20,150,105,"faible",350.281232790258,175.140616395129,4950,0,297.771581968676
"1...1182",2,180,105,"faible",350.281232790258,175.140616395129,390,0,434.187978317512
"1...1183",3,180,105,"faible",350.281232790258,175.140616395129,675,0,381.545545325774
"1...1184",4,180,105,"faible",350.281232790258,175.140616395129,960,0,356.07319592014
"1...1185",5,180,105,"faible",350.281232790258,175.140616395129,1245,0,341.414833811381
"1...1186",6,180,105,"faible",350.281232790258,175.140616395129,1530,0,332.129051729307
"1...1187",7,180,105,"faible",350.281232790258,175.140616395129,1815,0,325.884386779531
"1...1188",8,180,105,"faible",350.281232790258,175.140616395129,2100,0,321.51435882429
"1...1189",9,180,105,"faible",350.281232790258,175.140616395129,2385,0,318.37036040203
"1...1190",10,180,105,"faible",350.281232790258,175.140616395129,2670,0,316.063099981286
"1...1191",11,180,105,"faible",350.281232790258,175.140616395129,2955,0,314.345123306936
"1...1192",12,180,105,"faible",350.281232790258,175.140616395129,3240,0,313.052044886087
