"","Nrep","rest","interval_duration","niveau_endurance","PAM","rest_power","duration","PC","P_coggan"
"69",22,45,15,"faible",350.281232790258,175.140616395129,1275,259.040545072449,348.214036196307
"70",23,45,15,"faible",350.281232790258,175.140616395129,1335,257.176039588624,345.366005842476
"71",24,45,15,"faible",350.281232790258,175.140616395129,1395,255.42230254026,342.670421092589
"72",25,45,15,"faible",350.281232790258,175.140616395129,1455,253.76739229702,340.111415610845
"73",2,60,15,"faible",350.281232790258,175.140616395129,90,483.089806086483,633.943382139835
"74",3,60,15,"faible",350.281232790258,175.140616395129,165,396.493344700838,544.82258515104
"75",4,60,15,"faible",350.281232790258,175.140616395129,240,364.36097863776,510.047090955839
"76",5,60,15,"faible",350.281232790258,175.140616395129,315,345.393444744987,488.10668582224
"77",6,60,15,"faible",350.281232790258,175.140616395129,390,326.222196930961,462.965632718754
"78",7,60,15,"faible",350.281232790258,175.140616395129,465,312.722368828565,444.757564975076
"79",8,60,15,"faible",350.281232790258,175.140616395129,540,302.554590154693,430.709777111405
"80",9,60,15,"faible",350.281232790258,175.140616395129,615,294.52521183374,419.380556292495
"81",10,60,15,"faible",350.281232790258,175.140616395129,690,287.959017642202,409.941086557408
"82",11,60,15,"faible",350.281232790258,175.140616395129,765,282.443912201368,401.878305621967
"83",12,60,15,"faible",350.281232790258,175.140616395129,840,277.713249796824,394.856001856588
"84",13,60,15,"faible",350.281232790258,175.140616395129,915,273.586301191471,388.643662063008
"85",14,60,15,"faible",350.281232790258,175.140616395129,990,269.935855640355,383.077318777367
"86",15,60,15,"faible",350.281232790258,175.140616395129,1065,266.669522840233,378.036725546682
"87",16,60,15,"faible",350.281232790258,175.140616395129,1140,263.718406074413,373.431402194985
"88",17,60,15,"faible",350.281232790258,175.140616395129,1215,261.029955999621,369.19175527441
"89",18,60,15,"faible",350.281232790258,175.140616395129,1290,258.563303202974,365.263232279834
"90",19,60,15,"faible",350.281232790258,175.140616395129,1365,256.2861173424,361.602358474849
"91",20,60,15,"faible",350.281232790258,175.140616395129,1440,254.172437857761,358.173980424978
"92",21,60,15,"faible",350.281232790258,175.140616395129,1515,252.201141040948,354.949305208203
"93",22,60,15,"faible",350.281232790258,175.140616395129,1590,250.354834600211,351.904477541188
"94",23,60,15,"faible",350.281232790258,175.140616395129,1665,248.61904594472,349.0195287201
"95",24,60,15,"faible",350.281232790258,175.140616395129,1740,246.981616381765,346.277587716742
