"","Nrep","rest","interval_duration","profil","PAM","rest_power","duration","Wbal_skiba","power_skiba"
"1...224",16,180,15,"sprinter",375.481359910061,187.740679955031,2940,0,984.35698058355
"1...225",17,180,15,"sprinter",375.481359910061,187.740679955031,3135,0,983.938613048346
"1...226",18,180,15,"sprinter",375.481359910061,187.740679955031,3330,0,983.657868403247
"1...227",19,180,15,"sprinter",375.481359910061,187.740679955031,3525,0,983.469415583224
"1...228",20,180,15,"sprinter",375.481359910061,187.740679955031,3720,0,983.342887713186
"1...229",2,195,15,"sprinter",375.481359910061,187.740679955031,225,0,1621.4352995106
"1...230",3,195,15,"sprinter",375.481359910061,187.740679955031,435,0,1334.63035956792
"1...231",4,195,15,"sprinter",375.481359910061,187.740679955031,645,0,1205.21262439922
"1...232",5,195,15,"sprinter",375.481359910061,187.740679955031,855,0,1136.60436793805
"1...233",6,195,15,"sprinter",375.481359910061,187.740679955031,1065,0,1097.11794449858
"1...234",7,195,15,"sprinter",375.481359910061,187.740679955031,1275,0,1073.31121434512
"1...235",8,195,15,"sprinter",375.481359910061,187.740679955031,1485,0,1058.55394068441
"1...236",9,195,15,"sprinter",375.481359910061,187.740679955031,1695,0,1049.24832127829
"1...237",10,195,15,"sprinter",375.481359910061,187.740679955031,1905,0,1043.31693033049
"1...238",11,195,15,"sprinter",375.481359910061,187.740679955031,2115,0,1039.51030619881
"1...239",12,195,15,"sprinter",375.481359910061,187.740679955031,2325,0,1037.05656599663
"1...240",13,195,15,"sprinter",375.481359910061,187.740679955031,2535,0,1035.47041602287
"1...241",14,195,15,"sprinter",375.481359910061,187.740679955031,2745,0,1034.44322139907
"1...242",15,195,15,"sprinter",375.481359910061,187.740679955031,2955,0,1033.77722099349
"1...243",16,195,15,"sprinter",375.481359910061,187.740679955031,3165,0,1033.34507651714
"1...244",17,195,15,"sprinter",375.481359910061,187.740679955031,3375,0,1033.06453360679
"1...245",18,195,15,"sprinter",375.481359910061,187.740679955031,3585,0,1032.88234980913
"1...246",19,195,15,"sprinter",375.481359910061,187.740679955031,3795,0,1032.76401536023
"1...247",20,195,15,"sprinter",375.481359910061,187.740679955031,4005,0,1032.68714273148
"1...248",2,210,15,"sprinter",375.481359910061,187.740679955031,240,0,1639.91993733424
"1...249",3,210,15,"sprinter",375.481359910061,187.740679955031,465,0,1361.16540231888
"1...250",4,210,15,"sprinter",375.481359910061,187.740679955031,690,0,1237.06938185861
"1...251",5,210,15,"sprinter",375.481359910061,187.740679955031,915,0,1172.42496831192
"1...252",6,210,15,"sprinter",375.481359910061,187.740679955031,1140,0,1135.99061637597
"1...253",7,210,15,"sprinter",375.481359910061,187.740679955031,1365,0,1114.54008017054
"1...254",8,210,15,"sprinter",375.481359910061,187.740679955031,1590,0,1101.58560225108
"1...255",9,210,15,"sprinter",375.481359910061,187.740679955031,1815,0,1093.64151271758
"1...256",10,210,15,"sprinter",375.481359910061,187.740679955031,2040,0,1088.72417945783
"1...257",11,210,15,"sprinter",375.481359910061,187.740679955031,2265,0,1085.66274767808
"1...258",12,210,15,"sprinter",375.481359910061,187.740679955031,2490,0,1083.74990106432
"1...259",13,210,15,"sprinter",375.481359910061,187.740679955031,2715,0,1082.55202977678
"1...260",14,210,15,"sprinter",375.481359910061,187.740679955031,2940,0,1081.80083919993
"1...261",15,210,15,"sprinter",375.481359910061,187.740679955031,3165,0,1081.32934916223
"1...262",16,210,15,"sprinter",375.481359910061,187.740679955031,3390,0,1081.03325155682
