"","Nrep","rest","interval_duration","niveau_endurance","PAM","rest_power","duration","PC","DR","power_cogganTSS"
"1...44",7,90,15,"faible",350.281232790258,175.140616395129,645,291.750472818421,1,644.175919725071
"1...45",8,90,15,"faible",350.281232790258,175.140616395129,750,283.477153502027,1,615.416879768913
"1...46",9,90,15,"faible",350.281232790258,175.140616395129,855,276.844256826796,1,592.657238639004
"1...47",10,90,15,"faible",350.281232790258,175.140616395129,960,271.345389857748,1,573.979241340112
"1...48",11,90,15,"faible",350.281232790258,175.140616395129,1065,266.669522840233,1,558.226197297232
"1...49",12,90,15,"faible",350.281232790258,175.140616395129,1170,262.61401702198,1,544.655216892968
"1...50",13,90,15,"faible",350.281232790258,175.140616395129,1275,259.040545072449,1,532.765070024969
"1...51",14,90,15,"faible",350.281232790258,175.140616395129,1380,255.851038494696,1,522.203869121438
"1...52",15,90,15,"faible",350.281232790258,175.140616395129,1485,252.973759960917,1,512.716358312721
"1...53",16,90,15,"faible",350.281232790258,175.140616395129,1590,250.354834600211,1,504.11223513379
"1...54",17,90,15,"faible",350.281232790258,175.140616395129,1695,247.952885374632,1,496.246282058308
"1...55",18,90,15,"faible",350.281232790258,175.140616395129,1800,245.735514355995,1,489.005446257956
"1...56",19,90,15,"faible",350.281232790258,175.140616395129,1905,243.67692449301,1,482.300172866051
"1...57",20,90,15,"faible",350.281232790258,175.140616395129,2010,241.756269712134,1,476.058432705806
"1...58",2,120,15,"faible",350.281232790258,175.140616395129,150,406.840633607444,1,1381.31718341419
"1...59",3,120,15,"faible",350.281232790258,175.140616395129,285,353.244232099712,1,969.512564327829
"1...60",4,120,15,"faible",350.281232790258,175.140616395129,420,320.310441907065,1,817.647039020626
"1...61",5,120,15,"faible",350.281232790258,175.140616395129,555,300.804478799905,1,736.383027366857
"1...62",6,120,15,"faible",350.281232790258,175.140616395129,690,287.959017642202,1,685.237662685965
"1...63",7,120,15,"faible",350.281232790258,175.140616395129,825,278.606225428286,1,649.048190008176
"1...64",8,120,15,"faible",350.281232790258,175.140616395129,960,271.345389857748,1,621.511374163145
"1...65",9,120,15,"faible",350.281232790258,175.140616395129,1095,265.454500107949,1,599.502737037699
"1...66",10,120,15,"faible",350.281232790258,175.140616395129,1230,260.520023132248,1,581.281650802756
"1...67",11,120,15,"faible",350.281232790258,175.140616395129,1365,256.2861173424,1,565.793689472763
"1...68",12,120,15,"faible",350.281232790258,175.140616395129,1500,252.584891102517,1,552.358424198558
"1...69",13,120,15,"faible",350.281232790258,175.140616395129,1635,249.300923342843,1,540.514504494942
"1...70",14,120,15,"faible",350.281232790258,175.140616395129,1770,246.351823340762,1,529.936431368546
"1...71",15,120,15,"faible",350.281232790258,175.140616395129,1905,243.67692449301,1,520.386929362077
"1...72",16,120,15,"faible",350.281232790258,175.140616395129,2040,241.230378600993,1,511.6882486664
"1...73",17,120,15,"faible",350.281232790258,175.140616395129,2175,238.976761445641,1,503.704115173545
"1...74",18,120,15,"faible",350.281232790258,175.140616395129,2310,236.888177330281,1,496.327957964256
"1...75",19,120,15,"faible",350.281232790258,175.140616395129,2445,234.94229328649,1,489.474988306751
"1...76",20,120,15,"faible",350.281232790258,175.140616395129,2580,233.120969251543,1,483.076724317356
