"","Nrep","intensity","rest","interval_duration","niveau_endurance","PAM","rest_velocity","max_velocity","interval_velocity","interval_power","rest_power","duration","PN","PC","DR","power_cogganMOD","err","abs_error","percent_error"
"1...186",12,77.5,120,315,"elevee",287.074060302472,2.34893214381958,4.76541024146651,3.69319293713654,224.8464102997,146.889973120767,5100,211.056409304667,238.332697639478,1,255.909409456955,-31.0629991572551,31.0629991572551,-12.9225681232432
"1...187",15,75,120,315,"elevee",287.074060302472,2.34893214381958,4.76541024146651,3.57405768109988,217.651798186983,146.889973120767,6405,204.631709238443,234.095979912328,1,251.469765350775,-33.8179671637921,33.8179671637921,-14.4175709633822
"1...188",18,72.5,60,315,"elevee",287.074060302472,2.34893214381958,4.76541024146651,3.45492242506322,210.503537740541,148.177385637896,6690,203.573428695368,233.288850598554,1,242.930050641102,-32.4265129005602,32.4265129005602,-14.3026514715393
"1...189",21,70,60,315,"elevee",287.074060302472,2.34893214381958,4.76541024146651,3.33578716902656,203.40016801274,148.177385637896,7815,197.045645939964,230.413138096871,1,239.933092253665,-36.5329242409252,36.5329242409252,-16.481021170833
"1...190",2,95,420,330,"elevee",287.074060302472,2.34893214381958,4.75448308889789,4.51675893445299,275.885810030388,145.970392751389,1080,245.219200556351,267.935577238064,1,302.226908061008,-26.3410980306191,26.3410980306191,-9.11278967104638
"1...191",3,90,300,330,"elevee",287.074060302472,2.34893214381958,4.75448308889789,4.2790347800081,260.874986728275,146.117525610489,1590,233.722367747003,260.407732970514,1,292.010378693627,-31.1353919653518,31.1353919653518,-11.262874336199
"1...192",5,85,240,330,"elevee",287.074060302472,2.34893214381958,4.75448308889789,4.04131062556321,246.082686059535,146.246266862202,2610,222.188986307677,250.926782620813,1,279.882545947147,-33.7998598876117,33.7998598876117,-12.8525072878514
"1...193",7,82.5,180,330,"elevee",287.074060302472,2.34893214381958,4.75448308889789,3.92244854834076,238.764854410824,146.460835615057,3390,219.452046057756,245.98437448326,1,269.450656448227,-30.685802037403,30.685802037403,-12.0759014165207
"1...194",9,80,120,330,"elevee",287.074060302472,2.34893214381958,4.75448308889789,3.80358647111831,231.497300658228,146.889973120767,3930,217.745068473336,243.206095844181,1,260.105737561177,-28.6084369029494,28.6084369029494,-11.6388364915602
"1...195",12,77.5,120,330,"elevee",287.074060302472,2.34893214381958,4.75448308889789,3.68472439389586,224.278573881004,146.889973120767,5280,211.077919598341,237.686304238208,1,254.455733019978,-30.1771591389735,30.1771591389735,-12.6070593663199
"1...196",15,75,120,330,"elevee",287.074060302472,2.34893214381958,4.75448308889789,3.56586231667342,217.107223158411,146.889973120767,6630,204.644428300251,233.455815247661,1,250.033072225755,-32.9258490673438,32.9258490673438,-14.0967710954014
"1...197",18,72.5,60,330,"elevee",287.074060302472,2.34893214381958,4.75448308889789,3.44700023945097,209.981797569705,148.177385637896,6960,203.377812207854,232.555947226016,1,241.727134915348,-31.7453373456433,31.7453373456433,-14.0556606534203
"1...198",21,70,60,330,"elevee",287.074060302472,2.34893214381958,4.75448308889789,3.32813816222852,202.900846194144,148.177385637896,8130,196.848072225484,229.68349392649,1,238.739247202331,-35.8384010081873,35.8384010081873,-16.2296863641019
"1...199",2,95,420,345,"elevee",287.074060302472,2.34893214381958,4.74404128794731,4.50683922354994,275.179989808745,145.970392751389,1110,245.640573213476,267.397805652918,1,300.266527859593,-25.0865380508472,25.0865380508472,-8.71898161882907
"1...200",3,90,300,345,"elevee",287.074060302472,2.34893214381958,4.74404128794731,4.26963715915258,260.218900037959,146.117525610489,1635,234.068134689803,259.86934471607,1,290.162290098749,-29.9433900607899,29.9433900607899,-10.8809641744306
"1...201",5,85,240,345,"elevee",287.074060302472,2.34893214381958,4.74404128794731,4.03243509475521,245.474502141453,146.246266862202,2685,222.466615641324,250.389503064164,1,278.145653772698,-32.671151631245,32.671151631245,-12.4789511107367
"1...202",7,82.5,180,345,"elevee",287.074060302472,2.34893214381958,4.74404128794731,3.91383406255653,238.179959190602,146.460835615057,3495,219.614471793836,245.410143603533,1,267.879112791918,-29.6991536013155,29.6991536013155,-11.7374256269993
"1...203",9,80,120,345,"elevee",287.074060302472,2.34893214381958,4.74404128794731,3.79523303035785,230.935265061779,146.889973120767,4065,217.74974879807,242.572764638756,1,258.725145297119,-27.7898802353398,27.7898802353398,-11.3506747318907
"1...204",12,77.5,120,345,"elevee",287.074060302472,2.34893214381958,4.74404128794731,3.67663199815916,223.738978372803,146.889973120767,5460,211.081320222217,237.062088737885,1,253.0923653283,-29.353386955497,29.353386955497,-12.3118529615355
"1...205",15,75,120,345,"elevee",287.074060302472,2.34893214381958,4.74404128794731,3.55803096596048,216.589657741493,146.889973120767,6855,204.640434523841,232.837443478835,1,248.685221885688,-32.0955641441956,32.0955641441956,-13.7963881350798
"1...206",18,72.5,60,345,"elevee",287.074060302472,2.34893214381958,4.74404128794731,3.4394299337618,209.485861785668,148.177385637896,7230,203.180336857333,231.851501428955,1,240.594177131967,-31.1083153462997,31.1083153462997,-13.8234592323223
"1...207",21,70,60,345,"elevee",287.074060302472,2.34893214381958,4.74404128794731,3.32082890156312,202.426149123147,148.177385637896,8445,196.649478983775,228.982164179825,1,237.614678443509,-35.1885293203621,35.1885293203621,-15.993302037426
"1...208",2,95,420,360,"elevee",287.074060302472,2.34893214381958,4.73404439044924,4.49734217092678,274.508274027046,145.970392751389,1140,246.017276853442,266.875105645376,1,298.432446784164,-23.924172757118,23.924172757118,-8.35136058168267
"1...209",3,90,300,360,"elevee",287.074060302472,2.34893214381958,4.73404439044924,4.26063995140432,259.594368645394,146.117525610489,1680,234.375471810064,259.346154470173,1,288.431394569082,-28.837025923688,28.837025923688,-10.5239672509346
"1...210",5,85,240,360,"elevee",287.074060302472,2.34893214381958,4.73404439044924,4.02393773188185,244.895428379803,146.246266862202,2760,222.711490812945,249.867423719256,1,276.517053330957,-31.6216249511548,31.6216249511548,-12.1292167181744
"1...211",7,82.5,180,360,"elevee",287.074060302472,2.34893214381958,4.73404439044924,3.90558662212062,237.62298944229,146.460835615057,3600,219.750828319949,244.853356145743,1,266.403773256693,-28.7807838144024,28.7807838144024,-11.4203395312923
"1...212",9,80,120,360,"elevee",287.074060302472,2.34893214381958,4.73404439044924,3.78723551235939,230.399994915905,146.889973120767,4200,217.738065149232,241.960613724311,1,257.426535601025,-27.0265406851195,27.0265406851195,-11.080389849433
"1...213",12,77.5,120,360,"elevee",287.074060302472,2.34893214381958,4.73404439044924,3.66888440259816,223.225012511352,146.889973120767,5640,211.069223856965,236.458557025349,1,251.809587476561,-28.5845749652098,28.5845749652098,-12.0347338766217
"1...214",15,75,120,360,"elevee",287.074060302472,2.34893214381958,4.73404439044924,3.55053329283693,216.096609939334,146.889973120767,7080,204.622147818078,232.239476899353,1,247.416759572697,-31.3201496333639,31.3201496333639,-13.5142378595623
"1...215",18,72.5,60,360,"elevee",287.074060302472,2.34893214381958,4.73404439044924,3.4321821830757,209.013354910555,148.177385637896,7500,202.981953711359,231.173435920274,1,239.523907173523,-30.5105522629682,30.5105522629682,-13.6044671611916
"1...216",21,70,60,360,"elevee",287.074060302472,2.34893214381958,4.73404439044924,3.31383107331447,201.973815135721,148.177385637896,8760,196.450688783065,228.306997716082,1,236.552108475782,-34.5782933400617,34.5782933400617,-15.7702391025326
"1...217",2,90,300,15,"elevee",287.074060302472,2.34893214381958,5.48054354529846,4.93248919076862,346.047372092124,146.117525610489,330,155.714060887854,294.059219658288,1,2336.2385011717,-1990.19112907958,1990.19112907958,-148.395154216571
"1...218",4,85,240,15,"elevee",287.074060302472,2.34893214381958,5.48054354529846,4.65846201350369,323.609934347991,146.246266862202,780,161.776830212483,274.384862441619,1,1186.36272388295,-862.752789534956,862.752789534956,-114.273961827328
"1...219",6,82.5,180,15,"elevee",287.074060302472,2.34893214381958,5.48054354529846,4.52144842487123,312.610791699274,146.460835615057,990,165.46473316991,269.648369653612,1,937.450176036544,-624.83938433727,624.83938433727,-99.9694255663409
"1...220",8,80,120,15,"elevee",287.074060302472,2.34893214381958,5.48054354529846,4.38443483623877,301.755070119278,146.889973120767,960,170.940257344286,270.256052274438,1,764.102078681685,-462.347008562408,462.347008562408,-86.7559051571827
"1...221",10,77.5,120,15,"elevee",287.074060302472,2.34893214381958,5.48054354529846,4.24742124760631,291.040547297867,146.889973120767,1230,169.07149991244,265.389504354557,1,735.726769382002,-444.686222084135,444.686222084135,-86.6186943935968
"1...222",13,75,120,15,"elevee",287.074060302472,2.34893214381958,5.48054354529846,4.11040765897385,280.465000924909,146.889973120767,1635,167.214545358047,259.86934471607,1,705.599133809375,-425.134132884466,425.134132884466,-86.2284952690279
"1...223",16,72.5,60,15,"elevee",287.074060302472,2.34893214381958,5.48054354529846,3.97339407034139,270.026208690268,148.177385637896,1140,177.609844932348,266.875105645376,1,566.426184003237,-296.39997531297,296.39997531297,-70.8707340434562
"1...224",19,70,60,15,"elevee",287.074060302472,2.34893214381958,5.48054354529846,3.83638048170892,259.72194828381,148.177385637896,1365,174.840956524199,263.361928395502,1,553.811343301368,-294.089395017559,294.089395017559,-72.2992895458581
"1...225",1,95,420,30,"elevee",287.074060302472,2.34893214381958,5.31772886394295,5.05184242074581,332.186992308003,145.970392751389,30,332.186992308003,390.809392380716,1,390.809392380716,-58.6224000727128,58.6224000727128,-16.216512644929
"1...226",2,90,300,30,"elevee",287.074060302472,2.34893214381958,5.31772886394295,4.78595597754866,312.597283170099,146.117525610489,360,179.428308862789,291.517537538669,1,665.460627003304,-352.863343833205,352.863343833205,-72.1559204547807
"1...227",4,85,240,30,"elevee",287.074060302472,2.34893214381958,5.31772886394295,4.52006953435151,293.431870125658,146.246266862202,840,177.857222654813,272.905304969198,1,569.12698603041,-275.695115904752,275.695115904752,-63.9249400634218
"1...228",6,82.5,180,30,"elevee",287.074060302472,2.34893214381958,5.31772886394295,4.38712631275294,284.003199447998,146.460835615057,1080,181.019376232325,267.935577238064,1,508.52769003386,-224.524490585862,224.524490585862,-56.6601235524466
"1...229",8,80,120,30,"elevee",287.074060302472,2.34893214381958,5.31772886394295,4.25418309115436,274.674512565116,146.889973120767,1080,186.889062767251,267.935577238064,1,455.741040188371,-181.066527623256,181.066527623256,-49.5790449534322
"1...230",10,77.5,120,30,"elevee",287.074060302472,2.34893214381958,5.31772886394295,4.12123986955579,265.443779400816,146.889973120767,1380,183.165647604709,263.149708100116,1,445.206936652455,-179.763157251639,179.763157251639,-50.5911422280657
"1...231",13,75,120,30,"elevee",287.074060302472,2.34893214381958,5.31772886394295,3.98829664795722,256.308969878904,146.889973120767,1830,179.585673137108,257.701656218349,1,433.140389147913,-176.831419269009,176.831419269009,-51.2964199484101
"1...232",16,72.5,60,30,"elevee",287.074060302472,2.34893214381958,5.31772886394295,3.85535342635864,247.268053923182,148.177385637896,1380,190.263405913601,263.149708100116,1,382.289558322998,-135.021504399816,135.021504399816,-42.8940900001436
"1...233",19,70,60,30,"elevee",287.074060302472,2.34893214381958,5.31772886394295,3.72241020476007,238.319001457456,148.177385637896,1650,185.873789366043,259.693285544883,1,375.99868485085,-137.679683393394,137.679683393394,-44.8236104744988
"1...234",1,95,420,45,"elevee",287.074060302472,2.34893214381958,5.22248855444657,4.96136412672424,317.814149346715,145.970392751389,45,317.814149346715,367.378083610019,1,367.378083610019,-49.5639342633042,49.5639342633042,-14.4671617334092
"1...235",2,90,300,45,"elevee",287.074060302472,2.34893214381958,5.22248855444657,4.70023969900191,299.500043767003,146.117525610489,390,198.095392403384,289.200587438839,1,481.975036430905,-182.474992663902,182.474992663902,-46.7001436866523
"1...236",4,85,240,45,"elevee",287.074060302472,2.34893214381958,5.22248855444657,4.43911527127959,281.547695529907,146.246266862202,900,189.558391645739,271.533904377328,1,449.94419991603,-168.396504386122,168.396504386122,-46.0419330506631
"1...237",6,82.5,180,45,"elevee",287.074060302472,2.34893214381958,5.22248855444657,4.30855305741842,272.702373059023,146.460835615057,1170,191.465422228443,266.366635843331,1,416.355486646655,-143.653113587631,143.653113587631,-41.6955155693285
"1...238",8,80,120,45,"elevee",287.074060302472,2.34893214381958,5.22248855444657,4.17799084355726,263.941721096812,146.889973120767,1200,196.644993476128,265.871681802123,1,383.637108255586,-119.695387158774,119.695387158774,-36.967047634486
"1...239",10,77.5,120,45,"elevee",287.074060302472,2.34893214381958,5.22248855444657,4.04742862969609,255.263816700947,146.889973120767,1530,191.778792308706,261.150739335415,1,376.608877075715,-121.345060374769,121.345060374769,-38.4080722493315
"1...240",13,75,120,45,"elevee",287.074060302472,2.34893214381958,5.22248855444657,3.91686641583493,246.6667369291,146.889973120767,2025,187.136972751195,255.761266729727,1,368.217355861797,-121.550618932698,121.550618932698,-39.5361078153743
"1...241",16,72.5,60,45,"elevee",287.074060302472,2.34893214381958,5.22248855444657,3.78630420197377,238.148558838944,148.177385637896,1620,196.707234204493,260.047084101907,1,334.243302102597,-96.0947432636524,96.0947432636524,-33.5765582360252
"1...242",19,70,60,45,"elevee",287.074060302472,2.34893214381958,5.22248855444657,3.6557419881126,229.707359488154,148.177385637896,1935,191.476312244512,256.631628551382,1,329.424669195659,-99.7173097075048,99.7173097075048,-35.6686094131426
"1...243",1,95,420,60,"elevee",287.074060302472,2.34893214381958,5.1549140363528,4.89716833453516,309.54679908637,145.970392751389,60,309.54679908637,353.582389673428,1,353.582389673428,-44.0355905870576,44.0355905870576,-13.2811498373082
"1...244",2,90,300,60,"elevee",287.074060302472,2.34893214381958,5.1549140363528,4.63942263271752,291.938893742983,146.117525610489,420,208.241679374708,287.074791960115,1,425.296859803097,-133.357966060114,133.357966060114,-37.1866475983051
"1...245",4,85,240,60,"elevee",287.074060302472,2.34893214381958,5.1549140363528,4.38167693089988,274.65928587576,146.246266862202,960,196.794436754336,270.256052274438,1,404.176497835999,-129.517211960239,129.517211960239,-38.1586283657766
"1...246",6,82.5,180,60,"elevee",287.074060302472,2.34893214381958,5.1549140363528,4.25280407999106,266.137970344916,146.460835615057,1260,197.920373903343,264.919485955738,1,378.232468741314,-112.094498396398,112.094498396398,-34.7919431423195
"1...247",8,80,120,60,"elevee",287.074060302472,2.34893214381958,5.1549140363528,4.12393122908224,257.693181402159,146.889973120767,1320,202.385165468186,264.013569711965,1,352.377044445786,-94.6838630436276,94.6838630436276,-31.0403160265772
"1...248",10,77.5,120,60,"elevee",287.074060302472,2.34893214381958,5.1549140363528,3.99505837817342,249.32306978717,146.889973120767,1680,196.950129615843,259.346154470173,1,346.38827423292,-97.0652044457502,97.0652044457502,-32.5879993456954
"1...249",13,75,120,60,"elevee",287.074060302472,2.34893214381958,5.1549140363528,3.8661855272646,241.025786239632,146.889973120767,2220,191.755388728502,254.005279060711,1,339.170107283162,-98.1443210435297,98.1443210435297,-33.8314428417008
"1...250",16,72.5,60,60,"elevee",287.074060302472,2.34893214381958,5.1549140363528,3.73731267635578,232.799481499226,148.177385637896,1860,200.049143844175,257.38957309151,1,312.091186463333,-79.2917049641069,79.2917049641069,-29.1037118549276
"1...251",19,70,60,60,"elevee",287.074060302472,2.34893214381958,5.1549140363528,3.60843982544696,224.642306305635,148.177385637896,2220,194.396640108576,254.005279060711,1,307.786326290171,-83.1440199845358,83.1440199845358,-31.2319867469091
"1...252",1,95,420,75,"elevee",287.074060302472,2.34893214381958,5.10249981539839,4.84737482462847,303.925816933506,145.970392751389,75,303.925816933506,344.032777213313,1,344.032777213313,-40.1069602798078,40.1069602798078,-12.379482467585
"1...253",2,90,300,75,"elevee",287.074060302472,2.34893214381958,5.10249981539839,4.59224983385855,286.783975637601,146.117525610489,450,214.93543357259,285.623402169123,1,395.511047592439,-108.727071954838,108.727071954838,-31.8709849121029
"1...254",4,85,240,75,"elevee",287.074060302472,2.34893214381958,5.10249981539839,4.33712484308863,269.948986877543,146.246266862202,1020,201.915641681983,269.059836217728,1,377.985934864348,-108.036947986806,108.036947986806,-33.3480861616046
"1...255",6,82.5,180,75,"elevee",287.074060302472,2.34893214381958,5.10249981539839,4.20956234770367,261.642078640683,146.460835615057,1350,202.445524665058,263.576630387007,1,355.816038252871,-94.1739596121881,94.1739596121881,-30.5037562988011
"1...256",8,80,120,75,"elevee",287.074060302472,2.34893214381958,5.10249981539839,4.08199985231871,253.406503268458,146.889973120767,1440,206.228311090112,262.324165654591,1,333.671665690209,-80.2651624217509,80.2651624217509,-27.3439438445213
"1...257",10,77.5,120,75,"elevee",287.074060302472,2.34893214381958,5.10249981539839,3.95443735693375,245.240467337758,146.889973120767,1830,200.451046172417,257.701656218349,1,328.182077817456,-82.9416104796977,82.9416104796977,-28.9286185834382
"1...258",13,75,120,75,"elevee",287.074060302472,2.34893214381958,5.10249981539839,3.82687486154879,237.142177425475,146.889973120767,2415,194.913127036985,252.401872553202,1,321.55057912671,-84.4084017012353,84.4084017012353,-30.2163937911556
"1...259",16,72.5,60,75,"elevee",287.074060302472,2.34893214381958,5.10249981539839,3.69931236616383,229.109840108499,148.177385637896,2100,202.011110825191,255.066000612375,1,298.511908159799,-69.4020680513,69.4020680513,-26.3075084676035
"1...260",19,70,60,75,"elevee",287.074060302472,2.34893214381958,5.10249981539839,3.57174987077887,221.141661963722,148.177385637896,2505,196.105304582134,251.706378033502,1,294.473024886507,-73.3313629227854,73.3313629227854,-28.4442490848156
"1...261",1,95,420,90,"elevee",287.074060302472,2.34893214381958,5.05967391648426,4.80669022066004,299.733465403528,145.970392751389,90,299.733465403528,336.80986163288,1,336.80986163288,-37.0763962293516,37.0763962293516,-11.6492922491138
"1...262",2,90,300,90,"elevee",287.074060302472,2.34893214381958,5.05967391648426,4.55370652483583,282.931030479824,146.117525610489,480,219.749043328856,284.277181049445,1,376.135169672497,-93.2041391926728,93.2041391926728,-28.2836956806863
"1...263",4,85,240,90,"elevee",287.074060302472,2.34893214381958,5.05967391648426,4.30072282901162,266.420222953416,146.246266862202,1080,205.779310578571,267.935577238064,1,360.37901501418,-93.9587920607636,93.9587920607636,-29.980506155504
"1...264",6,82.5,180,90,"elevee",287.074060302472,2.34893214381958,5.05967391648426,4.17423098109951,258.269807854681,146.460835615057,1440,205.817900806381,262.324165654591,1,340.530877700368,-82.2610698456874,82.2610698456874,-27.4752757737532
"1...265",8,80,120,90,"elevee",287.074060302472,2.34893214381958,5.05967391648426,4.04773913318741,250.187053673849,146.889973120767,1560,208.970228954658,260.775518132383,1,320.804311230645,-70.6172575567963,70.6172575567963,-24.7349651491167
"1...266",10,77.5,120,90,"elevee",287.074060302472,2.34893214381958,5.05967391648426,3.9212472852753,242.170211767114,146.889973120767,1980,202.966837074936,256.191327766984,1,315.607356001802,-73.4371442346882,73.4371442346882,-26.332053663769
"1...267",13,75,120,90,"elevee",287.074060302472,2.34893214381958,5.05967391648426,3.79475543736319,234.217533490668,146.889973120767,2610,197.196286857494,250.926782620813,1,309.329822780675,-75.1122892900066,75.1122892900066,-27.6378087110077
"1...268",16,72.5,60,90,"elevee",287.074060302472,2.34893214381958,5.05967391648426,3.66826358945109,226.327270200706,148.177385637896,2340,203.226114525294,253.002192443427,1,289.038149703255,-62.7108795025499,62.7108795025499,-24.3364715910649
"1...269",19,70,60,90,"elevee",287.074060302472,2.34893214381958,5.05967391648426,3.54177174153898,218.497673253419,148.177385637896,2790,197.153287222234,249.662693494079,1,285.16315848188,-66.6654852284614,66.6654852284614,-26.4723722902073
"1...270",1,95,420,105,"elevee",287.074060302472,2.34893214381958,5.02346525065144,4.77229198811887,296.418982565916,145.970392751389,105,296.418982565916,331.035385128864,1,331.035385128864,-34.6164025629475,34.6164025629475,-11.0339187501796
"1...271",2,90,300,105,"elevee",287.074060302472,2.34893214381958,5.02346525065144,4.5211187255863,279.879674798445,146.117525610489,510,223.386024357013,283.020172900298,1,362.19916254408,-82.3194877456355,82.3194877456355,-25.6415514600495
"1...272",4,85,240,105,"elevee",287.074060302472,2.34893214381958,5.02346525065144,4.26994546305373,263.620451283155,146.246266862202,1140,208.807489815786,266.875105645376,1,347.453819227612,-83.8333679444576,83.8333679444576,-27.4380290547613
"1...273",6,82.5,180,105,"elevee",287.074060302472,2.34893214381958,5.02346525065144,4.14435883178744,255.591592694476,146.460835615057,1530,208.425952025917,261.150739335415,1,329.211492152335,-73.6198994578587,73.6198994578587,-25.1776713787833
"1...274",8,80,120,105,"elevee",287.074060302472,2.34893214381958,5.02346525065144,4.01877220052115,247.62762105812,146.889973120767,1680,211.002964004616,259.346154470173,1,311.224777166608,-63.597156108488,63.597156108488,-22.7599116727469
"1...275",10,77.5,120,105,"elevee",287.074060302472,2.34893214381958,5.02346525065144,3.89318556925487,239.726825003847,146.889973120767,2130,204.841429190082,254.795035851021,1,306.219465691475,-66.4926406876288,66.4926406876288,-24.3586747710817
"1...276",13,75,120,105,"elevee",287.074060302472,2.34893214381958,5.02346525065144,3.76759893798858,231.887493161414,146.889973120767,2805,198.904403642498,249.561144698227,1,300.17930271927,-68.2918095578558,68.2918095578558,-25.6703895400269
"1...277",16,72.5,60,105,"elevee",287.074060302472,2.34893214381958,5.02346525065144,3.64201230672229,224.107914160582,148.177385637896,2580,203.992681198782,251.146196286213,1,281.911193127136,-57.8032789665542,57.8032789665542,-22.8462831280747
"1...278",19,70,60,105,"elevee",287.074060302472,2.34893214381958,5.02346525065144,3.51642567545601,216.38637663111,148.177385637896,3075,197.803242154456,247.823483862876,1,278.147851777403,-61.7614751462934,61.7614751462934,-24.9776341447795
"1...279",1,95,420,120,"elevee",287.074060302472,2.34893214381958,4.99209948527978,4.74249451101579,293.692072217597,145.970392751389,120,293.692072217597,326.241564757968,1,326.241564757968,-32.5494925403713,32.5494925403713,-10.5009602960629
"1...280",2,90,300,120,"elevee",287.074060302472,2.34893214381958,4.99209948527978,4.4928895367518,277.365726292099,146.117525610489,540,226.224357202955,281.841316950351,1,351.536534619648,-74.1708083275486,74.1708083275486,-23.58738803706
"1...281",4,85,240,120,"elevee",287.074060302472,2.34893214381958,4.99209948527978,4.24328456248781,261.310304857526,146.246266862202,1200,211.242644373455,265.871681802123,1,337.422520396875,-76.1122155393493,76.1122155393493,-25.4244338472705
"1...282",6,82.5,180,120,"elevee",287.074060302472,2.34893214381958,4.99209948527978,4.11848207535582,253.379992040931,146.460835615057,1620,210.494258750237,260.047084101907,1,320.373617011994,-66.9936249710633,66.9936249710633,-23.352750697864
"1...283",8,80,120,120,"elevee",287.074060302472,2.34893214381958,4.99209948527978,3.99367958822382,245.512371806981,146.889973120767,1800,212.548827931219,258.019089214293,1,303.717356317994,-58.2049845110128,58.2049845110128,-21.1951325758421
"1...284",10,77.5,120,120,"elevee",287.074060302472,2.34893214381958,4.99209948527978,3.86887710109183,237.705764642315,146.889973120767,2280,206.272389435821,253.496918280993,1,298.846998892536,-61.1412342502212,61.1412342502212,-22.790390211549
"1...285",13,75,120,120,"elevee",287.074060302472,2.34893214381958,4.99209948527978,3.74407461395983,229.958491033571,146.889973120767,3000,200.211736409808,248.289942106216,1,292.977226333008,-63.0187352994374,63.0187352994374,-24.1019051507094
"1...286",16,72.5,60,120,"elevee",287.074060302472,2.34893214381958,4.99209948527978,3.61927212682784,222.268871467386,148.177385637896,2820,204.471800224367,249.460199113488,1,276.276357861634,-54.0074863942478,54.0074863942478,-21.6660327757765
"1...287",19,70,60,120,"elevee",287.074060302472,2.34893214381958,4.99209948527978,3.49446963969584,214.6352264304,148.177385637896,3360,198.197743282456,246.151798443525,1,272.594320740261,-57.9590943098618,57.9590943098618,-23.7912887863349
"1...288",1,95,420,135,"elevee",287.074060302472,2.34893214381958,4.96443355071833,4.71621187318241,291.383135129994,145.970392751389,135,291.383135129994,322.152149811499,1,322.152149811499,-30.7690146815049,30.7690146815049,-10.0300717617045
"1...289",2,90,300,135,"elevee",287.074060302472,2.34893214381958,4.96443355071833,4.4679901956465,275.234616437883,146.117525610489,570,228.490845936504,280.731616338513,1,343.02777535929,-67.793158921407,67.793158921407,-21.9302224495153
"1...290",4,85,240,135,"elevee",287.074060302472,2.34893214381958,4.96443355071833,4.21976851811058,259.349507357095,146.246266862202,1260,213.23786615594,264.919485955738,1,329.331701517625,-69.98219416053,69.98219416053,-23.7759225555383
"1...291",6,82.5,180,135,"elevee",287.074060302472,2.34893214381958,4.96443355071833,4.09565767934262,251.501602059648,146.460835615057,1710,212.164807061182,259.005360962325,1,313.213526303628,-61.7119242439802,61.7119242439802,-21.8559486524971
"1...292",8,80,120,135,"elevee",287.074060302472,2.34893214381958,4.96443355071833,3.97154684057466,243.714593931473,146.889973120767,1920,213.745442601823,256.780750270843,1,297.617119926096,-53.902525994623,53.902525994623,-19.9147859306117
"1...293",10,77.5,120,135,"elevee",287.074060302472,2.34893214381958,4.96443355071833,3.8474360018067,235.98683122805,146.889973120767,2430,207.38320994083,252.284112801239,1,292.846703703105,-56.8598724750549,56.8598724750549,-21.5038830631106
"1...294",13,75,120,135,"elevee",287.074060302472,2.34893214381958,4.96443355071833,3.72332516303875,228.31666220486,146.889973120767,3195,201.228239317067,247.100987109082,1,287.105277336161,-58.7886151313013,58.7886151313013,-22.811840405417
"1...295",16,72.5,60,135,"elevee",287.074060302472,2.34893214381958,4.96443355071833,3.59921432427079,220.702435117383,148.177385637896,3060,204.758161649653,247.9158472575,1,271.660879898693,-50.9584447813103,50.9584447813103,-20.6995294845013
"1...296",19,70,60,135,"elevee",287.074060302472,2.34893214381958,4.96443355071833,3.47510348550283,213.142498221099,148.177385637896,3645,198.420999993555,244.619798420973,1,268.040856074199,-54.8983578531002,54.8983578531002,-22.8180619146728
"1...297",1,95,420,150,"elevee",287.074060302472,2.34893214381958,4.93968516855007,4.69270091012257,289.385192103203,145.970392751389,150,289.385192103203,318.591562752071,1,318.591562752071,-29.2063706488682,29.2063706488682,-9.60772609006102
"1...298",2,90,300,150,"elevee",287.074060302472,2.34893214381958,4.93968516855007,4.44571665169506,273.388716464756,146.117525610489,600,230.331864047108,279.683403859817,1,336.026677452311,-62.6379609875542,62.6379609875542,-20.5567373626529
"1...299",4,85,240,150,"elevee",287.074060302472,2.34893214381958,4.93968516855007,4.19873239326756,257.649326368144,146.246266862202,1320,214.896032571086,264.013569711965,1,322.618912700567,-64.9695863324223,64.9695863324223,-22.3929493148527
"1...300",6,82.5,180,150,"elevee",287.074060302472,2.34893214381958,4.93968516855007,4.07524026405381,249.871970485673,146.460835615057,1800,213.53284879943,258.019089214293,1,307.252073855407,-57.3801033697346,57.3801033697346,-20.5986813717936
"1...301",8,80,120,150,"elevee",287.074060302472,2.34893214381958,4.93968516855007,3.95174813484006,242.154004493835,146.889973120767,2040,214.683171089447,255.620098647349,1,292.524924780833,-50.3709202869983,50.3709202869983,-18.8415580001741
"1...302",10,77.5,120,150,"elevee",287.074060302472,2.34893214381958,4.93968516855007,3.82825600562631,234.49380122769,146.889973120767,2580,208.255585058116,251.146196286213,1,287.831422908026,-53.3376216803358,53.3376216803358,-20.4231460460646
"1...303",13,75,120,150,"elevee",287.074060302472,2.34893214381958,4.93968516855007,3.70476387641255,226.889733522296,146.889973120767,3390,202.02717868441,245.98437448326,1,282.190215947902,-55.300482425606,55.300482425606,-21.7256572305224
"1...304",16,72.5,60,150,"elevee",287.074060302472,2.34893214381958,4.93968516855007,3.5812717471988,219.340174212712,148.177385637896,3300,204.910857766782,246.491313399504,1,267.778959726063,-48.438785513351,48.438785513351,-19.8878599252228
"1...305",19,70,60,150,"elevee",287.074060302472,2.34893214381958,4.93968516855007,3.45777961798505,211.843496133997,148.177385637896,3930,198.525696131948,243.206095844181,1,264.207963448545,-52.3644673145484,52.3644673145484,-21.9994986930479
"1...306",1,95,420,165,"elevee",287.074060302472,2.34893214381958,4.91729757615954,4.67143269735157,287.626949629991,145.970392751389,165,287.626949629991,315.441691422352,1,315.441691422352,-27.8147417923606,27.8147417923606,-9.22440329307272
