"","Nrep","rest","interval_duration","profil","PAM","rest_power","duration","Wbal_skiba","power_skiba"
"1...1760",2,240,75,"all around",391.34815655162,195.67407827581,390,0,550.261892709602
"1...1761",3,240,75,"all around",391.34815655162,195.67407827581,705,0,521.464342364855
"1...1762",4,240,75,"all around",391.34815655162,195.67407827581,1020,0,511.169891735288
"1...1763",5,240,75,"all around",391.34815655162,195.67407827581,1335,0,507.102717126368
"1...1764",6,240,75,"all around",391.34815655162,195.67407827581,1650,0,505.433048589112
"1...1765",7,240,75,"all around",391.34815655162,195.67407827581,1965,0,504.736863078439
"1...1766",8,240,75,"all around",391.34815655162,195.67407827581,2280,0,504.444700598497
"1...1767",9,240,75,"all around",391.34815655162,195.67407827581,2595,0,504.321759031662
"1...1768",10,240,75,"all around",391.34815655162,195.67407827581,2910,0,504.269966513292
"1...1769",11,240,75,"all around",391.34815655162,195.67407827581,3225,0,504.248137035354
"1...1770",12,240,75,"all around",391.34815655162,195.67407827581,3540,0,504.238934503258
"1...1771",13,240,75,"all around",391.34815655162,195.67407827581,3855,0,504.235054712638
"1...1772",14,240,75,"all around",391.34815655162,195.67407827581,4170,0,504.233418932926
"1...1773",15,240,75,"all around",391.34815655162,195.67407827581,4485,0,504.232729252477
"1...1774",16,240,75,"all around",391.34815655162,195.67407827581,4800,0,504.232438466284
"1...1775",17,240,75,"all around",391.34815655162,195.67407827581,5115,0,504.232315863363
"1...1776",2,255,75,"all around",391.34815655162,195.67407827581,405,0,554.368502978264
"1...1777",3,255,75,"all around",391.34815655162,195.67407827581,735,0,527.419134690164
"1...1778",4,255,75,"all around",391.34815655162,195.67407827581,1065,0,518.147417846365
"1...1779",5,255,75,"all around",391.34815655162,195.67407827581,1395,0,514.645731916474
"1...1780",6,255,75,"all around",391.34815655162,195.67407827581,1725,0,513.277210425803
"1...1781",7,255,75,"all around",391.34815655162,195.67407827581,2055,0,512.735244181638
"1...1782",8,255,75,"all around",391.34815655162,195.67407827581,2385,0,512.519489915281
"1...1783",9,255,75,"all around",391.34815655162,195.67407827581,2715,0,512.433420782198
"1...1784",10,255,75,"all around",391.34815655162,195.67407827581,3045,0,512.399057501269
"1...1785",11,255,75,"all around",391.34815655162,195.67407827581,3375,0,512.38533336014
"1...1786",12,255,75,"all around",391.34815655162,195.67407827581,3705,0,512.379851436552
"1...1787",13,255,75,"all around",391.34815655162,195.67407827581,4035,0,512.37766164061
"1...1788",14,255,75,"all around",391.34815655162,195.67407827581,4365,0,512.37678689162
"1...1789",15,255,75,"all around",391.34815655162,195.67407827581,4695,0,512.376437456218
"1...1790",16,255,75,"all around",391.34815655162,195.67407827581,5025,0,512.37629786702
"1...1791",17,255,75,"all around",391.34815655162,195.67407827581,5355,0,512.376242105154
"1...1792",2,270,75,"all around",391.34815655162,195.67407827581,420,0,558.382296031661
"1...1793",3,270,75,"all around",391.34815655162,195.67407827581,765,0,533.210973098228
"1...1794",4,270,75,"all around",391.34815655162,195.67407827581,1110,0,524.888001622114
"1...1795",5,270,75,"all around",391.34815655162,195.67407827581,1455,0,521.886625698947
"1...1796",6,270,75,"all around",391.34815655162,195.67407827581,1800,0,520.770860013396
"1...1797",7,270,75,"all around",391.34815655162,195.67407827581,2145,0,520.351400672069
"1...1798",8,270,75,"all around",391.34815655162,195.67407827581,2490,0,520.193046678938
"1...1799",9,270,75,"all around",391.34815655162,195.67407827581,2835,0,520.133170343145
"1...1800",10,270,75,"all around",391.34815655162,195.67407827581,3180,0,520.110516542839
"1...1801",11,270,75,"all around",391.34815655162,195.67407827581,3525,0,520.101943694486
"1...1802",12,270,75,"all around",391.34815655162,195.67407827581,3870,0,520.098699204918
"1...1803",13,270,75,"all around",391.34815655162,195.67407827581,4215,0,520.097471252076
"1...1804",14,270,75,"all around",391.34815655162,195.67407827581,4560,0,520.097006498951
"1...1805",15,270,75,"all around",391.34815655162,195.67407827581,4905,0,520.096830599306
"1...1806",16,270,75,"all around",391.34815655162,195.67407827581,5250,0,520.096764024736
"1...1807",2,285,75,"all around",391.34815655162,195.67407827581,435,0,562.300737624044
"1...1808",3,285,75,"all around",391.34815655162,195.67407827581,795,0,538.833730278976
"1...1809",4,285,75,"all around",391.34815655162,195.67407827581,1155,0,531.385834187058
"1...1810",5,285,75,"all around",391.34815655162,195.67407827581,1515,0,528.823963272759
"1...1811",6,285,75,"all around",391.34815655162,195.67407827581,1875,0,527.91867405133
"1...1812",7,285,75,"all around",391.34815655162,195.67407827581,2235,0,527.595736743295
"1...1813",8,285,75,"all around",391.34815655162,195.67407827581,2595,0,527.480150143197
"1...1814",9,285,75,"all around",391.34815655162,195.67407827581,2955,0,527.438729371177
"1...1815",10,285,75,"all around",391.34815655162,195.67407827581,3315,0,527.423879739791
"1...1816",11,285,75,"all around",391.34815655162,195.67407827581,3675,0,527.418555224096
"1...1817",12,285,75,"all around",391.34815655162,195.67407827581,4035,0,527.416645948789
"1...1818",13,285,75,"all around",391.34815655162,195.67407827581,4395,0,527.415961303525
"1...1819",14,285,75,"all around",391.34815655162,195.67407827581,4755,0,527.41571579547
"1...1820",15,285,75,"all around",391.34815655162,195.67407827581,5115,0,527.415627758113
"1...1821",2,300,75,"all around",391.34815655162,195.67407827581,450,0,566.121683382339
"1...1822",3,300,75,"all around",391.34815655162,195.67407827581,825,0,544.282650197497
"1...1823",4,300,75,"all around",391.34815655162,195.67407827581,1200,0,537.637584160001
"1...1824",5,300,75,"all around",391.34815655162,195.67407827581,1575,0,535.459298719908
"1...1825",6,300,75,"all around",391.34815655162,195.67407827581,1950,0,534.728039323209
"1...1826",7,300,75,"all around",391.34815655162,195.67407827581,2325,0,534.480597945751
"1...1827",8,300,75,"all around",391.34815655162,195.67407827581,2700,0,534.396645071295
"1...1828",9,300,75,"all around",391.34815655162,195.67407827581,3075,0,534.368135358325
"1...1829",10,300,75,"all around",391.34815655162,195.67407827581,3450,0,534.358450709259
"1...1830",11,300,75,"all around",391.34815655162,195.67407827581,3825,0,534.355160523884
"1...1831",12,300,75,"all around",391.34815655162,195.67407827581,4200,0,534.354042702836
"1...1832",13,300,75,"all around",391.34815655162,195.67407827581,4575,0,534.353662925152
"1...1833",14,300,75,"all around",391.34815655162,195.67407827581,4950,0,534.35353389584
"1...1834",15,300,75,"all around",391.34815655162,195.67407827581,5325,0,534.353490058123
"1...1835",2,15,90,"all around",391.34815655162,195.67407827581,195,0,449.050714177365
"1...1836",3,15,90,"all around",391.34815655162,195.67407827581,300,0,399.72606386181
"1...1837",4,15,90,"all around",391.34815655162,195.67407827581,405,0,375.166287085111
"1...1838",5,15,90,"all around",391.34815655162,195.67407827581,510,0,360.480178253276
"1...1839",6,15,90,"all around",391.34815655162,195.67407827581,615,0,350.721922941109
"1...1840",7,15,90,"all around",391.34815655162,195.67407827581,720,0,343.77624992918
"1...1841",8,15,90,"all around",391.34815655162,195.67407827581,825,0,338.586945944589
"1...1842",9,15,90,"all around",391.34815655162,195.67407827581,930,0,334.56778207718
"1...1843",10,15,90,"all around",391.34815655162,195.67407827581,1035,0,331.36726719252
"1...1844",11,15,90,"all around",391.34815655162,195.67407827581,1140,0,328.761844016428
"1...1845",12,15,90,"all around",391.34815655162,195.67407827581,1245,0,326.602535382348
"1...1846",13,15,90,"all around",391.34815655162,195.67407827581,1350,0,324.786235810325
"1...1847",14,15,90,"all around",391.34815655162,195.67407827581,1455,0,323.23931622054
"1...1848",15,15,90,"all around",391.34815655162,195.67407827581,1560,0,321.907791503713
"1...1849",16,15,90,"all around",391.34815655162,195.67407827581,1665,0,320.751177755091
"1...1850",17,15,90,"all around",391.34815655162,195.67407827581,1770,0,319.738518930752
"1...1851",18,15,90,"all around",391.34815655162,195.67407827581,1875,0,318.845738754127
"1...1852",19,15,90,"all around",391.34815655162,195.67407827581,1980,0,318.053829344008
"1...1853",20,15,90,"all around",391.34815655162,195.67407827581,2085,0,317.347583552597
"1...1854",2,30,90,"all around",391.34815655162,195.67407827581,210,0,453.160126747103
"1...1855",3,30,90,"all around",391.34815655162,195.67407827581,330,0,405.323604090569
"1...1856",4,30,90,"all around",391.34815655162,195.67407827581,450,0,381.606374869395
"1...1857",5,30,90,"all around",391.34815655162,195.67407827581,570,0,367.505407281644
"1...1858",6,30,90,"all around",391.34815655162,195.67407827581,690,0,358.20316729444
"1...1859",7,30,90,"all around",391.34815655162,195.67407827581,810,0,351.638981544939
"1...1860",8,30,90,"all around",391.34815655162,195.67407827581,930,0,346.783733480797
"1...1861",9,30,90,"all around",391.34815655162,195.67407827581,1050,0,343.066111331281
"1...1862",10,30,90,"all around",391.34815655162,195.67407827581,1170,0,340.143471153985
"1...1863",11,30,90,"all around",391.34815655162,195.67407827581,1290,0,337.797804063179
"1...1864",12,30,90,"all around",391.34815655162,195.67407827581,1410,0,335.88376596612
"1...1865",13,30,90,"all around",391.34815655162,195.67407827581,1530,0,334.30071332055
"1...1866",14,30,90,"all around",391.34815655162,195.67407827581,1650,0,332.976732781427
"1...1867",15,30,90,"all around",391.34815655162,195.67407827581,1770,0,331.859063580467
"1...1868",16,30,90,"all around",391.34815655162,195.67407827581,1890,0,330.908113908285
"1...1869",17,30,90,"all around",391.34815655162,195.67407827581,2010,0,330.09359043863
"1...1870",18,30,90,"all around",391.34815655162,195.67407827581,2130,0,329.391918683837
"1...1871",19,30,90,"all around",391.34815655162,195.67407827581,2250,0,328.784478303336
"1...1872",20,30,90,"all around",391.34815655162,195.67407827581,2370,0,328.256367943314
"1...1873",2,45,90,"all around",391.34815655162,195.67407827581,225,0,457.258830525382
"1...1874",3,45,90,"all around",391.34815655162,195.67407827581,360,0,410.988539886205
"1...1875",4,45,90,"all around",391.34815655162,195.67407827581,495,0,388.211190076822
"1...1876",5,45,90,"all around",391.34815655162,195.67407827581,630,0,374.79771982716
"1...1877",6,45,90,"all around",391.34815655162,195.67407827581,765,0,366.053674263238
"1...1878",7,45,90,"all around",391.34815655162,195.67407827581,900,0,359.970369414124
"1...1879",8,45,90,"all around",391.34815655162,195.67407827581,1035,0,355.544196316693
"1...1880",9,45,90,"all around",391.34815655162,195.67407827581,1170,0,352.217674606261
"1...1881",10,45,90,"all around",391.34815655162,195.67407827581,1305,0,349.656222128852
"1...1882",11,45,90,"all around",391.34815655162,195.67407827581,1440,0,347.646801868963
"1...1883",12,45,90,"all around",391.34815655162,195.67407827581,1575,0,346.04728876846
"1...1884",13,45,90,"all around",391.34815655162,195.67407827581,1710,0,344.759222923969
"1...1885",14,45,90,"all around",391.34815655162,195.67407827581,1845,0,343.712246408564
"1...1886",15,45,90,"all around",391.34815655162,195.67407827581,1980,0,342.854766866568
"1...1887",16,45,90,"all around",391.34815655162,195.67407827581,2115,0,342.148121368212
"1...1888",17,45,90,"all around",391.34815655162,195.67407827581,2250,0,341.562798003975
"1...1889",18,45,90,"all around",391.34815655162,195.67407827581,2385,0,341.075914322765
"1...1890",19,45,90,"all around",391.34815655162,195.67407827581,2520,0,340.669489239833
"1...1891",20,45,90,"all around",391.34815655162,195.67407827581,2655,0,340.329230585098
"1...1892",2,60,90,"all around",391.34815655162,195.67407827581,240,0,461.340926937871
"1...1893",3,60,90,"all around",391.34815655162,195.67407827581,390,0,416.703544522855
"1...1894",4,60,90,"all around",391.34815655162,195.67407827581,540,0,394.94817421166
"1...1895",5,60,90,"all around",391.34815655162,195.67407827581,690,0,382.305259004767
"1...1896",6,60,90,"all around",391.34815655162,195.67407827581,840,0,374.197801202765
"1...1897",7,60,90,"all around",391.34815655162,195.67407827581,990,0,368.666184987651
"1...1898",8,60,90,"all around",391.34815655162,195.67407827581,1140,0,364.730584906673
"1...1899",9,60,90,"all around",391.34815655162,195.67407827581,1290,0,361.846327346071
"1...1900",10,60,90,"all around",391.34815655162,195.67407827581,1440,0,359.686359330169
"1...1901",11,60,90,"all around",391.34815655162,195.67407827581,1590,0,358.04246615374
"1...1902",12,60,90,"all around",391.34815655162,195.67407827581,1740,0,356.775902741572
"1...1903",13,60,90,"all around",391.34815655162,195.67407827581,1890,0,355.790806141019
"1...1904",14,60,90,"all around",391.34815655162,195.67407827581,2040,0,355.018987829519
"1...1905",15,60,90,"all around",391.34815655162,195.67407827581,2190,0,354.410790799411
"1...1906",16,60,90,"all around",391.34815655162,195.67407827581,2340,0,353.929356773704
"1...1907",17,60,90,"all around",391.34815655162,195.67407827581,2490,0,353.546899776915
"1...1908",18,60,90,"all around",391.34815655162,195.67407827581,2640,0,353.242207125189
"1...1909",19,60,90,"all around",391.34815655162,195.67407827581,2790,0,352.998917385653
"1...1910",20,60,90,"all around",391.34815655162,195.67407827581,2940,0,352.804305265236
"1...1911",2,75,90,"all around",391.34815655162,195.67407827581,255,0,465.400613211679
"1...1912",3,75,90,"all around",391.34815655162,195.67407827581,420,0,422.451058157428
"1...1913",4,75,90,"all around",391.34815655162,195.67407827581,585,0,401.78357905263
"1...1914",5,75,90,"all around",391.34815655162,195.67407827581,750,0,389.973462881823
"1...1915",6,75,90,"all around",391.34815655162,195.67407827581,915,0,382.555412229924
"1...1916",7,75,90,"all around",391.34815655162,195.67407827581,1080,0,377.616126778209
"1...1917",8,75,90,"all around",391.34815655162,195.67407827581,1245,0,374.198342531998
"1...1918",9,75,90,"all around",391.34815655162,195.67407827581,1410,0,371.76996426808
"1...1919",10,75,90,"all around",391.34815655162,195.67407827581,1575,0,370.011954562021
"1...1920",11,75,90,"all around",391.34815655162,195.67407827581,1740,0,368.721927128162
"1...1921",12,75,90,"all around",391.34815655162,195.67407827581,1905,0,367.765882265961
"1...1922",13,75,90,"all around",391.34815655162,195.67407827581,2070,0,367.052139904254
"1...1923",14,75,90,"all around",391.34815655162,195.67407827581,2235,0,366.516368647887
"1...1924",15,75,90,"all around",391.34815655162,195.67407827581,2400,0,366.112538509598
"1...1925",16,75,90,"all around",391.34815655162,195.67407827581,2565,0,365.807215132645
"1...1926",17,75,90,"all around",391.34815655162,195.67407827581,2730,0,365.575829889686
"1...1927",18,75,90,"all around",391.34815655162,195.67407827581,2895,0,365.400167133696
"1...1928",19,75,90,"all around",391.34815655162,195.67407827581,3060,0,365.266628483716
"1...1929",20,75,90,"all around",391.34815655162,195.67407827581,3225,0,365.165008858521
"1...1930",2,90,90,"all around",391.34815655162,195.67407827581,270,0,469.432214923244
"1...1931",3,90,90,"all around",391.34815655162,195.67407827581,450,0,428.213511702657
"1...1932",4,90,90,"all around",391.34815655162,195.67407827581,630,0,408.683222333328
"1...1933",5,90,90,"all around",391.34815655162,195.67407827581,810,0,397.74693788804
"1...1934",6,90,90,"all around",391.34815655162,195.67407827581,990,0,391.045727254891
"1...1935",7,90,90,"all around",391.34815655162,195.67407827581,1170,0,386.710736937434
"1...1936",8,90,90,"all around",391.34815655162,195.67407827581,1350,0,383.807304786382
"1...1937",9,90,90,"all around",391.34815655162,195.67407827581,1530,0,381.817167980694
"1...1938",10,90,90,"all around",391.34815655162,195.67407827581,1710,0,380.431318147311
"1...1939",11,90,90,"all around",391.34815655162,195.67407827581,1890,0,379.455618066938
"1...1940",12,90,90,"all around",391.34815655162,195.67407827581,2070,0,378.763361354247
"1...1941",13,90,90,"all around",391.34815655162,195.67407827581,2250,0,378.269514110559
"1...1942",14,90,90,"all around",391.34815655162,195.67407827581,2430,0,377.915833875263
"1...1943",15,90,90,"all around",391.34815655162,195.67407827581,2610,0,377.661829883427
"1...1944",16,90,90,"all around",391.34815655162,195.67407827581,2790,0,377.479045079797
"1...1945",17,90,90,"all around",391.34815655162,195.67407827581,2970,0,377.347320940092
"1...1946",18,90,90,"all around",391.34815655162,195.67407827581,3150,0,377.252295146611
"1...1947",19,90,90,"all around",391.34815655162,195.67407827581,3330,0,377.183692189797
"1...1948",20,90,90,"all around",391.34815655162,195.67407827581,3510,0,377.134138167543
"1...1949",2,105,90,"all around",391.34815655162,195.67407827581,285,0,473.430216995457
"1...1950",3,105,90,"all around",391.34815655162,195.67407827581,480,0,433.973544767853
"1...1951",4,105,90,"all around",391.34815655162,195.67407827581,675,0,415.613220806163
"1...1952",5,105,90,"all around",391.34815655162,195.67407827581,870,0,405.57123048985
"1...1953",6,105,90,"all around",391.34815655162,195.67407827581,1065,0,399.590798364233
"1...1954",7,105,90,"all around",391.34815655162,195.67407827581,1260,0,395.847249870351
"1...1955",8,105,90,"all around",391.34815655162,195.67407827581,1455,0,393.430384972935
"1...1956",9,105,90,"all around",391.34815655162,195.67407827581,1650,0,391.838775574891
"1...1957",10,105,90,"all around",391.34815655162,195.67407827581,1845,0,390.776897027984
"1...1958",11,105,90,"all around",391.34815655162,195.67407827581,2040,0,390.062273413434
"1...1959",12,105,90,"all around",391.34815655162,195.67407827581,2235,0,389.57853620338
"1...1960",13,105,90,"all around",391.34815655162,195.67407827581,2430,0,389.249796361115
"1...1961",14,105,90,"all around",391.34815655162,195.67407827581,2625,0,389.025791713601
"1...1962",15,105,90,"all around",391.34815655162,195.67407827581,2820,0,388.872875667528
"1...1963",16,105,90,"all around",391.34815655162,195.67407827581,3015,0,388.768358136092
"1...1964",17,105,90,"all around",391.34815655162,195.67407827581,3210,0,388.696860072686
"1...1965",18,105,90,"all around",391.34815655162,195.67407827581,3405,0,388.647921439096
"1...1966",19,105,90,"all around",391.34815655162,195.67407827581,3600,0,388.61441084224
"1...1967",20,105,90,"all around",391.34815655162,195.67407827581,3795,0,388.591458300881
"1...1968",2,120,90,"all around",391.34815655162,195.67407827581,300,0,477.38929279403
"1...1969",3,120,90,"all around",391.34815655162,195.67407827581,510,0,439.714212120089
"1...1970",4,120,90,"all around",391.34815655162,195.67407827581,720,0,422.540669014814
"1...1971",5,120,90,"all around",391.34815655162,195.67407827581,930,0,413.394387573056
"1...1972",6,120,90,"all around",391.34815655162,195.67407827581,1140,0,408.118343670405
"1...1973",7,120,90,"all around",391.34815655162,195.67407827581,1350,0,404.933869720488
"1...1974",8,120,90,"all around",391.34815655162,195.67407827581,1560,0,402.959039936424
"1...1975",9,120,90,"all around",391.34815655162,195.67407827581,1770,0,401.713726796862
"1...1976",10,120,90,"all around",391.34815655162,195.67407827581,1980,0,400.920149019987
"1...1977",11,120,90,"all around",391.34815655162,195.67407827581,2190,0,400.411050261344
"1...1978",12,120,90,"all around",391.34815655162,195.67407827581,2400,0,400.083050293334
"1...1979",13,120,90,"all around",391.34815655162,195.67407827581,2610,0,399.871144659043
"1...1980",14,120,90,"all around",391.34815655162,195.67407827581,2820,0,399.733998352214
"1...1981",15,120,90,"all around",391.34815655162,195.67407827581,3030,0,399.645134363282
"1...1982",16,120,90,"all around",391.34815655162,195.67407827581,3240,0,399.587511949309
"1...1983",17,120,90,"all around",391.34815655162,195.67407827581,3450,0,399.550129553649
"1...1984",18,120,90,"all around",391.34815655162,195.67407827581,3660,0,399.525870209195
"1...1985",19,120,90,"all around",391.34815655162,195.67407827581,3870,0,399.510123877096
"1...1986",20,120,90,"all around",391.34815655162,195.67407827581,4080,0,399.499901847391
"1...1987",2,135,90,"all around",391.34815655162,195.67407827581,315,0,481.304331011584
"1...1988",3,135,90,"all around",391.34815655162,195.67407827581,540,0,445.419173790029
"1...1989",4,135,90,"all around",391.34815655162,195.67407827581,765,0,429.434238008691
"1...1990",5,135,90,"all around",391.34815655162,195.67407827581,990,0,421.168228618759
"1...1991",6,135,90,"all around",391.34815655162,195.67407827581,1215,0,416.563793271408
"1...1992",7,135,90,"all around",391.34815655162,195.67407827581,1440,0,413.892328615218
"1...1993",8,135,90,"all around",391.34815655162,195.67407827581,1665,0,412.305611011915
"1...1994",9,135,90,"all around",391.34815655162,195.67407827581,1890,0,411.350033828064
"1...1995",10,135,90,"all around",391.34815655162,195.67407827581,2115,0,410.769744058159
"1...1996",11,135,90,"all around",391.34815655162,195.67407827581,2340,0,410.415571808348
"1...1997",12,135,90,"all around",391.34815655162,195.67407827581,2565,0,410.198741614292
"1...1998",13,135,90,"all around",391.34815655162,195.67407827581,2790,0,410.065744510604
"1...1999",14,135,90,"all around",391.34815655162,195.67407827581,3015,0,409.984073925011
"1...2000",15,135,90,"all around",391.34815655162,195.67407827581,3240,0,409.933886284555
"1...2001",16,135,90,"all around",391.34815655162,195.67407827581,3465,0,409.903031899252
"1...2002",17,135,90,"all around",391.34815655162,195.67407827581,3690,0,409.884058147664
"1...2003",18,135,90,"all around",391.34815655162,195.67407827581,3915,0,409.87238841332
"1...2004",19,135,90,"all around",391.34815655162,195.67407827581,4140,0,409.86521026098
"1...2005",20,135,90,"all around",391.34815655162,195.67407827581,4365,0,409.860794643935
"1...2006",2,150,90,"all around",391.34815655162,195.67407827581,330,0,485.170460071788
"1...2007",3,150,90,"all around",391.34815655162,195.67407827581,570,0,451.072864795632
"1...2008",4,150,90,"all around",391.34815655162,195.67407827581,810,0,436.264675478704
"1...2009",5,150,90,"all around",391.34815655162,195.67407827581,1050,0,428.849288957925
"1...2010",6,150,90,"all around",391.34815655162,195.67407827581,1290,0,424.87152245034
"1...2011",7,150,90,"all around",391.34815655162,195.67407827581,1530,0,422.658867212946
"1...2012",8,150,90,"all around",391.34815655162,195.67407827581,1770,0,421.403158129627
"1...2013",9,150,90,"all around",391.34815655162,195.67407827581,2010,0,420.68241462999
"1...2014",10,150,90,"all around",391.34815655162,195.67407827581,2250,0,420.266036880263
"1...2015",11,150,90,"all around",391.34815655162,195.67407827581,2490,0,420.02459180271
"1...2016",12,150,90,"all around",391.34815655162,195.67407827581,2730,0,419.884281292733
"1...2017",13,150,90,"all around",391.34815655162,195.67407827581,2970,0,419.802640230419
"1...2018",14,150,90,"all around",391.34815655162,195.67407827581,3210,0,419.755101776842
"1...2019",15,150,90,"all around",391.34815655162,195.67407827581,3450,0,419.727408996065
"1...2020",16,150,90,"all around",391.34815655162,195.67407827581,3690,0,419.711272995089
"1...2021",17,150,90,"all around",391.34815655162,195.67407827581,3930,0,419.701869526461
"1...2022",18,150,90,"all around",391.34815655162,195.67407827581,4170,0,419.696389068391
"1...2023",19,150,90,"all around",391.34815655162,195.67407827581,4410,0,419.693194832571
"1...2024",20,150,90,"all around",391.34815655162,195.67407827581,4650,0,419.691333047568
"1...2025",2,165,90,"all around",391.34815655162,195.67407827581,345,0,488.983069833788
"1...2026",3,165,90,"all around",391.34815655162,195.67407827581,600,0,456.660641423706
"1...2027",4,165,90,"all around",391.34815655162,195.67407827581,855,0,443.005196542135
"1...2028",5,165,90,"all around",391.34815655162,195.67407827581,1110,0,436.39942761834
"1...2029",6,165,90,"all around",391.34815655162,195.67407827581,1365,0,432.995342963017
"1...2030",7,165,90,"all around",391.34815655162,195.67407827581,1620,0,431.183957807221
"1...2031",8,165,90,"all around",391.34815655162,195.67407827581,1875,0,430.203610702897
"1...2032",9,165,90,"all around",391.34815655162,195.67407827581,2130,0,429.668164263562
"1...2033",10,165,90,"all around",391.34815655162,195.67407827581,2385,0,429.374254198572
"1...2034",11,165,90,"all around",391.34815655162,195.67407827581,2640,0,429.212484033721
"1...2035",12,165,90,"all around",391.34815655162,195.67407827581,2895,0,429.123310797241
"1...2036",13,165,90,"all around",391.34815655162,195.67407827581,3150,0,429.074114775255
"1...2037",14,165,90,"all around",391.34815655162,195.67407827581,3405,0,429.046961410025
"1...2038",15,165,90,"all around",391.34815655162,195.67407827581,3660,0,429.031970543807
"1...2039",16,165,90,"all around",391.34815655162,195.67407827581,3915,0,429.023693215406
"1...2040",17,165,90,"all around",391.34815655162,195.67407827581,4170,0,429.01912247046
"1...2041",18,165,90,"all around",391.34815655162,195.67407827581,4425,0,429.016598395772
"1...2042",19,165,90,"all around",391.34815655162,195.67407827581,4680,0,429.015204508722
"1...2043",20,165,90,"all around",391.34815655162,195.67407827581,4935,0,429.014434742979
"1...2044",2,180,90,"all around",391.34815655162,195.67407827581,360,0,492.737830427838
"1...2045",3,180,90,"all around",391.34815655162,195.67407827581,630,0,462.168902031472
"1...2046",4,180,90,"all around",391.34815655162,195.67407827581,900,0,449.631761884392
"1...2047",5,180,90,"all around",391.34815655162,195.67407827581,1170,0,443.786121465586
"1...2048",6,180,90,"all around",391.34815655162,195.67407827581,1440,0,440.898384391016
"1...2049",7,180,90,"all around",391.34815655162,195.67407827581,1710,0,439.431156904767
"1...2050",8,180,90,"all around",391.34815655162,195.67407827581,1980,0,438.675020314418
"1...2051",9,180,90,"all around",391.34815655162,195.67407827581,2250,0,438.282494489771
"1...2052",10,180,90,"all around",391.34815655162,195.67407827581,2520,0,438.077955341054
"1...2053",11,180,90,"all around",391.34815655162,195.67407827581,2790,0,437.971163375805
"1...2054",12,180,90,"all around",391.34815655162,195.67407827581,3060,0,437.915348964698
"1...2055",13,180,90,"all around",391.34815655162,195.67407827581,3330,0,437.886162132136
"1...2056",14,180,90,"all around",391.34815655162,195.67407827581,3600,0,437.870895285772
"1...2057",15,180,90,"all around",391.34815655162,195.67407827581,3870,0,437.862908438443
"1...2058",16,180,90,"all around",391.34815655162,195.67407827581,4140,0,437.858729800503
"1...2059",17,180,90,"all around",391.34815655162,195.67407827581,4410,0,437.856543491556
"1...2060",18,180,90,"all around",391.34815655162,195.67407827581,4680,0,437.855399566851
"1...2061",19,180,90,"all around",391.34815655162,195.67407827581,4950,0,437.854801033827
"1...2062",20,180,90,"all around",391.34815655162,195.67407827581,5220,0,437.854487863004
"1...2063",2,195,90,"all around",391.34815655162,195.67407827581,375,0,496.430708104915
"1...2064",3,195,90,"all around",391.34815655162,195.67407827581,660,0,467.585181347828
"1...2065",4,195,90,"all around",391.34815655162,195.67407827581,945,0,456.123246559192
"1...2066",5,195,90,"all around",391.34815655162,195.67407827581,1230,0,450.982487290623
"1...2067",6,195,90,"all around",391.34815655162,195.67407827581,1515,0,448.552524180641
"1...2068",7,195,90,"all around",391.34815655162,195.67407827581,1800,0,447.37545571219
"1...2069",8,195,90,"all around",391.34815655162,195.67407827581,2085,0,446.798529514671
"1...2070",9,195,90,"all around",391.34815655162,195.67407827581,2370,0,446.51412332112
"1...2071",10,195,90,"all around",391.34815655162,195.67407827581,2655,0,446.373522263764
"1...2072",11,195,90,"all around",391.34815655162,195.67407827581,2940,0,446.303916351698
"1...2073",12,195,90,"all around",391.34815655162,195.67407827581,3225,0,446.269433389766
"1...2074",13,195,90,"all around",391.34815655162,195.67407827581,3510,0,446.252344571401
"1...2075",14,195,90,"all around",391.34815655162,195.67407827581,3795,0,446.243874377411
"1...2076",15,195,90,"all around",391.34815655162,195.67407827581,4080,0,446.239675711839
"1...2077",16,195,90,"all around",391.34815655162,195.67407827581,4365,0,446.237594351114
"1...2078",17,195,90,"all around",391.34815655162,195.67407827581,4650,0,446.236562558486
"1...2079",18,195,90,"all around",391.34815655162,195.67407827581,4935,0,446.236051062836
"1...2080",19,195,90,"all around",391.34815655162,195.67407827581,5220,0,446.235797495283
"1...2081",2,210,90,"all around",391.34815655162,195.67407827581,390,0,500.057978035013
"1...2082",3,210,90,"all around",391.34815655162,195.67407827581,690,0,472.898218213761
"1...2083",4,210,90,"all around",391.34815655162,195.67407827581,990,0,462.461508041549
"1...2084",5,210,90,"all around",391.34815655162,195.67407827581,1290,0,457.967084793335
"1...2085",6,210,90,"all around",391.34815655162,195.67407827581,1590,0,455.937523827536
"1...2086",7,210,90,"all around",391.34815655162,195.67407827581,1890,0,455.001429383228
"1...2087",8,210,90,"all around",391.34815655162,195.67407827581,2190,0,454.565464477815
"1...2088",9,210,90,"all around",391.34815655162,195.67407827581,2490,0,454.361506348271
"1...2089",10,210,90,"all around",391.34815655162,195.67407827581,2790,0,454.265887116142
"1...2090",11,210,90,"all around",391.34815655162,195.67407827581,3090,0,454.221014840964
"1...2091",12,210,90,"all around",391.34815655162,195.67407827581,3390,0,454.19994738895
"1...2092",13,210,90,"all around",391.34815655162,195.67407827581,3690,0,454.190054108199
