X,Nrep,rest,interval_duration,niveau_endurance,PAM,rest_power,duration,PC,DR,power_cogganTSS,percent_power_max,percent_PAM,cumul_time
1...466,19,150,45,elevee,312.947910877278,156.473955438639,3555,250.086483083513,1,373.3274483467,87.07250389025702,119.2937979039904,855
1...467,20,150,45,elevee,312.947910877278,156.473955438639,3750,249.121263717292,1,371.82727470827,86.72261299542265,118.81442942563099,900
1...468,2,180,45,elevee,312.947910877278,156.473955438639,270,315.05558178705,1,461.412724636995,107.61694978199954,147.44074288386517,90
1...469,3,180,45,elevee,312.947910877278,156.473955438639,495,293.884469057589,1,443.750514250831,103.49752891066943,141.79692492813828,135
1...470,4,180,45,elevee,312.947910877278,156.473955438639,720,283.128285688155,1,432.002110458138,100.75740642711295,138.04281653362656,180
1...471,5,180,45,elevee,312.947910877278,156.473955438639,945,276.456517638703,1,423.93588377681,98.87609135853171,135.4653183618969,225
1...472,6,180,45,elevee,312.947910877278,156.473955438639,1170,271.671624265586,1,417.747549767469,97.43276395389321,133.48788576233315,270
1...473,7,180,45,elevee,312.947910877278,156.473955438639,1395,267.953496842885,1,412.704674867477,96.25659609832248,131.8764754525933,315
1...474,8,180,45,elevee,312.947910877278,156.473955438639,1620,264.915755137838,1,408.437353239379,95.26131332254737,130.51288698314622,360
1...475,9,180,45,elevee,312.947910877278,156.473955438639,1845,262.348029044098,1,404.732065619692,94.39711576057196,129.3288919824127,405
1...476,10,180,45,elevee,312.947910877278,156.473955438639,2070,260.123874514957,1,401.453958015474,93.632550930461,128.28139893635637,450
1...477,11,180,45,elevee,312.947910877278,156.473955438639,2295,258.161629585893,1,398.512174835812,92.94642825587658,127.34137566813408,495
1...478,12,180,45,elevee,312.947910877278,156.473955438639,2520,256.405599214476,1,395.842456043193,92.32376013708257,126.48828839711345,540
1...479,13,180,45,elevee,312.947910877278,156.473955438639,2745,254.816140548854,1,393.397599099001,91.75353735617796,125.70705392990185,585
1...480,14,180,45,elevee,312.947910877278,156.473955438639,2970,253.364050862386,1,391.14186448098,91.22742425580765,124.98625198823126,630
1...481,15,180,45,elevee,312.947910877278,156.473955438639,3195,252.027203604637,1,389.047512257389,90.73895095189229,124.31701849895182,675
1...482,16,180,45,elevee,312.947910877278,156.473955438639,3420,250.788435095637,1,387.09256154324,90.28299076354601,123.69232964620673,720
1...483,17,180,45,elevee,312.947910877278,156.473955438639,3645,249.634163882498,1,385.259287141654,89.85540957933112,123.10652148521062,765
1...484,18,180,45,elevee,312.947910877278,156.473955438639,3870,248.553458342073,1,383.533179256932,89.45282322739516,122.5549575268882,810
1...485,19,180,45,elevee,312.947910877278,156.473955438639,4095,247.537388839721,1,381.902204426226,89.07242509990554,122.03379257450557,855
1...486,20,180,45,elevee,312.947910877278,156.473955438639,4320,246.578566370397,1,380.356268351082,88.71186086731781,121.53980107578928,900
1...487,2,210,45,elevee,312.947910877278,156.473955438639,300,312.947910877278,1,471.34147512033,109.9326679776858,150.61339562837532,90
1...488,3,210,45,elevee,312.947910877278,156.473955438639,555,290.360414982835,1,450.996883376474,105.18762565195385,144.11244418031336,135
1...489,4,210,45,elevee,312.947910877278,156.473955438639,810,280.145262865743,1,439.828324665192,102.58274252283137,140.54362064032756,180
1...490,5,210,45,elevee,312.947910877278,156.473955438639,1065,273.737134029591,1,431.973566287371,100.75074896747218,138.03369547233333,225
1...491,6,210,45,elevee,312.947910877278,156.473955438639,1320,269.103186133371,1,425.855992876304,99.32392531174307,136.0788738555608,270
1...492,7,210,45,elevee,312.947910877278,156.473955438639,1575,265.480535657131,1,420.820857467955,98.14956256565243,134.46993663842645,315
1...493,8,210,45,elevee,312.947910877278,156.473955438639,1830,262.507419107065,1,416.530422552711,97.14888899476207,133.098962503077,360
1...494,9,210,45,elevee,312.947910877278,156.473955438639,2085,259.985636354184,1,412.786248308321,96.27562176540559,131.9025415926788,405
1...495,10,210,45,elevee,312.947910877278,156.473955438639,2340,257.795381551524,1,409.461171414873,95.50010211898707,130.8400398862041,450
1...496,11,210,45,elevee,312.947910877278,156.473955438639,2595,255.858889373436,1,406.468495407284,94.8021095270492,129.88375422217788,495
1...497,12,210,45,elevee,312.947910877278,156.473955438639,2850,254.122886277061,1,403.746301296722,94.16720240106197,129.0138988833354,540
1...498,13,210,45,elevee,312.947910877278,156.473955438639,3105,252.549304407084,1,401.248737229644,93.58468654826333,128.21582227688782,585
1...499,14,210,45,elevee,312.947910877278,156.473955438639,3360,251.110004411085,1,398.940850883911,93.04640991281359,127.47835566806356,630
1...500,15,210,45,elevee,312.947910877278,156.473955438639,3615,249.783600393828,1,396.795358002405,92.54600888926505,126.79278059089125,675
1...501,16,210,45,elevee,312.947910877278,156.473955438639,3870,248.553458342073,1,394.790533340149,92.0784164205713,126.15215491723333,720
1...502,17,210,45,elevee,312.947910877278,156.473955438639,4125,247.406384258161,1,392.908784466339,91.63952936080402,125.55085712664096,765
1...503,18,210,45,elevee,312.947910877278,156.473955438639,4380,246.331735568258,1,391.135658057108,91.22597670923925,124.98426877516087,810
1...504,19,210,45,elevee,312.947910877278,156.473955438639,4635,245.320802017189,1,389.459129602335,90.83495394612117,124.44854752683132,855
1...505,20,210,45,elevee,312.947910877278,156.473955438639,4890,244.366363652247,1,387.869084344885,90.46410197025352,123.94046129197112,900
1...506,2,240,45,elevee,312.947910877278,156.473955438639,330,308.754102534943,1,476.527719648279,111.14227444738285,152.27061855515902,90
1...507,3,240,45,elevee,312.947910877278,156.473955438639,615,287.38980592395,1,457.73026090589,106.75807551767113,146.2640410740394,135
1...508,4,240,45,elevee,312.947910877278,156.473955438639,900,277.600159602926,1,447.004090863846,104.25637228944748,142.83657929230847,180
1...509,5,240,45,elevee,312.947910877278,156.473955438639,1185,271.396273277381,1,439.292706688677,102.45781841518719,140.37246820316525,225
1...510,6,240,45,elevee,312.947910877278,156.473955438639,1470,266.878093724232,1,433.208101721319,101.03868410819419,138.4281813886915,270
1...511,7,240,45,elevee,312.947910877278,156.473955438639,1755,263.328099140192,1,428.158279291941,99.86089585534978,136.81455105154626,315
1...512,8,240,45,elevee,312.947910877278,156.473955438639,2040,260.403835064946,1,423.83092355734,98.85161110893152,135.4317791638956,360
1...513,9,240,45,elevee,312.947910877278,156.473955438639,2325,257.916575661382,1,420.039248054207,97.96726499010413,134.2201796064792,405
1...514,10,240,45,elevee,312.947910877278,156.473955438639,2610,255.751652645538,1,416.661884935906,97.17955043935412,133.140970255366,450
1...515,11,240,45,elevee,312.947910877278,156.473955438639,2895,253.834301892702,1,413.615178227569,96.46895607269563,132.16741951339228,495
1...516,12,240,45,elevee,312.947910877278,156.473955438639,3180,252.113107176802,1,410.838855364654,95.82142430305926,131.28026776499678,540
1...517,13,240,45,elevee,312.947910877278,156.473955438639,3465,250.551204256348,1,408.287965974758,95.22647119337238,130.46515147847316,585
1...518,14,240,45,elevee,312.947910877278,156.473955438639,3750,249.121263717292,1,405.928044665663,94.6760582562126,129.71105751360872,630
1...519,15,240,45,elevee,312.947910877278,156.473955438639,4035,247.802462075882,1,403.732056569753,94.16388005214304,129.00934709485114,675
1...520,16,240,45,elevee,312.947910877278,156.473955438639,4320,246.578566370397,1,401.678387085306,93.6848953298417,128.35311344922943,720
1...521,17,240,45,elevee,312.947910877278,156.473955438639,4605,245.436675184105,1,399.749472647913,93.23500767599339,127.73674428032022,765
1...522,18,240,45,elevee,312.947910877278,156.473955438639,4890,244.366363652247,1,397.930840731721,92.81084161132588,127.15561500832926,810
1...523,19,240,45,elevee,312.947910877278,156.473955438639,5175,243.35908634448,1,396.210419897797,92.40958167070772,126.60586830156866,855
1...524,2,270,45,elevee,312.947910877278,156.473955438639,360,305.188853148932,1,481.522992132345,112.30733982022896,153.86681789391253,90
1...525,3,270,45,elevee,312.947910877278,156.473955438639,675,284.832805662178,1,464.012734681807,108.22335947875281,148.271555282492,135
1...526,4,270,45,elevee,312.947910877278,156.473955438639,990,275.38491339166,1,453.627311467803,105.80112985913068,144.95297642223028,180
1...527,5,270,45,elevee,312.947910877278,156.473955438639,1305,269.342958974042,1,446.01044586647,104.02462089189363,142.5190679868038,225
1...528,6,270,45,elevee,312.947910877278,156.473955438639,1620,264.915755137838,1,439.932450676415,102.60702820704088,140.57689327376076,270
1...529,7,270,45,elevee,312.947910877278,156.473955438639,1935,261.422454305746,1,434.852798111271,101.42228256431251,138.95373095550008,315
1...530,8,270,45,elevee,312.947910877278,156.473955438639,2250,258.536076506729,1,430.479580797152,100.40230135670805,137.5563043672031,360
1...531,9,270,45,elevee,312.947910877278,156.473955438639,2565,256.075440390991,1,426.635150751553,99.50565110614738,136.3278475180035,405
1...532,10,270,45,elevee,312.947910877278,156.473955438639,2880,253.929948180593,1,423.202558604902,98.70505529041897,135.2309901729493,450
1...533,11,270,45,elevee,312.947910877278,156.473955438639,3195,252.027203604637,1,420.100383566314,97.9815238455388,134.2397149700276,495
1...534,12,270,45,elevee,312.947910877278,156.473955438639,3510,250.317250441158,1,417.269503798484,97.32126757269086,133.33512999935493,540
1...535,13,270,45,elevee,312.947910877278,156.473955438639,3825,248.764167490717,1,414.665552610723,96.7139386689886,132.50305824004477,585
1...536,14,270,45,elevee,312.947910877278,156.473955438639,4140,247.341258032149,1,412.254340965588,96.15156310222804,131.7325748588406,630
1...537,15,270,45,elevee,312.947910877278,156.473955438639,4455,246.028136690873,1,410.008940032995,95.62786016448737,131.01507496363487,675
1...538,16,270,45,elevee,312.947910877278,156.473955438639,4770,244.80888209528501,1,407.907746058586,95.13779113441433,130.34365524764482,720
1...539,17,270,45,elevee,312.947910877278,156.473955438639,5085,243.670819573291,1,405.93315356801,94.67724982388718,129.71269002246066,765
1...540,18,270,45,elevee,312.947910877278,156.473955438639,5400,242.603692572197,1,404.070619858377,94.24284438599088,129.1175322837776,810
1...541,2,300,45,elevee,312.947910877278,156.473955438639,390,302.107867134957,1,486.325753347227,113.4275050971695,155.40150179751123,90
1...542,3,300,45,elevee,312.947910877278,156.473955438639,735,282.59459996338,1,469.89765671262,109.59592101606029,150.15203501290975,135
1...543,4,300,45,elevee,312.947910877278,156.473955438639,1080,273.42605288005,1,459.776031115729,107.2352178637366,146.91775056968805,180
1...544,5,300,45,elevee,312.947910877278,156.473955438639,1425,267.514962192257,1,452.217737715531,105.47236990169426,144.5025584123063,225
1...545,6,300,45,elevee,312.947910877278,156.473955438639,1770,263.160693758974,1,446.12751532628,104.05192542318349,142.55647659563004,270
1...546,7,300,45,elevee,312.947910877278,156.473955438639,2115,259.712548455648,1,441.007595933915,102.85778820347524,140.92044733503764,315
1...547,8,300,45,elevee,312.947910877278,156.473955438639,2460,256.856171967133,1,436.582663936492,101.82574539423092,139.50649573362935,360
1...548,9,300,45,elevee,312.947910877278,156.473955438639,2805,254.416504451781,1,432.682315718244,100.91605314708771,138.26017067994414,405
1...549,10,300,45,elevee,312.947910877278,156.473955438639,3150,252.286236240533,1,429.192992935151,100.1022258409233,137.14518551410248,450
1...550,11,300,45,elevee,312.947910877278,156.473955438639,3495,250.39487660155,1,426.034914312985,99.36565580212208,136.13604676851602,495
1...551,12,300,45,elevee,312.947910877278,156.473955438639,3840,248.693640371564,1,423.149745205282,98.69273743121992,135.21411407383368,540
1...552,13,300,45,elevee,312.947910877278,156.473955438639,4185,247.147360494428,1,420.493471548935,98.07320516992992,134.36532308849024,585
1...553,14,300,45,elevee,312.947910877278,156.473955438639,4530,245.729844808202,1,418.032028945052,97.49911405594568,133.5787888064805,630
1...554,15,300,45,elevee,312.947910877278,156.473955438639,4875,244.421056412047,1,415.738492310819,96.96418425533473,132.84590753310707,675
1...555,16,300,45,elevee,312.947910877278,156.473955438639,5220,243.205321160056,1,413.59119827052,96.46336314104092,132.15975691005943,720
1...556,2,30,60,elevee,312.947910877278,156.473955438639,150,332.215263907082,1,366.884394650392,92.67710447503703,117.23497166730252,120
1...557,3,30,60,elevee,312.947910877278,156.473955438639,240,317.694598701003,1,357.066384204705,90.19701866850116,114.09770501542921,180
1...558,4,30,60,elevee,312.947910877278,156.473955438639,330,308.754102534943,1,349.414515676942,88.26411274686201,111.65261167503506,240
1...559,5,30,60,elevee,312.947910877278,156.473955438639,420,299.408666481497,1,339.863791268747,85.85154492796082,108.60075413701165,300
1...560,6,30,60,elevee,312.947910877278,156.473955438639,510,292.941481274883,1,333.095625489458,84.14186739417187,106.43804093649338,360
1...561,7,30,60,elevee,312.947910877278,156.473955438639,600,288.089162737171,1,327.926044807941,82.83600163400612,104.78614280845503,420
1...562,8,30,60,elevee,312.947910877278,156.473955438639,690,284.246361259325,1,323.773897878982,81.78714548110945,103.45935749222797,480
1...563,9,30,60,elevee,312.947910877278,156.473955438639,780,281.084237498266,1,320.317798244123,80.91411487090542,102.35498851747731,540
1...564,10,30,60,elevee,312.947910877278,156.473955438639,870,278.407420413188,1,317.364062289665,80.16798421058168,101.41114583574222,600
1...565,11,30,60,elevee,312.947910877278,156.473955438639,960,276.091750409781,1,314.78812653979,79.51728805099268,100.5880261853653,660
1...566,12,30,60,elevee,312.947910877278,156.473955438639,1050,274.054070149738,1,312.505699656757,78.94073391628478,99.8586949440623,720
1...567,13,30,60,elevee,312.947910877278,156.473955438639,1140,272.23629090638,1,310.457363152621,78.42331235526488,99.20416540961232,780
1...568,14,30,60,elevee,312.947910877278,156.473955438639,1230,270.596413196958,1,308.599804660666,77.95408241543205,98.61059746191529,840
1...569,15,30,60,elevee,312.947910877278,156.473955438639,1320,269.103186133371,1,306.900557540082,77.5248428369176,98.06761664577226,900
1...570,16,30,60,elevee,312.947910877278,156.473955438639,1410,267.732785414463,1,305.334703041457,77.12929900055447,97.56726037426512,960
1...571,17,30,60,elevee,312.947910877278,156.473955438639,1500,266.466667273263,1,303.882724748226,76.76252094746916,97.1032923326953,1020
1...572,18,30,60,elevee,312.947910877278,156.473955438639,1590,265.29013646572,1,302.529067614053,76.42057938365129,96.67074203051295,1080
1...573,19,30,60,elevee,312.947910877278,156.473955438639,1680,264.191363550188,1,301.261143187961,76.10029439411022,96.26558692896981,1140
1...574,20,30,60,elevee,312.947910877278,156.473955438639,1770,263.160693758974,1,300.068626122109,75.79905773670062,95.88452764581017,1200
1...575,2,60,60,elevee,312.947910877278,156.473955438639,180,325.682697588022,1,379.476454510121,95.85793109015667,121.25866360518127,120
1...576,3,60,60,elevee,312.947910877278,156.473955438639,300,312.947910877278,1,373.790292088231,94.42157381653185,119.44169591686851,180
1...577,4,60,60,elevee,312.947910877278,156.473955438639,420,299.408666481497,1,360.811170127776,91.1429730925366,115.29432138285387,240
1...578,5,60,60,elevee,312.947910877278,156.473955438639,540,291.182733460845,1,352.493544802875,89.04189318164364,112.63649078683412,300
1...579,6,60,60,elevee,312.947910877278,156.473955438639,660,285.43904205378,1,346.463054798185,87.51855678372218,110.7094959755299,360
1...580,7,60,60,elevee,312.947910877278,156.473955438639,780,281.084237498266,1,341.758917930898,86.33026480327459,109.20632669278889,420
1...581,8,60,60,elevee,312.947910877278,156.473955438639,900,277.600159602926,1,337.910406423408,85.35810870109721,107.97656564511115,480
1...582,9,60,60,elevee,312.947910877278,156.473955438639,1020,274.706392072914,1,334.655949699998,84.53601424801379,106.9366300487089,540
1...583,10,60,60,elevee,312.947910877278,156.473955438639,1140,272.23629090638,1,331.836605514823,83.8238317201918,106.03573118113967,600
1...584,11,60,60,elevee,312.947910877278,156.473955438639,1260,270.083681203491,1,329.3491286124,83.19548077333626,105.24087784741715,660
1...585,12,60,60,elevee,312.947910877278,156.473955438639,1380,268.177173569977,1,327.122900142613,82.63312268046519,104.52950435923943,720
1...586,13,60,60,elevee,312.947910877278,156.473955438639,1500,266.466667273263,1,325.107593219501,82.12404458124406,103.88552916302784,780
1...587,14,60,60,elevee,312.947910877278,156.473955438639,1620,264.915755137838,1,323.266125086295,81.6588791584105,103.2971027606774,840
1...588,15,60,60,elevee,312.947910877278,156.473955438639,1740,263.497205807315,1,321.570406621513,81.23053093861061,102.75524949825157,900
1...589,16,60,60,elevee,312.947910877278,156.473955438639,1860,262.190150324071,1,319.998661661675,80.83349913792631,102.25301097701269,960
1...590,17,60,60,elevee,312.947910877278,156.473955438639,1980,260.97826111992,1,318.533671512626,80.46343421535664,101.78488510106669,1020
1...591,18,60,60,elevee,312.947910877278,156.473955438639,2100,259.848533896694,1,317.161587817962,80.11683799656669,101.34644673897068,1080
1...592,19,60,60,elevee,312.947910877278,156.473955438639,2220,258.790449307746,1,315.871107215818,79.79085518745354,100.93408399191593,1140
1...593,20,60,60,elevee,312.947910877278,156.473955438639,2340,257.795381551524,1,314.652883501899,79.48312488315314,100.54481035512954,1200
1...594,2,90,60,elevee,312.947910877278,156.473955438639,210,321.100941429213,1,390.843279892503,98.72925644188322,124.89084167293629,120
1...595,3,90,60,elevee,312.947910877278,156.473955438639,360,305.188853148932,1,382.327541375831,96.57813200132543,122.16970559223836,180
1...596,4,90,60,elevee,312.947910877278,156.473955438639,510,292.941481274883,1,370.90106089077,93.69173742816545,118.51846521391806,240
1...597,5,90,60,elevee,312.947910877278,156.473955438639,660,285.43904205378,1,363.376335684581,91.79094863952142,116.11399950424288,300
1...598,6,90,60,elevee,312.947910877278,156.473955438639,810,280.145262865743,1,357.788463742171,90.37942010532649,114.32843975190401,360
1...599,7,90,60,elevee,312.947910877278,156.473955438639,960,276.091750409781,1,353.343577626854,89.2566163532579,112.90811197184094,420
1...600,8,90,60,elevee,312.947910877278,156.473955438639,1110,272.820637953677,1,349.649508137148,88.32347319146776,111.72770163474985,480
1...601,9,90,60,elevee,312.947910877278,156.473955438639,1260,270.083681203491,1,346.48567740563,87.52427138424552,110.7167248486614,540
1...602,10,90,60,elevee,312.947910877278,156.473955438639,1410,267.732785414463,1,343.716245553974,86.82469699843118,109.83177506775617,600
1...603,11,90,60,elevee,312.947910877278,156.473955438639,1560,265.673139862584,1,341.25178099755,86.20215910229531,109.0442751450005,660
1...604,12,90,60,elevee,312.947910877278,156.473955438639,1710,263.840664416981,1,339.030318908257,85.64100502450216,108.33442471555823,720
1...605,13,90,60,elevee,312.947910877278,156.473955438639,1860,262.190150324071,1,337.007161118129,85.12994375119874,107.68794083763218,780
1...606,14,90,60,elevee,312.947910877278,156.473955438639,2010,260.688574752698,1,335.14899962514,84.66056148984275,107.09418020578131,840
1...607,15,90,60,elevee,312.947910877278,156.473955438639,2160,259.311114113975,1,333.430341466694,84.22641857172012,106.54499674786075,900
1...608,16,90,60,elevee,312.947910877278,156.473955438639,2310,258.03865395532,1,331.831233884316,83.8224748154857,106.03401471960716,960
1...609,17,90,60,elevee,312.947910877278,156.473955438639,2460,256.856171967133,1,330.335761430132,83.44470988763145,105.55614846704395,1020
1...610,18,90,60,elevee,312.947910877278,156.473955438639,2610,255.751652645538,1,328.931020864313,83.08986435569548,105.10727486316493,1080
1...611,19,90,60,elevee,312.947910877278,156.473955438639,2760,254.715337758217,1,327.606402501588,82.7552581522651,104.6840036679645,1140
1...612,20,90,60,elevee,312.947910877278,156.473955438639,2910,253.739195730158,1,326.353074251036,82.43866024046619,104.28351265748337,1200
1...613,2,120,60,elevee,312.947910877278,156.473955438639,240,317.694598701003,1,401.208221593542,101.34750022360694,128.20287582966967,120
1...614,3,120,60,elevee,312.947910877278,156.473955438639,420,299.408666481497,1,390.200229878045,98.56681831630038,124.68536018796475,180
1...615,4,120,60,elevee,312.947910877278,156.473955438639,600,288.089162737171,1,379.894896461675,95.96363192951196,121.3923733814763,240
1...616,5,120,60,elevee,312.947910877278,156.473955438639,780,281.084237498266,1,372.904753589523,94.19788170763297,119.15872917769916,300
1...617,6,120,60,elevee,312.947910877278,156.473955438639,960,276.091750409781,1,367.594465699283,92.8564724987042,117.46186918737239,360
1...618,7,120,60,elevee,312.947910877278,156.473955438639,1140,272.23629090638,1,363.297667887438,91.77107670230919,116.08886183934443,420
1...619,8,120,60,elevee,312.947910877278,156.473955438639,1320,269.103186133371,1,359.680082125634,90.85725376930164,114.9328912653077,480
1...620,9,120,60,elevee,312.947910877278,156.473955438639,1500,266.466667273263,1,356.550512135742,90.06670642211468,113.93286222497349,540
1...621,10,120,60,elevee,312.947910877278,156.473955438639,1680,264.191363550188,1,353.789289504564,89.36920573252452,113.05053563476315,600
1...622,11,120,60,elevee,312.947910877278,156.473955438639,1860,262.190150324071,1,351.316444873911,88.74455098152605,112.26035792636404,660
1...623,12,120,60,elevee,312.947910877278,156.473955438639,2040,260.403835064946,1,349.075818727154,88.17855595279124,111.5443837757535,720
1...624,13,120,60,elevee,312.947910877278,156.473955438639,2220,258.790449307746,1,347.026410385545,87.66086363947196,110.88951174421828,780
1...625,14,120,60,elevee,312.947910877278,156.473955438639,2400,257.319193769308,1,345.137338207478,87.18367316159832,110.28587385036836,840
1...626,15,120,60,elevee,312.947910877278,156.473955438639,2580,255.966815606958,1,343.384739981491,86.74095678755538,109.72584511553067,900
1...627,16,120,60,elevee,312.947910877278,156.473955438639,2760,254.715337758217,1,341.749780039297,86.32795651939296,109.20340675266998,960
1...628,17,120,60,elevee,312.947910877278,156.473955438639,2940,253.550579280075,1,340.217319622174,85.94084821974205,108.71372129261144,1020
1...629,18,120,60,elevee,312.947910877278,156.473955438639,3120,252.461158750382,1,338.775001548381,85.57651039354882,108.25284009683998,1080
1...630,19,120,60,elevee,312.947910877278,156.473955438639,3300,251.437803690411,1,337.412602959208,85.23236068801079,107.81749653268137,1140
1...631,20,120,60,elevee,312.947910877278,156.473955438639,3480,250.472860088804,1,336.121566874095,84.90623756071048,107.40495628549012,1200
1...632,2,150,60,elevee,312.947910877278,156.473955438639,270,315.05558178705,1,410.746289800247,103.75687101334891,131.25068917981065,120
1...633,3,150,60,elevee,312.947910877278,156.473955438639,480,294.874917207978,1,397.456263391581,100.39973404074583,127.00396761793459,180
1...634,4,150,60,elevee,312.947910877278,156.473955438639,690,284.246361259325,1,387.985371133988,98.0073322814255,123.97761980463767,240
1...635,5,150,60,elevee,312.947910877278,156.473955438639,900,277.600159602926,1,381.36705458404,96.3355075232946,121.86278972592102,300
1...636,6,150,60,elevee,312.947910877278,156.473955438639,1110,272.820637953677,1,376.234147945871,95.03890583703452,120.22261049488539,360
1...637,7,150,60,elevee,312.947910877278,156.473955438639,1320,269.103186133371,1,372.01994643826,93.97437434129759,118.87599613475194,420
1...638,8,150,60,elevee,312.947910877278,156.473955438639,1530,266.065171685057,1,368.434165986104,93.06858561211037,117.73018869283484,480
1...639,9,150,60,elevee,312.947910877278,156.473955438639,1740,263.497205807315,1,365.307430456871,92.2787542659593,116.7310653817164,540
1...640,10,150,60,elevee,312.947910877278,156.473955438639,1950,261.273070630719,1,362.531832748134,91.57762234924637,115.84414535053415,600
1...641,11,150,60,elevee,312.947910877278,156.473955438639,2160,259.311114113975,1,360.034146512902,90.94669246630862,115.04602970623081,660
1...642,12,150,60,elevee,312.947910877278,156.473955438639,2370,257.555594699653,1,357.762263711453,90.3728018271454,114.32006774180027,720
1...643,13,150,60,elevee,312.947910877278,156.473955438639,2580,255.966815606958,1,355.677707289042,89.84623090682051,113.65396442237969,780
1...644,14,150,60,elevee,312.947910877278,156.473955438639,2790,254.51552685834,1,353.751211618082,89.3595870397833,113.03836815092367,840
1...645,15,150,60,elevee,312.947910877278,156.473955438639,3000,253.179564112207,1,351.959971029541,88.90710938310258,112.4659915584359,900
1...646,16,150,60,elevee,312.947910877278,156.473955438639,3210,251.9417346383,1,350.285850873616,88.48421702012195,111.93103986272656,960
1...647,17,150,60,elevee,312.947910877278,156.473955438639,3420,250.788435095637,1,348.71418172725,88.0872043703559,111.4288255670758,1020
1...648,18,150,60,elevee,312.947910877278,156.473955438639,3630,249.708717562405,1,347.232921582777,87.71302955353154,110.95550074432158,1080
1...649,19,150,60,elevee,312.947910877278,156.473955438639,3840,248.693640371564,1,345.832058398808,87.359163470512,110.50786612677707,1140
1...650,20,150,60,elevee,312.947910877278,156.473955438639,4050,247.735805708667,1,344.503174377328,87.02347973718977,110.08323187446499,1200
1...651,2,180,60,elevee,312.947910877278,156.473955438639,300,312.947910877278,1,419.593298159084,105.99167611795079,134.07767988699783,120
1...652,3,180,60,elevee,312.947910877278,156.473955438639,540,291.182733460845,1,404.16312216692,102.09392507335629,129.1470906560587,180
1...653,4,180,60,elevee,312.947910877278,156.473955438639,780,281.084237498266,1,395.327685921574,99.862043151061,126.32379772511122,240
1...654,5,180,60,elevee,312.947910877278,156.473955438639,1020,274.706392072914,1,388.97297041983,98.25680553111407,124.29319925141316,300
1...655,6,180,60,elevee,312.947910877278,156.473955438639,1260,270.083681203491,1,383.952851212467,96.98869459741991,122.68906034111009,360
1...656,7,180,60,elevee,312.947910877278,156.473955438639,1500,266.466667273263,1,379.78016202054,95.93464935095861,121.35571090917752,420
1...657,8,180,60,elevee,312.947910877278,156.473955438639,1740,263.497205807315,1,376.198906570892,95.0300036633842,120.21134939559248,480
1...658,9,180,60,elevee,312.947910877278,156.473955438639,1980,260.97826111992,1,373.056367076457,94.23618014488811,119.20717605389302,540
1...659,10,180,60,elevee,312.947910877278,156.473955438639,2220,258.790449307746,1,370.253438110138,93.52814419559355,118.3115225381173,600
1...660,11,180,60,elevee,312.947910877278,156.473955438639,2460,256.856171967133,1,367.721836378351,92.88864706350762,117.50256946835876,660
1...661,12,180,60,elevee,312.947910877278,156.473955438639,2700,255.122226853958,1,365.412357859897,92.30525953038136,116.7645940934857,720
1...662,13,180,60,elevee,312.947910877278,156.473955438639,2940,253.550579280075,1,363.288289019334,91.76870754637939,116.08586489711283,780
1...663,14,180,60,elevee,312.947910877278,156.473955438639,3180,252.113107176802,1,361.321460473348,91.27187536354826,115.45738057827765,840
1...664,15,180,60,elevee,312.947910877278,156.473955438639,3420,250.788435095637,1,359.48975805529,90.8091768164288,114.87207473203529,900
1...665,16,180,60,elevee,312.947910877278,156.473955438639,3660,249.559936431836,1,357.775485880695,90.37614182300811,114.3242927801477,960
1...666,17,180,60,elevee,312.947910877278,156.473955438639,3900,248.414423179488,1,356.164251750452,89.96913483116109,113.80943581058807,1020
1...667,18,180,60,elevee,312.947910877278,156.473955438639,4140,247.341258032149,1,354.644185711292,89.58515742254322,113.32371087479957,1080
1...668,19,180,60,elevee,312.947910877278,156.473955438639,4380,246.331735568258,1,353.205378342827,89.22170642067177,112.86395149681503,1140
1...669,20,180,60,elevee,312.947910877278,156.473955438639,4620,245.378640352509,1,351.839468178221,88.87666967101843,112.42748583683444,1200
1...670,2,210,60,elevee,312.947910877278,156.473955438639,330,308.754102534943,1,424.297250353758,107.17992144903607,135.58079015908353,120
1...671,3,210,60,elevee,312.947910877278,156.473955438639,600,288.089162737171,1,410.38681098265,103.66606460015507,131.1358206010145,180
1...672,4,210,60,elevee,312.947910877278,156.473955438639,870,278.407420413188,1,402.043804037877,101.55857314635944,128.46987951152607,240
1...673,5,210,60,elevee,312.947910877278,156.473955438639,1140,272.23629090638,1,395.877643516143,100.00096559691012,126.49953227244445,300
1...674,6,210,60,elevee,312.947910877278,156.473955438639,1410,267.732785414463,1,390.926750617691,98.75034162629458,124.91751407504756,360
1...675,7,210,60,elevee,312.947910877278,156.473955438639,1680,264.191363550188,1,386.768589031651,97.6999661364874,123.58880682329325,420
1...676,8,210,60,elevee,312.947910877278,156.473955438639,1950,261.273070630719,1,383.174439793847,96.79206340399793,122.44032520290835,480
1...677,9,210,60,elevee,312.947910877278,156.473955438639,2220,258.790449307746,1,380.004580257487,95.99133868605956,121.42742196048889,540
1...678,10,210,60,elevee,312.947910877278,156.473955438639,2490,256.629371967537,1,377.166634568607,95.27445731160523,120.52057913130223,600
1...679,11,210,60,elevee,312.947910877278,156.473955438639,2760,254.715337758217,1,374.596016402229,94.6251044041373,119.69915867216837,660
