X,Nrep,rest,interval_duration,profil,PAM,rest_power,duration,PC,DR,power_cogganTSS,percent_power_max,percent_PAM,cumul_time
1...177,7,150,15,time-trialist,382.014826073375,191.007413036687,1005,321.222191493813,1,815.730571931547,104.9531477833035,213.53374692710662,105
1...178,8,150,15,time-trialist,382.014826073375,191.007413036687,1170,315.766086069275,1,792.39929979771,101.95131048984902,207.42632110448795,120
1...179,9,150,15,time-trialist,382.014826073375,191.007413036687,1335,311.225086066835,1,773.419540492167,99.50934551780021,202.45799055548002,135
1...180,10,150,15,time-trialist,382.014826073375,191.007413036687,1500,307.339702977139,1,757.46631428704,97.45677894111479,198.28191540962615,150
1...181,11,150,15,time-trialist,382.014826073375,191.007413036687,1665,303.945800895337,1,743.728201211416,95.68921222055465,194.68569030579076,165
1...182,12,150,15,time-trialist,382.014826073375,191.007413036687,1830,300.933416815488,1,731.675782021612,94.1385294634053,191.5307291976873,180
1...183,13,150,15,time-trialist,382.014826073375,191.007413036687,1995,298.225485916934,1,720.946179917015,92.75804238337184,188.7220418451875,195
1...184,14,150,15,time-trialist,382.014826073375,191.007413036687,2160,295.766006656671,1,711.280669765904,91.51446300778396,186.19190178479766,210
1...185,15,150,15,time-trialist,382.014826073375,191.007413036687,2325,293.513055573449,1,702.488743550736,90.38328028261591,183.8904397432487,225
1...186,16,150,15,time-trialist,382.014826073375,191.007413036687,2490,291.434459620643,1,694.426311314404,89.34595537276364,181.7799373003976,240
1...187,17,150,15,time-trialist,382.014826073375,191.007413036687,2655,289.505004259959,1,686.981895099048,88.38814535301579,179.83121287734966,255
1...188,18,150,15,time-trialist,382.014826073375,191.007413036687,2820,287.704569526517,1,680.067561451941,87.49853657033945,178.02124813902324,270
1...189,19,150,15,time-trialist,382.014826073375,191.007413036687,2985,286.016848505684,1,673.612778066317,86.66805422985725,176.3315798473575,285
1...190,20,150,15,time-trialist,382.014826073375,191.007413036687,3150,284.42844349517,1,667.560138111421,85.88931228058698,174.7471806194245,300
1...191,2,165,15,time-trialist,382.014826073375,191.007413036687,195,399.322491296225,1,1443.90710145962,185.7753045175433,377.97148249484,30
1...192,3,165,15,time-trialist,382.014826073375,191.007413036687,375,367.145113982902,1,1083.54576232641,139.41066135861223,283.63971457963504,45
1...193,4,165,15,time-trialist,382.014826073375,191.007413036687,555,345.948362912298,1,960.662015685712,123.60024985128246,251.4724429834548,60
1...194,5,165,15,time-trialist,382.014826073375,191.007413036687,735,333.432608986284,1,896.803315088608,115.38409138961332,234.7561544421199,75
1...195,6,165,15,time-trialist,382.014826073375,191.007413036687,915,324.730232533785,1,855.365530193705,110.05264236522582,223.90898777038873,90
1...196,7,165,15,time-trialist,382.014826073375,191.007413036687,1095,318.111850076132,1,825.229454831778,106.17528864096882,216.0202689812026,105
1...197,8,165,15,time-trialist,382.014826073375,191.007413036687,1275,312.789501681228,1,801.75000320809,103.1543863468488,209.8740542216796,120
1...198,9,165,15,time-trialist,382.014826073375,191.007413036687,1455,308.344927644506,1,782.601582977317,100.69072120121321,204.86157331155513,135
1...199,10,165,15,time-trialist,382.014826073375,191.007413036687,1635,304.531802559291,1,766.47288757241,98.61557848788465,200.63956560293045,150
1...200,11,165,15,time-trialist,382.014826073375,191.007413036687,1815,301.193708785972,1,752.559295790126,96.82543440751158,196.9974054477088,165
1...201,12,165,15,time-trialist,382.014826073375,191.007413036687,1995,298.225485916934,1,740.334818686455,95.25261441500203,193.79740474896025,180
1...202,13,165,15,time-trialist,382.014826073375,191.007413036687,2175,295.55320196407,1,729.438271035496,93.85064786466059,190.9450160699758,195
1...203,14,165,15,time-trialist,382.014826073375,191.007413036687,2355,293.122979143606,1,719.611689273959,92.58634476838058,188.37271230298808,210
1...204,15,165,15,time-trialist,382.014826073375,191.007413036687,2535,290.894380472556,1,710.664819034048,91.43522670710212,186.0306905726083,225
1...205,16,165,15,time-trialist,382.014826073375,191.007413036687,2715,288.836301812046,1,702.453545137099,90.37875160067692,183.88122585644783,240
1...206,17,165,15,time-trialist,382.014826073375,191.007413036687,2895,286.924315241011,1,694.866213530724,89.40255386730126,181.89509047935707,255
1...207,18,165,15,time-trialist,382.014826073375,191.007413036687,3075,285.138891380816,1,687.814636824846,88.49528718197294,180.0491996330883,270
