"","Nrep","rest","interval_duration","profil","PAM","rest_power","duration","PC","DR","power_cogganTSS"
"1...851",10,90,45,"time-trialist",382.014826073375,191.007413036687,1260,313.195194395988,1,427.114904661715
"1...852",11,90,45,"time-trialist",382.014826073375,191.007413036687,1395,309.746501540108,1,422.331197961117
"1...853",12,90,45,"time-trialist",382.014826073375,191.007413036687,1530,306.689857277443,1,418.057531737471
"1...854",13,90,45,"time-trialist",382.014826073375,191.007413036687,1665,303.945800895337,1,414.195069168398
"1...855",14,90,45,"time-trialist",382.014826073375,191.007413036687,1800,301.456551978326,1,410.671070306551
"1...856",15,90,45,"time-trialist",382.014826073375,191.007413036687,1935,299.178855132478,1,407.430493048769
"1...857",16,90,45,"time-trialist",382.014826073375,191.007413036687,2070,297.079528979089,1,404.430705239552
"1...858",17,90,45,"time-trialist",382.014826073375,191.007413036687,2205,295.132586636816,1,401.638026216668
"1...859",18,90,45,"time-trialist",382.014826073375,191.007413036687,2340,293.317309674159,1,399.025390341395
"1...860",19,90,45,"time-trialist",382.014826073375,191.007413036687,2475,291.616922287244,1,396.570723838485
"1...861",20,90,45,"time-trialist",382.014826073375,191.007413036687,2610,290.017655568083,1,394.255789461148
"1...862",2,105,45,"time-trialist",382.014826073375,191.007413036687,195,399.322491296225,1,535.181172264426
"1...863",3,105,45,"time-trialist",382.014826073375,191.007413036687,345,372.41488199882,1,512.987131463223
"1...864",4,105,45,"time-trialist",382.014826073375,191.007413036687,495,351.610031959207,1,488.196427857065
"1...865",5,105,45,"time-trialist",382.014826073375,191.007413036687,645,339.033961583217,1,472.362458997499
"1...866",6,105,45,"time-trialist",382.014826073375,191.007413036687,795,330.22429377022,1,460.857345416022
"1...867",7,105,45,"time-trialist",382.014826073375,191.007413036687,945,323.510678980618,1,451.855828996916
"1...868",8,105,45,"time-trialist",382.014826073375,191.007413036687,1095,318.111850076132,1,444.471979070603
"1...869",9,105,45,"time-trialist",382.014826073375,191.007413036687,1245,313.607070946383,1,438.214667712954
"1...870",10,105,45,"time-trialist",382.014826073375,191.007413036687,1395,309.746501540108,1,432.785218928792
"1...871",11,105,45,"time-trialist",382.014826073375,191.007413036687,1545,306.37073732484,1,427.989183174532
"1...872",12,105,45,"time-trialist",382.014826073375,191.007413036687,1695,303.372326808902,1,423.693182605596
"1...873",13,105,45,"time-trialist",382.014826073375,191.007413036687,1845,300.675627010699,1,419.801882110881
"1...874",14,105,45,"time-trialist",382.014826073375,191.007413036687,1995,298.225485916934,1,416.244831253384
"1...875",15,105,45,"time-trialist",382.014826073375,191.007413036687,2145,295.980511666793,1,412.968520414353
"1...876",16,105,45,"time-trialist",382.014826073375,191.007413036687,2295,293.908877586726,1,409.931362327987
"1...877",17,105,45,"time-trialist",382.014826073375,191.007413036687,2445,291.985603062981,1,407.10039890856
"1...878",18,105,45,"time-trialist",382.014826073375,191.007413036687,2595,290.190731276659,1,404.449069308867
"1...879",19,105,45,"time-trialist",382.014826073375,191.007413036687,2745,288.508072451963,1,401.955654624366
"1...880",20,105,45,"time-trialist",382.014826073375,191.007413036687,2895,286.924315241011,1,399.602167633412
"1...881",2,120,45,"time-trialist",382.014826073375,191.007413036687,210,395.774168846288,1,541.511031733783
"1...882",3,120,45,"time-trialist",382.014826073375,191.007413036687,375,367.145113982902,1,516.554355331263
"1...883",4,120,45,"time-trialist",382.014826073375,191.007413036687,540,347.270560052982,1,492.655056422199
"1...884",5,120,45,"time-trialist",382.014826073375,191.007413036687,705,335.182420394049,1,477.225389612654
"1...885",6,120,45,"time-trialist",382.014826073375,191.007413036687,870,326.666301692234,1,465.916864463951
"1...886",7,120,45,"time-trialist",382.014826073375,191.007413036687,1035,320.1456441547,1,457.009778523452
"1...887",8,120,45,"time-trialist",382.014826073375,191.007413036687,1200,314.881723034458,1,449.665213993507
"1...888",9,120,45,"time-trialist",382.014826073375,191.007413036687,1365,310.475649072786,1,443.415502476742
"1...889",10,120,45,"time-trialist",382.014826073375,191.007413036687,1530,306.689857277443,1,437.974675728078
"1...890",11,120,45,"time-trialist",382.014826073375,191.007413036687,1695,303.372326808902,1,433.155603064185
"1...891",12,120,45,"time-trialist",382.014826073375,191.007413036687,1860,300.420291703422,1,428.829324098462
"1...892",13,120,45,"time-trialist",382.014826073375,191.007413036687,2025,297.761213316469,1,424.903268504286
"1...893",14,120,45,"time-trialist",382.014826073375,191.007413036687,2190,295.342070707979,1,421.308765634011
"1...894",15,120,45,"time-trialist",382.014826073375,191.007413036687,2355,293.122979143606,1,417.9934764882
"1...895",16,120,45,"time-trialist",382.014826073375,191.007413036687,2520,291.07320512457,1,414.916596002193
"1...896",17,120,45,"time-trialist",382.014826073375,191.007413036687,2685,289.168578420318,1,412.045694263927
"1...897",18,120,45,"time-trialist",382.014826073375,191.007413036687,2850,287.389754454791,1,409.354568913996
"1...898",19,120,45,"time-trialist",382.014826073375,191.007413036687,3015,285.721013764778,1,406.821744178845
"1...899",20,120,45,"time-trialist",382.014826073375,191.007413036687,3180,284.149411650656,1,404.429396402817
"1...900",2,135,45,"time-trialist",382.014826073375,191.007413036687,225,392.707883059244,1,547.624122049751
"1...901",3,135,45,"time-trialist",382.014826073375,191.007413036687,405,362.549129520276,1,520.056061941396
"1...902",4,135,45,"time-trialist",382.014826073375,191.007413036687,585,343.463398980436,1,496.90657676861
"1...903",5,135,45,"time-trialist",382.014826073375,191.007413036687,765,331.783330085873,1,481.80194861358
"1...904",6,135,45,"time-trialist",382.014826073375,191.007413036687,945,323.510678980618,1,470.641764248279
"1...905",7,135,45,"time-trialist",382.014826073375,191.007413036687,1125,317.149130112099,1,461.797890087285
"1...906",8,135,45,"time-trialist",382.014826073375,191.007413036687,1305,311.995956536784,1,454.471518183915
"1...907",9,135,45,"time-trialist",382.014826073375,191.007413036687,1485,307.670617471635,1,448.214717004584
"1...908",10,135,45,"time-trialist",382.014826073375,191.007413036687,1665,303.945800895337,1,442.75207018661
"1...909",11,135,45,"time-trialist",382.014826073375,191.007413036687,1845,300.675627010699,1,437.902444363169
"1...910",12,135,45,"time-trialist",382.014826073375,191.007413036687,2025,297.761213316469,1,433.540448435038
"1...911",13,135,45,"time-trialist",382.014826073375,191.007413036687,2205,295.132586636816,1,429.575711604827
"1...912",14,135,45,"time-trialist",382.014826073375,191.007413036687,2385,292.738482792417,1,425.94095430375
"1...913",15,135,45,"time-trialist",382.014826073375,191.007413036687,2565,290.540256745939,1,422.584733680734
"1...914",16,135,45,"time-trialist",382.014826073375,191.007413036687,2745,288.508072451963,1,419.466828643393
"1...915",17,135,45,"time-trialist",382.014826073375,191.007413036687,2925,286.618423808522,1,416.555191478147
"1...916",18,135,45,"time-trialist",382.014826073375,191.007413036687,3105,284.852467186677,1,413.823868987566
"1...917",19,135,45,"time-trialist",382.014826073375,191.007413036687,3285,283.194867375152,1,411.251545433353
"1...918",20,135,45,"time-trialist",382.014826073375,191.007413036687,3465,281.632978822191,1,408.820496741182
"1...919",2,150,45,"time-trialist",382.014826073375,191.007413036687,240,390.030136907777,1,553.532768836946
"1...920",3,150,45,"time-trialist",382.014826073375,191.007413036687,435,358.491075168214,1,523.474965957742
"1...921",4,150,45,"time-trialist",382.014826073375,191.007413036687,630,340.081227221814,1,500.960199366665
"1...922",5,150,45,"time-trialist",382.014826073375,191.007413036687,825,328.746648075872,1,486.117745117312
"1...923",6,150,45,"time-trialist",382.014826073375,191.007413036687,1020,320.678634700297,1,475.068315451241
"1...924",7,150,45,"time-trialist",382.014826073375,191.007413036687,1215,314.450134676377,1,466.263713933598
"1...925",8,150,45,"time-trialist",382.014826073375,191.007413036687,1410,309.389202977595,1,458.939613977667
"1...926",9,150,45,"time-trialist",382.014826073375,191.007413036687,1605,305.130889152403,1,452.664824719454
"1...927",10,150,45,"time-trialist",382.014826073375,191.007413036687,1800,301.456551978326,1,447.172763133618
"1...928",11,150,45,"time-trialist",382.014826073375,191.007413036687,1995,298.225485916934,1,442.287247812212
"1...929",12,150,45,"time-trialist",382.014826073375,191.007413036687,2190,295.342070707979,1,437.885790426884
"1...930",13,150,45,"time-trialist",382.014826073375,191.007413036687,2385,292.738482792417,1,433.879778104878
"1...931",14,150,45,"time-trialist",382.014826073375,191.007413036687,2580,290.364926766445,1,430.203020305311
"1...932",15,150,45,"time-trialist",382.014826073375,191.007413036687,2775,288.183792070176,1,426.804758126179
"1...933",16,150,45,"time-trialist",382.014826073375,191.007413036687,2970,286.165990256997,1,423.64520194252
"1...934",17,150,45,"time-trialist",382.014826073375,191.007413036687,3165,284.288567595244,1,420.692574475412
"1...935",18,150,45,"time-trialist",382.014826073375,191.007413036687,3360,282.533096508472,1,417.921088387352
"1...936",19,150,45,"time-trialist",382.014826073375,191.007413036687,3555,280.884560496223,1,415.309524966386
"1...937",20,150,45,"time-trialist",382.014826073375,191.007413036687,3750,279.33056182294,1,412.840211441784
"1...938",2,165,45,"time-trialist",382.014826073375,191.007413036687,255,387.670497977791,1,559.249466452643
"1...939",3,165,45,"time-trialist",382.014826073375,191.007413036687,465,354.870180876606,1,526.801780084171
"1...940",4,165,45,"time-trialist",382.014826073375,191.007413036687,675,337.044806200433,1,504.827101242792
"1...941",5,165,45,"time-trialist",382.014826073375,191.007413036687,885,326.005871604315,1,490.1962779832
"1...942",6,165,45,"time-trialist",382.014826073375,191.007413036687,1095,318.111850076132,1,479.227889276483
"1...943",7,165,45,"time-trialist",382.014826073375,191.007413036687,1305,311.995956536784,1,470.443927758135
"1...944",8,165,45,"time-trialist",382.014826073375,191.007413036687,1515,307.012814927176,1,463.109908787413
"1...945",9,165,45,"time-trialist",382.014826073375,191.007413036687,1725,302.810857387716,1,456.808939836974
"1...946",10,165,45,"time-trialist",382.014826073375,191.007413036687,1935,299.178855132478,1,451.281882107228
"1...947",11,165,45,"time-trialist",382.014826073375,191.007413036687,2145,295.980511666793,1,446.356666991953
"1...948",12,165,45,"time-trialist",382.014826073375,191.007413036687,2355,293.122979143606,1,441.913177085165
"1...949",13,165,45,"time-trialist",382.014826073375,191.007413036687,2565,290.540256745939,1,437.864206966478
"1...950",14,165,45,"time-trialist",382.014826073375,191.007413036687,2775,288.183792070176,1,434.144416620771
"1...951",15,165,45,"time-trialist",382.014826073375,191.007413036687,2985,286.016848505684,1,430.703564357942
"1...952",16,165,45,"time-trialist",382.014826073375,191.007413036687,3195,284.010968213361,1,427.502172762763
"1...953",17,165,45,"time-trialist",382.014826073375,191.007413036687,3405,282.143662733008,1,424.508648010812
"1...954",18,165,45,"time-trialist",382.014826073375,191.007413036687,3615,280.396854480376,1,421.697304109109
"1...955",19,165,45,"time-trialist",382.014826073375,191.007413036687,3825,278.755794736771,1,419.046970815752
"1...956",20,165,45,"time-trialist",382.014826073375,191.007413036687,4035,277.208293746294,1,416.539989650978
"1...957",2,180,45,"time-trialist",382.014826073375,191.007413036687,270,385.574839754087,1,564.786327122999
"1...958",3,180,45,"time-trialist",382.014826073375,191.007413036687,495,351.610031959207,1,530.032231870711
"1...959",4,180,45,"time-trialist",382.014826073375,191.007413036687,720,334.294240784617,1,508.51904256975
"1...960",5,180,45,"time-trialist",382.014826073375,191.007413036687,945,323.510678980618,1,494.058726090693
"1...961",6,180,45,"time-trialist",382.014826073375,191.007413036687,1170,315.766086069275,1,483.147589410703
"1...962",7,180,45,"time-trialist",382.014826073375,191.007413036687,1395,309.746501540108,1,474.369582139597
"1...963",8,180,45,"time-trialist",382.014826073375,191.007413036687,1620,304.829673978944,1,467.01619902101
"1...964",9,180,45,"time-trialist",382.014826073375,191.007413036687,1845,300.675627010699,1,460.682832228813
"1...965",10,180,45,"time-trialist",382.014826073375,191.007413036687,2070,297.079528979089,1,455.116650496833
"1...966",11,180,45,"time-trialist",382.014826073375,191.007413036687,2295,293.908877586726,1,450.149015655996
"1...967",12,180,45,"time-trialist",382.014826073375,191.007413036687,2520,291.07320512457,1,445.661751147866
"1...968",13,180,45,"time-trialist",382.014826073375,191.007413036687,2745,288.508072451963,1,441.568777050095
"1...969",14,180,45,"time-trialist",382.014826073375,191.007413036687,2970,286.165990256997,1,437.80541293634
"1...970",15,180,45,"time-trialist",382.014826073375,191.007413036687,3195,284.010968213361,1,434.321801482198
"1...971",16,180,45,"time-trialist",382.014826073375,191.007413036687,3420,282.015086208756,1,431.078682918162
"1...972",17,180,45,"time-trialist",382.014826073375,191.007413036687,3645,280.156252011419,1,428.044578238323
"1...973",18,180,45,"time-trialist",382.014826073375,191.007413036687,3870,278.416685735452,1,425.193852138625
"1...974",19,180,45,"time-trialist",382.014826073375,191.007413036687,4095,276.781866178408,1,422.505344919652
"1...975",20,180,45,"time-trialist",382.014826073375,191.007413036687,4320,275.239780104527,1,419.961383639073
"1...976",2,195,45,"time-trialist",382.014826073375,191.007413036687,285,383.700826407106,1,570.154791027143
"1...977",3,195,45,"time-trialist",382.014826073375,191.007413036687,525,348.651565786666,1,533.165215074995
"1...978",4,195,45,"time-trialist",382.014826073375,191.007413036687,765,331.783330085873,1,512.047637104674
"1...979",5,195,45,"time-trialist",382.014826073375,191.007413036687,1005,321.222191493813,1,497.724013156316
"1...980",6,195,45,"time-trialist",382.014826073375,191.007413036687,1245,313.607070946383,1,486.85087368636
"1...981",7,195,45,"time-trialist",382.014826073375,191.007413036687,1485,307.670617471635,1,478.067122248804
"1...982",8,195,45,"time-trialist",382.014826073375,191.007413036687,1725,302.810857387716,1,470.68698766102
"1...983",9,195,45,"time-trialist",382.014826073375,191.007413036687,1965,298.697935176279,1,464.316469595594
"1...984",10,195,45,"time-trialist",382.014826073375,191.007413036687,2205,295.132586636816,1,458.708104003637
"1...985",11,195,45,"time-trialist",382.014826073375,191.007413036687,2445,291.985603062981,1,453.696121958145
"1...986",12,195,45,"time-trialist",382.014826073375,191.007413036687,2685,289.168578420318,1,449.16393589799
"1...987",13,195,45,"time-trialist",382.014826073375,191.007413036687,2925,286.618423808522,1,445.026361865017
"1...988",14,195,45,"time-trialist",382.014826073375,191.007413036687,3165,284.288567595244,1,441.219224326643
"1...989",15,195,45,"time-trialist",382.014826073375,191.007413036687,3405,282.143662733008,1,437.692943205315
"1...990",16,195,45,"time-trialist",382.014826073375,191.007413036687,3645,280.156252011419,1,434.408400494283
"1...991",17,195,45,"time-trialist",382.014826073375,191.007413036687,3885,278.304583882179,1,431.334177202518
"1...992",18,195,45,"time-trialist",382.014826073375,191.007413036687,4125,276.571134139465,1,428.444648477491
"1...993",19,195,45,"time-trialist",382.014826073375,191.007413036687,4365,274.941576780081,1,425.718635199751
"1...994",20,195,45,"time-trialist",382.014826073375,191.007413036687,4605,273.404049865262,1,423.138427381509
"1...995",2,210,45,"time-trialist",382.014826073375,191.007413036687,300,382.014826073375,1,575.365501352942
"1...996",3,210,45,"time-trialist",382.014826073375,191.007413036687,555,345.948362912298,1,536.201618576286
"1...997",4,210,45,"time-trialist",382.014826073375,191.007413036687,810,329.475801333937,1,515.4239806206
"1...998",5,210,45,"time-trialist",382.014826073375,191.007413036687,1065,319.10982360125,1,501.208985750968
"1...999",6,210,45,"time-trialist",382.014826073375,191.007413036687,1320,311.60776694267,1,490.358109899966
"1...1000",7,210,45,"time-trialist",382.014826073375,191.007413036687,1575,305.743655508507,1,481.559211697527
"1...1001",8,210,45,"time-trialist",382.014826073375,191.007413036687,1830,300.933416815488,1,474.146504512941
"1...1002",9,210,45,"time-trialist",382.014826073375,191.007413036687,2085,296.856095682015,1,467.735185678338
"1...1003",10,210,45,"time-trialist",382.014826073375,191.007413036687,2340,293.317309674159,1,462.082372921029
"1...1004",11,210,45,"time-trialist",382.014826073375,191.007413036687,2595,290.190731276659,1,457.024700358261
"1...1005",12,210,45,"time-trialist",382.014826073375,191.007413036687,2850,287.389754454791,1,452.446878604824
"1...1006",13,210,45,"time-trialist",382.014826073375,191.007413036687,3105,284.852467186677,1,448.264430857609
"1...1007",14,210,45,"time-trialist",382.014826073375,191.007413036687,3360,282.533096508472,1,444.413559832377
"1...1008",15,210,45,"time-trialist",382.014826073375,191.007413036687,3615,280.396854480376,1,440.844875422338
"1...1009",16,210,45,"time-trialist",382.014826073375,191.007413036687,3870,278.416685735452,1,437.519339861641
"1...1010",17,210,45,"time-trialist",382.014826073375,191.007413036687,4125,276.571134139465,1,434.405549970941
"1...1011",18,210,45,"time-trialist",382.014826073375,191.007413036687,4380,274.842896960107,1,431.477859071535
"1...1012",19,210,45,"time-trialist",382.014826073375,191.007413036687,4635,273.217817111626,1,428.715044728643
"1...1013",20,210,45,"time-trialist",382.014826073375,191.007413036687,4890,271.684163458995,1,426.099342012417
"1...1014",2,225,45,"time-trialist",382.014826073375,191.007413036687,315,378.546383790588,1,577.254244895526
"1...1015",3,225,45,"time-trialist",382.014826073375,191.007413036687,585,343.463398980436,1,539.143572007405
"1...1016",4,225,45,"time-trialist",382.014826073375,191.007413036687,855,327.342730817594,1,518.658477769436
"1...1017",5,225,45,"time-trialist",382.014826073375,191.007413036687,1125,317.149130112099,1,504.528627987533
"1...1018",6,225,45,"time-trialist",382.014826073375,191.007413036687,1395,309.746501540108,1,493.687052618206
"1...1019",7,225,45,"time-trialist",382.014826073375,191.007413036687,1665,303.945800895337,1,484.865393247867
"1...1020",8,225,45,"time-trialist",382.014826073375,191.007413036687,1935,299.178855132478,1,477.415500542358
"1...1021",9,225,45,"time-trialist",382.014826073375,191.007413036687,2205,295.132586636816,1,470.960574568212
"1...1022",10,225,45,"time-trialist",382.014826073375,191.007413036687,2475,291.616922287244,1,465.26165304004
"1...1023",11,225,45,"time-trialist",382.014826073375,191.007413036687,2745,288.508072451963,1,460.157382363054
"1...1024",12,225,45,"time-trialist",382.014826073375,191.007413036687,3015,285.721013764778,1,455.533528756028
"1...1025",13,225,45,"time-trialist",382.014826073375,191.007413036687,3285,283.194867375152,1,451.306165832968
"1...1026",14,225,45,"time-trialist",382.014826073375,191.007413036687,3555,280.884560496223,1,447.411769923854
"1...1027",15,225,45,"time-trialist",382.014826073375,191.007413036687,3825,278.755794736771,1,443.801069136421
"1...1028",16,225,45,"time-trialist",382.014826073375,191.007413036687,4095,276.781866178408,1,440.435055621069
"1...1029",17,225,45,"time-trialist",382.014826073375,191.007413036687,4365,274.941576780081,1,437.28230604687
"1...1030",18,225,45,"time-trialist",382.014826073375,191.007413036687,4635,273.217817111626,1,434.317125799988
"1...1031",19,225,45,"time-trialist",382.014826073375,191.007413036687,4905,271.59657738044,1,431.518229923072
"1...1032",20,225,45,"time-trialist",382.014826073375,191.007413036687,5175,270.066240408467,1,428.867784257833
"1...1033",2,240,45,"time-trialist",382.014826073375,191.007413036687,330,375.358473531691,1,579.151646769796
"1...1034",3,240,45,"time-trialist",382.014826073375,191.007413036687,615,341.166753548912,1,541.993953886006
"1...1035",4,240,45,"time-trialist",382.014826073375,191.007413036687,900,325.360735609062,1,521.760779156029
"1...1036",5,240,45,"time-trialist",382.014826073375,191.007413036687,1185,315.320298626306,1,507.696277212738
"1...1037",6,240,45,"time-trialist",382.014826073375,191.007413036687,1470,308.005657955764,1,496.853244387673
"1...1038",7,240,45,"time-trialist",382.014826073375,191.007413036687,1755,302.260901415019,1,488.002618887415
"1...1039",8,240,45,"time-trialist",382.014826073375,191.007413036687,2040,297.532055490726,1,480.511870867117
"1...1040",9,240,45,"time-trialist",382.014826073375,191.007413036687,2325,293.513055573449,1,474.011182761086
"1...1041",10,240,45,"time-trialist",382.014826073375,191.007413036687,2610,290.017655568083,1,468.264950304939
"1...1042",11,240,45,"time-trialist",382.014826073375,191.007413036687,2895,286.924315241011,1,463.113502042004
"1...1043",12,240,45,"time-trialist",382.014826073375,191.007413036687,3180,284.149411650656,1,458.443455824568
"1...1044",13,240,45,"time-trialist",382.014826073375,191.007413036687,3465,281.632978822191,1,454.17130451013
"1...1045",14,240,45,"time-trialist",382.014826073375,191.007413036687,3750,279.33056182294,1,450.233710895279
"1...1046",15,240,45,"time-trialist",382.014826073375,191.007413036687,4035,277.208293746294,1,446.581461836495
"1...1047",16,240,45,"time-trialist",382.014826073375,191.007413036687,4320,275.239780104527,1,443.175537916051
"1...1048",17,240,45,"time-trialist",382.014826073375,191.007413036687,4605,273.404049865262,1,439.98446617421
"1...1049",18,240,45,"time-trialist",382.014826073375,191.007413036687,4890,271.684163458995,1,436.982482794337
"1...1050",19,240,45,"time-trialist",382.014826073375,191.007413036687,5175,270.066240408467,1,434.14822475751
"1...1051",2,255,45,"time-trialist",382.014826073375,191.007413036687,345,372.41488199882,1,581.049325931762
"1...1052",3,255,45,"time-trialist",382.014826073375,191.007413036687,645,339.033961583217,1,544.756068366541
"1...1053",4,255,45,"time-trialist",382.014826073375,191.007413036687,945,323.510678980618,1,524.739778927873
"1...1054",5,255,45,"time-trialist",382.014826073375,191.007413036687,1245,313.607070946383,1,510.723825035941
"1...1055",6,255,45,"time-trialist",382.014826073375,191.007413036687,1545,306.37073732484,1,499.870350431737
"1...1056",7,255,45,"time-trialist",382.014826073375,191.007413036687,1845,300.675627010699,1,490.985676533969
"1...1057",8,255,45,"time-trialist",382.014826073375,191.007413036687,2145,295.980511666793,1,483.451147329412
"1...1058",9,255,45,"time-trialist",382.014826073375,191.007413036687,2445,291.985603062981,1,476.903050384287
"1...1059",10,255,45,"time-trialist",382.014826073375,191.007413036687,2745,288.508072451963,1,471.108658885934
"1...1060",11,255,45,"time-trialist",382.014826073375,191.007413036687,3045,285.428384520361,1,465.909702563432
"1...1061",12,255,45,"time-trialist",382.014826073375,191.007413036687,3345,282.664162602486,1,461.193478145926
"1...1062",13,255,45,"time-trialist",382.014826073375,191.007413036687,3645,280.156252011419,1,456.876787160845
"1...1063",14,255,45,"time-trialist",382.014826073375,191.007413036687,3945,277.860746243949,1,452.89640576925
"1...1064",15,255,45,"time-trialist",382.014826073375,191.007413036687,4245,275.744160970482,1,449.203129952189
"1...1065",16,255,45,"time-trialist",382.014826073375,191.007413036687,4545,273.780375780169,1,445.757894297102
"1...1066",17,255,45,"time-trialist",382.014826073375,191.007413036687,4845,271.948620520298,1,442.529151901046
"1...1067",18,255,45,"time-trialist",382.014826073375,191.007413036687,5145,270.23210579515,1,439.491052319075
"1...1068",2,270,45,"time-trialist",382.014826073375,191.007413036687,360,369.685508112196,1,582.940819492085
"1...1069",3,270,45,"time-trialist",382.014826073375,191.007413036687,675,337.044806200433,1,547.433432060131
"1...1070",4,270,45,"time-trialist",382.014826073375,191.007413036687,990,321.776726180244,1,527.603644530204
"1...1071",5,270,45,"time-trialist",382.014826073375,191.007413036687,1305,311.995956536784,1,513.621897840367
"1...1072",6,270,45,"time-trialist",382.014826073375,191.007413036687,1620,304.829673978944,1,502.750437032079
"1...1073",7,270,45,"time-trialist",382.014826073375,191.007413036687,1935,299.178855132478,1,493.827535221645
"1...1074",8,270,45,"time-trialist",382.014826073375,191.007413036687,2250,294.51376405728,1,486.246891185258
"1...1075",9,270,45,"time-trialist",382.014826073375,191.007413036687,2565,290.540256745939,1,479.650138767599
"1...1076",10,270,45,"time-trialist",382.014826073375,191.007413036687,2880,287.078571188778,1,473.807015018296
"1...1077",11,270,45,"time-trialist",382.014826073375,191.007413036687,3195,284.010968213361,1,468.560410213772
"1...1078",12,270,45,"time-trialist",382.014826073375,191.007413036687,3510,281.256186020483,1,463.798152687681
"1...1079",13,270,45,"time-trialist",382.014826073375,191.007413036687,3825,278.755794736771,1,459.437258826795
"1...1080",14,270,45,"time-trialist",382.014826073375,191.007413036687,4140,276.466377267433,1,455.414556448156
"1...1081",15,270,45,"time-trialist",382.014826073375,191.007413036687,4455,274.354790327961,1,451.680808992689
"1...1082",16,270,45,"time-trialist",382.014826073375,191.007413036687,4770,272.395157592345,1,448.196876317356
"1...1083",17,270,45,"time-trialist",382.014826073375,191.007413036687,5085,270.566887641433,1,444.931117412421
"1...1084",18,270,45,"time-trialist",382.014826073375,191.007413036687,5400,268.853324581254,1,441.857580858848
"1...1085",2,285,45,"time-trialist",382.014826073375,191.007413036687,375,367.145113982902,1,584.821143195333
"1...1086",3,285,45,"time-trialist",382.014826073375,191.007413036687,705,335.182420394049,1,550.029633646757
"1...1087",4,285,45,"time-trialist",382.014826073375,191.007413036687,1035,320.1456441547,1,530.359862353938
"1...1088",5,285,45,"time-trialist",382.014826073375,191.007413036687,1365,310.475649072786,1,516.400015662677
"1...1089",6,285,45,"time-trialist",382.014826073375,191.007413036687,1695,303.372326808902,1,505.504203117385
"1...1090",7,285,45,"time-trialist",382.014826073375,191.007413036687,2025,297.761213316469,1,496.53962593379
"1...1091",8,285,45,"time-trialist",382.014826073375,191.007413036687,2355,293.122979143606,1,488.91100873053
"1...1092",9,285,45,"time-trialist",382.014826073375,191.007413036687,2685,289.168578420318,1,482.26467147101
"1...1093",10,285,45,"time-trialist",382.014826073375,191.007413036687,3015,285.721013764778,1,476.372457053831
"1...1094",11,285,45,"time-trialist",382.014826073375,191.007413036687,3345,282.664162602486,1,471.078208982882
"1...1095",12,285,45,"time-trialist",382.014826073375,191.007413036687,3675,279.917765175966,1,466.270160912947
"1...1096",13,285,45,"time-trialist",382.014826073375,191.007413036687,4005,277.424042282221,1,461.865464041449
"1...1097",14,285,45,"time-trialist",382.014826073375,191.007413036687,4335,275.140015690132,1,457.800945458339
"1...1098",15,285,45,"time-trialist",382.014826073375,191.007413036687,4665,273.03284763017,1,454.027300895028
"1...1099",16,285,45,"time-trialist",382.014826073375,191.007413036687,4995,271.076880227431,1,450.505291372844
"1...1100",17,285,45,"time-trialist",382.014826073375,191.007413036687,5325,269.251681884578,1,447.203164978854
"1...1101",2,300,45,"time-trialist",382.014826073375,191.007413036687,390,364.772372114798,1,586.686462064514
"1...1102",3,300,45,"time-trialist",382.014826073375,191.007413036687,735,333.432608986284,1,552.548242131585
"1...1103",4,300,45,"time-trialist",382.014826073375,191.007413036687,1080,318.606274312925,1,533.015289952938
"1...1104",5,300,45,"time-trialist",382.014826073375,191.007413036687,1425,309.036586931514,1,519.066730512551
"1...1105",6,300,45,"time-trialist",382.014826073375,191.007413036687,1770,301.990095518328,1,508.14117331768
"1...1106",7,300,45,"time-trialist",382.014826073375,191.007413036687,2115,296.414733432289,1,499.132071457311
"1...1107",8,300,45,"time-trialist",382.014826073375,191.007413036687,2460,291.800631011274,1,491.45400699704
"1...1108",9,300,45,"time-trialist",382.014826073375,191.007413036687,2805,287.863365932606,1,484.757408741429
"1...1109",10,300,45,"time-trialist",382.014826073375,191.007413036687,3150,284.42844349517,1,478.815913890715
"1...1110",11,300,45,"time-trialist",382.014826073375,191.007413036687,3495,281.381202332586,1,473.47413960927
"1...1111",12,300,45,"time-trialist",382.014826073375,191.007413036687,3840,278.642287228926,1,468.620616014249
"1...1112",13,300,45,"time-trialist",382.014826073375,191.007413036687,4185,276.15450566065,1,464.172560454413
"1...1113",14,300,45,"time-trialist",382.014826073375,191.007413036687,4530,273.875274684876,1,460.066754604201
"1...1114",15,300,45,"time-trialist",382.014826073375,191.007413036687,4875,271.772031446089,1,456.25379665982
"1...1115",16,300,45,"time-trialist",382.014826073375,191.007413036687,5220,269.819314462504,1,452.694328500042
"1...1116",2,15,60,"time-trialist",382.014826073375,191.007413036687,135,421.793305843176,1,450.184104343622
"1...1117",3,15,60,"time-trialist",382.014826073375,191.007413036687,210,395.774168846288,1,427.174776339319
"1...1118",4,15,60,"time-trialist",382.014826073375,191.007413036687,285,383.700826407106,1,415.963564154981
"1...1119",5,15,60,"time-trialist",382.014826073375,191.007413036687,360,369.685508112196,1,401.344849321957
"1...1120",6,15,60,"time-trialist",382.014826073375,191.007413036687,435,358.491075168214,1,389.371979565881
"1...1121",7,15,60,"time-trialist",382.014826073375,191.007413036687,510,350.096242360793,1,380.301340131129
"1...1122",8,15,60,"time-trialist",382.014826073375,191.007413036687,585,343.463398980436,1,373.078526809211
