"","Nrep","rest","interval_duration","niveau_endurance","PAM","rest_power","duration","PC","P_coggan"
"2178",18,90,75,"moyenne",331.614571833768,165.807285916884,2880,241.689054258679,283.092762675245
"2179",19,90,75,"moyenne",331.614571833768,165.807285916884,3045,240.26010236429,281.295109768709
"2180",20,90,75,"moyenne",331.614571833768,165.807285916884,3210,238.916046286484,279.593890080628
"2181",21,90,75,"moyenne",331.614571833768,165.807285916884,3375,237.647304453151,277.978829492843
"2182",22,90,75,"moyenne",331.614571833768,165.807285916884,3540,236.445828423483,276.441227538977
"2183",23,90,75,"moyenne",331.614571833768,165.807285916884,3705,235.304793528554,274.9736505281
"2184",24,90,75,"moyenne",331.614571833768,165.807285916884,3870,234.218363482976,273.569696073896
"2185",25,90,75,"moyenne",331.614571833768,165.807285916884,4035,233.181508792726,272.223809979915
"2186",1,105,75,"moyenne",331.614571833768,165.807285916884,75,447.408947063714,447.408947063714
"2187",2,105,75,"moyenne",331.614571833768,165.807285916884,255,338.257392774418,383.92579277967
"2188",3,105,75,"moyenne",331.614571833768,165.807285916884,435,307.902946650221,359.327825398373
"2189",4,105,75,"moyenne",331.614571833768,165.807285916884,615,290.957508878845,343.351423026942
"2190",5,105,75,"moyenne",331.614571833768,165.807285916884,795,280.538772761663,332.921505584416
"2191",6,105,75,"moyenne",331.614571833768,165.807285916884,975,273.183652258481,325.210265793393
"2192",7,105,75,"moyenne",331.614571833768,165.807285916884,1155,267.556367136221,319.091406675862
"2193",8,105,75,"moyenne",331.614571833768,165.807285916884,1335,263.021426522187,314.012977095196
"2194",9,105,75,"moyenne",331.614571833768,165.807285916884,1515,259.232924567401,309.666224062755
"2195",10,105,75,"moyenne",331.614571833768,165.807285916884,1695,255.983987600905,305.861810118949
"2196",11,105,75,"moyenne",331.614571833768,165.807285916884,1875,253.141970080466,302.475521576095
"2197",12,105,75,"moyenne",331.614571833768,165.807285916884,2055,250.617141822035,299.421556584596
"2198",13,105,75,"moyenne",331.614571833768,165.807285916884,2235,248.346172391321,296.638189841881
"2199",14,105,75,"moyenne",331.614571833768,165.807285916884,2415,246.282799001923,294.079537230367
"2200",15,105,75,"moyenne",331.614571833768,165.807285916884,2595,244.392251765611,291.710558032019
"2201",16,105,75,"moyenne",331.614571833768,165.807285916884,2775,242.647767056564,289.503881949247
"2202",17,105,75,"moyenne",331.614571833768,165.807285916884,2955,241.028321193783,287.437717130267
"2203",18,105,75,"moyenne",331.614571833768,165.807285916884,3135,239.517108211305,285.494425976811
"2204",19,105,75,"moyenne",331.614571833768,165.807285916884,3315,238.100488108514,283.659528488831
"2205",20,105,75,"moyenne",331.614571833768,165.807285916884,3495,236.767242073232,281.920987917078
"2206",21,105,75,"moyenne",331.614571833768,165.807285916884,3675,235.508033567989,280.268687914985
"2207",22,105,75,"moyenne",331.614571833768,165.807285916884,3855,234.315010853143,278.694042704923
"2208",23,105,75,"moyenne",331.614571833768,165.807285916884,4035,233.181508792726,277.189701595651
"2209",24,105,75,"moyenne",331.614571833768,165.807285916884,4215,232.101821703316,275.749321691506
"2210",25,105,75,"moyenne",331.614571833768,165.807285916884,4395,231.071027923494,274.367390722455
"2211",1,120,75,"moyenne",331.614571833768,165.807285916884,75,447.408947063714,447.408947063714
"2212",2,120,75,"moyenne",331.614571833768,165.807285916884,270,335.796294093084,386.355382077999
"2213",3,120,75,"moyenne",331.614571833768,165.807285916884,465,304.319795733856,360.656443599125
"2214",4,120,75,"moyenne",331.614571833768,165.807285916884,660,287.939738099878,345.296506950974
"2215",5,120,75,"moyenne",331.614571833768,165.807285916884,855,277.835000996378,335.158344251972
"2216",6,120,75,"moyenne",331.614571833768,165.807285916884,1050,270.674854624842,327.593036671213
"2217",7,120,75,"moyenne",331.614571833768,165.807285916884,1245,265.178366757588,321.545427546964
"2218",8,120,75,"moyenne",331.614571833768,165.807285916884,1440,260.736195428549,316.496471028652
"2219",9,120,75,"moyenne",331.614571833768,165.807285916884,1635,257.016300707681,312.154351093638
"2220",10,120,75,"moyenne",331.614571833768,165.807285916884,1830,253.819777826849,308.33915754823
"2221",11,120,75,"moyenne",331.614571833768,165.807285916884,2025,251.018856324693,304.932243965569
"2222",12,120,75,"moyenne",331.614571833768,165.807285916884,2220,248.526940585683,301.851250668991
"2223",13,120,75,"moyenne",331.614571833768,165.807285916884,2415,246.282799001923,299.036659086511
"2224",14,120,75,"moyenne",331.614571833768,165.807285916884,2610,244.241622181031,296.44404119466
"2225",15,120,75,"moyenne",331.614571833768,165.807285916884,2805,242.369675629544,294.039339420042
"2226",16,120,75,"moyenne",331.614571833768,165.807285916884,3000,240.640951425757,291.795859454523
"2227",17,120,75,"moyenne",331.614571833768,165.807285916884,3195,239.034989128182,289.692280801107
"2228",18,120,75,"moyenne",331.614571833768,165.807285916884,3390,237.535410308645,287.711297904014
"2229",19,120,75,"moyenne",331.614571833768,165.807285916884,3585,236.12890476434,285.838666203669
"2230",20,120,75,"moyenne",331.614571833768,165.807285916884,3780,234.80451174576,284.062516348909
"2231",21,120,75,"moyenne",331.614571833768,165.807285916884,3975,233.553099239888,282.37285082474
"2232",22,120,75,"moyenne",331.614571833768,165.807285916884,4170,232.366979470505,280.761167630873
"2233",23,120,75,"moyenne",331.614571833768,165.807285916884,4365,231.239620117732,279.220174317482
"2234",24,120,75,"moyenne",331.614571833768,165.807285916884,4560,230.165424101384,277.743567489856
"2235",25,120,75,"moyenne",331.614571833768,165.807285916884,4755,229.139559330388,276.325860547833
"2236",1,135,75,"moyenne",331.614571833768,165.807285916884,75,447.408947063714,447.408947063714
"2237",2,135,75,"moyenne",331.614571833768,165.807285916884,285,333.595122017372,388.797207716087
"2238",3,135,75,"moyenne",331.614571833768,165.807285916884,495,301.111476342445,362.031891816026
"2239",4,135,75,"moyenne",331.614571833768,165.807285916884,705,285.230295503619,347.212963776089
"2240",5,135,75,"moyenne",331.614571833768,165.807285916884,915,275.398334586777,337.322503030573
"2241",6,135,75,"moyenne",331.614571833768,165.807285916884,1125,268.406023844203,329.875547752033
"2242",7,135,75,"moyenne",331.614571833768,165.807285916884,1335,263.021426522187,323.880953714205
"2243",8,135,75,"moyenne",331.614571833768,165.807285916884,1545,258.658244445777,318.848924501367
"2244",9,135,75,"moyenne",331.614571833768,165.807285916884,1755,254.996548798547,314.502554842189
"2245",10,135,75,"moyenne",331.614571833768,165.807285916884,1965,251.844350760188,310.670163579885
"2246",11,135,75,"moyenne",331.614571833768,165.807285916884,2175,249.078090108999,307.237924619287
"2247",12,135,75,"moyenne",331.614571833768,165.807285916884,2385,246.613867746799,304.126434367604
"2248",13,135,75,"moyenne",331.614571833768,165.807285916884,2595,244.392251765611,301.278053180941
"2249",14,135,75,"moyenne",331.614571833768,165.807285916884,2805,242.369675629544,298.649581381242
"2250",15,135,75,"moyenne",331.614571833768,165.807285916884,3015,240.513288168331,296.207782257517
"2251",16,135,75,"moyenne",331.614571833768,165.807285916884,3225,238.79772483861,293.92651932826
"2252",17,135,75,"moyenne",331.614571833768,165.807285916884,3435,237.203003837009,291.784855789698
"2253",18,135,75,"moyenne",331.614571833768,165.807285916884,3645,235.713109451893,289.765752027471
"2254",19,135,75,"moyenne",331.614571833768,165.807285916884,3855,234.315010853143,287.85514836236
"2255",20,135,75,"moyenne",331.614571833768,165.807285916884,4065,232.997965593484,286.041303678302
"2256",21,135,75,"moyenne",331.614571833768,165.807285916884,4275,231.753014450397,284.314308616532
"2257",22,135,75,"moyenne",331.614571833768,165.807285916884,4485,230.572608004668,282.665720687185
"2258",23,135,75,"moyenne",331.614571833768,165.807285916884,4695,229.450325884527,281.088286313732
"2259",24,135,75,"moyenne",331.614571833768,165.807285916884,4905,228.380662452403,279.57572602115
"2260",25,135,75,"moyenne",331.614571833768,165.807285916884,5115,227.358860958694,278.122566255002
"2261",1,150,75,"moyenne",331.614571833768,165.807285916884,75,447.408947063714,447.408947063714
"2262",2,150,75,"moyenne",331.614571833768,165.807285916884,300,331.614571833768,391.240705971635
"2263",3,150,75,"moyenne",331.614571833768,165.807285916884,525,298.21538279815,363.435393785352
"2264",4,150,75,"moyenne",331.614571833768,165.807285916884,750,282.776866287912,349.093488262332
"2265",5,150,75,"moyenne",331.614571833768,165.807285916884,975,273.183652258481,339.414108528701
"2266",6,150,75,"moyenne",331.614571833768,165.807285916884,1200,266.33705680383,332.062885951682
"2267",7,150,75,"moyenne",331.614571833768,165.807285916884,1425,261.049064549018,326.10651990445
"2268",8,150,75,"moyenne",331.614571833768,165.807285916884,1650,256.75379557737,321.081353323752
"2269",9,150,75,"moyenne",331.614571833768,165.807285916884,1875,253.141970080466,316.723686786889
"2270",10,150,75,"moyenne",331.614571833768,165.807285916884,2100,250.027646500156,312.869067934977
"2271",11,150,75,"moyenne",331.614571833768,165.807285916884,2325,247.290930299618,309.40787136681
"2272",12,150,75,"moyenne",331.614571833768,165.807285916884,2550,244.850262081434,306.263248405957
"2273",13,150,75,"moyenne",331.614571833768,165.807285916884,2775,242.647767056564,303.379169016577
"2274",14,150,75,"moyenne",331.614571833768,165.807285916884,3000,240.640951425757,300.713475505198
"2275",15,150,75,"moyenne",331.614571833768,165.807285916884,3225,238.79772483861,298.23361972842
"2276",16,150,75,"moyenne",331.614571833768,165.807285916884,3450,237.093275880879,295.913927044494
"2277",17,150,75,"moyenne",331.614571833768,165.807285916884,3675,235.508033567989,293.733773376516
"2278",18,150,75,"moyenne",331.614571833768,165.807285916884,3900,234.026293046087,291.676331718954
"2279",19,150,75,"moyenne",331.614571833768,165.807285916884,4125,232.635262588348,289.727686615322
"2280",20,150,75,"moyenne",331.614571833768,165.807285916884,4350,231.324386348209,287.876193797487
"2281",21,150,75,"moyenne",331.614571833768,165.807285916884,4575,230.084852628689,286.112007561733
"2282",22,150,75,"moyenne",331.614571833768,165.807285916884,4800,228.909230008272,284.426725613424
"2283",23,150,75,"moyenne",331.614571833768,165.807285916884,5025,227.791193491865,282.813117888527
"2284",24,150,75,"moyenne",331.614571833768,165.807285916884,5250,226.725315272645,281.264916520125
"2285",1,165,75,"moyenne",331.614571833768,165.807285916884,75,447.408947063714,447.408947063714
"2286",2,165,75,"moyenne",331.614571833768,165.807285916884,315,328.077333634854,391.52174484765
"2287",3,165,75,"moyenne",331.614571833768,165.807285916884,555,295.58244689137,364.85326872103
"2288",4,165,75,"moyenne",331.614571833768,165.807285916884,795,280.538772761663,350.933704855251
"2289",5,165,75,"moyenne",331.614571833768,165.807285916884,1035,271.155939940061,341.434667227196
"2290",6,165,75,"moyenne",331.614571833768,165.807285916884,1275,264.436823500229,334.160428236312
"2291",7,165,75,"moyenne",331.614571833768,165.807285916884,1515,259.232924567401,328.230166011548
"2292",8,165,75,"moyenne",331.614571833768,165.807285916884,1755,254.996548798547,323.203697559567
"2293",9,165,75,"moyenne",331.614571833768,165.807285916884,1995,251.427837343005,318.829082148709
"2294",10,165,75,"moyenne",331.614571833768,165.807285916884,2235,248.346172391321,314.94825313971
"2295",11,165,75,"moyenne",331.614571833768,165.807285916884,2475,245.634874332221,311.45526645878
"2296",12,165,75,"moyenne",331.614571833768,165.807285916884,2715,243.21442951649,308.275493676765
"2297",13,165,75,"moyenne",331.614571833768,165.807285916884,2955,241.028321193783,305.354290619371
"2298",14,165,75,"moyenne",331.614571833768,165.807285916884,3195,239.034989128182,302.650387337051
"2299",15,165,75,"moyenne",331.614571833768,165.807285916884,3435,237.203003837009,300.131815148529
"2300",16,165,75,"moyenne",331.614571833768,165.807285916884,3675,235.508033567989,297.773282358852
"2301",17,165,75,"moyenne",331.614571833768,165.807285916884,3915,233.930863057462,295.554419483181
"2302",18,165,75,"moyenne",331.614571833768,165.807285916884,4155,232.456056252593,293.458568579074
"2303",19,165,75,"moyenne",331.614571833768,165.807285916884,4395,231.071027923494,291.471925325709
"2304",20,165,75,"moyenne",331.614571833768,165.807285916884,4635,229.765383192011,289.582916845689
"2305",21,165,75,"moyenne",331.614571833768,165.807285916884,4875,228.530437485212,287.781741286387
"2306",22,165,75,"moyenne",331.614571833768,165.807285916884,5115,227.358860958694,286.060020991467
"2307",23,165,75,"moyenne",331.614571833768,165.807285916884,5355,226.244410643216,284.410537082941
"2308",1,180,75,"moyenne",331.614571833768,165.807285916884,75,447.408947063714,447.408947063714
"2309",2,180,75,"moyenne",331.614571833768,165.807285916884,330,324.837470612731,391.900135909561
"2310",3,180,75,"moyenne",331.614571833768,165.807285916884,585,293.173639914741,366.275478490833
"2311",4,180,75,"moyenne",331.614571833768,165.807285916884,840,278.483867386929,352.731194023672
"2312",5,180,75,"moyenne",331.614571833768,165.807285916884,1095,269.287559904467,343.386472423735
"2313",6,180,75,"moyenne",331.614571833768,165.807285916884,1350,262.680733965279,336.173529658184
"2314",7,180,75,"moyenne",331.614571833768,165.807285916884,1605,257.550573472507,330.259333840876
"2315",8,180,75,"moyenne",331.614571833768,165.807285916884,1860,253.365659937805,325.22487621472
"2316",9,180,75,"moyenne",331.614571833768,165.807285916884,2115,249.83451610994,320.828736524249
"2317",10,180,75,"moyenne",331.614571833768,165.807285916884,2370,246.781240012437,316.918517029347
"2318",11,180,75,"moyenne",331.614571833768,165.807285916884,2625,244.091990244312,313.391515636244
"2319",12,180,75,"moyenne",331.614571833768,165.807285916884,2880,241.689054258679,310.175042283934
"2320",13,180,75,"moyenne",331.614571833768,165.807285916884,3135,239.517108211305,307.215650935733
"2321",14,180,75,"moyenne",331.614571833768,165.807285916884,3390,237.535410308645,304.472830440254
"2322",15,180,75,"moyenne",331.614571833768,165.807285916884,3645,235.713109451893,301.915100675205
"2323",16,180,75,"moyenne",331.614571833768,165.807285916884,3900,234.026293046087,299.51748737768
"2324",17,180,75,"moyenne",331.614571833768,165.807285916884,4155,232.456056252593,297.25982753511
"2325",18,180,75,"moyenne",331.614571833768,165.807285916884,4410,230.987197299245,295.125596341435
"2326",19,180,75,"moyenne",331.614571833768,165.807285916884,4665,229.607310727474,293.101073403603
"2327",20,180,75,"moyenne",331.614571833768,165.807285916884,4920,228.306141645029,291.174736371925
"2328",21,180,75,"moyenne",331.614571833768,165.807285916884,5175,227.075115921954,289.336811071445
"2329",1,195,75,"moyenne",331.614571833768,165.807285916884,75,447.408947063714,447.408947063714
"2330",2,195,75,"moyenne",331.614571833768,165.807285916884,345,321.856085548983,392.358506947915
"2331",3,195,75,"moyenne",331.614571833768,165.807285916884,615,290.957508878845,367.694627024832
"2332",4,195,75,"moyenne",331.614571833768,165.807285916884,885,276.58637615179,354.484851609466
"2333",5,195,75,"moyenne",331.614571833768,165.807285916884,1155,267.556367136221,345.272237980474
"2334",6,195,75,"moyenne",331.614571833768,165.807285916884,1425,261.049064549018,338.107355826168
"2335",7,195,75,"moyenne",331.614571833768,165.807285916884,1695,255.983987600905,332.20084536603
"2336",8,195,75,"moyenne",331.614571833768,165.807285916884,1965,251.844350760188,327.152874877197
"2337",9,195,75,"moyenne",331.614571833768,165.807285916884,2235,248.346172391321,322.731477408506
"2338",10,195,75,"moyenne",331.614571833768,165.807285916884,2505,245.317751418779,318.789309842588
"2339",11,195,75,"moyenne",331.614571833768,165.807285916884,2775,242.647767056564,315.226537326231
"2340",12,195,75,"moyenne",331.614571833768,165.807285916884,3045,240.26010236429,311.972168710934
"2341",13,195,75,"moyenne",331.614571833768,165.807285916884,3315,238.100488108514,308.973797209513
"2342",14,195,75,"moyenne",331.614571833768,165.807285916884,3585,236.12890476434,306.191561703032
"2343",15,195,75,"moyenne",331.614571833768,165.807285916884,3855,234.315010853143,303.594394203027
"2344",16,195,75,"moyenne",331.614571833768,165.807285916884,4125,232.635262588348,301.157582975509
"2345",17,195,75,"moyenne",331.614571833768,165.807285916884,4395,231.071027923494,298.861131283892
"2346",18,195,75,"moyenne",331.614571833768,165.807285916884,4665,229.607310727474,296.688617544905
"2347",19,195,75,"moyenne",331.614571833768,165.807285916884,4935,228.23186316857,294.626382714364
"2348",20,195,75,"moyenne",331.614571833768,165.807285916884,5205,226.934552974772,292.662937716042
"2349",1,210,75,"moyenne",331.614571833768,165.807285916884,75,447.408947063714,447.408947063714
"2350",2,210,75,"moyenne",331.614571833768,165.807285916884,360,319.100880383988,392.8827421031
"2351",3,210,75,"moyenne",331.614571833768,165.807285916884,645,288.90840654126,369.105258554185
"2352",4,210,75,"moyenne",331.614571833768,165.807285916884,930,274.825368753978,356.194460138954
"2353",5,210,75,"moyenne",331.614571833768,165.807285916884,1215,265.944380090765,347.094870645165
"2354",6,210,75,"moyenne",331.614571833768,165.807285916884,1500,259.52577918789,339.966798347663
"2355",7,210,75,"moyenne",331.614571833768,165.807285916884,1785,254.518487156368,334.060922053886
"2356",8,210,75,"moyenne",331.614571833768,165.807285916884,2070,250.418930179536,328.994842384712
"2357",9,210,75,"moyenne",331.614571833768,165.807285916884,2355,246.94986192372,324.545119807766
"2358",10,210,75,"moyenne",331.614571833768,165.807285916884,2640,243.943342788346,320.568935667347
"2359",11,210,75,"moyenne",331.614571833768,165.807285916884,2925,241.290302707552,316.969000329248
"2360",12,210,75,"moyenne",331.614571833768,165.807285916884,3210,238.916046286484,313.675816571403
"2361",13,210,75,"moyenne",331.614571833768,165.807285916884,3495,236.767242073232,310.637881313847
"2362",14,210,75,"moyenne",331.614571833768,165.807285916884,3780,234.80451174576,307.815890991427
"2363",15,210,75,"moyenne",331.614571833768,165.807285916884,4065,232.997965593484,305.179124976455
"2364",16,210,75,"moyenne",331.614571833768,165.807285916884,4350,231.324386348209,302.703087678933
"2365",17,210,75,"moyenne",331.614571833768,165.807285916884,4635,229.765383192011,300.367914786707
"2366",18,210,75,"moyenne",331.614571833768,165.807285916884,4920,228.306141645029,298.157262829312
"2367",19,210,75,"moyenne",331.614571833768,165.807285916884,5205,226.934552974772,296.057515221829
"2368",1,225,75,"moyenne",331.614571833768,165.807285916884,75,447.408947063714,447.408947063714
"2369",2,225,75,"moyenne",331.614571833768,165.807285916884,375,316.54480604663,393.46128467597
"2370",3,225,75,"moyenne",331.614571833768,165.807285916884,675,287.005197241193,370.503357507416
"2371",4,225,75,"moyenne",331.614571833768,165.807285916884,975,273.183652258481,357.860397937545
"2372",5,225,75,"moyenne",331.614571833768,165.807285916884,1275,264.436823500229,348.85732858933
"2373",6,225,75,"moyenne",331.614571833768,165.807285916884,1575,258.097681829154,341.756438178161
"2374",7,225,75,"moyenne",331.614571833768,165.807285916884,1875,253.141970080466,335.845223567279
"2375",8,225,75,"moyenne",331.614571833768,165.807285916884,2175,249.078090108999,330.757185234165
"2376",9,225,75,"moyenne",331.614571833768,165.807285916884,2475,245.634874332221,326.276602861465
"2377",10,225,75,"moyenne",331.614571833768,165.807285916884,2775,242.647767056564,322.264721720198
"2378",11,225,75,"moyenne",331.614571833768,165.807285916884,3075,240.009717900654,318.626518802799
"2379",12,225,75,"moyenne",331.614571833768,165.807285916884,3375,237.647304453151,315.293814113739
"2380",13,225,75,"moyenne",331.614571833768,165.807285916884,3675,235.508033567989,312.215891832672
"2381",14,225,75,"moyenne",331.614571833768,165.807285916884,3975,233.553099239888,309.353926752005
"2382",15,225,75,"moyenne",331.614571833768,165.807285916884,4275,231.753014450397,306.677490309078
"2383",16,225,75,"moyenne",331.614571833768,165.807285916884,4575,230.084852628689,304.162263584071
"2384",17,225,75,"moyenne",331.614571833768,165.807285916884,4875,228.530437485212,301.788485973203
"2385",18,225,75,"moyenne",331.614571833768,165.807285916884,5175,227.075115921954,299.539870887915
"2386",1,240,75,"moyenne",331.614571833768,165.807285916884,75,447.408947063714,447.408947063714
"2387",2,240,75,"moyenne",331.614571833768,165.807285916884,390,314.165032032959,394.084609479241
"2388",3,240,75,"moyenne",331.614571833768,165.807285916884,705,285.230295503619,371.885987042355
"2389",4,240,75,"moyenne",331.614571833768,165.807285916884,1020,271.64695704768,359.483439503331
"2390",5,240,75,"moyenne",331.614571833768,165.807285916884,1335,263.021426522187,350.562534362621
"2391",6,240,75,"moyenne",331.614571833768,165.807285916884,1650,256.75379557737,343.480536498937
"2392",7,240,75,"moyenne",331.614571833768,165.807285916884,1965,251.844350760188,337.558894181577
"2393",8,240,75,"moyenne",331.614571833768,165.807285916884,2280,247.812389183139,332.445654790236
"2394",9,240,75,"moyenne",331.614571833768,165.807285916884,2595,244.392251765611,327.932107795068
"2395",10,240,75,"moyenne",331.614571833768,165.807285916884,2910,241.422440248721,323.883159970832
"2396",11,240,75,"moyenne",331.614571833768,165.807285916884,3225,238.79772483861,320.205812433778
"2397",12,240,75,"moyenne",331.614571833768,165.807285916884,3540,236.445828423483,316.833049136685
"2398",13,240,75,"moyenne",331.614571833768,165.807285916884,3855,234.315010853143,313.714840833485
"2399",14,240,75,"moyenne",331.614571833768,165.807285916884,4170,232.366979470505,310.81277241214
"2400",15,240,75,"moyenne",331.614571833768,165.807285916884,4485,230.572608004668,308.09665986132
"2401",16,240,75,"moyenne",331.614571833768,165.807285916884,4800,228.909230008272,305.542327118871
"2402",17,240,75,"moyenne",331.614571833768,165.807285916884,5115,227.358860958694,303.130092770363
"2403",1,255,75,"moyenne",331.614571833768,165.807285916884,75,447.408947063714,447.408947063714
"2404",2,255,75,"moyenne",331.614571833768,165.807285916884,405,311.94215042744,394.744818637851
"2405",3,255,75,"moyenne",331.614571833768,165.807285916884,735,283.568941526044,373.251024479463
"2406",4,255,75,"moyenne",331.614571833768,165.807285916884,1065,270.203328434912,361.064617295826
"2407",5,255,75,"moyenne",331.614571833768,165.807285916884,1395,261.687899691573,352.213322558654
"2408",6,255,75,"moyenne",331.614571833768,165.807285916884,1725,255.4849002964,345.14304111474
"2409",7,255,75,"moyenne",331.614571833768,165.807285916884,2055,250.617141822035,339.206610711904
"2410",8,255,75,"moyenne",331.614571833768,165.807285916884,2385,246.613867746799,334.065425530709
"2411",9,255,75,"moyenne",331.614571833768,165.807285916884,2715,243.21442951649,329.517158899309
"2412",10,255,75,"moyenne",331.614571833768,165.807285916884,3045,240.26010236429,325.430025544836
"2413",11,255,75,"moyenne",331.614571833768,165.807285916884,3375,237.647304453151,321.712838433808
"2414",12,255,75,"moyenne",331.614571833768,165.807285916884,3705,235.304793528554,318.299611742254
"2415",13,255,75,"moyenne",331.614571833768,165.807285916884,4035,233.181508792726,315.140915233783
"2416",14,255,75,"moyenne",331.614571833768,165.807285916884,4365,231.239620117732,312.198684707945
"2417",15,255,75,"moyenne",331.614571833768,165.807285916884,4695,229.450325884527,309.442939636279
"2418",16,255,75,"moyenne",331.614571833768,165.807285916884,5025,227.791193491865,306.849617679656
"2419",17,255,75,"moyenne",331.614571833768,165.807285916884,5355,226.244410643216,304.399095554039
"2420",1,270,75,"moyenne",331.614571833768,165.807285916884,75,447.408947063714,447.408947063714
"2421",2,270,75,"moyenne",331.614571833768,165.807285916884,420,309.859554194281,395.435328527685
"2422",3,270,75,"moyenne",331.614571833768,165.807285916884,765,282.008648011446,374.596965479848
"2423",4,270,75,"moyenne",331.614571833768,165.807285916884,1110,268.842665520356,362.605125438031
"2424",5,270,75,"moyenne",331.614571833768,165.807285916884,1455,260.427539364367,353.812409773748
"2425",6,270,75,"moyenne",331.614571833768,165.807285916884,1800,254.283183026765,346.747601235218
"2426",7,270,75,"moyenne",331.614571833768,165.807285916884,2145,249.453137775073,340.792628757449
"2427",8,270,75,"moyenne",331.614571833768,165.807285916884,2490,245.475756318448,335.621164129469
"2428",9,270,75,"moyenne",331.614571833768,165.807285916884,2835,242.094963572591,331.036709655555
"2429",10,270,75,"moyenne",331.614571833768,165.807285916884,3180,239.154559972598,326.910475852352
"2430",11,270,75,"moyenne",331.614571833768,165.807285916884,3525,236.552461105414,323.152900768521
"2431",12,270,75,"moyenne",331.614571833768,165.807285916884,3870,234.218363482976,319.698911524455
"2432",13,270,75,"moyenne",331.614571833768,165.807285916884,4215,232.101821703316,316.499600334426
"2433",14,270,75,"moyenne",331.614571833768,165.807285916884,4560,230.165424101384,313.517202321122
"2434",15,270,75,"moyenne",331.614571833768,165.807285916884,4905,228.380662452403,310.721904750447
"2435",16,270,75,"moyenne",331.614571833768,165.807285916884,5250,226.725315272645,308.089733767444
"2436",1,285,75,"moyenne",331.614571833768,165.807285916884,75,447.408947063714,447.408947063714
"2437",2,285,75,"moyenne",331.614571833768,165.807285916884,435,307.902946650221,396.150624860337
"2438",3,285,75,"moyenne",331.614571833768,165.807285916884,795,280.538772761663,375.922777650651
"2439",4,285,75,"moyenne",331.614571833768,165.807285916884,1155,267.556367136221,364.106252371271
"2440",5,285,75,"moyenne",331.614571833768,165.807285916884,1515,259.232924567401,355.362378919554
"2441",6,285,75,"moyenne",331.614571833768,165.807285916884,1875,253.141970080466,348.297586387546
"2442",7,285,75,"moyenne",331.614571833768,165.807285916884,2235,248.346172391321,342.320825736182
"2443",8,285,75,"moyenne",331.614571833768,165.807285916884,2595,244.392251765611,337.117089907307
"2444",9,285,75,"moyenne",331.614571833768,165.807285916884,2955,241.028321193783,332.495216121956
"2445",10,285,75,"moyenne",331.614571833768,165.807285916884,3315,238.100488108514,328.329133801022
"2446",11,285,75,"moyenne",331.614571833768,165.807285916884,3675,235.508033567989,324.530740971262
"2447",12,285,75,"moyenne",331.614571833768,165.807285916884,4035,233.181508792726,321.0357743466
"2448",13,285,75,"moyenne",331.614571833768,165.807285916884,4395,231.071027923494,317.795781329077
"2449",14,285,75,"moyenne",331.614571833768,165.807285916884,4755,229.139559330388,314.773251176285
"2450",15,285,75,"moyenne",331.614571833768,165.807285916884,5115,227.358860958694,311.93850778287
"2451",1,300,75,"moyenne",331.614571833768,165.807285916884,75,447.408947063714,447.408947063714
"2452",2,300,75,"moyenne",331.614571833768,165.807285916884,450,306.059950830487,396.88606932096
"2453",3,300,75,"moyenne",331.614571833768,165.807285916884,825,279.150184811669,377.227790122351
"2454",4,300,75,"moyenne",331.614571833768,165.807285916884,1200,266.33705680383,365.569333718926
"2455",5,300,75,"moyenne",331.614571833768,165.807285916884,1575,258.097681829154,356.865672754467
"2456",6,300,75,"moyenne",331.614571833768,165.807285916884,1950,252.055519175966,349.796106937676
"2457",7,300,75,"moyenne",331.614571833768,165.807285916884,2325,247.290930299618,343.794740102788
"2458",8,300,75,"moyenne",331.614571833768,165.807285916884,2700,243.358343297344,338.557027479828
"2459",9,300,75,"moyenne",331.614571833768,165.807285916884,3075,240.009717900654,333.896699511152
"2460",10,300,75,"moyenne",331.614571833768,165.807285916884,3450,237.093275880879,329.690157885109
"2461",11,300,75,"moyenne",331.614571833768,165.807285916884,3825,234.509547538682,325.850614017481
"2462",12,300,75,"moyenne",331.614571833768,165.807285916884,4200,232.189864902423,322.314522735087
"2463",13,300,75,"moyenne",331.614571833768,165.807285916884,4575,230.084852628689,319.033827267518
"2464",14,300,75,"moyenne",331.614571833768,165.807285916884,4950,228.157825436481,315.971231247149
"2465",15,300,75,"moyenne",331.614571833768,165.807285916884,5325,226.38078360373,313.097167858971
"2466",1,315,75,"moyenne",331.614571833768,165.807285916884,75,447.408947063714,447.408947063714
"2467",2,315,75,"moyenne",331.614571833768,165.807285916884,465,304.319795733856,397.637745626757
"2468",3,315,75,"moyenne",331.614571833768,165.807285916884,855,277.835000996378,378.511609595401
"2469",4,315,75,"moyenne",331.614571833768,165.807285916884,1245,265.178366757588,366.995719380191
"2470",5,315,75,"moyenne",331.614571833768,165.807285916884,1635,257.016300707681,358.324593281648
"2471",6,315,75,"moyenne",331.614571833768,165.807285916884,2025,251.018856324693,351.246034745739
"2472",7,315,75,"moyenne",331.614571833768,165.807285916884,2415,246.282799001923,345.217606641272
"2473",8,315,75,"moyenne",331.614571833768,165.807285916884,2805,242.369675629544,339.944452512665
"2474",9,315,75,"moyenne",331.614571833768,165.807285916884,3195,239.034989128182,335.244799647387
"2475",10,315,75,"moyenne",331.614571833768,165.807285916884,3585,236.12890476434,330.997301444238
