X,Nrep,rest,interval_duration,profil,PAM,rest_power,duration,PC,DR,power_cogganTSS,percent_power_max,percent_PAM,cumul_time
1...2708,7,270,255,pursuiter,416.548283671423,208.274141835712,3405,268.454179833494,1,313.517397511253,74.05501580063532,75.26555979247735,1785
1...2709,8,270,255,pursuiter,416.548283671423,208.274141835712,3930,261.72306062991,1,306.085803768988,72.29962105579476,73.48147040030327,2040
1...2710,9,270,255,pursuiter,416.548283671423,208.274141835712,4455,255.877769281774,1,299.535795328607,70.75246296378074,71.90902161173793,2295
1...2711,10,270,255,pursuiter,416.548283671423,208.274141835712,4980,250.710915553661,1,293.679641823541,69.3691982907795,70.50314533409482,2550
1...2712,2,300,255,pursuiter,416.548283671423,208.274141835712,810,342.491330883704,1,385.60920128164,91.08360722711488,92.57250993400132,510
1...2713,3,300,255,pursuiter,416.548283671423,208.274141835712,1365,313.462863939425,1,362.178866888208,85.54919734270807,86.94763154369348,765
1...2714,4,300,255,pursuiter,416.548283671423,208.274141835712,1920,296.090854320543,1,345.861815465571,81.69499495867676,83.03042624907077,1020
1...2715,5,300,255,pursuiter,416.548283671423,208.274141835712,2475,283.663336661686,1,333.267869781225,78.72021635292774,80.00702027717624,1275
1...2716,6,300,255,pursuiter,416.548283671423,208.274141835712,3030,273.975113742154,1,322.996345646471,76.29401006219547,77.54115388487675,1530
1...2717,7,300,255,pursuiter,416.548283671423,208.274141835712,3585,266.029774383091,1,314.318403712072,74.2442191026815,75.45785591569239,1785
1...2718,8,300,255,pursuiter,416.548283671423,208.274141835712,4140,259.292128964793,1,306.803681262083,72.46918877202386,73.65380996362296,2040
1...2719,9,300,255,pursuiter,416.548283671423,208.274141835712,4695,253.441319293665,1,300.176111712823,70.9037102002242,72.06274121863976,2295
1...2720,10,300,255,pursuiter,416.548283671423,208.274141835712,5250,248.269707873615,1,294.247779957976,69.50339651664036,70.63953723791627,2550
1...2721,2,30,270,pursuiter,416.548283671423,208.274141835712,570,364.828439339716,1,371.282969392652,88.22541806197684,89.13323711724216,540
1...2722,3,30,270,pursuiter,416.548283671423,208.274141835712,870,338.274744064725,1,345.866792754783,82.18594683850246,83.03162113797251,810
1...2723,4,30,270,pursuiter,416.548283671423,208.274141835712,1170,321.661666000523,1,329.531093363745,78.30420696105355,79.10993905899323,1080
1...2724,5,30,270,pursuiter,416.548283671423,208.274141835712,1470,309.607593738482,1,317.500356213044,75.44542564810878,76.2217415504924,1350
1...2725,6,30,270,pursuiter,416.548283671423,208.274141835712,1770,300.15229913058,1,307.974060777355,73.18175759252736,73.93478087651604,1620
1...2726,7,30,270,pursuiter,416.548283671423,208.274141835712,2070,292.372380936572,1,300.084931025054,71.30711795667094,72.04085163432427,1890
1...2727,8,30,270,pursuiter,416.548283671423,208.274141835712,2370,285.761542668639,1,293.349820252513,69.70669991279145,70.42396566058352,2160
1...2728,9,30,270,pursuiter,416.548283671423,208.274141835712,2670,280.012751448147,1,287.472197816493,68.31004092388986,69.01293537515897,2430
