X,Nrep,rest,interval_duration,niveau_endurance,PAM,rest_power,duration,Wbal_skiba,power_skiba,percent_power_max,percent_PAM,cumul_time
1...826,16,150,75,faible,350.281232790258,175.140616395129,3450,0,327.748972698046,62.989931345117846,93.56738015544671,1200
1...827,17,150,75,faible,350.281232790258,175.140616395129,3675,0,327.053973041311,62.85635966584686,93.36896825333059,1275
1...828,18,150,75,faible,350.281232790258,175.140616395129,3900,0,326.496434111104,62.74920650333085,93.20979931191577,1350
1...829,19,150,75,faible,350.281232790258,175.140616395129,4125,0,326.048078521333,62.66303723913641,93.08180056468073,1425
1...830,20,150,75,faible,350.281232790258,175.140616395129,4350,0,325.686818743847,62.59360688091357,92.97866635603123,1500
1...831,2,180,75,faible,350.281232790258,175.140616395129,330,0,517.221037278138,99.40448435338388,147.6587920963041,150
1...832,3,180,75,faible,350.281232790258,175.140616395129,585,0,443.244107593854,85.18689067619874,126.53949629646885,225
1...833,4,180,75,faible,350.281232790258,175.140616395129,840,0,407.477783643612,78.31297655971242,116.3287511573885,300
1...834,5,180,75,faible,350.281232790258,175.140616395129,1095,0,386.904272759633,74.35896252439215,110.4553246194906,375
1...835,6,180,75,faible,350.281232790258,175.140616395129,1350,0,373.874624874973,71.8548002109318,106.73555699709505,450
1...836,7,180,75,faible,350.281232790258,175.140616395129,1605,0,365.113642831833,70.17103091374587,104.23442898251314,525
1...837,8,180,75,faible,350.281232790258,175.140616395129,1860,0,358.983372135884,68.9928568768113,102.48432931342248,600
1...838,9,180,75,faible,350.281232790258,175.140616395129,2115,0,354.573320954126,68.14529107399393,101.2253263269854,675
1...839,10,180,75,faible,350.281232790258,175.140616395129,2370,0,351.337137230621,67.52333034323804,100.30144476538237,750
1...840,11,180,75,faible,350.281232790258,175.140616395129,2625,0,348.927589488997,67.0602404193605,99.61355528799582,825
1...841,12,180,75,faible,350.281232790258,175.140616395129,2880,0,347.114039786047,66.71169509719095,99.09581424646079,900
1...842,13,180,75,faible,350.281232790258,175.140616395129,3135,0,345.737940488003,66.44722317651855,98.70295868663467,975
1...843,14,180,75,faible,350.281232790258,175.140616395129,3390,0,344.687326359352,66.24530610782676,98.4030242253214,1050
1...844,15,180,75,faible,350.281232790258,175.140616395129,3645,0,343.881435755507,66.09042234605631,98.17295463311817,1125
1...845,16,180,75,faible,350.281232790258,175.140616395129,3900,0,343.261034826088,65.97118776347669,97.99583954063176,1200
1...846,17,180,75,faible,350.281232790258,175.140616395129,4155,0,342.78210496528,65.87914244353846,97.85911230092411,1275
1...847,18,180,75,faible,350.281232790258,175.140616395129,4410,0,342.411595015446,65.80793429874822,97.75333730781854,1350
1...848,19,180,75,faible,350.281232790258,175.140616395129,4665,0,342.124486578612,65.75275505416998,97.67137218666518,1425
1...849,20,180,75,faible,350.281232790258,175.140616395129,4920,0,341.901720837377,65.709941804044675,97.60777593303193,1500
1...850,2,210,75,faible,350.281232790258,175.140616395129,360,0,522.507020123461,100.42039507852631,149.16786033933158,150
1...851,3,210,75,faible,350.281232790258,175.140616395129,645,0,450.760697714527,86.63150083547082,128.68536921714966,225
1...852,4,210,75,faible,350.281232790258,175.140616395129,930,0,416.447362573292,80.03683600105288,118.8894304316478,300
1...853,5,210,75,faible,350.281232790258,175.140616395129,1215,0,396.989839823318,76.29730323584693,113.33460164593751,375
1...854,6,210,75,faible,350.281232790258,175.140616395129,1500,0,384.88117888088,73.97014499896002,109.87776188150502,450
1...855,7,210,75,faible,350.281232790258,175.140616395129,1785,0,376.905060149363,72.43721823747285,107.60070048487206,525
1...856,8,210,75,faible,350.281232790258,175.140616395129,2070,0,371.452631419266,71.38931835072209,106.04411445636457,600
1...857,9,210,75,faible,350.281232790258,175.140616395129,2355,0,367.630273336929,70.65470102697937,104.95288897109121,675
1...858,10,210,75,faible,350.281232790258,175.140616395129,2640,0,364.903084595871,70.130563818706,104.17431778720739,750
1...859,11,210,75,faible,350.281232790258,175.140616395129,2925,0,362.932758982029,69.75188780296826,103.61181959164409,825
1...860,12,210,75,faible,350.281232790258,175.140616395129,3210,0,361.496332186181,69.47582156694648,103.20174144260774,900
1...861,13,210,75,faible,350.281232790258,175.140616395129,3495,0,360.442223854937,69.27323294899054,102.90080943924372,975
1...862,14,210,75,faible,350.281232790258,175.140616395129,3780,0,359.66493723573,69.12384657448484,102.67890585251274,1050
1...863,15,210,75,faible,350.281232790258,175.140616395129,4065,0,359.089735226178,69.01329875249476,102.51469436879432,1125
1...864,16,210,75,faible,350.281232790258,175.140616395129,4350,0,358.662958133878,68.93127665026711,102.3928559565847,1200
1...865,17,210,75,faible,350.281232790258,175.140616395129,4635,0,358.34568852889,68.87030074400698,102.30228027759078,1275
1...866,18,210,75,faible,350.281232790258,175.140616395129,4920,0,358.109485700486,68.82490502599083,102.23484793857496,1350
1...867,19,210,75,faible,350.281232790258,175.140616395129,5205,0,357.933446208391,68.7910720731983,102.18459132314261,1425
1...868,2,240,75,faible,350.281232790258,175.140616395129,390,0,527.76282987157,101.43050684934612,150.66831461895214,150
1...869,3,240,75,faible,350.281232790258,175.140616395129,705,0,458.285983082947,88.07778213059453,130.83372449969656,225
1...870,4,240,75,faible,350.281232790258,175.140616395129,1020,0,425.468887044489,81.77067883323939,121.46493937322987,300
1...871,5,240,75,faible,350.281232790258,175.140616395129,1335,0,407.160571361367,78.25201167028514,116.2381918431717,375
1...872,6,240,75,faible,350.281232790258,175.140616395129,1650,0,395.991071690923,76.10535042644113,113.04946843327892,450
1...873,7,240,75,faible,350.281232790258,175.140616395129,1965,0,388.801599363951,74.72360889249951,110.99698270068563,525
1...874,8,240,75,faible,350.281232790258,175.140616395129,2280,0,384.013095535084,73.8033084413855,109.62993720106724,600
1...875,9,240,75,faible,350.281232790258,175.140616395129,2595,0,380.750750938146,73.17631986383604,108.69858710533104,675
1...876,10,240,75,faible,350.281232790258,175.140616395129,2910,0,378.493755185067,72.74254883974302,108.05424891595668,750
1...877,11,240,75,faible,350.281232790258,175.140616395129,3225,0,376.915650310312,72.43925355586185,107.6037238158295,825
1...878,12,240,75,faible,350.281232790258,175.140616395129,3540,0,375.804033432328,72.22561239552542,107.28637399119599,900
1...879,13,240,75,faible,350.281232790258,175.140616395129,3855,0,375.016922450512,72.07433788107788,107.06166569736418,975
1...880,14,240,75,faible,350.281232790258,175.140616395129,4170,0,374.457529538249,71.9668284025635,106.90196747208188,1050
1...881,15,240,75,faible,350.281232790258,175.140616395129,4485,0,374.058932055312,71.89022212710258,106.78817391261487,1125
1...882,16,240,75,faible,350.281232790258,175.140616395129,4800,0,373.774379996865,71.83553419176553,106.70693859886985,1200
1...883,17,240,75,faible,350.281232790258,175.140616395129,5115,0,373.570972615889,71.79644141640978,106.64886886462925,1275
1...884,2,270,75,faible,350.281232790258,175.140616395129,420,0,532.984230404709,102.43400552822924,152.15894558754457,150
1...885,3,270,75,faible,350.281232790258,175.140616395129,765,0,465.806601202748,89.52316642925274,132.9807473532744,225
1...886,4,270,75,faible,350.281232790258,175.140616395129,1110,0,434.516297779197,83.50949673505896,124.04783845196108,300
1...887,5,270,75,faible,350.281232790258,175.140616395129,1455,0,417.374744472742,80.21506912165178,119.15418395328601,375
1...888,6,270,75,faible,350.281232790258,175.140616395129,1800,0,407.144967807373,78.24901283008518,116.23373726424104,450
1...889,7,270,75,faible,350.281232790258,175.140616395129,2145,0,400.725737207327,77.01530371589095,114.40114390806492,525
1...890,8,270,75,faible,350.281232790258,175.140616395129,2490,0,396.569967282166,76.21660811627677,113.21473437876838,600
1...891,9,270,75,faible,350.281232790258,175.140616395129,2835,0,393.824951251376,75.68904468900706,112.43107377299633,675
1...892,10,270,75,faible,350.281232790258,175.140616395129,3180,0,391.987644669914,75.33593354277366,111.90655050155914,750
1...893,11,270,75,faible,350.281232790258,175.140616395129,3525,0,390.746980820386,75.0974909015632,111.55235971615932,825
1...894,12,270,75,faible,350.281232790258,175.140616395129,3870,0,389.904203101682,74.93551782136298,111.31175940994518,900
1...895,13,270,75,faible,350.281232790258,175.140616395129,4215,0,389.32938924641,74.82504459857378,111.14765873840959,975
1...896,14,270,75,faible,350.281232790258,175.140616395129,4560,0,388.936257773227,74.74948883313063,111.03542564214821,1050
1...897,15,270,75,faible,350.281232790258,175.140616395129,4905,0,388.666877184527,74.6977166959116,110.95852155380919,1125
1...898,16,270,75,faible,350.281232790258,175.140616395129,5250,0,388.482054593906,74.66219572326474,110.90575749644059,1200
1...899,2,300,75,faible,350.281232790258,175.140616395129,450,0,538.167099825686,103.43009892956178,153.63857650573323,150
1...900,3,300,75,faible,350.281232790258,175.140616395129,825,0,473.309452471769,90.9651361246503,135.12269803937173,225
1...901,4,300,75,faible,350.281232790258,175.140616395129,1200,0,443.564172307338,85.24840377313507,126.63086993671058,300
1...902,5,300,75,faible,350.281232790258,175.140616395129,1575,0,427.592253181597,82.17876764003545,122.07112832608746,375
1...903,6,300,75,faible,350.281232790258,175.140616395129,1950,0,418.287137381228,80.39042151464999,119.41465834445395,450
1...904,7,300,75,faible,350.281232790258,175.140616395129,2325,0,412.606823664032,79.2987245121561,117.7930145949593,525
1...905,8,300,75,faible,350.281232790258,175.140616395129,2700,0,409.039903944999,78.61319977544721,116.77471290331007,600
1...906,9,300,75,faible,350.281232790258,175.140616395129,3075,0,406.760197514263,78.1750639961739,116.12389115857187,675
1...907,10,300,75,faible,350.281232790258,175.140616395129,3450,0,405.286706440061,77.89187439274794,115.70323171802335,750
1...908,11,300,75,faible,350.281232790258,175.140616395129,3825,0,404.327381040791,77.70750206492582,115.42935880978095,825
1...909,12,300,75,faible,350.281232790258,175.140616395129,4200,0,403.699853908527,77.58689790054628,115.25020929404319,900
1...910,13,300,75,faible,350.281232790258,175.140616395129,4575,0,403.288099998702,77.50776309717084,115.13265977346367,975
1...911,14,300,75,faible,350.281232790258,175.140616395129,4950,0,403.017379678597,77.45573347756056,115.05537321204886,1050
1...912,15,300,75,faible,350.281232790258,175.140616395129,5325,0,402.839149607518,77.42147951835364,115.00449121941132,1125
1...913,2,30,90,faible,350.281232790258,175.140616395129,210,0,446.521671771113,92.43036515061065,127.4751913524531,180
1...914,3,30,90,faible,350.281232790258,175.140616395129,330,0,376.466495392781,77.9288841639076,107.47549687259502,270
1...915,4,30,90,faible,350.281232790258,175.140616395129,450,0,341.564508712845,70.70414328960155,97.51150696599483,360
1...916,5,30,90,faible,350.281232790258,175.140616395129,570,0,320.677747809827,66.38056604995288,91.54865228016455,450
1...917,6,30,90,faible,350.281232790258,175.140616395129,690,0,306.785831724009,63.504927626042296,87.58272011327158,540
1...918,7,30,90,faible,350.281232790258,175.140616395129,810,0,296.886268289078,61.45570959034672,84.75654431273742,630
1...919,8,30,90,faible,350.281232790258,175.140616395129,930,0,289.479851946875,59.92257511951148,82.64212434133182,720
1...920,9,30,90,faible,350.281232790258,175.140616395129,1050,0,283.734493168226,58.733280974558966,81.00191120947693,810
1...921,10,30,90,faible,350.281232790258,175.140616395129,1170,0,279.151296971104,57.784555470651,79.69347793698519,900
1...922,11,30,90,faible,350.281232790258,175.140616395129,1290,0,275.412960861986,57.01071672224057,78.6262394556828,990
1...923,12,30,90,faible,350.281232790258,175.140616395129,1410,0,272.30804263657,56.36799601352411,77.73983221065774,1080
1...924,13,30,90,faible,350.281232790258,175.140616395129,1530,0,269.690210800429,55.826102600920755,76.99248077099082,1170
1...925,14,30,90,faible,350.281232790258,175.140616395129,1650,0,267.454972688307,55.36340641400891,76.35435405940065,1260
1...926,15,30,90,faible,350.281232790258,175.140616395129,1770,0,265.525718099073,54.9640490761129,75.80358102087214,1350
1...927,16,30,90,faible,350.281232790258,175.140616395129,1890,0,263.845000133379,54.61613903029563,75.32376143353491,1440
1...928,17,30,90,faible,350.281232790258,175.140616395129,2010,0,262.368895356911,54.31058408836342,74.9023558204766,1530
1...929,18,30,90,faible,350.281232790258,175.140616395129,2130,0,261.063245048973,54.04031336613164,74.52961238299994,1620
1...930,19,30,90,faible,350.281232790258,175.140616395129,2250,0,259.901084107586,53.79974506459746,74.19783299187199,1710
1...931,20,30,90,faible,350.281232790258,175.140616395129,2370,0,258.860841704857,53.584414004073544,73.90085950161598,1800
1...932,2,60,90,faible,350.281232790258,175.140616395129,240,0,450.986584629336,93.35460590294475,128.74985651868437,180
1...933,3,60,90,faible,350.281232790258,175.140616395129,390,0,382.515428228497,79.18101839640538,109.20237581142129,270
1...934,4,60,90,faible,350.281232790258,175.140616395129,540,0,348.488496414426,72.13741462224925,99.4882008489146,360
1...935,5,60,90,faible,350.281232790258,175.140616395129,690,0,328.194622025653,67.9365653944061,93.69460630571949,450
1...936,6,60,90,faible,350.281232790258,175.140616395129,840,0,314.754569066717,65.15446302138895,89.85767423491578,540
1...937,7,60,90,faible,350.281232790258,175.140616395129,990,0,305.22600559651,63.18204229336779,87.13741331933525,630
1...938,8,60,90,faible,350.281232790258,175.140616395129,1140,0,298.139655624314,61.71516183285826,85.11436746108365,720
1...939,9,60,90,faible,350.281232790258,175.140616395129,1290,0,292.679965775448,60.58500139890188,83.55570849286677,810
1...940,10,60,90,faible,350.281232790258,175.140616395129,1440,0,288.357897144113,59.69032952280743,82.32182319535698,900
1...941,11,60,90,faible,350.281232790258,175.140616395129,1590,0,284.862367763794,58.966751973399724,81.32390236686314,990
1...942,12,60,90,faible,350.281232790258,175.140616395129,1740,0,281.986040100114,58.37134970503451,80.50275427372442,1080
1...943,13,60,90,faible,350.281232790258,175.140616395129,1890,0,279.58538873929,57.87441283520659,79.81740457865199,1170
1...944,14,60,90,faible,350.281232790258,175.140616395129,2040,0,277.557895087954,57.454719928051134,79.23858577206465,1260
1...945,15,60,90,faible,350.281232790258,175.140616395129,2190,0,275.82837077473,57.096706926858886,78.74483270986174,1350
1...946,16,60,90,faible,350.281232790258,175.140616395129,2340,0,274.340413266368,56.78869845936172,78.3200433209158,1440
1...947,17,60,90,faible,350.281232790258,175.140616395129,2490,0,273.050879091854,56.52176379043121,77.95190079605317,1530
1...948,18,60,90,faible,350.281232790258,175.140616395129,2640,0,271.926200450383,56.28895435680188,77.63082203527799,1620
1...949,19,60,90,faible,350.281232790258,175.140616395129,2790,0,270.939865667267,56.08478221930506,77.3492383559986,1710
1...950,20,60,90,faible,350.281232790258,175.140616395129,2940,0,270.070655921594,55.90485506399734,77.1010921054133,1800
1...951,2,90,90,faible,350.281232790258,175.140616395129,270,0,455.444836407228,94.2774678059951,130.02262004711514,180
1...952,3,90,90,faible,350.281232790258,175.140616395129,450,0,388.627256853983,80.44617211078366,110.94721054801298,270
1...953,4,90,90,faible,350.281232790258,175.140616395129,630,0,355.562248765995,73.60168736459369,101.50765027679891,360
1...954,5,90,90,faible,350.281232790258,175.140616395129,810,0,335.953641355801,69.5426889831036,95.90968910314527,450
1...955,6,90,90,faible,350.281232790258,175.140616395129,990,0,323.059168468179,66.87352214804237,92.22851190021389,540
1...956,7,90,90,faible,350.281232790258,175.140616395129,1170,0,313.994650158069,64.99715916213262,89.64072886716237,630
1...957,8,90,90,faible,350.281232790258,175.140616395129,1350,0,307.319555814433,63.61540896588834,87.73509027771702,720
1...958,9,90,90,faible,350.281232790258,175.140616395129,1530,0,302.234066172576,62.562708292476366,86.28325981527769,810
1...959,10,90,90,faible,350.281232790258,175.140616395129,1710,0,298.258404174851,61.739742883636175,85.14826837823844,900
1...960,11,90,90,faible,350.281232790258,175.140616395129,1890,0,295.087244021135,61.083310039522644,84.24295006345027,990
1...961,12,90,90,faible,350.281232790258,175.140616395129,2070,0,292.516980068414,60.55126321917205,83.50917853585602,1080
1...962,13,90,90,faible,350.281232790258,175.140616395129,2250,0,290.406591455592,60.1144109846117,82.90669447012085,1170
1...963,14,90,90,faible,350.281232790258,175.140616395129,2430,0,288.655291745504,59.75189045778144,82.40672486109054,1260
1...964,15,90,90,faible,350.281232790258,175.140616395129,2610,0,287.189124853949,59.44839266646342,81.98815636403582,1350
1...965,16,90,90,faible,350.281232790258,175.140616395129,2790,0,285.952590481629,59.192429001583555,81.63514448199174,1440
1...966,17,90,90,faible,350.281232790258,175.140616395129,2970,0,284.903226613061,58.9752097898869,81.33556695104355,1530
1...967,18,90,90,faible,350.281232790258,175.140616395129,3150,0,284.007998287433,58.78989676643888,81.07999278896332,1620
1...968,19,90,90,faible,350.281232790258,175.140616395129,3330,0,283.240826681936,58.63109159277732,80.86097688583146,1710
1...969,20,90,90,faible,350.281232790258,175.140616395129,3510,0,282.580859094287,58.494477741825776,80.6725661101836,1800
1...970,2,120,90,faible,350.281232790258,175.140616395129,300,0,459.892606020963,95.19815989216568,131.29239107604099,180
1...971,3,120,90,faible,350.281232790258,175.140616395129,510,0,394.790980361647,81.72206810983121,112.70686048945151,270
1...972,4,120,90,faible,350.281232790258,175.140616395129,720,0,362.765457686977,75.09275772671442,103.56405759945304,360
1...973,5,120,90,faible,350.281232790258,175.140616395129,930,0,343.922935166588,71.19233956781503,98.18480208801901,450
1...974,6,120,90,faible,350.281232790258,175.140616395129,1140,0,331.653650131954,68.65258714910274,94.68210657193335,540
1...975,7,120,90,faible,350.281232790258,175.140616395129,1350,0,323.12928233981,66.88803577899621,92.24852835130163,630
1...976,8,120,90,faible,350.281232790258,175.140616395129,1560,0,316.936632272003,65.6061519574406,90.48062031395752,720
1...977,9,120,90,faible,350.281232790258,175.140616395129,1770,0,312.29065442067,64.64443059780974,89.15426382767814,810
1...978,10,120,90,faible,350.281232790258,175.140616395129,1980,0,308.720160099973,63.905335242099035,88.134941641258,900
1...979,11,120,90,faible,350.281232790258,175.140616395129,2190,0,305.925116884303,63.326758923481876,87.33699903000095,990
1...980,12,120,90,faible,350.281232790258,175.140616395129,2400,0,303.705358705447,62.86726709589845,86.70329160549124,1080
1...981,13,120,90,faible,350.281232790258,175.140616395129,2610,0,301.922222394914,62.49815636574701,86.19423312801332,1170
1...982,14,120,90,faible,350.281232790258,175.140616395129,2820,0,300.476633808092,62.19891830097956,85.78153942606794,1260
1...983,15,120,90,faible,350.281232790258,175.140616395129,3030,0,299.29596061712,61.954517948064506,85.44447506736192,1350
1...984,16,120,90,faible,350.281232790258,175.140616395129,3240,0,298.325793057711,61.753692439600904,85.1675068862005,1440
1...985,17,120,90,faible,350.281232790258,175.140616395129,3450,0,297.524621720468,61.58784929260236,84.93878457331463,1530
1...986,18,120,90,faible,350.281232790258,175.140616395129,3660,0,296.860284850904,61.450330996584945,84.74912643369007,1620
1...987,19,120,90,faible,350.281232790258,175.140616395129,3870,0,296.307532828861,61.335910858739176,84.59132408223667,1710
1...988,20,120,90,faible,350.281232790258,175.140616395129,4080,0,295.846318724938,61.240439147659345,84.45965442347445,1800
1...989,2,150,90,faible,350.281232790258,175.140616395129,330,0,464.326108362156,96.11589864080723,132.55808901420247,180
1...990,3,150,90,faible,350.281232790258,175.140616395129,570,0,400.995405528896,83.00638938696831,114.47813013979105,270
1...991,4,150,90,faible,350.281232790258,175.140616395129,810,0,370.076968885663,76.6062467522678,105.65138358618782,360
1...992,5,150,90,faible,350.281232790258,175.140616395129,1050,0,352.068653060181,72.87851008745021,100.51028148316279,450
1...993,6,150,90,faible,350.281232790258,175.140616395129,1290,0,340.488470245205,70.48140241325042,97.20431424000476,540
1...994,7,150,90,faible,350.281232790258,175.140616395129,1530,0,332.561496417917,68.84051210105265,94.94128297106022,630
1...995,8,150,90,faible,350.281232790258,175.140616395129,1770,0,326.900413185904,67.66866306580319,93.32512923455593,720
1...996,9,150,90,faible,350.281232790258,175.140616395129,2010,0,322.734097969739,66.80623227888256,92.1357091839934,810
1...997,10,150,90,faible,350.281232790258,175.140616395129,2250,0,319.59952550557,66.15737311756797,91.24083610181319,900
1...998,11,150,90,faible,350.281232790258,175.140616395129,2490,0,317.201865626208,65.66105548694242,90.5563404295036,990
1...999,12,150,90,faible,350.281232790258,175.140616395129,2730,0,315.344572226257,65.27659417632256,90.02611122334366,1080
1...1000,13,150,90,faible,350.281232790258,175.140616395129,2970,0,313.891740871251,64.97585685239197,89.61134982050369,1170
1...1001,14,150,90,faible,350.281232790258,175.140616395129,3210,0,312.746585582106,64.73880873530958,89.28442528617367,1260
1...1002,15,150,90,faible,350.281232790258,175.140616395129,3450,0,311.83850580104,64.55083544967509,89.02518222772248,1350
1...1003,16,150,90,faible,350.281232790258,175.140616395129,3690,0,311.114982776337,64.40106556929524,88.81862733497543,1440
1...1004,17,150,90,faible,350.281232790258,175.140616395129,3930,0,310.536316476925,64.28128115403304,88.65342684883962,1530
1...1005,18,150,90,faible,350.281232790258,175.140616395129,4170,0,310.072099344222,64.18518781344619,88.52089987072974,1620
1...1006,19,150,90,faible,350.281232790258,175.140616395129,4410,0,309.698788628107,64.10791217827203,88.41432530116423,1710
1...1007,20,150,90,faible,350.281232790258,175.140616395129,4650,0,309.397994739479,64.04564758795397,88.32845319028007,1800
1...1008,2,180,90,faible,350.281232790258,175.140616395129,360,0,468.741607084345,97.02991062503,133.81864719113253,180
1...1009,3,180,90,faible,350.281232790258,175.140616395129,630,0,407.229232491546,84.29679686071533,116.25779355852256,270
1...1010,4,180,90,faible,350.281232790258,175.140616395129,900,0,377.475068154739,78.1376595819046,107.76342915886794,360
1...1011,5,180,90,faible,350.281232790258,175.140616395129,1170,0,360.355678080278,74.59393130224053,102.87610192809056,450
1...1012,6,180,90,faible,350.281232790258,175.140616395129,1440,0,349.512014402367,72.34928371471315,99.78039977141694,540
1...1013,7,180,90,faible,350.281232790258,175.140616395129,1710,0,342.220171234837,70.8398659883071,97.69868871043747,630
1...1014,8,180,90,faible,350.281232790258,175.140616395129,1980,0,337.117561929432,69.7836215300062,96.2419708426948,720
1...1015,9,180,90,faible,350.281232790258,175.140616395129,2250,0,333.446631028925,69.02373571700484,95.19397553010977,810
1...1016,10,180,90,faible,350.281232790258,175.140616395129,2520,0,330.752738929653,68.46609776535868,94.42491003441845,900
1...1017,11,180,90,faible,350.281232790258,175.140616395129,2790,0,328.746913048928,68.0508901051155,93.85227704898927,990
1...1018,12,180,90,faible,350.281232790258,175.140616395129,3060,0,327.237197467869,67.73837769809761,93.4212760590039,1080
1...1019,13,180,90,faible,350.281232790258,175.140616395129,3330,0,326.091627881728,67.5012438211853,93.09423324914063,1170
1...1020,14,180,90,faible,350.281232790258,175.140616395129,3600,0,325.217007640432,67.32019668869013,92.84454238379536,1260
1...1021,15,180,90,faible,350.281232790258,175.140616395129,3870,0,324.546110582631,67.18132042813811,92.65301140953882,1350
1...1022,16,180,90,faible,350.281232790258,175.140616395129,4140,0,324.029628892461,67.07440827978333,92.50556368987203,1440
1...1023,17,180,90,faible,350.281232790258,175.140616395129,4410,0,323.630919484727,66.9918750938807,92.39173817756638,1530
1...1024,18,180,90,faible,350.281232790258,175.140616395129,4680,0,323.322468580492,66.92802549483125,92.30368010440672,1620
1...1025,19,180,90,faible,350.281232790258,175.140616395129,4950,0,323.083449060544,66.87854825127599,92.23544364250895,1710
1...1026,20,180,90,faible,350.281232790258,175.140616395129,5220,0,322.897994814618,66.84015906491987,92.18249925709364,1800
1...1027,2,210,90,faible,350.281232790258,175.140616395129,390,0,473.135427036801,97.93943508551291,135.07301640682127,180
1...1028,3,210,90,faible,350.281232790258,175.140616395129,690,0,413.481140286992,85.59094708220164,118.04261878185662,270
1...1029,4,210,90,faible,350.281232790258,175.140616395129,990,0,384.937770554077,79.6824453143533,109.89391794922987,360
1...1030,5,210,90,faible,350.281232790258,175.140616395129,1290,0,368.74834545832,76.33122057481516,105.2720816701932,450
1...1031,6,210,90,faible,350.281232790258,175.140616395129,1590,0,358.672079304241,74.24542492623648,102.39545991292296,540
1...1032,7,210,90,faible,350.281232790258,175.140616395129,1890,0,352.034143215035,72.87136652020635,100.50042944373973,630
1...1033,8,210,90,faible,350.281232790258,175.140616395129,2190,0,347.496223328727,71.93201325107617,99.20492187396218,720
1...1034,9,210,90,faible,350.281232790258,175.140616395129,2490,0,344.31484205824,71.2734646271134,98.29668558475396,810
1...1035,10,210,90,faible,350.281232790258,175.140616395129,2790,0,342.044914904788,70.80358777919547,97.64865567593746,900
1...1036,11,210,90,faible,350.281232790258,175.140616395129,3090,0,340.404915828805,70.46410657811845,97.18046071644187,990
1...1037,12,210,90,faible,350.281232790258,175.140616395129,3390,0,339.209289320902,70.21661087590341,96.83912741166304,1080
1...1038,13,210,90,faible,350.281232790258,175.140616395129,3690,0,338.331880515495,70.03498650826981,96.58864045339305,1170
1...1039,14,210,90,faible,350.281232790258,175.140616395129,3990,0,337.684884815195,69.90105784901257,96.40393295560729,1260
1...1040,15,210,90,faible,350.281232790258,175.140616395129,4290,0,337.206096929748,69.80194835023725,96.26724624772028,1350
1...1041,16,210,90,faible,350.281232790258,175.140616395129,4590,0,336.850853747466,69.72841270990573,96.16582968610429,1440
1...1042,17,210,90,faible,350.281232790258,175.140616395129,4890,0,336.586762185396,69.67374553234524,96.09043553496285,1530
1...1043,18,210,90,faible,350.281232790258,175.140616395129,5190,0,336.390149200275,69.63304647750203,96.03430549809082,1620
1...1044,2,240,90,faible,350.281232790258,175.140616395129,420,0,477.503966259033,98.84372641337627,136.32016835596602,180
1...1045,3,240,90,faible,350.281232790258,175.140616395129,750,0,419.739870905232,86.88650963379885,119.82939181802085,270
1...1046,4,240,90,faible,350.281232790258,175.140616395129,1080,0,392.44310438007,81.23605578831337,112.03657736783681,360
1...1047,5,240,90,faible,350.281232790258,175.140616395129,1410,0,377.211136424657,78.08302548970131,107.68808063734438,450
1...1048,6,240,90,faible,350.281232790258,175.140616395129,1740,0,367.917257097825,76.15918457860408,105.03481849914782,540
1...1049,7,240,90,faible,350.281232790258,175.140616395129,2070,0,361.934587643441,74.92076692229921,103.32685675460118,630
1...1050,8,240,90,faible,350.281232790258,175.140616395129,2400,0,357.9496598183,74.09588347931727,102.18922006382047,720
1...1051,9,240,90,faible,350.281232790258,175.140616395129,2730,0,355.234685887157,73.53388157057549,101.41413602362906,810
1...1052,10,240,90,faible,350.281232790258,175.140616395129,3060,0,353.356333806547,73.14506109518054,100.87789488229029,900
1...1053,11,240,90,faible,350.281232790258,175.140616395129,3390,0,352.042956931313,72.87319096695867,100.50294562658166,990
1...1054,12,240,90,faible,350.281232790258,175.140616395129,3720,0,351.11780359815,72.68168344154479,100.23882832694977,1080
1...1055,13,240,90,faible,350.281232790258,175.140616395129,4050,0,350.462717859716,72.54608013752542,100.05181124549904,1170
1...1056,14,240,90,faible,350.281232790258,175.140616395129,4380,0,349.997151409697,72.44970748710861,99.91889905768056,1260
1...1057,15,240,90,faible,350.281232790258,175.140616395129,4710,0,349.66540893595,72.38103651339578,99.82419159330847,1350
1...1058,16,240,90,faible,350.281232790258,175.140616395129,5040,0,349.428582843551,72.33201331120537,99.75658132183817,1440
1...1059,17,240,90,faible,350.281232790258,175.140616395129,5370,0,349.259291228779,72.29696980322011,99.70825112343631,1530
1...1060,2,270,90,faible,350.281232790258,175.140616395129,450,0,481.843707454732,99.74205652529797,137.55909890360903,180
1...1061,3,270,90,faible,350.281232790258,175.140616395129,810,0,425.994310556873,88.18118395166705,121.61493984804794,270
1...1062,4,270,90,faible,350.281232790258,175.140616395129,1170,0,399.969382427209,82.79400173383216,114.18521604516087,360
1...1063,5,270,90,faible,350.281232790258,175.140616395129,1530,0,385.709320396226,79.84215678671893,110.11418377278058,450
1...1064,6,270,90,faible,350.281232790258,175.140616395129,1890,0,377.198153702381,78.08033805516793,107.6843742662743,540
1...1065,7,270,90,faible,350.281232790258,175.140616395129,2250,0,371.856971761564,76.97470885879015,106.15954751541747,630
1...1066,8,270,90,faible,350.281232790258,175.140616395129,2610,0,368.398964764429,76.2588984745578,105.17233876044384,720
1...1067,9,270,90,faible,350.281232790258,175.140616395129,2970,0,366.114774408906,75.7860691317018,104.52023692292096,810
