"","Nrep","rest","interval_duration","niveau_endurance","PAM","rest_power","duration","Wbal_skiba","power_skiba"
"1...631",20,120,60,"elevee",331.614571833768,165.807285916884,3480,0,371.86048755084
"1...632",2,150,60,"elevee",331.614571833768,165.807285916884,270,0,527.434270579508
"1...633",3,150,60,"elevee",331.614571833768,165.807285916884,480,0,466.362543876032
"1...634",4,150,60,"elevee",331.614571833768,165.807285916884,690,0,438.207537847076
"1...635",5,150,60,"elevee",331.614571833768,165.807285916884,900,0,422.980031189543
"1...636",6,150,60,"elevee",331.614571833768,165.807285916884,1110,0,414.029806778429
"1...637",7,150,60,"elevee",331.614571833768,165.807285916884,1320,0,408.510171768374
"1...638",8,150,60,"elevee",331.614571833768,165.807285916884,1530,0,405.004758511864
"1...639",9,150,60,"elevee",331.614571833768,165.807285916884,1740,0,402.736861104601
"1...640",10,150,60,"elevee",331.614571833768,165.807285916884,1950,0,401.251944584601
"1...641",11,150,60,"elevee",331.614571833768,165.807285916884,2160,0,400.272060427305
"1...642",12,150,60,"elevee",331.614571833768,165.807285916884,2370,0,399.622104111504
"1...643",13,150,60,"elevee",331.614571833768,165.807285916884,2580,0,399.189514647457
"1...644",14,150,60,"elevee",331.614571833768,165.807285916884,2790,0,398.900942946947
"1...645",15,150,60,"elevee",331.614571833768,165.807285916884,3000,0,398.708150927419
"1...646",16,150,60,"elevee",331.614571833768,165.807285916884,3210,0,398.579218091719
"1...647",17,150,60,"elevee",331.614571833768,165.807285916884,3420,0,398.492933814038
"1...648",18,150,60,"elevee",331.614571833768,165.807285916884,3630,0,398.435164621632
"1...649",19,150,60,"elevee",331.614571833768,165.807285916884,3840,0,398.396475179048
"1...650",20,150,60,"elevee",331.614571833768,165.807285916884,4050,0,398.370558655449
"1...651",2,180,60,"elevee",331.614571833768,165.807285916884,300,0,536.636749697189
"1...652",3,180,60,"elevee",331.614571833768,165.807285916884,540,0,479.732260548548
"1...653",4,180,60,"elevee",331.614571833768,165.807285916884,780,0,454.346852167243
"1...654",5,180,60,"elevee",331.614571833768,165.807285916884,1020,0,441.184815820278
"1...655",6,180,60,"elevee",331.614571833768,165.807285916884,1260,0,433.827944074621
"1...656",7,180,60,"elevee",331.614571833768,165.807285916884,1500,0,429.54246559158
"1...657",8,180,60,"elevee",331.614571833768,165.807285916884,1740,0,426.985863331637
"1...658",9,180,60,"elevee",331.614571833768,165.807285916884,1980,0,425.438912950533
"1...659",10,180,60,"elevee",331.614571833768,165.807285916884,2220,0,424.494851971155
"1...660",11,180,60,"elevee",331.614571833768,165.807285916884,2460,0,423.915710956454
"1...661",12,180,60,"elevee",331.614571833768,165.807285916884,2700,0,423.559297583482
"1...662",13,180,60,"elevee",331.614571833768,165.807285916884,2940,0,423.339523878092
"1...663",14,180,60,"elevee",331.614571833768,165.807285916884,3180,0,423.203841739
"1...664",15,180,60,"elevee",331.614571833768,165.807285916884,3420,0,423.120012830934
"1...665",16,180,60,"elevee",331.614571833768,165.807285916884,3660,0,423.068196674569
"1...666",17,180,60,"elevee",331.614571833768,165.807285916884,3900,0,423.03615904672
"1...667",18,180,60,"elevee",331.614571833768,165.807285916884,4140,0,423.016346877287
"1...668",19,180,60,"elevee",331.614571833768,165.807285916884,4380,0,423.004093634597
"1...669",20,180,60,"elevee",331.614571833768,165.807285916884,4620,0,422.996514854549
"1...670",2,210,60,"elevee",331.614571833768,165.807285916884,330,0,545.673085455697
"1...671",3,210,60,"elevee",331.614571833768,165.807285916884,600,0,492.933939772146
"1...672",4,210,60,"elevee",331.614571833768,165.807285916884,870,0,470.284115735679
"1...673",5,210,60,"elevee",331.614571833768,165.807285916884,1140,0,459.092023458659
"1...674",6,210,60,"elevee",331.614571833768,165.807285916884,1410,0,453.179246634205
"1...675",7,210,60,"elevee",331.614571833768,165.807285916884,1680,0,449.94503746409
"1...676",8,210,60,"elevee",331.614571833768,165.807285916884,1950,0,448.142280543332
"1...677",9,210,60,"elevee",331.614571833768,165.807285916884,2220,0,447.126841971605
"1...678",10,210,60,"elevee",331.614571833768,165.807285916884,2490,0,446.551500467074
"1...679",11,210,60,"elevee",331.614571833768,165.807285916884,2760,0,446.224428085157
"1...680",12,210,60,"elevee",331.614571833768,165.807285916884,3030,0,446.038140656447
"1...681",13,210,60,"elevee",331.614571833768,165.807285916884,3300,0,445.93192441507
"1...682",14,210,60,"elevee",331.614571833768,165.807285916884,3570,0,445.87132548974
"1...683",15,210,60,"elevee",331.614571833768,165.807285916884,3840,0,445.836740232976
"1...684",16,210,60,"elevee",331.614571833768,165.807285916884,4110,0,445.816997654169
"1...685",17,210,60,"elevee",331.614571833768,165.807285916884,4380,0,445.805726554258
"1...686",18,210,60,"elevee",331.614571833768,165.807285916884,4650,0,445.799291429034
"1...687",19,210,60,"elevee",331.614571833768,165.807285916884,4920,0,445.79561722006
"1...688",20,210,60,"elevee",331.614571833768,165.807285916884,5190,0,445.793519343529
"1...689",2,240,60,"elevee",331.614571833768,165.807285916884,360,0,554.519627812802
"1...690",3,240,60,"elevee",331.614571833768,165.807285916884,660,0,505.892861414896
"1...691",4,240,60,"elevee",331.614571833768,165.807285916884,960,0,485.883413213298
"1...692",5,240,60,"elevee",331.614571833768,165.807285916884,1260,0,476.509290284462
"1...693",6,240,60,"elevee",331.614571833768,165.807285916884,1560,0,471.852229438412
"1...694",7,240,60,"elevee",331.614571833768,165.807285916884,1860,0,469.471184487811
"1...695",8,240,60,"elevee",331.614571833768,165.807285916884,2160,0,468.235930184897
"1...696",9,240,60,"elevee",331.614571833768,165.807285916884,2460,0,467.590247479766
"1...697",10,240,60,"elevee",331.614571833768,165.807285916884,2760,0,467.251410960336
"1...698",11,240,60,"elevee",331.614571833768,165.807285916884,3060,0,467.073231807219
"1...699",12,240,60,"elevee",331.614571833768,165.807285916884,3360,0,466.979433650107
"1...700",13,240,60,"elevee",331.614571833768,165.807285916884,3660,0,466.930027676095
"1...701",14,240,60,"elevee",331.614571833768,165.807285916884,3960,0,466.903996421395
"1...702",15,240,60,"elevee",331.614571833768,165.807285916884,4260,0,466.89027877896
"1...703",16,240,60,"elevee",331.614571833768,165.807285916884,4560,0,466.883049415194
"1...704",17,240,60,"elevee",331.614571833768,165.807285916884,4860,0,466.879239285426
"1...705",18,240,60,"elevee",331.614571833768,165.807285916884,5160,0,466.877231166092
"1...706",2,270,60,"elevee",331.614571833768,165.807285916884,390,0,563.154896253328
"1...707",3,270,60,"elevee",331.614571833768,165.807285916884,720,0,518.542433600821
"1...708",4,270,60,"elevee",331.614571833768,165.807285916884,1050,0,501.030018120199
"1...709",5,270,60,"elevee",331.614571833768,165.807285916884,1380,0,493.286726610522
"1...710",6,270,60,"elevee",331.614571833768,165.807285916884,1710,0,489.684214287778
"1...711",7,270,60,"elevee",331.614571833768,165.807285916884,2040,0,487.968568475532
"1...712",8,270,60,"elevee",331.614571833768,165.807285916884,2370,0,487.142434677522
"1...713",9,270,60,"elevee",331.614571833768,165.807285916884,2700,0,486.742510048948
"1...714",10,270,60,"elevee",331.614571833768,165.807285916884,3030,0,486.548412426038
"1...715",11,270,60,"elevee",331.614571833768,165.807285916884,3360,0,486.454092654835
"1...716",12,270,60,"elevee",331.614571833768,165.807285916884,3690,0,486.408231202338
"1...717",13,270,60,"elevee",331.614571833768,165.807285916884,4020,0,486.385925263329
"1...718",14,270,60,"elevee",331.614571833768,165.807285916884,4350,0,486.375074624922
"1...719",15,270,60,"elevee",331.614571833768,165.807285916884,4680,0,486.369796006524
"1...720",16,270,60,"elevee",331.614571833768,165.807285916884,5010,0,486.367227977475
"1...721",17,270,60,"elevee",331.614571833768,165.807285916884,5340,0,486.365978619931
"1...722",2,300,60,"elevee",331.614571833768,165.807285916884,420,0,571.559741153877
"1...723",3,300,60,"elevee",331.614571833768,165.807285916884,780,0,530.825090878007
"1...724",4,300,60,"elevee",331.614571833768,165.807285916884,1140,0,515.631659348901
"1...725",5,300,60,"elevee",331.614571833768,165.807285916884,1500,0,509.315810084451
"1...726",6,300,60,"elevee",331.614571833768,165.807285916884,1860,0,506.573197986104
"1...727",7,300,60,"elevee",331.614571833768,165.807285916884,2220,0,505.359732554182
"1...728",8,300,60,"elevee",331.614571833768,165.807285916884,2580,0,504.818394008304
"1...729",9,300,60,"elevee",331.614571833768,165.807285916884,2940,0,504.576010389234
"1...730",10,300,60,"elevee",331.614571833768,165.807285916884,3300,0,504.467305264611
"1...731",11,300,60,"elevee",331.614571833768,165.807285916884,3660,0,504.418516913165
"1...732",12,300,60,"elevee",331.614571833768,165.807285916884,4020,0,504.396612804833
"1...733",13,300,60,"elevee",331.614571833768,165.807285916884,4380,0,504.386777239021
"1...734",14,300,60,"elevee",331.614571833768,165.807285916884,4740,0,504.382360497281
"1...735",15,300,60,"elevee",331.614571833768,165.807285916884,5100,0,504.380377063827
"1...736",2,30,75,"elevee",331.614571833768,165.807285916884,180,0,439.553401355305
"1...737",3,30,75,"elevee",331.614571833768,165.807285916884,285,0,378.452138107352
"1...738",4,30,75,"elevee",331.614571833768,165.807285916884,390,0,348.096644425268
"1...739",5,30,75,"elevee",331.614571833768,165.807285916884,495,0,329.991692145909
"1...740",6,30,75,"elevee",331.614571833768,165.807285916884,600,0,317.998527256044
"1...741",7,30,75,"elevee",331.614571833768,165.807285916884,705,0,309.492624185148
"1...742",8,30,75,"elevee",331.614571833768,165.807285916884,810,0,303.163769107359
"1...743",9,30,75,"elevee",331.614571833768,165.807285916884,915,0,298.284846703953
"1...744",10,30,75,"elevee",331.614571833768,165.807285916884,1020,0,294.41991822795
"1...745",11,30,75,"elevee",331.614571833768,165.807285916884,1125,0,291.291715662095
"1...746",12,30,75,"elevee",331.614571833768,165.807285916884,1230,0,288.715459782183
"1...747",13,30,75,"elevee",331.614571833768,165.807285916884,1335,0,286.563253988062
"1...748",14,30,75,"elevee",331.614571833768,165.807285916884,1440,0,284.743751994471
"1...749",15,30,75,"elevee",331.614571833768,165.807285916884,1545,0,283.189965472007
"1...750",16,30,75,"elevee",331.614571833768,165.807285916884,1650,0,281.851647543474
"1...751",17,30,75,"elevee",331.614571833768,165.807285916884,1755,0,280.690366527624
"1...752",18,30,75,"elevee",331.614571833768,165.807285916884,1860,0,279.676222967591
"1...753",19,30,75,"elevee",331.614571833768,165.807285916884,1965,0,278.785604105516
"1...754",20,30,75,"elevee",331.614571833768,165.807285916884,2070,0,277.999612455855
"1...755",2,60,75,"elevee",331.614571833768,165.807285916884,210,0,447.202532577754
"1...756",3,60,75,"elevee",331.614571833768,165.807285916884,345,0,388.975474240304
"1...757",4,60,75,"elevee",331.614571833768,165.807285916884,480,0,360.31857150046
"1...758",5,60,75,"elevee",331.614571833768,165.807285916884,615,0,343.440702885502
"1...759",6,60,75,"elevee",331.614571833768,165.807285916884,750,0,332.434823930479
"1...760",7,60,75,"elevee",331.614571833768,165.807285916884,885,0,324.774438172293
"1...761",8,60,75,"elevee",331.614571833768,165.807285916884,1020,0,319.197572464996
"1...762",9,60,75,"elevee",331.614571833768,165.807285916884,1155,0,315.003378286194
"1...763",10,60,75,"elevee",331.614571833768,165.807285916884,1290,0,311.771297692323
"1...764",11,60,75,"elevee",331.614571833768,165.807285916884,1425,0,309.233585393148
"1...765",12,60,75,"elevee",331.614571833768,165.807285916884,1560,0,307.21163548625
"1...766",13,60,75,"elevee",331.614571833768,165.807285916884,1695,0,305.581722442635
"1...767",14,60,75,"elevee",331.614571833768,165.807285916884,1830,0,304.255435086978
"1...768",15,60,75,"elevee",331.614571833768,165.807285916884,1965,0,303.167940293604
"1...769",16,60,75,"elevee",331.614571833768,165.807285916884,2100,0,302.270647589011
"1...770",17,60,75,"elevee",331.614571833768,165.807285916884,2235,0,301.526460755993
"1...771",18,60,75,"elevee",331.614571833768,165.807285916884,2370,0,300.906609427512
"1...772",19,60,75,"elevee",331.614571833768,165.807285916884,2505,0,300.388478079188
"1...773",20,60,75,"elevee",331.614571833768,165.807285916884,2640,0,299.95408312744
"1...774",2,90,75,"elevee",331.614571833768,165.807285916884,240,0,454.806987141616
"1...775",3,90,75,"elevee",331.614571833768,165.807285916884,405,0,399.640077163797
"1...776",4,90,75,"elevee",331.614571833768,165.807285916884,570,0,372.910250773531
"1...777",5,90,75,"elevee",331.614571833768,165.807285916884,735,0,357.490702302383
"1...778",6,90,75,"elevee",331.614571833768,165.807285916884,900,0,347.690746106082
"1...779",7,90,75,"elevee",331.614571833768,165.807285916884,1065,0,341.074027293128
"1...780",8,90,75,"elevee",331.614571833768,165.807285916884,1230,0,336.42223735503
"1...781",9,90,75,"elevee",331.614571833768,165.807285916884,1395,0,333.058148058922
"1...782",10,90,75,"elevee",331.614571833768,165.807285916884,1560,0,330.575280618471
"1...783",11,90,75,"elevee",331.614571833768,165.807285916884,1725,0,328.715141449029
"1...784",12,90,75,"elevee",331.614571833768,165.807285916884,1890,0,327.305845163099
"1...785",13,90,75,"elevee",331.614571833768,165.807285916884,2055,0,326.22903287094
"1...786",14,90,75,"elevee",331.614571833768,165.807285916884,2220,0,325.400924213265
"1...787",15,90,75,"elevee",331.614571833768,165.807285916884,2385,0,324.760903934853
"1...788",16,90,75,"elevee",331.614571833768,165.807285916884,2550,0,324.264348321891
"1...789",17,90,75,"elevee",331.614571833768,165.807285916884,2715,0,323.877949838067
"1...790",18,90,75,"elevee",331.614571833768,165.807285916884,2880,0,323.576573581046
"1...791",19,90,75,"elevee",331.614571833768,165.807285916884,3045,0,323.341086450221
"1...792",20,90,75,"elevee",331.614571833768,165.807285916884,3210,0,323.156823421711
"1...793",2,120,75,"elevee",331.614571833768,165.807285916884,270,0,462.343064253541
"1...794",3,120,75,"elevee",331.614571833768,165.807285916884,465,0,410.374054630627
"1...795",4,120,75,"elevee",331.614571833768,165.807285916884,660,0,385.733350766884
"1...796",5,120,75,"elevee",331.614571833768,165.807285916884,855,0,371.918185133885
"1...797",6,120,75,"elevee",331.614571833768,165.807285916884,1050,0,363.438864477649
"1...798",7,120,75,"elevee",331.614571833768,165.807285916884,1245,0,357.942645589787
"1...799",8,120,75,"elevee",331.614571833768,165.807285916884,1440,0,354.253043027839
"1...800",9,120,75,"elevee",331.614571833768,165.807285916884,1635,0,351.717632281624
"1...801",10,120,75,"elevee",331.614571833768,165.807285916884,1830,0,349.947244073702
"1...802",11,120,75,"elevee",331.614571833768,165.807285916884,2025,0,348.69718398039
"1...803",12,120,75,"elevee",331.614571833768,165.807285916884,2220,0,347.807559527807
"1...804",13,120,75,"elevee",331.614571833768,165.807285916884,2415,0,347.170897421366
"1...805",14,120,75,"elevee",331.614571833768,165.807285916884,2610,0,346.713444483566
"1...806",15,120,75,"elevee",331.614571833768,165.807285916884,2805,0,346.383812108601
"1...807",16,120,75,"elevee",331.614571833768,165.807285916884,3000,0,346.145793563015
"1...808",17,120,75,"elevee",331.614571833768,165.807285916884,3195,0,345.973670285119
"1...809",18,120,75,"elevee",331.614571833768,165.807285916884,3390,0,345.849064894046
"1...810",19,120,75,"elevee",331.614571833768,165.807285916884,3585,0,345.758788728251
"1...811",20,120,75,"elevee",331.614571833768,165.807285916884,3780,0,345.693346965146
"1...812",2,150,75,"elevee",331.614571833768,165.807285916884,300,0,469.787919907157
"1...813",3,150,75,"elevee",331.614571833768,165.807285916884,525,0,421.106014121526
"1...814",4,150,75,"elevee",331.614571833768,165.807285916884,750,0,398.648806930219
"1...815",5,150,75,"elevee",331.614571833768,165.807285916884,975,0,386.499218490015
"1...816",6,150,75,"elevee",331.614571833768,165.807285916884,1200,0,379.356876694733
"1...817",7,150,75,"elevee",331.614571833768,165.807285916884,1425,0,374.951720439481
"1...818",8,150,75,"elevee",331.614571833768,165.807285916884,1650,0,372.153913236015
"1...819",9,150,75,"elevee",331.614571833768,165.807285916884,1875,0,370.343742159613
"1...820",10,150,75,"elevee",331.614571833768,165.807285916884,2100,0,369.158492788023
"1...821",11,150,75,"elevee",331.614571833768,165.807285916884,2325,0,368.37634293208
"1...822",12,150,75,"elevee",331.614571833768,165.807285916884,2550,0,367.857537652695
"1...823",13,150,75,"elevee",331.614571833768,165.807285916884,2775,0,367.512235355663
"1...824",14,150,75,"elevee",331.614571833768,165.807285916884,3000,0,367.281889992649
"1...825",15,150,75,"elevee",331.614571833768,165.807285916884,3225,0,367.127997915926
"1...826",16,150,75,"elevee",331.614571833768,165.807285916884,3450,0,367.025079823932
"1...827",17,150,75,"elevee",331.614571833768,165.807285916884,3675,0,366.95620499744
"1...828",18,150,75,"elevee",331.614571833768,165.807285916884,3900,0,366.910091762826
"1...829",19,150,75,"elevee",331.614571833768,165.807285916884,4125,0,366.879208579582
"1...830",20,150,75,"elevee",331.614571833768,165.807285916884,4350,0,366.858521150193
"1...831",2,180,75,"elevee",331.614571833768,165.807285916884,330,0,477.119834994824
"1...832",3,180,75,"elevee",331.614571833768,165.807285916884,585,0,431.766950970015
"1...833",4,180,75,"elevee",331.614571833768,165.807285916884,840,0,411.523056873278
"1...834",5,180,75,"elevee",331.614571833768,165.807285916884,1095,0,401.023986695275
"1...835",6,180,75,"elevee",331.614571833768,165.807285916884,1350,0,395.154722253768
"1...836",7,180,75,"elevee",331.614571833768,165.807285916884,1605,0,391.73551511566
"1...837",8,180,75,"elevee",331.614571833768,165.807285916884,1860,0,389.695608982557
"1...838",9,180,75,"elevee",331.614571833768,165.807285916884,2115,0,388.461265729129
"1...839",10,180,75,"elevee",331.614571833768,165.807285916884,2370,0,387.707967010173
"1...840",11,180,75,"elevee",331.614571833768,165.807285916884,2625,0,387.245845523098
"1...841",12,180,75,"elevee",331.614571833768,165.807285916884,2880,0,386.961446112962
"1...842",13,180,75,"elevee",331.614571833768,165.807285916884,3135,0,386.786077368389
"1...843",14,180,75,"elevee",331.614571833768,165.807285916884,3390,0,386.677809339202
"1...844",15,180,75,"elevee",331.614571833768,165.807285916884,3645,0,386.610917670524
"1...845",16,180,75,"elevee",331.614571833768,165.807285916884,3900,0,386.569570687073
"1...846",17,180,75,"elevee",331.614571833768,165.807285916884,4155,0,386.544006072801
"1...847",18,180,75,"elevee",331.614571833768,165.807285916884,4410,0,386.52819682947
"1...848",19,180,75,"elevee",331.614571833768,165.807285916884,4665,0,386.518419276352
"1...849",20,180,75,"elevee",331.614571833768,165.807285916884,4920,0,386.512371739654
"1...850",2,210,75,"elevee",331.614571833768,165.807285916884,360,0,484.318454420533
"1...851",3,210,75,"elevee",331.614571833768,165.807285916884,645,0,442.291927048729
"1...852",4,210,75,"elevee",331.614571833768,165.807285916884,930,0,424.233261427733
"1...853",5,210,75,"elevee",331.614571833768,165.807285916884,1215,0,415.307699666531
"1...854",6,210,75,"elevee",331.614571833768,165.807285916884,1500,0,410.591761976002
"1...855",7,210,75,"elevee",331.614571833768,165.807285916884,1785,0,408.012041554739
"1...856",8,210,75,"elevee",331.614571833768,165.807285916884,2070,0,406.574047437312
"1...857",9,210,75,"elevee",331.614571833768,165.807285916884,2355,0,405.764052674472
"1...858",10,210,75,"elevee",331.614571833768,165.807285916884,2640,0,405.305109280168
"1...859",11,210,75,"elevee",331.614571833768,165.807285916884,2925,0,405.044205692227
"1...860",12,210,75,"elevee",331.614571833768,165.807285916884,3210,0,404.8956048415
"1...861",13,210,75,"elevee",331.614571833768,165.807285916884,3495,0,404.810876331137
"1...862",14,210,75,"elevee",331.614571833768,165.807285916884,3780,0,404.762536617396
"1...863",15,210,75,"elevee",331.614571833768,165.807285916884,4065,0,404.734947967549
"1...864",16,210,75,"elevee",331.614571833768,165.807285916884,4350,0,404.719199311819
"1...865",17,210,75,"elevee",331.614571833768,165.807285916884,4635,0,404.710208353105
"1...866",18,210,75,"elevee",331.614571833768,165.807285916884,4920,0,404.705075051752
"1...867",19,210,75,"elevee",331.614571833768,165.807285916884,5205,0,404.702144133925
"1...868",2,240,75,"elevee",331.614571833768,165.807285916884,390,0,491.364992051062
"1...869",3,240,75,"elevee",331.614571833768,165.807285916884,705,0,452.621463750707
"1...870",4,240,75,"elevee",331.614571833768,165.807285916884,1020,0,436.67117158313
"1...871",5,240,75,"elevee",331.614571833768,165.807285916884,1335,0,429.197156167795
"1...872",6,240,75,"elevee",331.614571833768,165.807285916884,1650,0,425.483701310097
"1...873",7,240,75,"elevee",331.614571833768,165.807285916884,1965,0,423.585005698708
"1...874",8,240,75,"elevee",331.614571833768,165.807285916884,2280,0,422.599962712687
"1...875",9,240,75,"elevee",331.614571833768,165.807285916884,2595,0,422.085061740737
"1...876",10,240,75,"elevee",331.614571833768,165.807285916884,2910,0,421.814854004152
"1...877",11,240,75,"elevee",331.614571833768,165.807285916884,3225,0,421.672763178246
"1...878",12,240,75,"elevee",331.614571833768,165.807285916884,3540,0,421.597962715363
"1...879",13,240,75,"elevee",331.614571833768,165.807285916884,3855,0,421.558563290423
"1...880",14,240,75,"elevee",331.614571833768,165.807285916884,4170,0,421.537804322894
"1...881",15,240,75,"elevee",331.614571833768,165.807285916884,4485,0,421.526865004875
"1...882",16,240,75,"elevee",331.614571833768,165.807285916884,4800,0,421.521099850889
"1...883",17,240,75,"elevee",331.614571833768,165.807285916884,5115,0,421.518061411099
"1...884",2,270,75,"elevee",331.614571833768,165.807285916884,420,0,498.242397771313
"1...885",3,270,75,"elevee",331.614571833768,165.807285916884,765,0,462.702601508571
"1...886",4,270,75,"elevee",331.614571833768,165.807285916884,1110,0,448.745519621498
"1...887",5,270,75,"elevee",331.614571833768,165.807285916884,1455,0,442.573157849489
"1...888",6,270,75,"elevee",331.614571833768,165.807285916884,1800,0,439.701280308126
"1...889",7,270,75,"elevee",331.614571833768,165.807285916884,2145,0,438.33353783791
"1...890",8,270,75,"elevee",331.614571833768,165.807285916884,2490,0,437.674917924611
"1...891",9,270,75,"elevee",331.614571833768,165.807285916884,2835,0,437.356082649003
"1...892",10,270,75,"elevee",331.614571833768,165.807285916884,3180,0,437.201339921468
"1...893",11,270,75,"elevee",331.614571833768,165.807285916884,3525,0,437.126144109865
"1...894",12,270,75,"elevee",331.614571833768,165.807285916884,3870,0,437.089581335164
"1...895",13,270,75,"elevee",331.614571833768,165.807285916884,4215,0,437.071798047253
"1...896",14,270,75,"elevee",331.614571833768,165.807285916884,4560,0,437.063147433093
"1...897",15,270,75,"elevee",331.614571833768,165.807285916884,4905,0,437.058939081979
"1...898",16,270,75,"elevee",331.614571833768,165.807285916884,5250,0,437.056891734037
"1...899",2,300,75,"elevee",331.614571833768,165.807285916884,450,0,504.935484418969
"1...900",3,300,75,"elevee",331.614571833768,165.807285916884,825,0,472.48960744257
"1...901",4,300,75,"elevee",331.614571833768,165.807285916884,1200,0,460.38300486059
"1...902",5,300,75,"elevee",331.614571833768,165.807285916884,1575,0,455.349576379476
"1...903",6,300,75,"elevee",331.614571833768,165.807285916884,1950,0,453.163706943306
"1...904",7,300,75,"elevee",331.614571833768,165.807285916884,2325,0,452.196544708524
"1...905",8,300,75,"elevee",331.614571833768,165.807285916884,2700,0,451.765079048527
"1...906",9,300,75,"elevee",331.614571833768,165.807285916884,3075,0,451.571889803506
"1...907",10,300,75,"elevee",331.614571833768,165.807285916884,3450,0,451.485247344232
"1...908",11,300,75,"elevee",331.614571833768,165.807285916884,3825,0,451.446360976611
"1...909",12,300,75,"elevee",331.614571833768,165.807285916884,4200,0,451.428902472531
"1...910",13,300,75,"elevee",331.614571833768,165.807285916884,4575,0,451.421063107349
"1...911",14,300,75,"elevee",331.614571833768,165.807285916884,4950,0,451.41754277557
"1...912",15,300,75,"elevee",331.614571833768,165.807285916884,5325,0,451.415961894335
"1...913",2,30,90,"elevee",331.614571833768,165.807285916884,210,0,406.353273890428
"1...914",3,30,90,"elevee",331.614571833768,165.807285916884,330,0,355.535624618491
"1...915",4,30,90,"elevee",331.614571833768,165.807285916884,450,0,330.275537639743
"1...916",5,30,90,"elevee",331.614571833768,165.807285916884,570,0,315.205355576781
"1...917",6,30,90,"elevee",331.614571833768,165.807285916884,690,0,305.220732412822
"1...918",7,30,90,"elevee",331.614571833768,165.807285916884,810,0,298.138493289448
"1...919",8,30,90,"elevee",331.614571833768,165.807285916884,930,0,292.868462581409
"1...920",9,30,90,"elevee",331.614571833768,165.807285916884,1050,0,288.805521786626
"1...921",10,30,90,"elevee",331.614571833768,165.807285916884,1170,0,285.586822912297
"1...922",11,30,90,"elevee",331.614571833768,165.807285916884,1290,0,282.981559782405
"1...923",12,30,90,"elevee",331.614571833768,165.807285916884,1410,0,280.8359029049
"1...924",13,30,90,"elevee",331.614571833768,165.807285916884,1530,0,279.043370004942
"1...925",14,30,90,"elevee",331.614571833768,165.807285916884,1650,0,277.52790466985
"1...926",15,30,90,"elevee",331.614571833768,165.807285916884,1770,0,276.233728417719
"1...927",16,30,90,"elevee",331.614571833768,165.807285916884,1890,0,275.119000828029
"1...928",17,30,90,"elevee",331.614571833768,165.807285916884,2010,0,274.151718714189
"1...929",18,30,90,"elevee",331.614571833768,165.807285916884,2130,0,273.306983074374
"1...930",19,30,90,"elevee",331.614571833768,165.807285916884,2250,0,272.565129611271
"1...931",20,30,90,"elevee",331.614571833768,165.807285916884,2370,0,271.910420403108
"1...932",2,60,90,"elevee",331.614571833768,165.807285916884,240,0,412.712455699849
"1...933",3,60,90,"elevee",331.614571833768,165.807285916884,390,0,364.290435165318
"1...934",4,60,90,"elevee",331.614571833768,165.807285916884,540,0,340.44700162122
"1...935",5,60,90,"elevee",331.614571833768,165.807285916884,690,0,326.400335734473
"1...936",6,60,90,"elevee",331.614571833768,165.807285916884,840,0,317.239154200333
"1...937",7,60,90,"elevee",331.614571833768,165.807285916884,990,0,310.862028148357
"1...938",8,60,90,"elevee",331.614571833768,165.807285916884,1140,0,306.219032160991
"1...939",9,60,90,"elevee",331.614571833768,165.807285916884,1290,0,302.726973135527
"1...940",10,60,90,"elevee",331.614571833768,165.807285916884,1440,0,300.035846308929
"1...941",11,60,90,"elevee",331.614571833768,165.807285916884,1590,0,297.922799659852
"1...942",12,60,90,"elevee",331.614571833768,165.807285916884,1740,0,296.239161647654
"1...943",13,60,90,"elevee",331.614571833768,165.807285916884,1890,0,294.881935929382
"1...944",14,60,90,"elevee",331.614571833768,165.807285916884,2040,0,293.777519611069
"1...945",15,60,90,"elevee",331.614571833768,165.807285916884,2190,0,292.871936052662
"1...946",16,60,90,"elevee",331.614571833768,165.807285916884,2340,0,292.124729723256
"1...947",17,60,90,"elevee",331.614571833768,165.807285916884,2490,0,291.505013915872
"1...948",18,60,90,"elevee",331.614571833768,165.807285916884,2640,0,290.988833399197
"1...949",19,60,90,"elevee",331.614571833768,165.807285916884,2790,0,290.557357200982
"1...950",20,60,90,"elevee",331.614571833768,165.807285916884,2940,0,290.195610837805
"1...951",2,90,90,"elevee",331.614571833768,165.807285916884,270,0,419.033929240136
"1...952",3,90,90,"elevee",331.614571833768,165.807285916884,450,0,373.161668080123
"1...953",4,90,90,"elevee",331.614571833768,165.807285916884,630,0,350.924658174246
"1...954",5,90,90,"elevee",331.614571833768,165.807285916884,810,0,338.093691622444
"1...955",6,90,90,"elevee",331.614571833768,165.807285916884,990,0,329.937711515153
"1...956",7,90,90,"elevee",331.614571833768,165.807285916884,1170,0,324.43043901566
"1...957",8,90,90,"elevee",331.614571833768,165.807285916884,1350,0,320.558373309695
"1...958",9,90,90,"elevee",331.614571833768,165.807285916884,1530,0,317.758034489387
"1...959",10,90,90,"elevee",331.614571833768,165.807285916884,1710,0,315.691172347119
"1...960",11,90,90,"elevee",331.614571833768,165.807285916884,1890,0,314.142660646467
"1...961",12,90,90,"elevee",331.614571833768,165.807285916884,2070,0,312.969439995008
"1...962",13,90,90,"elevee",331.614571833768,165.807285916884,2250,0,312.072994814599
"1...963",14,90,90,"elevee",331.614571833768,165.807285916884,2430,0,311.383587454604
