X,Nrep,rest,interval_duration,niveau_endurance,PAM,rest_power,duration,PC,DR,power_cogganTSS,percent_power_max,percent_PAM,cumul_time
1...27,9,60,15,faible,350.281232790258,175.140616395129,615,294.52521183374,1,585.77966614201,60.87383618166295,167.23124487025092,135
1...28,10,60,15,faible,350.281232790258,175.140616395129,690,287.959017642202,1,565.841628306606,58.80188845263075,161.53923628715262,150
1...29,11,60,15,faible,350.281232790258,175.140616395129,765,282.443912201368,1,549.203003548853,57.07281355240013,156.7891602910127,165
1...30,12,60,15,faible,350.281232790258,175.140616395129,840,277.713249796824,1,535.00708645324,55.597583219776546,152.73644042859485,180
1...31,13,60,15,faible,350.281232790258,175.140616395129,915,273.586301191471,1,522.678578262323,54.31641278769085,149.21683759611903,195
1...32,14,60,15,faible,350.281232790258,175.140616395129,990,269.935855640355,1,511.815638381306,53.187543246821576,146.11563237467874,210
1...33,15,60,15,faible,350.281232790258,175.140616395129,1065,266.669522840233,1,502.128309705208,52.18084244624488,143.35004639140152,225
1...34,16,60,15,faible,350.281232790258,175.140616395129,1140,263.718406074413,1,493.401575350431,51.273965973368476,140.8586955744417,240
1...35,17,60,15,faible,350.281232790258,175.140616395129,1215,261.029955999621,1,485.472238378591,50.44995451009591,138.59498966342935,255
1...36,18,60,15,faible,350.281232790258,175.140616395129,1290,258.563303202974,1,478.213925100693,49.69567538609703,136.5228508793786,270
1...37,19,60,15,faible,350.281232790258,175.140616395129,1365,256.2861173424,1,471.527053717773,49.00078012656605,134.6138501231423,285
1...38,20,60,15,faible,350.281232790258,175.140616395129,1440,254.172437857761,1,465.331942448972,48.35698825344094,132.84523945009758,300
1...39,2,90,15,faible,350.281232790258,175.140616395129,120,435.448735817889,1,1380.07357403882,143.41633470820184,393.9901555802685,30
1...40,3,90,15,faible,350.281232790258,175.140616395129,225,369.058985180983,1,949.223869080181,98.64271781004936,270.9890739846057,45
1...41,4,90,15,faible,350.281232790258,175.140616395129,330,340.92083869052,1,824.915599389249,85.72468449040647,235.50094100622096,60
1...42,5,90,15,faible,350.281232790258,175.140616395129,435,317.627871669507,1,737.040158781136,76.59272671658903,210.41383031287384,75
1...43,6,90,15,faible,350.281232790258,175.140616395129,540,302.554590154693,1,682.389058151013,70.91342041902429,194.81176673818982,90
1...44,7,90,15,faible,350.281232790258,175.140616395129,645,291.750472818421,1,644.175919725071,66.94233630159768,183.90249303216075,105
1...45,8,90,15,faible,350.281232790258,175.140616395129,750,283.477153502027,1,615.416879768913,63.95371585568302,175.69222160909013,120
1...46,9,90,15,faible,350.281232790258,175.140616395129,855,276.844256826796,1,592.657238639004,61.58854897507021,169.19468791349047,135
1...47,10,90,15,faible,350.281232790258,175.140616395129,960,271.345389857748,1,573.979241340112,59.64754382673061,163.86240186718777,150
1...48,11,90,15,faible,350.281232790258,175.140616395129,1065,266.669522840233,1,558.226197297232,58.01049788974119,159.36514578601123,165
1...49,12,90,15,faible,350.281232790258,175.140616395129,1170,262.61401702198,1,544.655216892968,56.60021056550782,155.49083590758562,180
1...50,13,90,15,faible,350.281232790258,175.140616395129,1275,259.040545072449,1,532.765070024969,55.36459435269955,152.09637861014923,195
1...51,14,90,15,faible,350.281232790258,175.140616395129,1380,255.851038494696,1,522.203869121438,54.267081327166636,149.08131530818383,210
1...52,15,90,15,faible,350.281232790258,175.140616395129,1485,252.973759960917,1,512.716358312721,53.28114546745112,146.37277430724532,225
1...53,16,90,15,faible,350.281232790258,175.140616395129,1590,250.354834600211,1,504.11223513379,52.38701066702238,143.91642712861045,240
1...54,17,90,15,faible,350.281232790258,175.140616395129,1695,247.952885374632,1,496.246282058308,51.56958601641415,141.67081636242017,255
1...55,18,90,15,faible,350.281232790258,175.140616395129,1800,245.735514355995,1,489.005446257956,50.817123140343455,139.60366713416346,270
1...56,19,90,15,faible,350.281232790258,175.140616395129,1905,243.67692449301,1,482.300172866051,50.120315556187514,137.68941288237485,285
1...57,20,90,15,faible,350.281232790258,175.140616395129,2010,241.756269712134,1,476.058432705806,49.47167803944731,135.9074903652806,300
1...58,2,120,15,faible,350.281232790258,175.140616395129,150,406.840633607444,1,1381.31718341419,143.54556977347616,394.34518726879594,30
1...59,3,120,15,faible,350.281232790258,175.140616395129,285,353.244232099712,1,969.512564327829,100.75110562586266,276.78118996125477,45
1...60,4,120,15,faible,350.281232790258,175.140616395129,420,320.310441907065,1,817.647039020626,84.96934049550444,233.42587683257872,60
1...61,5,120,15,faible,350.281232790258,175.140616395129,555,300.804478799905,1,736.383027366857,76.52443805384642,210.22622922187492,75
1...62,6,120,15,faible,350.281232790258,175.140616395129,690,287.959017642202,1,685.237662685965,71.2094455216863,195.6250002969108,90
1...63,7,120,15,faible,350.281232790258,175.140616395129,825,278.606225428286,1,649.048190008176,67.44865941281097,185.29345258894134,105
1...64,8,120,15,faible,350.281232790258,175.140616395129,960,271.345389857748,1,621.511374163145,64.58705168962882,177.43210768454006,120
1...65,9,120,15,faible,350.281232790258,175.140616395129,1095,265.454500107949,1,599.502737037699,62.29992864935711,171.1489742862331,135
1...66,10,120,15,faible,350.281232790258,175.140616395129,1230,260.520023132248,1,581.281650802756,60.406405397136574,165.9471294457893,150
1...67,11,120,15,faible,350.281232790258,175.140616395129,1365,256.2861173424,1,565.793689472763,58.79690668066636,161.52555047433844,165
1...68,12,120,15,faible,350.281232790258,175.140616395129,1500,252.584891102517,1,552.358424198558,57.40072278315144,157.68998521519427,180
1...69,13,120,15,faible,350.281232790258,175.140616395129,1635,249.300923342843,1,540.514504494942,56.1699104667473,154.30872507480075,195
1...70,14,120,15,faible,350.281232790258,175.140616395129,1770,246.351823340762,1,529.936431368546,55.07064409095306,151.28884500810872,210
1...71,15,120,15,faible,350.281232790258,175.140616395129,1905,243.67692449301,1,520.386929362077,54.07826614689291,148.5626064567596,225
1...72,16,120,15,faible,350.281232790258,175.140616395129,2040,241.230378600993,1,511.6882486664,53.17430499174952,146.07926453564514,240
1...73,17,120,15,faible,350.281232790258,175.140616395129,2175,238.976761445641,1,503.704115173545,52.34459911018901,143.79991504573522,255
1...74,18,120,15,faible,350.281232790258,175.140616395129,2310,236.888177330281,1,496.327957964256,51.57807372263894,141.6941335996291,270
1...75,19,120,15,faible,350.281232790258,175.140616395129,2445,234.94229328649,1,489.474988306751,50.86591764006892,139.73771429537013,285
1...76,20,120,15,faible,350.281232790258,175.140616395129,2580,233.120969251543,1,483.076724317356,50.20101427033836,137.91110658977655,300
1...77,2,150,15,faible,350.281232790258,175.140616395129,180,387.89724097799,1,1390.99640276645,144.5514278584733,397.10845816263105,30
1...78,3,150,15,faible,350.281232790258,175.140616395129,345,336.809045327242,1,967.268028120743,100.51785490503475,276.1404087840257,45
1...79,4,150,15,faible,350.281232790258,175.140616395129,510,306.313995307431,1,815.746663031782,84.7718546773463,232.88334819817086,60
1...80,5,150,15,faible,350.281232790258,175.140616395129,675,289.177588820207,1,738.460599859639,76.74033801571106,210.8193447811164,75
1...81,6,150,15,faible,350.281232790258,175.140616395129,840,277.713249796824,1,689.279849076439,71.62950686278755,196.77898344304592,90
1...82,7,150,15,faible,350.281232790258,175.140616395129,1005,269.254348378076,1,654.124240162377,67.97615919369588,186.7425882202643,105
1...83,8,150,15,faible,350.281232790258,175.140616395129,1170,262.61401702198,1,627.132984848797,65.17124576077042,179.03699260539966,120
1...84,9,150,15,faible,350.281232790258,175.140616395129,1335,257.176039588624,1,605.391642501932,62.91189981742444,172.83016782815466,135
1...85,10,150,15,faible,350.281232790258,175.140616395129,1500,252.584891102517,1,587.270002465558,61.02871094850617,167.6567133749939,150
1...86,11,150,15,faible,350.281232790258,175.140616395129,1665,248.61904594472,1,571.776144162459,59.418599422483865,163.23345090681124,165
1...87,12,150,15,faible,350.281232790258,175.140616395129,1830,245.132136546632,1,558.26705697439,58.01474400041643,159.376810606542,180
1...88,13,150,15,faible,350.281232790258,175.140616395129,1995,242.022885897304,1,546.304784486012,56.77163254075472,155.9617625341433,195
1...89,14,150,15,faible,350.281232790258,175.140616395129,2160,239.218557331509,1,535.57896447011,55.657012405743544,152.89970296262058,210
1...90,15,150,15,faible,350.281232790258,175.140616395129,2325,236.665284937855,1,525.862387442589,54.64727213579632,150.12576701688891,225
1...91,16,150,15,faible,350.281232790258,175.140616395129,2490,234.32214066936,1,516.984145619693,53.72465110685617,147.5911631067182,240
1...92,17,150,15,faible,350.281232790258,175.140616395129,2655,232.157342164883,1,508.812696859861,52.875479546414404,145.25833793799873,255
1...93,18,150,15,faible,350.281232790258,175.140616395129,2820,230.145743268049,1,501.244786990011,52.089027348971364,143.0978140042539,270
1...94,19,150,15,faible,350.281232790258,175.140616395129,2985,228.267123109048,1,494.197974917463,51.35672729060221,141.08605561902306,285
1...95,20,150,15,faible,350.281232790258,175.140616395129,3150,226.504989032047,1,487.605450932633,50.67163655039387,139.20398961956442,300
1...96,2,180,15,faible,350.281232790258,175.140616395129,210,374.432806151914,1,1405.66965007014,146.07626203119332,401.297448588069,30
1...97,3,180,15,faible,350.281232790258,175.140616395129,405,323.168552453318,1,961.551387491793,99.92378538492311,274.5083942500432,45
1...98,4,180,15,faible,350.281232790258,175.140616395129,600,295.997260964465,1,816.316243255066,84.83104507812081,233.04595474684228,60
1...99,5,180,15,faible,350.281232790258,175.140616395129,795,280.469125477499,1,741.514549956586,77.05770249360924,211.69120139547738,75
1...100,6,180,15,faible,350.281232790258,175.140616395129,990,269.935855640355,1,693.446480081116,72.06250040604014,197.9684936464578,90
1...101,7,180,15,faible,350.281232790258,175.140616395129,1185,262.076651218316,1,658.7889410943,68.46091183496883,188.0742898631885,105
1...102,8,180,15,faible,350.281232790258,175.140616395129,1380,255.851038494696,1,631.983924932255,65.67535225171834,180.4218627124324,120
1...103,9,180,15,faible,350.281232790258,175.140616395129,1575,250.714828001176,1,610.257823854446,63.417590170990565,174.21938908724158,135
1...104,10,180,15,faible,350.281232790258,175.140616395129,1770,246.351823340762,1,592.052950118616,61.52575171097459,169.02217267036013,150
1...105,11,180,15,faible,350.281232790258,175.140616395129,1965,242.563687432628,1,576.417548620619,59.90093110958339,164.5585017584334,165
1...106,12,180,15,faible,350.281232790258,175.140616395129,2160,239.218557331509,1,562.732085361474,58.47874680265084,160.65150875451775,180
1...107,13,180,15,faible,350.281232790258,175.140616395129,2355,236.224665087438,1,550.572894552378,57.215171721102934,157.18024347654702,195
1...108,14,180,15,faible,350.281232790258,175.140616395129,2550,233.51575121306,1,539.638583138212,56.078885297627345,154.058662760656,210
1...109,15,180,15,faible,350.281232790258,175.140616395129,2745,231.042504307386,1,529.707699099143,55.04687438452266,151.22354540082435,225
1...110,16,180,15,faible,350.281232790258,175.140616395129,2940,228.767286040848,1,520.613088103639,54.101768414009086,148.62717136072564,240
1...111,17,180,15,faible,350.281232790258,175.140616395129,3135,226.660745461044,1,512.225676496855,53.23015413708782,146.23269206191426,255
1...112,18,180,15,faible,350.281232790258,175.140616395129,3330,224.699569577465,1,504.443836103705,52.42147042089748,144.01109419577634,270
1...113,19,180,15,faible,350.281232790258,175.140616395129,3525,222.864943909841,1,497.186189351583,51.667260561817194,141.9391456947649,285
1...114,20,180,15,faible,350.281232790258,175.140616395129,3720,221.141471468748,1,490.386609053148,50.960652666194804,139.99796824592727,300
1...115,2,210,15,faible,350.281232790258,175.140616395129,240,364.36097863776,1,1423.31947665889,147.91042035811935,406.3362074299731,30
1...116,3,210,15,faible,350.281232790258,175.140616395129,465,312.722368828565,1,958.982338116226,99.65681146986584,273.7749694658769,45
1...117,4,210,15,faible,350.281232790258,175.140616395129,690,287.959017642202,1,818.072081091167,85.01351058686804,233.5472199222884,60
1...118,5,210,15,faible,350.281232790258,175.140616395129,915,273.586301191471,1,744.834955112591,77.40275680533469,212.63912690366277,75
1...119,6,210,15,faible,350.281232790258,175.140616395129,1140,263.718406074413,1,697.366132069257,72.46982805294651,199.0874950719461,90
1...120,7,210,15,faible,350.281232790258,175.140616395129,1365,256.2861173424,1,662.889903541211,68.88708114505187,189.2450526854624,105
1...121,8,210,15,faible,350.281232790258,175.140616395129,1590,250.354834600211,1,636.06270097624,66.09921596545647,181.58629165185755,120
1...122,9,210,15,faible,350.281232790258,175.140616395129,1815,245.432242309279,1,614.208538773306,63.82814585714994,175.34725851015912,135
1...123,10,210,15,faible,350.281232790258,175.140616395129,2040,241.230378600993,1,595.818828641448,61.917099320885214,170.09727409467393,150
1...124,11,210,15,faible,350.281232790258,175.140616395129,2265,237.567511034545,1,579.968288326534,60.26992163567174,165.57218430078106,165
1...125,12,210,15,faible,350.281232790258,175.140616395129,2490,234.32214066936,1,566.052378879262,58.82378951300649,161.59940239167875,180
1...126,13,210,15,faible,350.281232790258,175.140616395129,2715,231.409281487884,1,553.656224671543,57.53558935151371,158.06048764338516,195
1...127,14,210,15,faible,350.281232790258,175.140616395129,2940,228.767286040848,1,542.483699175301,56.3745478778945,154.8709004059405,210
1...128,15,210,15,faible,350.281232790258,175.140616395129,3165,226.350081206232,1,532.316537256126,55.31798312347666,151.96832928096592,225
1...129,16,210,15,faible,350.281232790258,175.140616395129,3390,224.122364559975,1,522.989506448654,54.34872423954378,149.30560289589096,240
1...130,17,210,15,faible,350.281232790258,175.140616395129,3615,222.056509502089,1,514.374667343457,53.45347584713199,146.84619648220064,255
1...131,18,210,15,faible,350.281232790258,175.140616395129,3840,220.130501655817,1,506.371027112474,52.621742838223305,144.5612781132581,270
1...132,19,210,15,faible,350.281232790258,175.140616395129,4065,218.326521777619,1,498.897523870382,51.84510131521088,142.4277058454664,285
1...133,20,210,15,faible,350.281232790258,175.140616395129,4290,216.629947462859,1,491.888140164013,51.11669078794536,140.4266326933212,300
