"","Nrep","rest","interval_duration","niveau_endurance","PAM","rest_power","duration","PC","DR","power_cogganEXP"
"1...464",3,180,45,"moyenne",331.614571833768,165.807285916884,495,301.111476342445,1,426.875391735255
"1...465",4,180,45,"moyenne",331.614571833768,165.807285916884,720,284.386253230241,1,395.03301719583
"1...466",5,180,45,"moyenne",331.614571833768,165.807285916884,945,274.265633620482,1,374.755452021531
"1...467",6,180,45,"moyenne",331.614571833768,165.807285916884,1170,267.142820643783,1,360.022562585129
"1...468",7,180,45,"moyenne",331.614571833768,165.807285916884,1395,261.687899691573,1,348.490152485227
"1...469",8,180,45,"moyenne",331.614571833768,165.807285916884,1620,257.28186967405,1,339.025756086401
"1...470",9,180,45,"moyenne",331.614571833768,165.807285916884,1845,253.591581031123,1,331.002501284354
"1...471",10,180,45,"moyenne",331.614571833768,165.807285916884,2070,250.418930179536,1,324.039189397528
"1...472",11,180,45,"moyenne",331.614571833768,165.807285916884,2295,247.637228414503,1,317.887513054442
"1...473",12,180,45,"moyenne",331.614571833768,165.807285916884,2520,245.160844142463,1,312.377019820723
"1...474",13,180,45,"moyenne",331.614571833768,165.807285916884,2745,242.92932242812,1,307.385772177062
"1...475",14,180,45,"moyenne",331.614571833768,165.807285916884,2970,240.898459547653,1,302.823587260624
"1...476",15,180,45,"moyenne",331.614571833768,165.807285916884,3195,239.034989128182,1,298.621915981096
"1...477",16,180,45,"moyenne",331.614571833768,165.807285916884,3420,237.313265375756,1,294.727446154727
"1...478",17,180,45,"moyenne",331.614571833768,165.807285916884,3645,235.713109451893,1,291.097902208328
"1...479",18,180,45,"moyenne",331.614571833768,165.807285916884,3870,234.218363482976,1,287.699196487772
"1...480",19,180,45,"moyenne",331.614571833768,165.807285916884,4095,232.815891374092,1,284.503442790552
"1...481",1,210,45,"moyenne",331.614571833768,165.807285916884,45,540.082791341818,1,540.082791341818
"1...482",2,210,45,"moyenne",331.614571833768,165.807285916884,300,331.614571833768,1,496.153989615656
"1...483",3,210,45,"moyenne",331.614571833768,165.807285916884,555,295.58244689137,1,431.986911910899
"1...484",4,210,45,"moyenne",331.614571833768,165.807285916884,810,279.83483713098,1,400.648511233342
"1...485",5,210,45,"moyenne",331.614571833768,165.807285916884,1065,270.203328434912,1,380.373887601246
"1...486",6,210,45,"moyenne",331.614571833768,165.807285916884,1320,263.367228278208,1,365.474060688361
"1...487",7,210,45,"moyenne",331.614571833768,165.807285916884,1575,258.097681829154,1,353.713136755995
"1...488",8,210,45,"moyenne",331.614571833768,165.807285916884,1830,253.819777826849,1,344.000427090754
"1...489",9,210,45,"moyenne",331.614571833768,165.807285916884,2085,250.222441588359,1,335.726733238163
"1...490",10,210,45,"moyenne",331.614571833768,165.807285916884,2340,247.119752278974,1,328.51862070156
"1...491",11,210,45,"moyenne",331.614571833768,165.807285916884,2595,244.392251765611,1,322.13111440067
"1...492",12,210,45,"moyenne",331.614571833768,165.807285916884,2850,241.958849215098,1,316.395002324064
"1...493",13,210,45,"moyenne",331.614571833768,165.807285916884,3105,239.762073078962,1,311.188572081663
"1...494",14,210,45,"moyenne",331.614571833768,165.807285916884,3360,237.759753684128,1,306.421373418893
"1...495",15,210,45,"moyenne",331.614571833768,165.807285916884,3615,235.920054947958,1,302.02436094555
"1...496",16,210,45,"moyenne",331.614571833768,165.807285916884,3870,234.218363482976,1,297.943633276736
"1...497",17,210,45,"moyenne",331.614571833768,165.807285916884,4125,232.635262588348,1,294.136303401366
"1...498",18,210,45,"moyenne",331.614571833768,165.807285916884,4380,231.155168090605,1,290.567686205968
"1...499",19,210,45,"moyenne",331.614571833768,165.807285916884,4635,229.765383192011,1,287.209329699068
"1...500",1,240,45,"moyenne",331.614571833768,165.807285916884,45,540.082791341818,1,540.082791341818
"1...501",2,240,45,"moyenne",331.614571833768,165.807285916884,330,324.837470612731,1,499.416229409647
"1...502",3,240,45,"moyenne",331.614571833768,165.807285916884,615,290.957508878845,1,437.184236537573
"1...503",4,240,45,"moyenne",331.614571833768,165.807285916884,900,275.985125893854,1,406.158840770003
"1...504",5,240,45,"moyenne",331.614571833768,165.807285916884,1185,266.736462247848,1,385.78941100591
"1...505",6,240,45,"moyenne",331.614571833768,165.807285916884,1470,260.122987313076,1,370.667775454705
"1...506",7,240,45,"moyenne",331.614571833768,165.807285916884,1755,254.996548798547,1,358.645770190722
"1...507",8,240,45,"moyenne",331.614571833768,165.807285916884,2040,250.817106832969,1,348.664880682649
"1...508",9,240,45,"moyenne",331.614571833768,165.807285916884,2325,247.290930299618,1,340.128607102718
"1...509",10,240,45,"moyenne",331.614571833768,165.807285916884,2610,244.241622181031,1,332.668489513831
"1...510",11,240,45,"moyenne",331.614571833768,165.807285916884,2895,241.555354355039,1,326.041222386373
"1...511",12,240,45,"moyenne",331.614571833768,165.807285916884,3180,239.154559972598,1,320.077794093494
"1...512",13,240,45,"moyenne",331.614571833768,165.807285916884,3465,236.984076326494,1,314.656041077052
"1...513",14,240,45,"moyenne",331.614571833768,165.807285916884,3750,235.003304034829,1,309.684791730335
"1...514",15,240,45,"moyenne",331.614571833768,165.807285916884,4035,233.181508792726,1,305.094191526741
"1...515",16,240,45,"moyenne",331.614571833768,165.807285916884,4320,231.494870925809,1,300.829529508077
"1...516",17,240,45,"moyenne",331.614571833768,165.807285916884,4605,229.924558607018,1,296.847149096163
"1...517",18,240,45,"moyenne",331.614571833768,165.807285916884,4890,228.455427193021,1,293.111652473853
"1...518",19,240,45,"moyenne",331.614571833768,165.807285916884,5175,227.075115921954,1,289.593936765279
"1...519",1,270,45,"moyenne",331.614571833768,165.807285916884,45,540.082791341818,1,540.082791341818
"1...520",2,270,45,"moyenne",331.614571833768,165.807285916884,360,319.100880383988,1,503.031590417612
"1...521",3,270,45,"moyenne",331.614571833768,165.807285916884,675,287.005197241193,1,442.39542975744
"1...522",4,270,45,"moyenne",331.614571833768,165.807285916884,990,272.660384516007,1,411.536456898576
"1...523",5,270,45,"moyenne",331.614571833768,165.807285916884,1305,263.718289431202,1,390.99952328827
"1...524",6,270,45,"moyenne",331.614571833768,165.807285916884,1620,257.28186967405,1,375.616329456198
"1...525",7,270,45,"moyenne",331.614571833768,165.807285916884,1935,252.268677079954,1,363.310313754481
"1...526",8,270,45,"moyenne",331.614571833768,165.807285916884,2250,248.166839382216,1,353.047757692669
"1...527",9,270,45,"moyenne",331.614571833768,165.807285916884,2565,244.696557874279,1,344.241089893505
"1...528",10,270,45,"moyenne",331.614571833768,165.807285916884,2880,241.689054258679,1,336.524733565054
"1...529",11,270,45,"moyenne",331.614571833768,165.807285916884,3195,239.034989128182,1,329.655817515753
"1...530",12,270,45,"moyenne",331.614571833768,165.807285916884,3510,236.659597382095,1,323.464764265976
"1...531",13,270,45,"moyenne",331.614571833768,165.807285916884,3825,234.509547538682,1,317.82846474447
"1...532",14,270,45,"moyenne",331.614571833768,165.807285916884,4140,232.545483029216,1,312.654696729948
"1...533",15,270,45,"moyenne",331.614571833768,165.807285916884,4455,230.737539896691,1,307.872571431319
"1...534",16,270,45,"moyenne",331.614571833768,165.807285916884,4770,229.062524373947,1,303.426411015813
"1...535",17,270,45,"moyenne",331.614571833768,165.807285916884,5085,227.502065118712,1,299.271677432805
"1...536",18,270,45,"moyenne",331.614571833768,165.807285916884,5400,226.04136302621,1,295.372179355255
"1...537",1,300,45,"moyenne",331.614571833768,165.807285916884,45,540.082791341818,1,540.082791341818
"1...538",2,300,45,"moyenne",331.614571833768,165.807285916884,390,314.165032032959,1,506.8971561261
"1...539",3,300,45,"moyenne",331.614571833768,165.807285916884,735,283.568941526044,1,447.577907746675
"1...540",4,300,45,"moyenne",331.614571833768,165.807285916884,1080,269.741008395382,1,416.770812422044
"1...541",5,300,45,"moyenne",331.614571833768,165.807285916884,1425,261.049064549018,1,396.011129608999
"1...542",6,300,45,"moyenne",331.614571833768,165.807285916884,1770,254.756258549868,1,380.336925359432
"1...543",7,300,45,"moyenne",331.614571833768,165.807285916884,2115,249.83451610994,1,367.730407526403
"1...544",8,300,45,"moyenne",331.614571833768,165.807285916884,2460,245.795121278366,1,357.176876997484
"1...545",9,300,45,"moyenne",331.614571833768,165.807285916884,2805,242.369675629544,1,348.094772715639
"1...546",10,300,45,"moyenne",331.614571833768,165.807285916884,3150,239.39561263629,1,340.119797190582
"1...547",11,300,45,"moyenne",331.614571833768,165.807285916884,3495,236.767242073232,1,333.008573991716
"1...548",12,300,45,"moyenne",331.614571833768,165.807285916884,3840,234.412071013691,1,326.590381347411
"1...549",13,300,45,"moyenne",331.614571833768,165.807285916884,4185,232.278249927959,1,320.7407942444
"1...550",14,300,45,"moyenne",331.614571833768,165.807285916884,4530,230.327426127576,1,315.366294962462
"1...551",15,300,45,"moyenne",331.614571833768,165.807285916884,4875,228.530437485212,1,310.394794309409
"1...552",16,300,45,"moyenne",331.614571833768,165.807285916884,5220,226.864594167269,1,305.769532451806
"1...553",1,30,60,"moyenne",331.614571833768,165.807285916884,60,484.560361256426,1,484.560361256426
"1...554",2,30,60,"moyenne",331.614571833768,165.807285916884,150,369.527948757263,1,393.655274936785
"1...555",3,30,60,"moyenne",331.614571833768,165.807285916884,240,341.027788669381,1,362.075034332865
"1...556",4,30,60,"moyenne",331.614571833768,165.807285916884,330,324.837470612731,1,342.764098965384
"1...557",5,30,60,"moyenne",331.614571833768,165.807285916884,420,309.859554194281,1,323.980163494384
"1...558",6,30,60,"moyenne",331.614571833768,165.807285916884,510,299.627738291157,1,310.983528289558
"1...559",7,30,60,"moyenne",331.614571833768,165.807285916884,600,292.043211850818,1,301.265546275757
"1...560",8,30,60,"moyenne",331.614571833768,165.807285916884,690,286.102689450764,1,293.605499033183
"1...561",9,30,60,"moyenne",331.614571833768,165.807285916884,780,281.263010823851,1,287.334422978274
"1...562",10,30,60,"moyenne",331.614571833768,165.807285916884,870,277.202760824934,1,282.052880067447
"1...563",11,30,60,"moyenne",331.614571833768,165.807285916884,960,273.718570133765,1,277.506353211622
"1...564",12,30,60,"moyenne",331.614571833768,165.807285916884,1050,270.674854624842,1,273.524191294545
"1...565",13,30,60,"moyenne",331.614571833768,165.807285916884,1140,267.977348490397,1,269.987184912036
"1...566",14,30,60,"moyenne",331.614571833768,165.807285916884,1230,265.558218164603,1,266.809204882871
"1...567",15,30,60,"moyenne",331.614571833768,165.807285916884,1320,263.367228278208,1,263.926243997589
"1...568",16,30,60,"moyenne",331.614571833768,165.807285916884,1410,261.366260037089,1,261.289584659942
"1...569",17,30,60,"moyenne",331.614571833768,165.807285916884,1500,259.52577918789,1,258.861378286943
"1...570",18,30,60,"moyenne",331.614571833768,165.807285916884,1590,257.822485532965,1,256.611692842464
"1...571",19,30,60,"moyenne",331.614571833768,165.807285916884,1680,256.237704390654,1,254.516485848151
"1...572",1,60,60,"moyenne",331.614571833768,165.807285916884,60,484.560361256426,1,484.560361256426
"1...573",2,60,60,"moyenne",331.614571833768,165.807285916884,180,356.789969283006,1,400.621648980242
"1...574",3,60,60,"moyenne",331.614571833768,165.807285916884,300,331.614571833768,1,372.822510463024
"1...575",4,60,60,"moyenne",331.614571833768,165.807285916884,420,309.859554194281,1,343.743396065748
"1...576",5,60,60,"moyenne",331.614571833768,165.807285916884,540,296.868661807769,1,325.807666281495
"1...577",6,60,60,"moyenne",331.614571833768,165.807285916884,660,287.939738099878,1,313.229874934182
"1...578",7,60,60,"moyenne",331.614571833768,165.807285916884,780,281.263010823851,1,303.692203019287
"1...579",8,60,60,"moyenne",331.614571833768,165.807285916884,900,275.985125893854,1,296.074020154141
"1...580",9,60,60,"moyenne",331.614571833768,165.807285916884,1020,271.64695704768,1,289.761598588003
"1...581",10,60,60,"moyenne",331.614571833768,165.807285916884,1140,267.977348490397,1,284.387526595852
"1...582",11,60,60,"moyenne",331.614571833768,165.807285916884,1260,264.80463071992,1,279.716650778372
"1...583",12,60,60,"moyenne",331.614571833768,165.807285916884,1380,262.014106032336,1,275.590434240946
"1...584",13,60,60,"moyenne",331.614571833768,165.807285916884,1500,259.52577918789,1,271.897455765031
"1...585",14,60,60,"moyenne",331.614571833768,165.807285916884,1620,257.28186967405,1,268.55670060068
"1...586",15,60,60,"moyenne",331.614571833768,165.807285916884,1740,255.23941109454,1,265.507573733084
"1...587",16,60,60,"moyenne",331.614571833768,165.807285916884,1860,253.365659937805,1,262.703658625541
"1...588",17,60,60,"moyenne",331.614571833768,165.807285916884,1980,251.635135325039,1,260.108667053113
"1...589",18,60,60,"moyenne",331.614571833768,165.807285916884,2100,250.027646500156,1,257.693724807277
"1...590",19,60,60,"moyenne",331.614571833768,165.807285916884,2220,248.526940585683,1,255.435501290335
"1...591",1,90,60,"moyenne",331.614571833768,165.807285916884,60,484.560361256426,1,484.560361256426
"1...592",2,90,60,"moyenne",331.614571833768,165.807285916884,210,347.766873790563,1,408.434718343641
"1...593",3,90,60,"moyenne",331.614571833768,165.807285916884,360,319.100880383988,1,374.367548926619
"1...594",4,90,60,"moyenne",331.614571833768,165.807285916884,510,299.627738291157,1,346.696266463001
"1...595",5,90,60,"moyenne",331.614571833768,165.807285916884,660,287.939738099878,1,329.383331431725
"1...596",6,90,60,"moyenne",331.614571833768,165.807285916884,810,279.83483713098,1,317.058612973478
"1...597",7,90,60,"moyenne",331.614571833768,165.807285916884,960,273.718570133765,1,307.585266244849
"1...598",8,90,60,"moyenne",331.614571833768,165.807285916884,1110,268.842665520356,1,299.929093498717
"1...599",9,90,60,"moyenne",331.614571833768,165.807285916884,1260,264.80463071992,1,293.521119157891
"1...600",10,90,60,"moyenne",331.614571833768,165.807285916884,1410,261.366260037089,1,288.018613755165
"1...601",11,90,60,"moyenne",331.614571833768,165.807285916884,1560,258.376240994699,1,283.200709789775
"1...602",12,90,60,"moyenne",331.614571833768,165.807285916884,1710,255.733072997989,1,278.917444583366
"1...603",13,90,60,"moyenne",331.614571833768,165.807285916884,1860,253.365659937805,1,275.062680875054
"1...604",14,90,60,"moyenne",331.614571833768,165.807285916884,2010,251.222422232416,1,271.558718352252
"1...605",15,90,60,"moyenne",331.614571833768,165.807285916884,2160,249.264835722742,1,268.347060208312
"1...606",16,90,60,"moyenne",331.614571833768,165.807285916884,2310,247.4634156428,1,265.382617903143
"1...607",17,90,60,"moyenne",331.614571833768,165.807285916884,2460,245.795121278366,1,262.629933539834
"1...608",18,90,60,"moyenne",331.614571833768,165.807285916884,2610,244.241622181031,1,260.060636617305
"1...609",19,90,60,"moyenne",331.614571833768,165.807285916884,2760,242.788106340304,1,257.651683436376
"1...610",1,120,60,"moyenne",331.614571833768,165.807285916884,60,484.560361256426,1,484.560361256426
"1...611",2,120,60,"moyenne",331.614571833768,165.807285916884,240,341.027788669381,1,416.639680381527
"1...612",3,120,60,"moyenne",331.614571833768,165.807285916884,420,309.859554194281,1,377.019690639017
"1...613",4,120,60,"moyenne",331.614571833768,165.807285916884,600,292.043211850818,1,350.424900607171
"1...614",5,120,60,"moyenne",331.614571833768,165.807285916884,780,281.263010823851,1,333.510884446771
"1...615",6,120,60,"moyenne",331.614571833768,165.807285916884,960,273.718570133765,1,321.292432836508
"1...616",7,120,60,"moyenne",331.614571833768,165.807285916884,1140,267.977348490397,1,311.785809177445
"1...617",8,120,60,"moyenne",331.614571833768,165.807285916884,1320,263.367228278208,1,304.025789083117
"1...618",9,120,60,"moyenne",331.614571833768,165.807285916884,1500,259.52577918789,1,297.477494848826
"1...619",10,120,60,"moyenne",331.614571833768,165.807285916884,1680,256.237704390654,1,291.816221891362
"1...620",11,120,60,"moyenne",331.614571833768,165.807285916884,1860,253.365659937805,1,286.831093857888
"1...621",12,120,60,"moyenne",331.614571833768,165.807285916884,2040,250.817106832969,1,282.377864657448
"1...622",13,120,60,"moyenne",331.614571833768,165.807285916884,2220,248.526940585683,1,278.353725982757
"1...623",14,120,60,"moyenne",331.614571833768,165.807285916884,2400,246.447726739384,1,274.682921421365
"1...624",15,120,60,"moyenne",331.614571833768,165.807285916884,2580,244.54389242925,1,271.308070901097
"1...625",16,120,60,"moyenne",331.614571833768,165.807285916884,2760,242.788106340304,1,268.184697863731
"1...626",17,120,60,"moyenne",331.614571833768,165.807285916884,2940,241.158932660462,1,265.277643862346
"1...627",18,120,60,"moyenne",331.614571833768,165.807285916884,3120,239.639259305217,1,262.558642881926
"1...628",19,120,60,"moyenne",331.614571833768,165.807285916884,3300,238.215214327016,1,260.004634162436
"1...629",1,150,60,"moyenne",331.614571833768,165.807285916884,60,484.560361256426,1,484.560361256426
"1...630",2,150,60,"moyenne",331.614571833768,165.807285916884,270,335.796294093084,1,425.016619984745
"1...631",3,150,60,"moyenne",331.614571833768,165.807285916884,480,302.673062316431,1,380.254941510259
"1...632",4,150,60,"moyenne",331.614571833768,165.807285916884,690,286.102689450764,1,354.458765984334
"1...633",5,150,60,"moyenne",331.614571833768,165.807285916884,900,275.985125893854,1,337.774873216741
"1...634",6,150,60,"moyenne",331.614571833768,165.807285916884,1110,268.842665520356,1,325.557859644776
"1...635",7,150,60,"moyenne",331.614571833768,165.807285916884,1320,263.367228278208,1,315.95074894306
"1...636",8,150,60,"moyenne",331.614571833768,165.807285916884,1530,258.943776510768,1,308.042838044585
"1...637",9,150,60,"moyenne",331.614571833768,165.807285916884,1740,255.23941109454,1,301.325099393492
"1...638",10,150,60,"moyenne",331.614571833768,165.807285916884,1950,252.055519175966,1,295.48591011581
"1...639",11,150,60,"moyenne",331.614571833768,165.807285916884,2160,249.264835722742,1,290.321287696328
"1...640",12,150,60,"moyenne",331.614571833768,165.807285916884,2370,246.781240012437,1,285.690686512383
"1...641",13,150,60,"moyenne",331.614571833768,165.807285916884,2580,244.54389242925,1,281.493271790559
"1...642",14,150,60,"moyenne",331.614571833768,165.807285916884,2790,242.50829370901,1,277.65429447555
"1...643",15,150,60,"moyenne",331.614571833768,165.807285916884,3000,240.640951425757,1,274.116828831957
"1...644",16,150,60,"moyenne",331.614571833768,165.807285916884,3210,238.916046286484,1,270.83653231995
"1...645",17,150,60,"moyenne",331.614571833768,165.807285916884,3420,237.313265375756,1,267.778195071618
"1...646",18,150,60,"moyenne",331.614571833768,165.807285916884,3630,235.816346351592,1,264.913394124297
"1...647",19,150,60,"moyenne",331.614571833768,165.807285916884,3840,234.412071013691,1,262.218854336291
"1...648",1,180,60,"moyenne",331.614571833768,165.807285916884,60,484.560361256426,1,484.560361256426
"1...649",2,180,60,"moyenne",331.614571833768,165.807285916884,300,331.614571833768,1,433.450120701403
"1...650",3,180,60,"moyenne",331.614571833768,165.807285916884,540,296.868661807769,1,383.798270424322
"1...651",4,180,60,"moyenne",331.614571833768,165.807285916884,780,281.263010823851,1,358.583272990969
"1...652",5,180,60,"moyenne",331.614571833768,165.807285916884,1020,271.64695704768,1,342.005851965905
"1...653",6,180,60,"moyenne",331.614571833768,165.807285916884,1260,264.80463071992,1,329.716471281074
"1...654",7,180,60,"moyenne",331.614571833768,165.807285916884,1500,259.52577918789,1,319.963035538226
"1...655",8,180,60,"moyenne",331.614571833768,165.807285916884,1740,255.23941109454,1,311.878116955924
"1...656",9,180,60,"moyenne",331.614571833768,165.807285916884,1980,251.635135325039,1,304.972354723526
"1...657",10,180,60,"moyenne",331.614571833768,165.807285916884,2220,248.526940585683,1,298.943593793002
"1...658",11,180,60,"moyenne",331.614571833768,165.807285916884,2460,245.795121278366,1,293.592523178387
"1...659",12,180,60,"moyenne",331.614571833768,165.807285916884,2700,243.358343297344,1,288.780872697936
"1...660",13,180,60,"moyenne",331.614571833768,165.807285916884,2940,241.158932660462,1,284.408835103097
"1...661",14,180,60,"moyenne",331.614571833768,165.807285916884,3180,239.154559972598,1,280.402022252873
"1...662",15,180,60,"moyenne",331.614571833768,165.807285916884,3420,237.313265375756,1,276.703510125167
"1...663",16,180,60,"moyenne",331.614571833768,165.807285916884,3660,235.610339940543,1,273.268766676296
"1...664",17,180,60,"moyenne",331.614571833768,165.807285916884,3900,234.026293046087,1,270.062295271834
"1...665",18,180,60,"moyenne",331.614571833768,165.807285916884,4140,232.545483029216,1,267.055342207505
"1...666",19,180,60,"moyenne",331.614571833768,165.807285916884,4380,231.155168090605,1,264.224287958454
"1...667",1,210,60,"moyenne",331.614571833768,165.807285916884,60,484.560361256426,1,484.560361256426
"1...668",2,210,60,"moyenne",331.614571833768,165.807285916884,330,324.837470612731,1,435.363909240569
"1...669",3,210,60,"moyenne",331.614571833768,165.807285916884,600,292.043211850818,1,387.496037447153
"1...670",4,210,60,"moyenne",331.614571833768,165.807285916884,870,277.202760824934,1,362.693629109029
"1...671",5,210,60,"moyenne",331.614571833768,165.807285916884,1140,267.977348490397,1,346.131366251066
"1...672",6,210,60,"moyenne",331.614571833768,165.807285916884,1410,261.366260037089,1,333.716896428965
"1...673",7,210,60,"moyenne",331.614571833768,165.807285916884,1680,256.237704390654,1,323.785369708296
"1...674",8,210,60,"moyenne",331.614571833768,165.807285916884,1950,252.055519175966,1,315.503933634777
"1...675",9,210,60,"moyenne",331.614571833768,165.807285916884,2220,248.526940585683,1,308.398230035343
"1...676",10,210,60,"moyenne",331.614571833768,165.807285916884,2490,245.475756318448,1,302.172894352935
"1...677",11,210,60,"moyenne",331.614571833768,165.807285916884,2760,242.788106340304,1,296.631663717799
"1...678",12,210,60,"moyenne",331.614571833768,165.807285916884,3030,240.386341161622,1,291.637514551657
"1...679",13,210,60,"moyenne",331.614571833768,165.807285916884,3300,238.215214327016,1,287.090991159345
"1...680",14,210,60,"moyenne",331.614571833768,165.807285916884,3570,236.234054904718,1,282.917608760551
"1...681",15,210,60,"moyenne",331.614571833768,165.807285916884,3840,234.412071013691,1,279.060127553208
"1...682",16,210,60,"moyenne",331.614571833768,165.807285916884,4110,232.725397751465,1,275.473601045364
"1...683",17,210,60,"moyenne",331.614571833768,165.807285916884,4380,231.155168090605,1,272.122083638522
"1...684",18,210,60,"moyenne",331.614571833768,165.807285916884,4650,229.686210056552,1,268.976372186335
"1...685",19,210,60,"moyenne",331.614571833768,165.807285916884,4920,228.306141645029,1,266.012414821627
"1...686",1,240,60,"moyenne",331.614571833768,165.807285916884,60,484.560361256426,1,484.560361256426
"1...687",2,240,60,"moyenne",331.614571833768,165.807285916884,360,319.100880383988,1,437.609791374437
"1...688",3,240,60,"moyenne",331.614571833768,165.807285916884,660,287.939738099878,1,391.25878682035
"1...689",4,240,60,"moyenne",331.614571833768,165.807285916884,960,273.718570133765,1,366.737376545249
"1...690",5,240,60,"moyenne",331.614571833768,165.807285916884,1260,264.80463071992,1,350.121750818445
"1...691",6,240,60,"moyenne",331.614571833768,165.807285916884,1560,258.376240994699,1,337.543795865418
"1...692",7,240,60,"moyenne",331.614571833768,165.807285916884,1860,253.365659937805,1,327.411736368575
"1...693",8,240,60,"moyenne",331.614571833768,165.807285916884,2160,249.264835722742,1,318.920506382754
"1...694",9,240,60,"moyenne",331.614571833768,165.807285916884,2460,245.795121278366,1,311.607179216564
"1...695",10,240,60,"moyenne",331.614571833768,165.807285916884,2760,242.788106340304,1,305.181159494753
"1...696",11,240,60,"moyenne",331.614571833768,165.807285916884,3060,240.134563869236,1,299.44802076397
"1...697",12,240,60,"moyenne",331.614571833768,165.807285916884,3360,237.759753684128,1,294.271225718614
"1...698",13,240,60,"moyenne",331.614571833768,165.807285916884,3660,235.610339940543,1,289.551175171847
"1...699",14,240,60,"moyenne",331.614571833768,165.807285916884,3960,233.64695339465,1,285.212955497764
"1...700",15,240,60,"moyenne",331.614571833768,165.807285916884,4260,231.83971662771,1,281.198782549512
"1...701",16,240,60,"moyenne",331.614571833768,165.807285916884,4560,230.165424101384,1,277.46313483446
"1...702",17,240,60,"moyenne",331.614571833768,165.807285916884,4860,228.605694963515,1,273.969503048262
"1...703",18,240,60,"moyenne",331.614571833768,165.807285916884,5160,227.145722743575,1,270.688151416678
"1...704",1,270,60,"moyenne",331.614571833768,165.807285916884,60,484.560361256426,1,484.560361256426
"1...705",2,270,60,"moyenne",331.614571833768,165.807285916884,390,314.165032032959,1,440.092920061183
"1...706",3,270,60,"moyenne",331.614571833768,165.807285916884,720,284.386253230241,1,395.03301719583
"1...707",4,270,60,"moyenne",331.614571833768,165.807285916884,1050,270.674854624842,1,370.688720414858
"1...708",5,270,60,"moyenne",331.614571833768,165.807285916884,1380,262.014106032336,1,353.967430538387
"1...709",6,270,60,"moyenne",331.614571833768,165.807285916884,1710,255.733072997989,1,341.197498379007
"1...710",7,270,60,"moyenne",331.614571833768,165.807285916884,2040,250.817106832969,1,330.848769274859
"1...711",8,270,60,"moyenne",331.614571833768,165.807285916884,2370,246.781240012437,1,322.138598551001
"1...712",9,270,60,"moyenne",331.614571833768,165.807285916884,2700,243.358343297344,1,314.612711108054
"1...713",10,270,60,"moyenne",331.614571833768,165.807285916884,3030,240.386341161622,1,307.983725525484
"1...714",11,270,60,"moyenne",331.614571833768,165.807285916884,3360,237.759753684128,1,302.058128555319
"1...715",12,270,60,"moyenne",331.614571833768,165.807285916884,3690,235.406186142385,1,296.699294935484
"1...716",13,270,60,"moyenne",331.614571833768,165.807285916884,4020,233.273838776329,1,291.807111208714
"1...717",14,270,60,"moyenne",331.614571833768,165.807285916884,4350,231.324386348209,1,287.305988113988
"1...718",15,270,60,"moyenne",331.614571833768,165.807285916884,4680,229.528683298821,1,283.137428766479
"1...719",16,270,60,"moyenne",331.614571833768,165.807285916884,5010,227.864050762005,1,279.255219405376
"1...720",17,270,60,"moyenne",331.614571833768,165.807285916884,5340,226.312495527174,1,275.622203981169
"1...721",1,300,60,"moyenne",331.614571833768,165.807285916884,60,484.560361256426,1,484.560361256426
"1...722",2,300,60,"moyenne",331.614571833768,165.807285916884,420,309.859554194281,1,442.74593203861
"1...723",3,300,60,"moyenne",331.614571833768,165.807285916884,780,281.263010823851,1,398.786267584143
"1...724",4,300,60,"moyenne",331.614571833768,165.807285916884,1140,267.977348490397,1,374.536050414858
"1...725",5,300,60,"moyenne",331.614571833768,165.807285916884,1500,259.52577918789,1,357.668526957428
"1...726",6,300,60,"moyenne",331.614571833768,165.807285916884,1860,253.365659937805,1,344.685114705575
"1...727",7,300,60,"moyenne",331.614571833768,165.807285916884,2220,248.526940585683,1,334.107938038194
"1...728",8,300,60,"moyenne",331.614571833768,165.807285916884,2580,244.54389242925,1,325.172476202412
"1...729",9,300,60,"moyenne",331.614571833768,165.807285916884,2940,241.158932660462,1,317.430907015368
"1...730",10,300,60,"moyenne",331.614571833768,165.807285916884,3300,238.215214327016,1,310.597845218391
"1...731",11,300,60,"moyenne",331.614571833768,165.807285916884,3660,235.610339940543,1,304.47997413394
"1...732",12,300,60,"moyenne",331.614571833768,165.807285916884,4020,233.273838776329,1,298.940138387067
"1...733",13,300,60,"moyenne",331.614571833768,165.807285916884,4380,231.155168090605,1,293.877426985887
"1...734",14,300,60,"moyenne",331.614571833768,165.807285916884,4740,229.216855159697,1,289.215387987469
"1...735",15,300,60,"moyenne",331.614571833768,165.807285916884,5100,227.430350899941,1,284.894685194555
"1...736",1,30,75,"moyenne",331.614571833768,165.807285916884,75,447.408947063714,1,447.408947063714
"1...737",2,30,75,"moyenne",331.614571833768,165.807285916884,180,356.789969283006,1,371.862017659579
"1...738",3,30,75,"moyenne",331.614571833768,165.807285916884,285,333.595122017372,1,347.111806121211
"1...739",4,30,75,"moyenne",331.614571833768,165.807285916884,390,314.165032032959,1,324.181172860554
"1...740",5,30,75,"moyenne",331.614571833768,165.807285916884,495,301.111476342445,1,308.369079485603
"1...741",6,30,75,"moyenne",331.614571833768,165.807285916884,600,292.043211850818,1,297.241833359379
"1...742",7,30,75,"moyenne",331.614571833768,165.807285916884,705,285.230295503619,1,288.808044013873
"1...743",8,30,75,"moyenne",331.614571833768,165.807285916884,810,279.83483713098,1,282.085770959942
