"","Nrep","rest","interval_duration","niveau_endurance","PAM","rest_power","duration","PC","DR","power_cogganEXP"
"1...1792",16,30,165,"moyenne",331.614571833768,165.807285916884,3090,239.885556811152,1,230.464836571183
"1...1793",17,30,165,"moyenne",331.614571833768,165.807285916884,3285,238.330524387938,1,228.648136325605
"1...1794",18,30,165,"moyenne",331.614571833768,165.807285916884,3480,236.875400068021,1,226.947462241813
"1...1795",19,30,165,"moyenne",331.614571833768,165.807285916884,3675,235.508033567989,1,225.348796884954
"1...1796",1,60,165,"moyenne",331.614571833768,165.807285916884,165,362.56281771854,1,362.56281771854
"1...1797",2,60,165,"moyenne",331.614571833768,165.807285916884,390,314.165032032959,1,318.077868848486
"1...1798",3,60,165,"moyenne",331.614571833768,165.807285916884,615,290.957508878845,1,292.409726785301
"1...1799",4,60,165,"moyenne",331.614571833768,165.807285916884,840,278.483867386929,1,277.955255472551
"1...1800",5,60,165,"moyenne",331.614571833768,165.807285916884,1065,270.203328434912,1,268.119993363621
"1...1801",6,60,165,"moyenne",331.614571833768,165.807285916884,1290,264.07476666173,1,260.727552884971
"1...1802",7,60,165,"moyenne",331.614571833768,165.807285916884,1515,259.232924567401,1,254.82534897848
"1...1803",8,60,165,"moyenne",331.614571833768,165.807285916884,1740,255.23941109454,1,249.920088343505
"1...1804",9,60,165,"moyenne",331.614571833768,165.807285916884,1965,251.844350760188,1,245.725995088824
"1...1805",10,60,165,"moyenne",331.614571833768,165.807285916884,2190,248.892875498947,1,242.063684072936
"1...1806",11,60,165,"moyenne",331.614571833768,165.807285916884,2415,246.282799001923,1,238.813568757733
"1...1807",12,60,165,"moyenne",331.614571833768,165.807285916884,2640,243.943342788346,1,235.892110872884
"1...1808",13,60,165,"moyenne",331.614571833768,165.807285916884,2865,241.823549356725,1,233.238734019744
"1...1809",14,60,165,"moyenne",331.614571833768,165.807285916884,3090,239.885556811152,1,230.80815327814
"1...1810",15,60,165,"moyenne",331.614571833768,165.807285916884,3315,238.100488108514,1,228.565647277596
"1...1811",16,60,165,"moyenne",331.614571833768,165.807285916884,3540,236.445828423483,1,226.484019654662
"1...1812",17,60,165,"moyenne",331.614571833768,165.807285916884,3765,234.903690414686,1,224.541576226202
"1...1813",18,60,165,"moyenne",331.614571833768,165.807285916884,3990,233.459630870687,1,222.720737190804
"1...1814",19,60,165,"moyenne",331.614571833768,165.807285916884,4215,232.101821703316,1,221.007059904317
"1...1815",1,90,165,"moyenne",331.614571833768,165.807285916884,165,362.56281771854,1,362.56281771854
"1...1816",2,90,165,"moyenne",331.614571833768,165.807285916884,420,309.859554194281,1,317.25415348976
"1...1817",3,90,165,"moyenne",331.614571833768,165.807285916884,675,287.005197241193,1,291.896708918822
"1...1818",4,90,165,"moyenne",331.614571833768,165.807285916884,930,274.825368753978,1,277.489233092828
"1...1819",5,90,165,"moyenne",331.614571833768,165.807285916884,1185,266.736462247848,1,267.582117397046
"1...1820",6,90,165,"moyenne",331.614571833768,165.807285916884,1440,260.736195428549,1,260.069215648565
"1...1821",7,90,165,"moyenne",331.614571833768,165.807285916884,1695,255.983987600905,1,254.027936903233
"1...1822",8,90,165,"moyenne",331.614571833768,165.807285916884,1950,252.055519175966,1,248.978399590713
"1...1823",9,90,165,"moyenne",331.614571833768,165.807285916884,2205,248.70916706859,1,244.641046095684
"1...1824",10,90,165,"moyenne",331.614571833768,165.807285916884,2460,245.795121278366,1,240.839383004138
"1...1825",11,90,165,"moyenne",331.614571833768,165.807285916884,2715,243.21442951649,1,237.455097854905
"1...1826",12,90,165,"moyenne",331.614571833768,165.807285916884,2970,240.898459547653,1,234.405113269023
"1...1827",13,90,165,"moyenne",331.614571833768,165.807285916884,3225,238.79772483861,1,231.628899066633
"1...1828",14,90,165,"moyenne",331.614571833768,165.807285916884,3480,236.875400068021,1,229.081007153693
"1...1829",15,90,165,"moyenne",331.614571833768,165.807285916884,3735,235.103356472786,1,226.726452318018
"1...1830",16,90,165,"moyenne",331.614571833768,165.807285916884,3990,233.459630870687,1,224.537732225716
"1...1831",17,90,165,"moyenne",331.614571833768,165.807285916884,4245,231.926750178869,1,222.492836221276
"1...1832",18,90,165,"moyenne",331.614571833768,165.807285916884,4500,230.490587395299,1,220.57387437788
"1...1833",19,90,165,"moyenne",331.614571833768,165.807285916884,4755,229.139559330388,1,218.76610887402
"1...1834",1,120,165,"moyenne",331.614571833768,165.807285916884,165,362.56281771854,1,362.56281771854
"1...1835",2,120,165,"moyenne",331.614571833768,165.807285916884,450,306.059950830487,1,316.967198839948
"1...1836",3,120,165,"moyenne",331.614571833768,165.807285916884,735,283.568941526044,1,292.03077353286
"1...1837",4,120,165,"moyenne",331.614571833768,165.807285916884,1020,271.64695704768,1,277.707227885262
"1...1838",5,120,165,"moyenne",331.614571833768,165.807285916884,1305,263.718289431202,1,267.75133560273
"1...1839",6,120,165,"moyenne",331.614571833768,165.807285916884,1590,257.822485532965,1,260.137246811641
"1...1840",7,120,165,"moyenne",331.614571833768,165.807285916884,1875,253.141970080466,1,253.974569438378
"1...1841",8,120,165,"moyenne",331.614571833768,165.807285916884,2160,249.264835722742,1,248.797402967799
"1...1842",9,120,165,"moyenne",331.614571833768,165.807285916884,2445,245.95651331187,1,244.3325832994
"1...1843",10,120,165,"moyenne",331.614571833768,165.807285916884,2730,243.071426392664,1,240.406584017164
"1...1844",11,120,165,"moyenne",331.614571833768,165.807285916884,3015,240.513288168331,1,236.902417602117
"1...1845",12,120,165,"moyenne",331.614571833768,165.807285916884,3300,238.215214327016,1,233.737513193651
"1...1846",13,120,165,"moyenne",331.614571833768,165.807285916884,3585,236.12890476434,1,230.851431200582
"1...1847",14,120,165,"moyenne",331.614571833768,165.807285916884,3870,234.218363482976,1,228.198603565235
"1...1848",15,120,165,"moyenne",331.614571833768,165.807285916884,4155,232.456056252593,1,225.743822654075
"1...1849",16,120,165,"moyenne",331.614571833768,165.807285916884,4440,230.820455539281,1,223.45931925266
"1...1850",17,120,165,"moyenne",331.614571833768,165.807285916884,4725,229.294413652539,1,221.322802686048
"1...1851",18,120,165,"moyenne",331.614571833768,165.807285916884,5010,227.864050762005,1,219.316106613434
"1...1852",19,120,165,"moyenne",331.614571833768,165.807285916884,5295,226.517974260323,1,217.424229040528
"1...1853",1,150,165,"moyenne",331.614571833768,165.807285916884,165,362.56281771854,1,362.56281771854
"1...1854",2,150,165,"moyenne",331.614571833768,165.807285916884,480,302.673062316431,1,317.021989671503
"1...1855",3,150,165,"moyenne",331.614571833768,165.807285916884,795,280.538772761663,1,292.535826977314
"1...1856",4,150,165,"moyenne",331.614571833768,165.807285916884,1110,268.842665520356,1,278.296533999753
"1...1857",5,150,165,"moyenne",331.614571833768,165.807285916884,1425,261.049064549018,1,268.293021843244
"1...1858",6,150,165,"moyenne",331.614571833768,165.807285916884,1740,255.23941109454,1,260.581510735022
"1...1859",7,150,165,"moyenne",331.614571833768,165.807285916884,2055,250.617141822035,1,254.303016866947
"1...1860",8,150,165,"moyenne",331.614571833768,165.807285916884,2370,246.781240012437,1,249.004866660123
"1...1861",9,150,165,"moyenne",331.614571833768,165.807285916884,2685,243.503179453626,1,244.419786777833
"1...1862",10,150,165,"moyenne",331.614571833768,165.807285916884,3000,240.640951425757,1,240.376904663091
"1...1863",11,150,165,"moyenne",331.614571833768,165.807285916884,3315,238.100488108514,1,236.760366127064
"1...1864",12,150,165,"moyenne",331.614571833768,165.807285916884,3630,235.816346351592,1,233.487990610617
"1...1865",13,150,165,"moyenne",331.614571833768,165.807285916884,3945,233.74119656305,1,230.499359621005
"1...1866",14,150,165,"moyenne",331.614571833768,165.807285916884,4260,231.83971662771,1,227.748744821957
"1...1867",15,150,165,"moyenne",331.614571833768,165.807285916884,4575,230.084852628689,1,225.200694210347
"1...1868",16,150,165,"moyenne",331.614571833768,165.807285916884,4890,228.455427193021,1,222.827161370725
"1...1869",17,150,165,"moyenne",331.614571833768,165.807285916884,5205,226.934552974772,1,220.605572656848
"1...1870",1,180,165,"moyenne",331.614571833768,165.807285916884,165,362.56281771854,1,362.56281771854
"1...1871",2,180,165,"moyenne",331.614571833768,165.807285916884,510,299.627738291157,1,317.312083906793
"1...1872",3,180,165,"moyenne",331.614571833768,165.807285916884,855,277.835000996378,1,293.270684119534
"1...1873",4,180,165,"moyenne",331.614571833768,165.807285916884,1200,266.33705680383,1,279.102828505686
"1...1874",5,180,165,"moyenne",331.614571833768,165.807285916884,1545,258.658244445777,1,269.045445233382
"1...1875",6,180,165,"moyenne",331.614571833768,165.807285916884,1890,252.920468260335,1,261.234970495694
"1...1876",7,180,165,"moyenne",331.614571833768,165.807285916884,2235,248.346172391321,1,254.841934783276
"1...1877",8,180,165,"moyenne",331.614571833768,165.807285916884,2580,244.54389242925,1,249.425718517443
"1...1878",9,180,165,"moyenne",331.614571833768,165.807285916884,2925,241.290302707552,1,244.72424646417
"1...1879",10,180,165,"moyenne",331.614571833768,165.807285916884,3270,238.446424309792,1,240.568886854164
"1...1880",11,180,165,"moyenne",331.614571833768,165.807285916884,3615,235.920054947958,1,236.844667674104
"1...1881",12,180,165,"moyenne",331.614571833768,165.807285916884,3960,233.64695339465,1,233.469643230422
"1...1882",13,180,165,"moyenne",331.614571833768,165.807285916884,4305,231.580594094087,1,230.383318722227
"1...1883",14,180,165,"moyenne",331.614571833768,165.807285916884,4650,229.686210056552,1,227.539744161208
"1...1884",15,180,165,"moyenne",331.614571833768,165.807285916884,4995,227.93714107348,1,224.903184648757
"1...1885",16,180,165,"moyenne",331.614571833768,165.807285916884,5340,226.312495527174,1,222.445292782861
"1...1886",1,210,165,"moyenne",331.614571833768,165.807285916884,165,362.56281771854,1,362.56281771854
"1...1887",2,210,165,"moyenne",331.614571833768,165.807285916884,540,296.868661807769,1,317.771569622161
"1...1888",3,210,165,"moyenne",331.614571833768,165.807285916884,915,275.398334586777,1,294.15350600474
"1...1889",4,210,165,"moyenne",331.614571833768,165.807285916884,1290,264.07476666173,1,280.039770269907
"1...1890",5,210,165,"moyenne",331.614571833768,165.807285916884,1665,256.494285616805,1,269.919955213451
"1...1891",6,210,165,"moyenne",331.614571833768,165.807285916884,2040,250.817106832969,1,262.007204734605
"1...1892",7,210,165,"moyenne",331.614571833768,165.807285916884,2415,246.282799001923,1,255.499299366237
"1...1893",8,210,165,"moyenne",331.614571833768,165.807285916884,2790,242.50829370901,1,249.966409067324
"1...1894",9,210,165,"moyenne",331.614571833768,165.807285916884,3165,239.274765534402,1,245.150941982125
"1...1895",10,210,165,"moyenne",331.614571833768,165.807285916884,3540,236.445828423483,1,240.886089806993
"1...1896",11,210,165,"moyenne",331.614571833768,165.807285916884,3915,233.930863057462,1,237.05751122259
"1...1897",12,210,165,"moyenne",331.614571833768,165.807285916884,4290,231.666641108847,1,233.583339846885
"1...1898",13,210,165,"moyenne",331.614571833768,165.807285916884,4665,229.607310727474,1,230.402906437304
"1...1899",14,210,165,"moyenne",331.614571833768,165.807285916884,5040,227.718567767012,1,227.469976633851
"1...1900",1,240,165,"moyenne",331.614571833768,165.807285916884,165,362.56281771854,1,362.56281771854
"1...1901",2,240,165,"moyenne",331.614571833768,165.807285916884,570,294.352147156453,1,318.356388592485
"1...1902",3,240,165,"moyenne",331.614571833768,165.807285916884,975,273.183652258481,1,295.133101106266
"1...1903",4,240,165,"moyenne",331.614571833768,165.807285916884,1380,262.014106032336,1,281.055231975905
"1...1904",5,240,165,"moyenne",331.614571833768,165.807285916884,1785,254.518487156368,1,270.864108806506
"1...1905",6,240,165,"moyenne",331.614571833768,165.807285916884,2190,248.892875498947,1,262.845370521965
"1...1906",7,240,165,"moyenne",331.614571833768,165.807285916884,2595,244.392251765611,1,256.221729312934
"1...1907",8,240,165,"moyenne",331.614571833768,165.807285916884,3000,240.640951425757,1,250.572917543602
"1...1908",9,240,165,"moyenne",331.614571833768,165.807285916884,3405,237.424065754501,1,245.645151394217
"1...1909",10,240,165,"moyenne",331.614571833768,165.807285916884,3810,234.607444048841,1,241.273057649611
"1...1910",11,240,165,"moyenne",331.614571833768,165.807285916884,4215,232.101821703316,1,237.342693706051
"1...1911",12,240,165,"moyenne",331.614571833768,165.807285916884,4620,229.844832059973,1,233.772129665353
"1...1912",13,240,165,"moyenne",331.614571833768,165.807285916884,5025,227.791193491865,1,230.500431859044
"1...1913",1,270,165,"moyenne",331.614571833768,165.807285916884,165,362.56281771854,1,362.56281771854
"1...1914",2,270,165,"moyenne",331.614571833768,165.807285916884,600,292.043211850818,1,319.035561176917
"1...1915",3,270,165,"moyenne",331.614571833768,165.807285916884,1035,271.155939940061,1,296.175788295945
"1...1916",4,270,165,"moyenne",331.614571833768,165.807285916884,1470,260.122987313076,1,282.116124490934
"1...1917",5,270,165,"moyenne",331.614571833768,165.807285916884,1905,252.701112499388,1,271.845295890981
"1...1918",6,270,165,"moyenne",331.614571833768,165.807285916884,2340,247.119752278974,1,263.717005326729
"1...1919",7,270,165,"moyenne",331.614571833768,165.807285916884,2775,242.647767056564,1,256.976664455067
"1...1920",8,270,165,"moyenne",331.614571833768,165.807285916884,3210,238.916046286484,1,251.21242783124
"1...1921",9,270,165,"moyenne",331.614571833768,165.807285916884,3645,235.713109451893,1,246.173704362428
"1...1922",10,270,165,"moyenne",331.614571833768,165.807285916884,4080,232.906746346342,1,241.696206440432
"1...1923",11,270,165,"moyenne",331.614571833768,165.807285916884,4515,230.408860809975,1,237.666183189475
"1...1924",12,270,165,"moyenne",331.614571833768,165.807285916884,4950,228.157825436481,1,234.001514511556
"1...1925",13,270,165,"moyenne",331.614571833768,165.807285916884,5385,226.108845593907,1,230.640922834986
"1...1926",1,300,165,"moyenne",331.614571833768,165.807285916884,165,362.56281771854,1,362.56281771854
"1...1927",2,300,165,"moyenne",331.614571833768,165.807285916884,630,289.913493224091,1,319.786513165614
"1...1928",3,300,165,"moyenne",331.614571833768,165.807285916884,1095,269.287559904467,1,297.25860881802
"1...1929",4,300,165,"moyenne",331.614571833768,165.807285916884,1560,258.376240994699,1,283.200709789775
"1...1930",5,300,165,"moyenne",331.614571833768,165.807285916884,2025,251.018856324693,1,272.842547424233
"1...1931",6,300,165,"moyenne",331.614571833768,165.807285916884,2490,245.475756318448,1,264.601493328492
"1...1932",7,300,165,"moyenne",331.614571833768,165.807285916884,2955,241.028321193783,1,257.743571997088
"1...1933",8,300,165,"moyenne",331.614571833768,165.807285916884,3420,237.313265375756,1,251.864322309479
"1...1934",9,300,165,"moyenne",331.614571833768,165.807285916884,3885,234.122125374995,1,246.715794595105
"1...1935",10,300,165,"moyenne",331.614571833768,165.807285916884,4350,231.324386348209,1,242.13447708309
"1...1936",11,300,165,"moyenne",331.614571833768,165.807285916884,4815,228.832967108235,1,238.00662863472
"1...1937",12,300,165,"moyenne",331.614571833768,165.807285916884,5280,226.58687933139,1,234.249828289841
"1...1938",1,30,180,"moyenne",331.614571833768,165.807285916884,180,356.789969283006,1,356.789969283006
"1...1939",2,30,180,"moyenne",331.614571833768,165.807285916884,390,314.165032032959,1,314.159634536977
"1...1940",3,30,180,"moyenne",331.614571833768,165.807285916884,600,292.043211850818,1,290.054328508036
"1...1941",4,30,180,"moyenne",331.614571833768,165.807285916884,810,279.83483713098,1,276.414875996836
"1...1942",5,30,180,"moyenne",331.614571833768,165.807285916884,1020,271.64695704768,1,267.153131129999
"1...1943",6,30,180,"moyenne",331.614571833768,165.807285916884,1230,265.558218164603,1,260.21513892988
"1...1944",7,30,180,"moyenne",331.614571833768,165.807285916884,1440,260.736195428549,1,254.694259431773
"1...1945",8,30,180,"moyenne",331.614571833768,165.807285916884,1650,256.75379557737,1,250.119610706329
"1...1946",9,30,180,"moyenne",331.614571833768,165.807285916884,1860,253.365659937805,1,246.218305424025
"1...1947",10,30,180,"moyenne",331.614571833768,165.807285916884,2070,250.418930179536,1,242.819209178658
"1...1948",11,30,180,"moyenne",331.614571833768,165.807285916884,2280,247.812389183139,1,239.808415376225
"1...1949",12,30,180,"moyenne",331.614571833768,165.807285916884,2490,245.475756318448,1,237.106502457672
"1...1950",13,30,180,"moyenne",331.614571833768,165.807285916884,2700,243.358343297344,1,234.655993380224
"1...1951",14,30,180,"moyenne",331.614571833768,165.807285916884,2910,241.422440248721,1,232.414005718557
"1...1952",15,30,180,"moyenne",331.614571833768,165.807285916884,3120,239.639259305217,1,230.3477239743
"1...1953",16,30,180,"moyenne",331.614571833768,165.807285916884,3330,237.986339805435,1,228.431492419198
"1...1954",17,30,180,"moyenne",331.614571833768,165.807285916884,3540,236.445828423483,1,226.644881934191
"1...1955",18,30,180,"moyenne",331.614571833768,165.807285916884,3750,235.003304034829,1,224.971365402918
"1...1956",19,30,180,"moyenne",331.614571833768,165.807285916884,3960,233.64695339465,1,223.397386227859
"1...1957",1,60,180,"moyenne",331.614571833768,165.807285916884,180,356.789969283006,1,356.789969283006
"1...1958",2,60,180,"moyenne",331.614571833768,165.807285916884,420,309.859554194281,1,312.285214925707
"1...1959",3,60,180,"moyenne",331.614571833768,165.807285916884,660,287.939738099878,1,288.057560832304
"1...1960",4,60,180,"moyenne",331.614571833768,165.807285916884,900,275.985125893854,1,274.257650736172
"1...1961",5,60,180,"moyenne",331.614571833768,165.807285916884,1140,267.977348490397,1,264.798691148553
"1...1962",6,60,180,"moyenne",331.614571833768,165.807285916884,1380,262.014106032336,1,257.653190331652
"1...1963",7,60,180,"moyenne",331.614571833768,165.807285916884,1620,257.28186967405,1,251.927349735097
"1...1964",8,60,180,"moyenne",331.614571833768,165.807285916884,1860,253.365659937805,1,247.15565206278
"1...1965",9,60,180,"moyenne",331.614571833768,165.807285916884,2100,250.027646500156,1,243.067135371302
"1...1966",10,60,180,"moyenne",331.614571833768,165.807285916884,2340,247.119752278974,1,239.491038814034
"1...1967",11,60,180,"moyenne",331.614571833768,165.807285916884,2580,244.54389242925,1,236.313141862485
"1...1968",12,60,180,"moyenne",331.614571833768,165.807285916884,2820,242.231902345027,1,233.45342405904
"1...1969",13,60,180,"moyenne",331.614571833768,165.807285916884,3060,240.134563869236,1,230.853714552072
"1...1970",14,60,180,"moyenne",331.614571833768,165.807285916884,3300,238.215214327016,1,228.470431603713
"1...1971",15,60,180,"moyenne",331.614571833768,165.807285916884,3540,236.445828423483,1,226.270095440982
"1...1972",16,60,180,"moyenne",331.614571833768,165.807285916884,3780,234.80451174576,1,224.226437563568
"1...1973",17,60,180,"moyenne",331.614571833768,165.807285916884,4020,233.273838776329,1,222.318472180707
"1...1974",18,60,180,"moyenne",331.614571833768,165.807285916884,4260,231.83971662771,1,220.529170481803
"1...1975",19,60,180,"moyenne",331.614571833768,165.807285916884,4500,230.490587395299,1,218.844525443289
"1...1976",1,90,180,"moyenne",331.614571833768,165.807285916884,180,356.789969283006,1,356.789969283006
"1...1977",2,90,180,"moyenne",331.614571833768,165.807285916884,450,306.059950830487,1,311.389695993426
"1...1978",3,90,180,"moyenne",331.614571833768,165.807285916884,720,284.386253230241,1,287.3752501923
"1...1979",4,90,180,"moyenne",331.614571833768,165.807285916884,990,272.660384516007,1,273.574780381458
"1...1980",5,90,180,"moyenne",331.614571833768,165.807285916884,1260,264.80463071992,1,264.020740595963
"1...1981",6,90,180,"moyenne",331.614571833768,165.807285916884,1530,258.943776510768,1,256.743539817296
"1...1982",7,90,180,"moyenne",331.614571833768,165.807285916884,1800,254.283183026765,1,250.87376330041
"1...1983",8,90,180,"moyenne",331.614571833768,165.807285916884,2070,250.418930179536,1,245.956536182131
"1...1984",9,90,180,"moyenne",331.614571833768,165.807285916884,2340,247.119752278974,1,241.725638787697
"1...1985",10,90,180,"moyenne",331.614571833768,165.807285916884,2610,244.241622181031,1,238.01236530303
"1...1986",11,90,180,"moyenne",331.614571833768,165.807285916884,2880,241.689054258679,1,234.703271434389
"1...1987",12,90,180,"moyenne",331.614571833768,165.807285916884,3150,239.39561263629,1,231.718489913958
"1...1988",13,90,180,"moyenne",331.614571833768,165.807285916884,3420,237.313265375756,1,228.999700194713
"1...1989",14,90,180,"moyenne",331.614571833768,165.807285916884,3690,235.406186142385,1,226.503029745422
"1...1990",15,90,180,"moyenne",331.614571833768,165.807285916884,3960,233.64695339465,1,224.194650404965
"1...1991",16,90,180,"moyenne",331.614571833768,165.807285916884,4230,232.014117671516,1,222.047931052025
"1...1992",17,90,180,"moyenne",331.614571833768,165.807285916884,4500,230.490587395299,1,220.041531243379
"1...1993",18,90,180,"moyenne",331.614571833768,165.807285916884,4770,229.062524373947,1,218.158086319526
"1...1994",19,90,180,"moyenne",331.614571833768,165.807285916884,5040,227.718567767012,1,216.383276884873
"1...1995",1,120,180,"moyenne",331.614571833768,165.807285916884,180,356.789969283006,1,356.789969283006
"1...1996",2,120,180,"moyenne",331.614571833768,165.807285916884,480,302.673062316431,1,311.020023129608
"1...1997",3,120,180,"moyenne",331.614571833768,165.807285916884,780,281.263010823851,1,287.334422978274
"1...1998",4,120,180,"moyenne",331.614571833768,165.807285916884,1080,269.741008395382,1,273.577955909148
"1...1999",5,120,180,"moyenne",331.614571833768,165.807285916884,1380,262.014106032336,1,263.957425255186
"1...2000",6,120,180,"moyenne",331.614571833768,165.807285916884,1680,256.237704390654,1,256.571566106287
"1...2001",7,120,180,"moyenne",331.614571833768,165.807285916884,1980,251.635135325039,1,250.578112917519
"1...2002",8,120,180,"moyenne",331.614571833768,165.807285916884,2280,247.812389183139,1,245.533792596775
"1...2003",9,120,180,"moyenne",331.614571833768,165.807285916884,2580,244.54389242925,1,241.177554629301
"1...2004",10,120,180,"moyenne",331.614571833768,165.807285916884,2880,241.689054258679,1,237.342986655742
"1...2005",11,120,180,"moyenne",331.614571833768,165.807285916884,3180,239.154559972598,1,233.917579610404
"1...2006",12,120,180,"moyenne",331.614571833768,165.807285916884,3480,236.875400068021,1,230.821738515209
"1...2007",13,120,180,"moyenne",331.614571833768,165.807285916884,3780,234.80451174576,1,227.997088630253
"1...2008",14,120,180,"moyenne",331.614571833768,165.807285916884,4080,232.906746346342,1,225.399546207915
"1...2009",15,120,180,"moyenne",331.614571833768,165.807285916884,4380,231.155168090605,1,222.995002490178
"1...2010",16,120,180,"moyenne",331.614571833768,165.807285916884,4680,229.528683298821,1,220.756522277994
"1...2011",17,120,180,"moyenne",331.614571833768,165.807285916884,4980,228.010465936935,1,218.662461498275
"1...2012",18,120,180,"moyenne",331.614571833768,165.807285916884,5280,226.58687933139,1,216.695164413193
"1...2013",1,150,180,"moyenne",331.614571833768,165.807285916884,180,356.789969283006,1,356.789969283006
"1...2014",2,150,180,"moyenne",331.614571833768,165.807285916884,510,299.627738291157,1,310.983528289558
"1...2015",3,150,180,"moyenne",331.614571833768,165.807285916884,840,278.483867386929,1,287.664800285364
"1...2016",4,150,180,"moyenne",331.614571833768,165.807285916884,1170,267.142820643783,1,273.960243088164
"1...2017",5,150,180,"moyenne",331.614571833768,165.807285916884,1500,259.52577918789,1,264.279330859511
"1...2018",6,150,180,"moyenne",331.614571833768,165.807285916884,1830,253.819777826849,1,256.791812868848
"1...2019",7,150,180,"moyenne",331.614571833768,165.807285916884,2160,249.264835722742,1,250.682429299306
"1...2020",8,150,180,"moyenne",331.614571833768,165.807285916884,2490,245.475756318448,1,245.51913955025
"1...2021",9,150,180,"moyenne",331.614571833768,165.807285916884,2820,242.231902345027,1,241.045790237329
"1...2022",10,150,180,"moyenne",331.614571833768,165.807285916884,3150,239.39561263629,1,237.098092477561
"1...2023",11,150,180,"moyenne",331.614571833768,165.807285916884,3480,236.875400068021,1,233.564372938312
"1...2024",12,150,180,"moyenne",331.614571833768,165.807285916884,3810,234.607444048841,1,230.365253984053
"1...2025",13,150,180,"moyenne",331.614571833768,165.807285916884,4140,232.545483029216,1,227.442279145407
"1...2026",14,150,180,"moyenne",331.614571833768,165.807285916884,4470,230.654924782468,1,224.751142604152
"1...2027",15,150,180,"moyenne",331.614571833768,165.807285916884,4800,228.909230008272,1,222.257454202283
"1...2028",16,150,180,"moyenne",331.614571833768,165.807285916884,5130,227.287593882663,1,219.933979810368
"1...2029",1,180,180,"moyenne",331.614571833768,165.807285916884,180,356.789969283006,1,356.789969283006
"1...2030",2,180,180,"moyenne",331.614571833768,165.807285916884,540,296.868661807769,1,311.176049172058
"1...2031",3,180,180,"moyenne",331.614571833768,165.807285916884,900,275.985125893854,1,288.228056717331
"1...2032",4,180,180,"moyenne",331.614571833768,165.807285916884,1260,264.80463071992,1,274.569216450248
"1...2033",5,180,180,"moyenne",331.614571833768,165.807285916884,1620,257.28186967405,1,264.825734034425
"1...2034",6,180,180,"moyenne",331.614571833768,165.807285916884,1980,251.635135325039,1,257.237579906192
"1...2035",7,180,180,"moyenne",331.614571833768,165.807285916884,2340,247.119752278974,1,251.015215833253
"1...2036",8,180,180,"moyenne",331.614571833768,165.807285916884,2700,243.358343297344,1,245.736997108525
"1...2037",9,180,180,"moyenne",331.614571833768,165.807285916884,3060,240.134563869236,1,241.151168257298
"1...2038",10,180,180,"moyenne",331.614571833768,165.807285916884,3420,237.313265375756,1,237.095267608763
"1...2039",11,180,180,"moyenne",331.614571833768,165.807285916884,3780,234.80451174576,1,233.458280107862
"1...2040",12,180,180,"moyenne",331.614571833768,165.807285916884,4140,232.545483029216,1,230.160938310677
"1...2041",13,180,180,"moyenne",331.614571833768,165.807285916884,4500,230.490587395299,1,227.144639274563
"1...2042",14,180,180,"moyenne",331.614571833768,165.807285916884,4860,228.605694963515,1,224.364816441794
"1...2043",15,180,180,"moyenne",331.614571833768,165.807285916884,5220,226.864594167269,1,221.786775882469
"1...2044",1,210,180,"moyenne",331.614571833768,165.807285916884,180,356.789969283006,1,356.789969283006
"1...2045",2,210,180,"moyenne",331.614571833768,165.807285916884,570,294.352147156453,1,311.533585382532
"1...2046",3,210,180,"moyenne",331.614571833768,165.807285916884,960,273.718570133765,1,288.943817276091
"1...2047",4,210,180,"moyenne",331.614571833768,165.807285916884,1350,262.680733965279,1,275.318935621832
"1...2048",5,210,180,"moyenne",331.614571833768,165.807285916884,1740,255.23941109454,1,265.507573733084
"1...2049",6,210,180,"moyenne",331.614571833768,165.807285916884,2130,249.643022331714,1,257.817463852749
"1...2050",7,210,180,"moyenne",331.614571833768,165.807285916884,2520,245.160844142463,1,251.48306376095
"1...2051",8,210,180,"moyenne",331.614571833768,165.807285916884,2910,241.422440248721,1,246.09214302083
"1...2052",9,210,180,"moyenne",331.614571833768,165.807285916884,3300,238.215214327016,1,241.396787306542
"1...2053",10,210,180,"moyenne",331.614571833768,165.807285916884,3690,235.406186142385,1,237.236038310773
"1...2054",11,210,180,"moyenne",331.614571833768,165.807285916884,4080,232.906746346342,1,233.49934586013
"1...2055",12,210,180,"moyenne",331.614571833768,165.807285916884,4470,230.654924782468,1,230.107434743654
"1...2056",13,210,180,"moyenne",331.614571833768,165.807285916884,4860,228.605694963515,1,227.001482586033
"1...2057",14,210,180,"moyenne",331.614571833768,165.807285916884,5250,226.725315272645,1,224.13661671548
"1...2058",1,240,180,"moyenne",331.614571833768,165.807285916884,180,356.789969283006,1,356.789969283006
"1...2059",2,240,180,"moyenne",331.614571833768,165.807285916884,600,292.043211850818,1,312.01359090661
"1...2060",3,240,180,"moyenne",331.614571833768,165.807285916884,1020,271.64695704768,1,289.761598588003
"1...2061",4,240,180,"moyenne",331.614571833768,165.807285916884,1440,260.736195428549,1,276.157027122697
"1...2062",5,240,180,"moyenne",331.614571833768,165.807285916884,1860,253.365659937805,1,266.271497427457
"1...2063",6,240,180,"moyenne",331.614571833768,165.807285916884,2280,247.812389183139,1,258.477263934644
"1...2064",7,240,180,"moyenne",331.614571833768,165.807285916884,2700,243.358343297344,1,252.030925574917
"1...2065",8,240,180,"moyenne",331.614571833768,165.807285916884,3120,239.639259305217,1,246.528673706872
