"","Nrep","intensity","rest","interval_duration","niveau_endurance","PAM","rest_velocity","max_velocity","interval_velocity","interval_power","rest_power","duration","PN","PC","DR","power_cogganMOD","err","abs_error","percent_error"
"1...217",2,90,300,15,"moyenne",287.074791960115,2.34893786687458,6.1067092164354,5.49603829479186,394.09752412011,146.117851034992,330,159.506854825652,294.059219658288,1,2336.23344203141,-1942.1359179113,1942.1359179113,-142.263772560057
"1...218",4,85,240,15,"moyenne",287.074791960115,2.34893786687458,6.1067092164354,5.19070283397009,367.739063438255,146.246592914049,780,167.768072728029,274.384862441619,1,1186.36035844001,-818.621295001757,818.621295001757,-105.349925941338
"1...219",6,82.5,180,15,"moyenne",287.074791960115,2.34893786687458,6.1067092164354,5.03803510355921,354.848684558957,146.461162712477,990,172.538377910809,269.648369653612,1,937.448457934206,-582.599773375248,582.599773375248,-90.1649867075103
"1...220",8,80,120,15,"moyenne",287.074791960115,2.34893786687458,6.1067092164354,4.88536737314832,342.146774166817,146.890302309333,960,179.45626567989,270.256052274438,1,764.100859320259,-421.954085153442,421.954085153442,-76.2856475133642
"1...221",10,77.5,120,15,"moyenne",287.074791960115,2.34893786687458,6.1067092164354,4.73269964273744,329.630257896386,146.890302309333,1230,177.074734934777,265.389504354557,1,735.725571169761,-406.095313273375,406.095313273375,-76.2365591277317
"1...222",13,75,120,15,"moyenne",287.074791960115,2.34893786687458,6.1067092164354,4.58003191232655,317.296061382218,146.890302309333,1635,174.707795954383,259.86934471607,1,705.597954661599,-388.301893279381,388.301893279381,-75.9222142644245
"1...223",16,72.5,60,15,"moyenne",287.074791960115,2.34893786687458,6.1067092164354,4.42736418191567,305.141110258864,148.177721099902,1140,187.678552231458,266.875105645376,1,566.425433195337,-261.284322936473,261.284322936473,-59.9574008201252
"1...224",19,70,60,15,"moyenne",287.074791960115,2.34893786687458,6.1067092164354,4.27469645150478,293.162330160878,148.177721099902,1365,184.28681794054,263.361928395502,1,553.810596289812,-260.648266128934,260.648266128934,-61.5481930977894
"1...225",1,95,420,30,"moyenne",287.074791960115,2.34893786687458,5.81364301060483,5.52296086007459,367.989668655262,145.970717458927,30,367.989668655262,390.809392380716,1,390.809392380716,-22.8197237254544,22.8197237254544,-6.01469477157733
"1...226",2,90,300,30,"moyenne",287.074791960115,2.34893786687458,5.81364301060483,5.23227870954435,345.730919970416,146.117851034992,360,189.90271941647,291.517537538669,1,665.459938414059,-319.729018443643,319.729018443643,-63.2381149003772
"1...227",4,85,240,30,"moyenne",287.074791960115,2.34893786687458,5.81364301060483,4.94159655901411,324.01187799296,146.246592914049,840,187.820462967723,272.905304969198,1,569.126406905728,-245.114528912767,245.114528912767,-54.8883712762512
"1...228",6,82.5,180,30,"moyenne",287.074791960115,2.34893786687458,5.81364301060483,4.79625548374899,313.348115411336,146.461162712477,1080,191.624297977539,267.935577238064,1,508.527227397837,-195.179111986501,195.179111986501,-47.4960378588262
"1...229",8,80,120,30,"moyenne",287.074791960115,2.34893786687458,5.81364301060483,4.65091440848387,302.811321576757,146.890302309333,1080,198.663144886681,267.935577238064,1,455.740693359764,-152.929371783006,152.929371783006,-40.3213935950863
"1...230",10,77.5,120,30,"moyenne",287.074791960115,2.34893786687458,5.81364301060483,4.50557333321875,292.398843845957,146.890302309333,1380,194.178237771604,263.149708100116,1,445.206590808079,-152.807746962122,152.807746962122,-41.4334655855116
"1...231",13,75,120,30,"moyenne",287.074791960115,2.34893786687458,5.81364301060483,4.36023225795363,282.108029575669,146.890302309333,1830,189.853680529737,257.701656218349,1,433.140044588077,-151.032015012407,151.032015012407,-42.2320647808779
"1...232",16,72.5,60,30,"moyenne",287.074791960115,2.34893786687458,5.81364301060483,4.2148911826885,271.936226122626,148.177721099902,1380,202.73059475411,263.149708100116,1,382.289326533753,-110.353100411127,110.353100411127,-33.7354907533206
"1...233",19,70,60,30,"moyenne",287.074791960115,2.34893786687458,5.81364301060483,4.06955010742338,261.88078084356,148.177721099902,1650,197.571626225764,259.693285544883,1,375.998453409662,-114.117672566102,114.117672566102,-35.7803378564914
"1...234",1,95,420,45,"moyenne",287.074791960115,2.34893786687458,5.64221017854791,5.36009966962051,346.512538031868,145.970717458927,45,346.512538031868,367.378083610019,1,367.378083610019,-20.865545578151,20.865545578151,-5.84558612919219
"1...235",2,90,300,45,"moyenne",287.074791960115,2.34893786687458,5.64221017854791,5.07798916069312,326.114629266436,146.117851034992,390,210.981411189163,289.200587438839,1,481.974771459025,-155.860142192589,155.860142192589,-38.574975009613
"1...236",4,85,240,45,"moyenne",287.074791960115,2.34893786687458,5.64221017854791,4.79587865176572,306.164937001518,146.246592914049,900,200.762813804297,271.533904377328,1,449.943924684363,-143.778987682845,143.778987682845,-38.031292838511
"1...237",6,82.5,180,45,"moyenne",287.074791960115,2.34893786687458,5.64221017854791,4.65482339730202,296.352109978232,146.461162712477,1170,202.941579271727,266.366635843331,1,416.355255871755,-120.003145893524,120.003145893524,-33.6752927340398
"1...238",8,80,120,45,"moyenne",287.074791960115,2.34893786687458,5.64221017854791,4.51376814283833,286.644062585849,146.890302309333,1200,208.961432008454,265.871681802123,1,383.636931553945,-96.9928689680958,96.9928689680958,-28.9409575435066
"1...239",10,77.5,120,45,"moyenne",287.074791960115,2.34893786687458,5.64221017854791,4.37271288837463,277.038369992961,146.890302309333,1530,203.308750870889,261.150739335415,1,376.608698616871,-99.5703286239099,99.5703286239099,-30.4660828161211
"1...240",13,75,120,45,"moyenne",287.074791960115,2.34893786687458,5.64221017854791,4.23165763391093,267.532607368161,146.890302309333,2025,197.900832115321,255.761266729727,1,368.217176054251,-100.68456868609,100.68456868609,-31.6742754182557
"1...241",16,72.5,60,45,"moyenne",287.074791960115,2.34893786687458,5.64221017854791,4.09060237944723,258.12434988004,148.177721099902,1620,209.184144454889,260.047084101907,1,334.243180111097,-76.1188302310566,76.1188302310566,-25.6998658357238
"1...242",19,70,60,45,"moyenne",287.074791960115,2.34893786687458,5.64221017854791,3.94954712498353,248.811172697191,148.177721099902,1935,203.212517559783,256.631628551382,1,329.424546840618,-80.6133741434271,80.6133741434271,-27.8825300546505
"1...243",1,95,420,60,"moyenne",287.074791960115,2.34893786687458,5.52057679440216,5.24454795468205,333.823570209437,145.970717458927,60,333.823570209437,353.582389673428,1,353.582389673428,-19.7588194639905,19.7588194639905,-5.74880656180445
"1...244",2,90,300,60,"moyenne",287.074791960115,2.34893786687458,5.52057679440216,4.96851911496195,314.481133939114,146.117851034992,420,221.094349424452,287.074791960115,1,425.296697226264,-110.815563287151,110.815563287151,-29.9591468191422
"1...245",4,85,240,60,"moyenne",287.074791960115,2.34893786687458,5.52057679440216,4.69249027524184,295.536886842763,146.246592914049,960,207.892264215399,270.256052274438,1,404.176318333965,-108.639431491202,108.639431491202,-31.0525600167178
"1...246",6,82.5,180,60,"moyenne",287.074791960115,2.34893786687458,5.52057679440216,4.55447585538178,286.208405819637,146.461162712477,1260,209.150793844265,264.919485955738,1,378.232315826403,-92.0239100067656,92.0239100067656,-27.6996598820108
"1...247",8,80,120,60,"moyenne",287.074791960115,2.34893786687458,5.52057679440216,4.41646143552173,276.972657991776,146.890302309333,1320,214.251913305988,264.013569711965,1,352.376926479239,-75.4042684874624,75.4042684874624,-23.9626021365667
"1...248",10,77.5,120,60,"moyenne",287.074791960115,2.34893786687458,5.52057679440216,4.27844701566168,267.827371993104,146.890302309333,1680,208.093343299156,259.346154470173,1,346.388154544482,-78.5607825513784,78.5607825513784,-25.5808520485426
"1...249",13,75,120,60,"moyenne",287.074791960115,2.34893786687458,5.52057679440216,4.14043259580162,258.770276457544,146.890302309333,2220,202.192083040097,254.005279060711,1,339.169986190286,-80.3997097327422,80.3997097327422,-26.8922214325264
"1...250",16,72.5,60,60,"moyenne",287.074791960115,2.34893786687458,5.52057679440216,4.00241817594157,249.79910001902,148.177721099902,1860,211.827492831923,257.38957309151,1,312.091103943269,-62.2920039242491,62.2920039242491,-22.1723046548894
"1...251",19,70,60,60,"moyenne",287.074791960115,2.34893786687458,5.52057679440216,3.86440375608151,240.911571311455,148.177721099902,2220,205.506458499246,254.005279060711,1,307.78624338613,-66.8746720746744,66.8746720746744,-24.3757748922446
"1...252",1,95,420,75,"moyenne",287.074791960115,2.34893786687458,5.42623046114601,5.15491893808871,325.01797640101,145.970717458927,75,325.01797640101,344.032777213313,1,344.032777213313,-19.0148008123032,19.0148008123032,-5.68411311386529
"1...253",2,90,300,75,"moyenne",287.074791960115,2.34893786687458,5.42623046114601,4.88360741503141,306.385998406955,146.117851034992,450,227.221651933987,285.623402169123,1,395.510930871877,-89.1249324649221,89.1249324649221,-25.3954473220146
"1...254",4,85,240,75,"moyenne",287.074791960115,2.34893786687458,5.42623046114601,4.61229589197411,288.119575004232,146.246592914049,1020,212.546908758769,269.059836217728,1,377.985802170046,-89.8662271658138,89.8662271658138,-26.982585712501
"1...255",6,82.5,180,75,"moyenne",287.074791960115,2.34893786687458,5.42623046114601,4.47664013044546,279.118054043702,146.461162712477,1350,213.134724446593,263.576630387007,1,355.81592428533,-76.6978702416281,76.6978702416281,-24.159321396998
"1...256",8,80,120,75,"moyenne",287.074791960115,2.34893786687458,5.42623046114601,4.34098436891681,270.201451053902,146.890302309333,1440,217.409053571703,262.324165654591,1,333.671577395339,-63.4701263414365,63.4701263414365,-21.0210171182605
"1...257",10,77.5,120,75,"moyenne",287.074791960115,2.34893786687458,5.42623046114601,4.20532860738816,261.367609142467,146.890302309333,1830,210.977749086613,257.701656218349,1,328.181988019933,-66.8143788774669,66.8143788774669,-22.6662452825193
"1...258",13,75,120,75,"moyenne",287.074791960115,2.34893786687458,5.42623046114601,4.06967284585951,252.614371417027,146.890302309333,2415,204.79981249897,252.401872553202,1,321.550488078442,-68.9361166614155,68.9361166614155,-24.012656128761
"1...259",16,72.5,60,75,"moyenne",287.074791960115,2.34893786687458,5.42623046114601,3.93401708433086,243.939580985216,148.177721099902,2100,212.961484119506,255.066000612375,1,298.511845913107,-54.5722649278906,54.5722649278906,-20.1206088589088
"1...260",19,70,60,75,"moyenne",287.074791960115,2.34893786687458,5.42623046114601,3.79836132280221,235.341080954667,148.177721099902,2505,206.456355915768,251.706378033502,1,294.472962295497,-59.1318813408302,59.1318813408302,-22.3217493360815
"1...261",1,95,420,90,"moyenne",287.074791960115,2.34893786687458,5.34914389453581,5.08168669980902,318.345047308137,145.970717458927,90,318.345047308137,336.80986163288,1,336.80986163288,-18.464814324743,18.464814324743,-5.63677813376664
"1...262",2,90,300,90,"moyenne",287.074791960115,2.34893786687458,5.34914389453581,4.81422950508223,300.238822759869,146.117851034992,480,231.313175695437,284.277181049445,1,376.135078896,-75.8962561361312,75.8962561361312,-22.4421007227882
"1...263",4,85,240,90,"moyenne",287.074791960115,2.34893786687458,5.34914389453581,4.54677231035544,282.474650417477,146.246592914049,1080,215.823733475005,267.935577238064,1,360.378910008689,-77.9042595912122,77.9042595912122,-24.2370158266114
"1...264",6,82.5,180,90,"moyenne",287.074791960115,2.34893786687458,5.34914389453581,4.41304371299204,273.715668153949,146.461162712477,1440,215.874034521455,262.324165654591,1,340.530787050754,-66.8151188968056,66.8151188968056,-21.755150015327
"1...265",8,80,120,90,"moyenne",287.074791960115,2.34893786687458,5.34914389453581,4.27931511562865,265.036000138446,146.890302309333,1560,219.409678477962,260.775518132383,1,320.804240795416,-55.7682406569692,55.7682406569692,-19.0387196919322
"1...266",10,77.5,120,90,"moyenne",287.074791960115,2.34893786687458,5.34914389453581,4.14558651826525,256.433580103156,146.890302309333,1980,212.816572903228,256.191327766984,1,315.607284263277,-59.1737041601203,59.1737041601203,-20.688628329257
"1...267",13,75,120,90,"moyenne",287.074791960115,2.34893786687458,5.34914389453581,4.01185792090186,247.906341780264,146.890302309333,2610,206.468019733394,250.926782620813,1,309.329749945839,-61.4234081655748,61.4234081655748,-22.0457393473236
"1...268",16,72.5,60,90,"moyenne",287.074791960115,2.34893786687458,5.34914389453581,3.87812932353846,239.452218901956,148.177721099902,2340,213.35012574884,253.002192443427,1,289.03809977946,-49.5858808775046,49.5858808775046,-18.765104723667
"1...269",19,70,60,90,"moyenne",287.074791960115,2.34893786687458,5.34914389453581,3.74440072617506,231.069145200416,148.177721099902,2790,206.739160565372,249.662693494079,1,285.163108254899,-54.0939630544829,54.0939630544829,-20.9572194268815
"1...270",1,95,420,105,"moyenne",287.074791960115,2.34893786687458,5.28396807625604,5.01976967244324,313.002200905333,145.970717458927,105,313.002200905333,331.035385128864,1,331.035385128864,-18.0331842235311,18.0331842235311,-5.60004093381395
"1...271",2,90,300,105,"moyenne",287.074791960115,2.34893786687458,5.28396807625604,4.75557126863044,295.308977053402,146.117851034992,510,234.189153942822,283.020172900298,1,362.199088412229,-66.890111358827,66.890111358827,-20.3465523457745
"1...272",4,85,240,105,"moyenne",287.074791960115,2.34893786687458,5.28396807625604,4.49137286481764,277.939778753579,146.246592914049,1140,218.227935778527,266.875105645376,1,347.453732484038,-69.5139537304598,69.5139537304598,-22.2304684910772
"1...273",6,82.5,180,105,"moyenne",287.074791960115,2.34893786687458,5.28396807625604,4.35927366291124,269.371710045766,146.461162712477,1530,217.827577953302,261.150739335415,1,329.211416999059,-59.8397069532935,59.8397069532935,-19.9937834027227
"1...274",8,80,120,105,"moyenne",287.074791960115,2.34893786687458,5.28396807625604,4.22717446100484,260.87867275805,146.890302309333,1680,220.704705092708,259.346154470173,1,311.224718642468,-50.3460458844179,50.3460458844179,-17.600331213269
"1...275",10,77.5,120,105,"moyenne",287.074791960115,2.34893786687458,5.28396807625604,4.09507525909843,252.458675234456,146.890302309333,2130,214.011067298268,254.795035851021,1,306.219406025816,-53.7607307913599,53.7607307913599,-19.2456917837499
"1...276",13,75,120,105,"moyenne",287.074791960115,2.34893786687458,5.28396807625604,3.96297605719203,244.109725819007,146.890302309333,2805,207.551860381672,249.561144698227,1,300.179242087062,-56.0695162680548,56.0695162680548,-20.6028486977274
"1...277",16,72.5,60,105,"moyenne",287.074791960115,2.34893786687458,5.28396807625604,3.83087685528563,235.829832855726,148.177721099902,2580,213.328680752862,251.146196286213,1,281.911151477939,-46.0813186222129,46.0813186222129,-17.8009159083745
"1...278",19,70,60,105,"moyenne",287.074791960115,2.34893786687458,5.28396807625604,3.69877765337923,227.617004688637,148.177721099902,3075,206.65470010154,247.823483862876,1,278.147809859979,-50.5308051713422,50.5308051713422,-19.9819377377763
"1...279",1,95,420,120,"moyenne",287.074791960115,2.34893786687458,5.22751056782576,4.96613503943447,308.561250216099,145.970717458927,120,308.561250216099,326.241564757968,1,326.241564757968,-17.6803145418697,17.6803145418697,-5.57033274737194
"1...280",2,90,300,120,"moyenne",287.074791960115,2.34893786687458,5.22751056782576,4.70475951104318,291.205959242825,146.117851034992,540,236.271252181079,281.841316950351,1,351.536472051799,-60.3305128089732,60.3305128089732,-18.7728427038664
"1...281",4,85,240,120,"moyenne",287.074791960115,2.34893786687458,5.22751056782576,4.4433839826519,274.160252900242,146.246592914049,1200,220.036162418259,265.871681802123,1,337.422446583378,-63.2621936831366,63.2621936831366,-20.6880259158904
"1...282",6,82.5,180,120,"moyenne",287.074791960115,2.34893786687458,5.22751056782576,4.31269621845625,265.748672727851,146.461162712477,1620,219.248260684762,260.047084101907,1,320.373552889115,-54.6248801612643,54.6248801612643,-18.6394160718833
"1...283",8,80,120,120,"moyenne",287.074791960115,2.34893786687458,5.22751056782576,4.18200845426061,257.408703228005,146.890302309333,1800,221.537837006961,258.019089214293,1,303.717306294665,-46.3086030666606,46.3086030666606,-16.5055984861774
"1...284",10,77.5,120,120,"moyenne",287.074791960115,2.34893786687458,5.22751056782576,4.05132069006496,249.138415905659,146.890302309333,2280,214.780670700405,253.496918280993,1,298.846947857479,-49.7085319518201,49.7085319518201,-18.1422845349228
"1...285",13,75,120,120,"moyenne",287.074791960115,2.34893786687458,5.22751056782576,3.92063292586932,240.935882265772,146.890302309333,3000,208.247796257448,248.289942106216,1,292.977174437431,-52.0412921716593,52.0412921716593,-19.4942946302917
"1...286",16,72.5,60,120,"moyenne",287.074791960115,2.34893786687458,5.22751056782576,3.78994516167368,232.799173813301,148.177721099902,2820,213.067548575626,249.460199113488,1,276.276322148419,-43.4771483351187,43.4771483351187,-17.0808254099851
"1...287",19,70,60,120,"moyenne",287.074791960115,2.34893786687458,5.22751056782576,3.65925739747803,224.726362053202,148.177721099902,3360,206.356157499491,246.151798443525,1,272.594284787574,-47.8679227343722,47.8679227343722,-19.2503259369796
"1...288",1,95,420,135,"moyenne",287.074791960115,2.34893786687458,5.17771123513567,4.91882567337889,304.769002747767,145.970717458927,135,304.769002747767,322.152149811499,1,322.152149811499,-17.3831470637318,17.3831470637318,-5.5455608708588
"1...289",2,90,300,135,"moyenne",287.074791960115,2.34893786687458,5.17771123513567,4.65994011162211,287.698498572657,146.117851034992,570,237.803736930826,280.731616338513,1,343.027721281765,-55.3292227091081,55.3292227091081,-17.5446084108819
"1...290",4,85,240,135,"moyenne",287.074791960115,2.34893786687458,5.17771123513567,4.40105454986532,270.925638124465,146.246592914049,1260,221.416589803956,264.919485955738,1,329.331637329396,-58.4059992049307,58.4059992049307,-19.4603219630347
"1...291",6,82.5,180,135,"moyenne",287.074791960115,2.34893786687458,5.17771123513567,4.27161176898693,262.646139538957,146.461162712477,1710,220.289986521489,259.005360962325,1,313.2134704246,-50.5673308856429,50.5673308856429,-17.5623815286656
"1...292",8,80,120,135,"moyenne",287.074791960115,2.34893786687458,5.17771123513567,4.14216898810854,254.435430174373,146.890302309333,1920,222.054062023695,256.780750270843,1,297.617076269463,-43.1816460950897,43.1816460950897,-15.6440358810264
"1...293",10,77.5,120,135,"moyenne",287.074791960115,2.34893786687458,5.17771123513567,4.01272620723015,246.29163612711,146.890302309333,2430,215.257089629898,252.284112801239,1,292.846659139864,-46.5550230127538,46.5550230127538,-17.2701599650607
"1...294",13,75,120,135,"moyenne",287.074791960115,2.34893786687458,5.17771123513567,3.88328342635176,238.212883493565,146.890302309333,3195,208.674740056405,247.100987109082,1,287.105231999264,-48.8923485056986,48.8923485056986,-18.6143774843287
"1...295",16,72.5,60,135,"moyenne",287.074791960115,2.34893786687458,5.17771123513567,3.75384064547336,230.197298370137,148.177721099902,3060,212.661572527313,247.9158472575,1,271.660848649543,-41.4635502794055,41.4635502794055,-16.5240120243697
"1...296",19,70,60,135,"moyenne",287.074791960115,2.34893786687458,5.17771123513567,3.62439786459497,222.243006853224,148.177721099902,3645,205.929025860708,244.619798420973,1,268.040824609242,-45.7978177560179,45.7978177560179,-18.6821652345368
"1...297",1,95,420,150,"moyenne",287.074791960115,2.34893786687458,5.13316418031148,4.8765059712959,301.464308937535,145.970717458927,150,301.464308937535,318.591562752071,1,318.591562752071,-17.1272538145359,17.1272538145359,-5.52442274850664
"1...298",2,90,300,150,"moyenne",287.074791960115,2.34893786687458,5.13316418031148,4.61984776228033,284.639197225949,146.117851034992,600,238.939856309059,279.683403859817,1,336.026629866781,-51.3874326408316,51.3874326408316,-16.5588084272454
"1...299",4,85,240,150,"moyenne",287.074791960115,2.34893786687458,5.13316418031148,4.36318955326476,268.101615277373,146.246592914049,1320,222.478923913739,264.013569711965,1,322.61885594998,-54.5172406726067,54.5172406726067,-18.4578809531808
"1...300",6,82.5,180,150,"moyenne",287.074791960115,2.34893786687458,5.13316418031148,4.23486044875697,259.936083085507,146.461162712477,1800,221.052926316886,258.019089214293,1,307.252024366479,-47.3159412809715,47.3159412809715,-16.6843911779222
"1...301",8,80,120,150,"moyenne",287.074791960115,2.34893786687458,5.13316418031148,4.10653134424918,251.836955479946,146.890302309333,2040,222.34551294258,255.620098647349,1,292.524886067922,-40.6879305879757,40.6879305879757,-14.9488547809602
"1...302",10,77.5,120,150,"moyenne",287.074791960115,2.34893786687458,5.13316418031148,3.97820223974139,243.802406509208,146.890302309333,2580,215.524598713147,251.146196286213,1,287.831383374845,-44.0289768656366,44.0289768656366,-16.5636487760641
"1...303",13,75,120,150,"moyenne",287.074791960115,2.34893786687458,5.13316418031148,3.84987313523361,235.83061022181,146.890302309333,3390,208.909278040801,245.98437448326,1,282.190175712976,-46.3595654911658,46.3595654911658,-17.8987279081894
"1...304",16,72.5,60,150,"moyenne",287.074791960115,2.34893786687458,5.13316418031148,3.72154403072582,227.919740666269,148.177721099902,3300,212.166974231078,246.491313399504,1,267.778931955026,-39.8591912887566,39.8591912887566,-16.0820246211183
"1...305",19,70,60,150,"moyenne",287.074791960115,2.34893786687458,5.13316418031148,3.59321492621803,220.067971891104,148.177721099902,3930,205.424037829957,243.206095844181,1,264.20793548136,-44.1399635902559,44.1399635902559,-18.2292626654694
"1...306",1,95,420,165,"moyenne",287.074791960115,2.34893786687458,5.0928665151988,4.83822318943886,298.538648022384,145.970717458927,165,298.538648022384,315.441691422352,1,315.441691422352,-16.9030433999682,16.9030433999682,-5.50605363528572
"1...307",2,90,300,165,"moyenne",287.074791960115,2.34893786687458,5.0928665151988,4.58357986367892,281.928674866547,146.117851034992,630,239.781324533203,278.69032353538,1,330.130232903322,-48.2015580367751,48.2015580367751,-15.7506270801302
"1...308",4,85,240,165,"moyenne",287.074791960115,2.34893786687458,5.0928665151988,4.32893653791898,265.597502083959,146.246592914049,1380,223.298391794288,263.149708100116,1,316.92737917433,-51.3298770903702,51.3298770903702,-17.6232393642979
"1...309",6,82.5,180,165,"moyenne",287.074791960115,2.34893786687458,5.0928665151988,4.20161487503901,257.532007621242,146.461162712477,1890,221.605469167491,257.082662126966,1,302.182765291241,-44.6507576699989,44.6507576699989,-15.954825504304
"1...310",8,80,120,165,"moyenne",287.074791960115,2.34893786687458,5.0928665151988,4.07429321215904,249.530863398165,146.890302309333,2160,222.473561773573,254.528020576425,1,288.184423353946,-38.653559955781,38.653559955781,-14.3769615289366
"1...311",10,77.5,120,165,"moyenne",287.074791960115,2.34893786687458,5.0928665151988,3.94697154927907,241.592286130171,146.890302309333,2730,215.6396513543,250.074488391687,1,283.551878788379,-41.9595926582074,41.9595926582074,-15.9802185613984
"1...312",13,75,120,165,"moyenne",287.074791960115,2.34893786687458,5.0928665151988,3.8196498863991,233.714492532705,146.890302309333,3585,209.00298068797,244.931858629094,1,277.991185658084,-44.2766931253793,44.2766931253793,-17.3055312897547
"1...313",16,72.5,60,165,"moyenne",287.074791960115,2.34893786687458,5.0928665151988,3.69232822351913,225.895699321208,148.177721099902,3540,211.618582024921,245.169437859183,1,264.446190484707,-38.5504911634993,38.5504911634993,-15.7239232319141
"1...314",19,70,60,165,"moyenne",287.074791960115,2.34893786687458,5.0928665151988,3.56500656063916,218.134123211123,148.177721099902,4215,204.87261128413,241.893848515659,1,260.91506143956,-42.7809382284371,42.7809382284371,-17.8607707096433
"1...315",1,95,420,180,"moyenne",287.074791960115,2.34893786687458,5.05607760013935,4.80327372013239,295.915656739926,145.970717458927,180,295.915656739926,312.619501445837,1,312.619501445837,-16.7038447059103,16.7038447059103,-5.48985362019503
"1...316",2,90,300,180,"moyenne",287.074791960115,2.34893786687458,5.05607760013935,4.55046984012542,279.496924608091,146.117851034992,660,240.39857053087,277.746920474189,1,325.072105910189,-45.5751813020985,45.5751813020985,-15.0769156213735
"1...317",4,85,240,180,"moyenne",287.074791960115,2.34893786687458,5.05607760013935,4.29766596011845,263.349343681978,146.246592914049,1440,223.928563994004,262.324165654591,1,312.018149955696,-48.6688062737185,48.6688062737185,-16.9174681614414
"1...318",6,82.5,180,180,"moyenne",287.074791960115,2.34893786687458,5.05607760013935,4.17126402011497,255.372872626687,146.461162712477,1980,221.996037013027,256.191327766984,1,297.799228825166,-42.426356198479,42.426356198479,-15.339297150788
"1...319",8,80,120,180,"moyenne",287.074791960115,2.34893786687458,5.05607760013935,4.04486208011148,247.458954619571,146.890302309333,2280,222.480595310191,253.496918280993,1,284.422460787168,-36.9635061675964,36.9635061675964,-13.8991531183054
"1...320",10,77.5,120,180,"moyenne",287.074791960115,2.34893786687458,5.05607760013935,3.918460140108,239.605844742878,146.890302309333,2880,215.641420303391,249.061761676416,1,279.839405449851,-40.2335607069732,40.2335607069732,-15.4909726066589
"1...321",13,75,120,180,"moyenne",287.074791960115,2.34893786687458,5.05607760013935,3.79205820010452,231.811798078855,146.890302309333,3780,208.991785040912,243.936536889111,1,274.344879812492,-42.5330817336367,42.5330817336367,-16.8062908547724
"1...322",16,72.5,60,180,"moyenne",287.074791960115,2.34893786687458,5.05607760013935,3.66565626010103,224.075069709751,148.177721099902,3780,211.038686153394,243.936536889111,1,261.537642183907,-37.4625724741558,37.4625724741558,-15.4289916868402
"1...323",19,70,60,180,"moyenne",287.074791960115,2.34893786687458,5.05607760013935,3.53925432009755,216.393914717814,148.177721099902,4500,204.29482264609,240.669514842659,1,258.039573349898,-41.6456586320842,41.6456586320842,-17.5559523851067
"1...324",1,95,420,195,"moyenne",287.074791960115,2.34893786687458,5.02223525506618,4.77112349231287,293.539693437556,145.970717458927,195,293.539693437556,310.064550242169,1,310.064550242169,-16.5248568046132,16.5248568046132,-5.47539450812123
"1...325",2,90,300,195,"moyenne",287.074791960115,2.34893786687458,5.02223525506618,4.52001172955956,277.292887264997,146.117851034992,690,240.842013505536,276.848472807722,1,320.667977017661,-43.3750897526639,43.3750897526639,-14.5076684256581
"1...326",4,85,240,195,"moyenne",287.074791960115,2.34893786687458,5.02223525506618,4.26889996680625,261.310446141529,146.246592914049,1500,224.408750675455,261.533706137475,1,307.724070219226,-46.4136240776974,46.4136240776974,-16.3131137894883
"1...327",6,82.5,180,195,"moyenne",287.074791960115,2.34893786687458,5.02223525506618,4.1433440854296,253.41408718955,146.461162712477,2070,222.259927038672,255.34097029825,1,293.956394519454,-40.5423073299032,40.5423073299032,-14.8134796028173
"1...328",8,80,120,195,"moyenne",287.074791960115,2.34893786687458,5.02223525506618,4.01778820405294,245.57868915946,146.890302309333,2400,222.396752810006,252.52038635678,1,281.117100357541,-35.538411198081,35.538411198081,-13.4948529703156
"1...329",10,77.5,120,195,"moyenne",287.074791960115,2.34893786687458,5.02223525506618,3.89223232267629,237.802541937796,146.890302309333,3030,215.557871326923,248.101942429364,1,276.575071550531,-38.7725296127348,38.7725296127348,-15.0755120736275
"1...330",13,75,120,195,"moyenne",287.074791960115,2.34893786687458,5.02223525506618,3.76667644129963,230.083935411098,146.890302309333,3975,208.901438536798,242.99255746324,1,271.135902109171,-41.0519666980732,41.0519666980732,-16.3808227947135
"1...331",16,72.5,60,195,"moyenne",287.074791960115,2.34893786687458,5.02223525506618,3.64112055992298,222.421159465904,148.177721099902,4020,210.441912009356,242.781441947064,1,258.965060618797,-36.5439011528931,36.5439011528931,-15.1827782467322
"1...332",19,70,60,195,"moyenne",287.074791960115,2.34893786687458,5.02223525506618,3.51556467854632,214.812503988751,148.177721099902,4785,203.703808883433,239.522130098519,1,255.494925984524,-40.6824219957728,40.6824219957728,-17.3003526642496
"1...333",1,95,420,210,"moyenne",287.074791960115,2.34893786687458,4.99090191097963,4.74135681543065,291.36897564698,145.970717458927,210,291.36897564698,307.731474302962,1,307.731474302962,-16.3624986559812,16.3624986559812,-5.46235565583313
"1...334",2,90,300,210,"moyenne",287.074791960115,2.34893786687458,4.99090191097963,4.49181171988167,275.278187533634,146.117851034992,720,241.148680552337,275.990929210684,1,316.785797934619,-41.5076104009853,41.5076104009853,-14.0213258768502
"1...335",4,85,240,210,"moyenne",287.074791960115,2.34893786687458,4.99090191097963,4.24226662433268,259.445681399093,146.246592914049,1560,224.768462549646,260.775518132383,1,303.924289354993,-44.4786079559003,44.4786079559003,-15.7901948150927
"1...336",6,82.5,180,210,"moyenne",287.074791960115,2.34893786687458,4.99090191097963,4.11749407655819,251.622088311533,146.461162712477,2160,222.423442431669,254.528020576425,1,290.548974044592,-38.9268857330597,38.9268857330597,-14.3596323875694
